,,,,Defensive Stats,,,,,,,,,
Denico Autry,OAK,DT,16,592,23.0,13,36,5.0,0,0,0,0,7
Josh Shaw,CIN,S,16,554,30.0,6,36,0.0,0,0,0,0,3
Rashaan Melvin,IND,CB,10,552,30.0,6,36,0.0,0,0,3,0,13
Josh Bynes,ARI,LB,14,236,31.0,5,36,1.0,2,0,1,0,3
William Gholston,TB,DE,14,447,21.0,15,36,0.0,0,0,0,0,0
Erik Walden,TEN,LB,16,581,25.0,11,36,4.0,0,1,0,0,0
Cameron Wake,MIA,LB,16,615,26.0,10,36,10.5,0,0,0,0,0
Jonathan Casillas,NYG,LB,8,457,25.0,10,35,0.0,0,0,0,0,1
Terence Newman,MIN,CB,16,560,25.0,10,35,0.0,0,0,1,0,5
Richard Sherman,SEA,CB,9,572,25.0,10,35,0.0,0,0,2,0,7
Mike Pennel,NYJ,DT,16,305,20.0,15,35,0.0,0,0,0,0,0
Mike Hull,MIA,LB,16,183,27.0,8,35,0.0,0,1,0,0,0
Damien Wilson,DAL,LB,16,325,21.0,14,35,1.0,0,0,0,0,1
Quinton Dunbar,WAS,CB,15,373,30.0,5,35,0.0,0,0,1,0,8
Nate Hairston,IND,CB,14,536,26.0,9,35,2.0,0,0,1,0,5
Marlon Humphrey,BAL,CB,16,596,30.0,4,34,0.0,0,0,2,0,11
Eddie Yarbrough,BUF,DE,16,464,23.0,11,34,1.0,0,0,0,0,2
Andrew Adams,NYG,S,16,276,34.0,0,34,0.0,1,0,0,0,2
Leonard Floyd,CHI,LB,10,582,24.0,10,34,4.5,0,1,0,0,2
Kyle Emanuel,LAC,LB,16,303,21.0,13,34,1.5,0,0,1,0,3
Ronald Darby,PHI,CB,8,382,30.0,4,34,0.0,0,0,3,0,9
Shelby Harris,DEN,DE,16,516,22.0,12,34,5.5,0,0,0,0,3
Eli Harold,SF,DE,16,454,26.0,8,34,2.0,0,0,0,0,0
Connor Barwin,LAR,LB,14,659,26.0,8,34,5.0,0,1,0,0,0
Sean Smith,OAK,CB,14,702,32.0,2,34,0.0,0,0,2,0,4
Patrick Peterson,ARI,CB,16,1015,30.0,4,34,0.0,0,1,1,0,8
Earl Mitchell,SF,DT,16,625,19.0,14,33,1.0,0,1,0,0,4
Chris Baker,TB,DE,15,457,24.0,9,33,0.5,0,0,0,0,2
Julius Peppers,CAR,DE,16,500,21.0,12,33,11.0,2,2,0,0,0
Danny Shelton,CLE,DT,14,471,20.0,13,33,0.0,0,0,0,0,1
Kavon Frazier,DAL,S,15,221,23.0,10,33,0.0,1,0,0,0,0
Willie Henry,BAL,DT,14,598,24.0,9,33,3.5,0,1,0,0,5
Adolphus Washington,BUF,DT,15,510,22.0,11,33,1.0,0,0,0,0,2
Shaq Lawson,BUF,DE,11,435,17.0,16,33,4.0,1,0,0,0,2
Carl Nassib,CLE,LB,16,646,19.0,13,32,3.0,0,0,0,0,5
Dean Lowry,GB,DE,16,496,18.0,14,32,2.0,0,1,0,1,2
Chris Jones,KC,DT,16,680,22.0,10,32,6.5,4,0,1,0,7
Javon Hargrave,PIT,DT,16,454,21.0,11,32,2.0,1,0,0,0,1
Larry Ogunjobi,CLE,DT,14,303,17.0,15,32,1.0,0,0,0,0,0
Dylan Cole,HOU,LB,12,205,16.0,16,32,1.0,0,0,2,1,3
Ahkello Witherspoon,SF,CB,12,662,28.0,4,32,0.0,1,0,2,0,7
Frank Clark,SEA,DE,16,742,19.0,13,32,9.0,2,1,0,0,2
Marquis Flowers,NE,LB,16,283,25.0,7,32,3.5,1,0,0,0,1
Tom Johnson,MIN,DT,16,675,17.0,15,32,2.0,0,0,0,0,0
Pierre Desir,IND,CB,9,375,21.0,11,32,0.0,0,0,1,0,7
Jimmie Ward,SF,S,7,431,27.0,5,32,0.0,0,1,0,0,1
Kevin Minter,CIN,LB,9,199,16.0,16,32,0.0,0,0,0,0,0
Mitch Unrein,CHI,DE,12,389,25.0,7,32,2.5,0,0,0,0,0
Robert Quinn,LAR,LB,15,636,21.0,11,32,8.5,2,0,0,0,1
Derrick Morgan,TEN,LB,14,719,16.0,16,32,7.5,0,2,0,0,2
Keenan Robinson,NYG,LB,6,292,20.0,12,32,0.0,0,0,0,0,2
Eddie Pleasant,HOU,S,16,307,25.0,7,32,2.0,1,0,1,0,3
Jeremy Lane,SEA,CB,13,348,21.0,10,31,0.0,0,0,0,0,0
Derek Wolfe,DEN,DE,11,459,18.0,13,31,2.0,0,0,0,0,0
Janoris Jenkins,NYG,CB,9,618,27.0,4,31,0.0,1,0,3,2,9
Mason Foster,WAS,LB,5,287,22.0,9,31,0.5,0,1,1,0,1
Aqib Talib,DEN,CB,15,752,23.0,8,31,0.0,1,0,1,1,7
Robert Ayers,TB,DE,12,589,20.0,11,31,2.0,2,0,0,0,0
Jamie Collins,CLE,LB,6,330,21.0,10,31,1.0,1,0,1,0,3
Abry Jones,JAX,DT,15,489,24.0,7,31,1.0,1,1,0,0,6
DaQuan Jones,TEN,DT,12,437,19.0,12,31,3.5,0,0,0,0,0
Adarius Taylor,TB,LB,14,285,22.0,9,31,1.0,1,1,0,1,1
Tyeler Davison,NO,DT,16,589,22.0,9,31,0.0,2,0,0,0,1
Darius Philon,LAC,DE,16,510,16.0,15,31,4.5,1,0,0,0,1
Samson Ebukam,LAR,LB,16,352,26.0,5,31,2.0,1,0,0,0,0
Myles Garrett,CLE,DE,11,520,19.0,12,31,7.0,1,1,0,0,1
Cordrea Tankersley,MIA,CB,11,641,24.0,7,31,0.0,0,0,0,0,7
Jalen Reeves-Maybin,DET,LB,14,239,25.0,5,30,0.5,1,0,0,0,2
Duke Riley,ATL,LB,12,223,15.0,15,30,0.0,0,0,0,0,0
Yannick Ngakoue,JAX,DE,16,772,24.0,6,30,12.0,6,2,0,1,0
Phillip Gaines,KC,CB,14,419,23.0,7,30,0.0,0,0,0,0,3
Olsen Pierre,ARI,DE,14,352,22.0,8,30,5.5,1,0,0,0,2
Cassius Marsh,NE/SF,LB,15,457,26.0,4,30,3.0,3,0,0,0,0
Paul Worrilow,DET,LB,13,277,20.0,10,30,0.0,0,1,0,0,1
Brandon Williams,BAL,DT,12,475,18.0,12,30,0.0,0,1,0,1,2
Brandon Mebane,LAC,DT,16,535,16.0,14,30,0.0,0,0,0,0,0
Derrick Shelby,ATL,DE,16,397,16.0,14,30,1.0,0,0,0,0,0
Michael Wilhoite,SEA,LB,14,318,21.0,9,30,0.0,0,0,1,0,1
Johnson Bademosi,NE,CB,16,215,24.0,5,29,0.0,0,0,0,0,1
Margus Hunt,IND,DT,16,578,19.0,10,29,1.0,0,0,0,0,2
Frostee Rucker,ARI,DE,16,607,23.0,6,29,1.5,0,0,0,0,1
Darius Butler,IND,S,15,504,23.0,6,29,0.0,2,1,0,0,4
Captain Munnerlyn,CAR,CB,14,388,24.0,5,29,2.0,0,0,0,0,4
Clinton McDonald,TB,DT,14,467,18.0,11,29,5.0,0,0,0,0,1
Anthony Levine,BAL,S,16,262,23.0,6,29,3.0,0,1,1,0,3
Kemal Ishmael,ATL,S,16,114,15.0,14,29,1.0,0,1,0,0,1
Tim Jernigan,PHI,DE,15,492,16.0,13,29,2.5,0,0,0,0,0
Vic Beasley,ATL,DE,14,485,23.0,6,29,5.0,1,0,0,0,2
Emmanuel Ogbah,CLE,DE,10,462,18.0,11,29,4.0,2,1,0,0,6
Rashard Robinson,NYJ/SF,CB,14,501,22.0,7,29,0.0,1,1,1,0,7
Brennan Scarlett,HOU,LB,11,302,21.0,8,29,2.0,0,0,0,0,1
Kevin King,GB,CB,9,382,22.0,6,28,0.0,0,0,0,0,5
Kyler Fackrell,GB,LB,16,448,22.0,6,28,3.0,0,1,0,0,0
Shamar Stephen,MIN,DT,15,384,9.0,19,28,1.0,0,0,0,0,0
Jordan Hicks,PHI,LB,7,268,19.0,9,28,0.0,0,1,0,0,0
Chris Long,PHI,DE,16,495,20.0,8,28,5.0,4,0,0,0,0
Jimmy Smith,BAL,CB,12,599,26.0,2,28,0.0,0,1,3,2,9
Marcell Dareus,BUF/JAX,DT,14,418,22.0,6,28,2.0,0,0,0,0,0
Cedric Thornton,BUF,DT,15,389,18.0,9,27,2.0,0,0,0,0,0
Tyrone Crawford,DAL,DT,16,630,18.0,9,27,4.0,1,1,0,0,2
Corey Moore,HOU,S,14,240,20.0,7,27,0.0,0,0,0,0,1
Jordan Richards,NE,S,16,276,24.0,3,27,0.0,1,0,0,0,1
Mario Edwards,OAK,DE,14,475,19.0,8,27,3.5,0,0,0,0,0
Michael Thomas,MIA,S,13,151,16.0,11,27,0.0,0,0,0,0,1
William Jackson,CIN,CB,15,702,21.0,6,27,1.0,0,0,1,1,14
Matthew Ioannidis,WAS,DT,14,588,13.0,14,27,4.5,1,0,0,0,0
Maurice Canady,BAL,CB,8,319,22.0,5,27,0.0,0,0,0,0,1
Jonathan Bullard,CHI,DE,16,437,18.0,8,26,1.0,1,0,0,0,2
Sheldon Rankins,NO,DT,16,812,16.0,10,26,2.0,1,0,1,0,1
Deatrich Wise,NE,DE,16,545,16.0,10,26,5.0,0,0,0,0,1
David Bass,NYJ/SEA,DE,15,351,16.0,10,26,3.5,0,0,0,0,0
Chris Smith,CIN,DE,16,403,17.0,9,26,3.0,1,0,0,0,2
Brandon Dunn,HOU,DE,16,419,17.0,9,26,0.0,0,1,0,0,0
Fletcher Cox,PHI,DT,14,608,15.0,11,26,5.5,1,2,0,1,2
Da'Norris Searcy,TEN,S,16,363,15.0,11,26,0.0,0,0,1,0,2
Ryan Davis,BUF,DE,16,456,17.0,9,26,3.0,1,0,0,0,0
Keith Tandy,TB,S,14,228,19.0,7,26,0.0,0,0,0,0,0
Pat Sims,CIN,DT,14,307,9.0,16,25,0.5,0,0,0,0,0
Ziggy Hood,WAS,DT,15,538,13.0,12,25,0.5,0,0,0,0,0
Nate Orchard,CLE,DE,16,433,14.0,11,25,2.0,1,0,0,0,0
Bryce Callahan,CHI,CB,12,512,20.0,5,25,1.0,1,0,2,0,6
Star Lotulelei,CAR,DT,16,590,6.0,19,25,1.5,0,1,0,0,1
Terence Garvin,SEA,LB,15,198,16.0,9,25,1.0,1,0,0,0,1
Stephon Tuitt,PIT,DE,12,571,19.0,6,25,3.0,1,0,0,0,2
Jordan Willis,CIN,LB,16,361,17.0,8,25,1.0,0,0,0,0,0
Marquel Lee,OAK,LB,13,171,18.0,7,25,0.0,0,0,0,0,0
Rasul Douglas,PHI,CB,14,420,23.0,2,25,0.0,0,0,2,0,11
Chidobe Awuzie,DAL,CB,10,312,14.0,11,25,0.0,1,0,1,0,7
Blake Countess,LAR,S,16,163,19.0,6,25,0.0,0,0,1,0,1
Austin Johnson,TEN,DE,16,319,15.0,9,24,1.0,0,0,0,0,1
Joel Heath,HOU,DE,13,325,17.0,7,24,1.0,0,0,0,0,0
Montae Nicholson,WAS,S,8,318,18.0,6,24,0.0,0,0,1,0,2
Rontez Miles,NYJ,S,13,125,21.0,3,24,0.0,0,0,0,0,0
Cornelius Washington,DET,DT,15,489,15.0,9,24,2.5,0,0,0,0,3
Kareem Martin,ARI,LB,16,458,18.0,6,24,1.0,1,0,1,0,3
Tenny Palepoi,LAC,DT,15,270,20.0,4,24,1.0,0,0,0,0,0
Za'Darius Smith,BAL,LB,14,531,15.0,9,24,3.5,1,0,0,0,1
Rakeem Nunez-Roches,KC,DE,16,392,13.0,11,24,0.5,0,0,0,0,0
Lamarr Houston,HOU/HOU/CHI,LB,15,524,20.0,4,24,6.0,2,2,0,2,1
Rafael Bush,NO,S,14,184,17.0,6,23,1.0,0,0,0,0,1
Rey Maualuga,MIA,LB,6,122,14.0,9,23,0.0,0,0,0,0,0
Adam Jones,CIN,CB,9,298,19.0,4,23,0.0,0,0,1,0,4
Colin Jones,CAR,S,16,214,14.0,9,23,0.0,0,0,1,0,2
Andre Branch,MIA,DE,14,565,12.0,11,23,4.5,0,0,0,0,1
Kenneth Acker,KC,CB,16,209,21.0,2,23,0.0,0,0,1,0,1
Matt Longacre,LAR,LB,14,378,16.0,7,23,5.5,1,1,0,0,0
Ethan Westbrooks,LAR,DE,16,335,14.0,9,23,4.0,0,0,0,0,1
Jeremiah George,IND,LB,16,180,19.0,4,23,0.5,0,1,0,0,0
Duron Harmon,NE,S,16,705,16.0,7,23,0.0,0,0,4,0,7
Damontae Kazee,ATL,S,16,164,14.0,9,23,0.0,2,0,0,0,0
Marwin Evans,GB,S,16,147,20.0,3,23,0.0,1,0,0,0,0
Ryan Glasgow,CIN,DT,16,412,12.0,11,23,0.0,0,0,0,0,0
James Cowser,OAK,DE,16,154,14.0,9,23,0.0,1,2,0,0,0
Kentrell Brice,GB,S,6,289,19.0,4,23,0.0,0,0,1,0,3
Tyler Matakevich,PIT,LB,15,60,18.0,5,23,0.0,0,0,0,0,1
Grover Stewart,IND,DT,15,256,12.0,11,23,0.0,0,0,0,0,0
Kevon Seymour,CAR,CB,16,319,18.0,4,22,0.0,0,0,0,0,4
Kamu Grugier-Hill,PHI,LB,16,85,19.0,3,22,0.0,1,0,0,0,0
Maliek Collins,DAL,DT,16,688,10.0,12,22,2.5,0,2,0,0,0
Malik Hooker,IND,S,7,410,16.0,6,22,0.0,0,0,3,0,4
Quincy Wilson,IND,CB,7,402,19.0,3,22,0.0,0,0,1,0,6
Anthony Walker,IND,LB,10,115,11.0,11,22,0.0,0,0,0,0,0
Cody Davis,LAR,S,7,284,15.0,7,22,0.0,0,0,1,0,4
Josh Mauro,ARI,DE,13,334,15.0,7,22,1.0,0,0,0,0,1
David Irving,DAL,DT,8,337,13.0,9,22,7.0,1,0,0,0,6
Henry Anderson,IND,DE,9,382,15.0,7,22,2.0,1,0,0,0,0
Coty Sensabaugh,PIT,CB,14,241,19.0,3,22,0.0,0,0,1,0,3
Najee Goode,PHI,LB,16,200,18.0,4,22,0.0,0,0,0,0,0
Tyrunn Walker,LAR,DT,16,309,15.0,7,22,1.0,1,1,0,0,4
David Harris,NE,LB,10,182,15.0,7,22,1.5,0,0,0,0,1
Corey Peters,ARI,DT,12,440,18.0,4,22,1.0,0,0,0,0,1
Adrian Clayborn,ATL,DE,16,567,17.0,4,21,9.5,2,2,0,1,0
Vontae Davis,IND,CB,5,330,16.0,5,21,0.0,0,0,0,0,2
Corey Liuget,LAC,DT,12,413,15.0,6,21,1.5,1,0,0,0,2
Pernell McPhee,CHI,LB,13,386,20.0,1,21,4.0,1,0,0,0,2
Dante Fowler,JAX,DE,16,466,18.0,3,21,8.0,2,2,0,1,0
Jay Bromley,NYG,DT,16,427,17.0,4,21,1.0,0,0,0,0,1
Brandon Dixon,NYG,CB,5,257,15.0,6,21,0.0,1,0,0,0,4
Benson Mayowa,DAL,DE,14,383,13.0,8,21,1.0,0,0,0,0,0
Carlos Watkins,HOU,DE,12,330,9.0,12,21,0.0,0,0,0,0,1
Derek Barnett,PHI,DE,15,424,18.0,3,21,5.0,1,2,0,1,0
Juston Burris,NYJ,S,14,336,19.0,2,21,0.0,1,1,1,0,2
Dawuane Smoot,JAX,DE,16,254,14.0,6,20,0.0,0,0,0,0,0
Takkarist McKinley,ATL,DE,16,401,15.0,5,20,6.0,2,1,0,0,1
Maurice Alexander,LAR,LB,4,229,13.0,7,20,0.0,0,0,0,0,0
Beau Allen,PHI,DT,15,422,13.0,7,20,1.0,0,0,0,0,0
Chris McCain,LAC,DE,15,241,18.0,2,20,5.0,2,0,0,0,0
Xavier Williams,ARI,DT,11,252,16.0,4,20,0.5,1,0,0,0,0
Tye Smith,TEN,CB,15,127,15.0,5,20,0.0,0,0,1,0,1
Kurtis Drummond,HOU,S,15,74,16.0,4,20,1.0,0,0,0,0,0
Terrell McClain,WAS,DT,12,327,17.0,3,20,2.0,0,1,0,0,0
Sylvester Williams,TEN,DT,15,351,12.0,8,20,0.0,0,0,0,0,0
Julian Stanford,NYJ,LB,16,92,15.0,5,20,0.0,0,0,0,0,0
Brian Robison,MIN,DE,15,563,15.0,5,20,4.0,0,0,0,0,2
Junior Galette,WAS,LB,16,411,14.0,6,20,3.0,1,0,0,0,2
Joe Haden,PIT,CB,11,614,18.0,2,20,1.0,0,0,1,0,7
Nate Allen,MIA,S,7,362,14.0,6,20,0.0,0,0,0,0,1
William Gay,PIT,CB,16,268,16.0,3,19,0.0,2,0,1,0,3
Leger Douzable,SF,DE,5,221,17.0,2,19,2.0,0,0,0,0,0
Ahmad Brooks,GB,LB,12,346,13.0,6,19,1.5,0,0,0,0,2
William Hayes,MIA,DE,10,274,14.0,5,19,1.0,0,0,0,0,0
Sean Spence,PIT,LB,4,165,11.0,8,19,1.0,0,0,0,0,0
Tank Carradine,SF,DE,8,215,14.0,5,19,1.5,0,0,0,0,0
Robert Golden,PIT,S,16,206,13.0,6,19,0.0,0,0,1,0,2
Quinten Rollins,GB,CB,6,139,9.0,10,19,0.0,0,2,0,0,2
David Mayo,CAR,LB,16,135,8.0,11,19,0.0,0,0,0,0,1
Will Compton,WAS,LB,9,150,13.0,6,19,0.0,0,0,1,0,3
Kerry Wynn,NYG,DE,15,252,14.0,5,19,1.0,0,0,0,0,0
Anthony Chickillo,PIT,LB,16,270,13.0,6,19,3.0,0,0,0,0,1
Carl Davis,BAL,DT,15,302,12.0,7,19,0.5,0,0,0,0,1
Zach Kerr,DEN,DT,11,250,10.0,9,19,0.5,0,0,0,0,1
Damion Square,LAC,DT,16,364,13.0,6,19,0.0,0,1,0,0,3
Quinton Dial,GB,DT,13,309,12.0,7,19,0.0,0,0,0,0,1
Treyvon Hester,OAK,DT,14,346,9.0,10,19,0.0,1,0,0,0,0
Nazair Jones,SEA,DT,11,284,10.0,9,19,2.0,0,1,1,0,3
Taco Charlton,DAL,DE,16,401,15.0,4,19,3.0,1,0,0,0,1
Charles Harris,MIA,DE,16,500,15.0,4,19,2.0,0,1,0,0,2
Morgan Fox,LAR,DE,16,335,14.0,5,19,2.5,1,1,0,0,0
Sheldon Day,SF/JAX,DT,12,321,13.0,6,19,2.0,0,0,0,0,2
Eric Lee,NE,DE,6,282,10.0,9,19,3.5,0,0,1,0,2
Adam Butler,NE,DT,16,475,11.0,8,19,2.0,0,0,0,0,0
Michael Davis,LAC,CB,15,37,14.0,4,18,0.0,0,0,0,0,1
Curtis Grant,NYG,LB,10,109,14.0,4,18,0.0,0,1,0,0,0
De'Vante Harris,NO,CB,11,168,15.0,3,18,0.0,0,0,0,0,2
Tyrell Adams,OAK,LB,6,99,11.0,7,18,0.0,0,0,0,0,0
Trae Elston,BUF,S,13,99,9.0,9,18,0.0,0,0,1,0,1
Caleb Brantley,CLE,DT,12,218,12.0,6,18,2.0,0,1,0,0,0
Vincent Taylor,MIA,DT,13,187,11.0,7,18,0.0,0,0,0,0,1
Eddie Vanderdoes,OAK,DT,16,465,13.0,5,18,0.0,0,0,0,0,0
Hardy Nickerson,CIN,LB,14,160,12.0,6,18,0.0,0,0,0,0,1
Shalom Luani,OAK,S,16,187,14.0,4,18,0.0,0,0,0,0,2
A.J. Francis,WAS,DT,6,165,5.0,13,18,0.0,0,0,0,0,0
Marcus Cooper,CHI,CB,15,246,17.0,1,18,0.0,0,0,0,0,3
Troy Hill,LAR,CB,12,269,16.0,2,18,0.0,0,1,0,0,4
Anthony Harris,MIN,S,16,197,16.0,2,18,0.0,1,2,0,0,1
David Amerson,OAK,CB,6,287,14.0,4,18,0.0,0,1,0,0,4
Dion Jordan,SEA,DE,5,138,10.0,8,18,4.0,1,0,0,0,0
Karl Klug,TEN,DE,15,324,13.0,5,18,1.5,0,0,0,0,0
Emmanuel Lamur,MIN,LB,16,79,9.0,8,17,0.0,0,1,0,0,1
Rodney Gunter,ARI,DT,16,294,11.0,6,17,1.0,0,0,0,0,0
Ryan Russell,TB,DE,14,459,13.0,4,17,2.0,0,0,0,0,0
Xavier Cooper,NYJ/SF,DE,13,305,7.0,10,17,1.5,0,0,0,0,1
Brian Peters,HOU,LB,16,67,12.0,5,17,0.0,0,0,0,0,0
Wes Horton,CAR,DE,16,360,11.0,6,17,5.5,3,0,0,0,0
Jaylen Watkins,PHI,S,12,168,16.0,1,17,0.0,0,0,0,0,0
Mackensie Alexander,MIN,CB,14,323,13.0,4,17,0.0,0,0,1,0,6
Cre'von LeBlanc,CHI,CB,15,212,14.0,3,17,1.0,1,0,0,0,3
Josh Harvey-Clemons,WAS,LB,10,95,9.0,7,16,0.5,0,0,0,0,1
Vince Biegel,GB,LB,9,122,11.0,5,16,0.0,0,0,0,0,0
Alex Anzalone,NO,LB,4,158,11.0,5,16,1.0,0,0,0,0,1
Carl Lawson,CIN,DE,16,482,10.0,6,16,8.5,0,0,0,0,0
Robert Thomas,NYG,DT,15,235,5.0,11,16,0.0,0,0,0,0,0
Jordan Phillips,MIA,DE,13,404,10.0,6,16,2.0,0,0,0,0,3
Shane Ray,DEN,LB,8,354,10.0,6,16,1.0,0,0,0,0,0
Arik Armstead,SF,DE,6,305,8.0,8,16,1.5,0,0,0,0,1
Christian Covington,HOU,DT,7,166,10.0,6,16,1.0,1,0,0,0,0
Ramik Wilson,KC,LB,8,125,14.0,2,16,0.0,0,1,0,1,0
Ibraheim Campbell,CLE,S,8,196,13.0,3,16,0.0,0,1,0,0,1
John Timu,CHI,LB,11,135,12.0,4,16,0.0,0,0,0,0,1
Brian Cushing,HOU,LB,5,165,8.0,8,16,1.5,0,0,0,0,0
Charles Johnson,CAR,DE,12,354,4.0,12,16,0.0,0,0,0,0,1
Leon Hall,SF,CB,9,209,15.0,1,16,0.0,0,0,0,0,1
Kyle Love,CAR,DT,16,379,9.0,7,16,3.5,0,0,0,0,0
Ahtyba Rubin,ATL/DEN,DT,12,160,7.0,8,15,0.0,0,0,0,0,0
J.J. Watt,HOU,DE,5,218,11.0,4,15,0.0,0,0,0,0,2
Alterraun Verner,MIA,CB,15,156,12.0,3,15,0.0,1,0,0,0,4
Datone Jones,DAL/SF,DE,7,163,9.0,6,15,1.0,0,0,0,0,1
Eric Rowe,NE,S,8,260,14.0,1,15,0.0,0,0,0,0,2
Richard Ash,DAL,DT,10,234,12.0,3,15,0.0,0,0,0,0,1
Stephone Anthony,MIA,LB,8,134,12.0,3,15,0.0,0,0,0,0,0
Terrence Fede,MIA,LB,16,174,11.0,4,15,0.0,0,1,0,0,0
Will Clarke,TB,DE,15,315,12.0,3,15,2.5,0,1,0,0,1
Marcus Smith,SEA,LB,14,254,9.0,6,15,2.5,2,0,0,0,1
Ryan Anderson,WAS,DE,14,195,12.0,3,15,0.0,0,0,0,0,0
Blair Brown,JAX,LB,13,50,11.0,4,15,0.5,0,0,0,0,0
Ronald Blair,SF,DE,6,141,10.0,5,15,2.0,1,0,0,0,0
Kamalei Correa,BAL,LB,16,147,10.0,5,15,0.0,0,0,0,0,1
Eli Ankou,JAX,DT,9,174,8.0,7,15,1.5,0,0,0,0,0
Lenzy Pipkins,GB,CB,12,122,11.0,4,15,0.0,0,0,0,0,1
Kai Nacua,CLE,S,16,216,12.0,2,14,0.0,0,0,0,0,0
Devante Bond,TB,LB,14,138,12.0,2,14,0.0,0,0,0,0,0
Charles Washington,DET,S,16,97,11.0,3,14,0.0,0,0,0,0,0
Hassan Ridgeway,IND,DT,13,178,5.0,9,14,3.0,0,0,0,0,0
Fabian Moreau,WAS,CB,16,59,7.0,7,14,0.0,0,0,0,0,1
Teez Tabor,DET,CB,10,190,12.0,2,14,0.0,0,0,0,0,0
Jeremiah Ledbetter,DET,DE,16,348,6.0,8,14,0.5,0,0,0,0,0
Avery Moss,NYG,DE,11,248,10.0,4,14,0.0,1,0,0,0,2
Tanoh Kpassagnon,KC,LB,16,159,8.0,6,14,2.0,0,0,0,0,0
Tanzel Smart,LAR,DT,16,310,9.0,5,14,0.0,0,0,0,0,1
Anthony Lanier,WAS,DE,11,342,11.0,3,14,5.0,1,1,0,0,6
Kony Ealy,NYJ,DE,15,452,11.0,3,14,1.0,0,0,1,0,9
Joe Thomas,GB,LB,12,107,6.0,8,14,0.5,0,0,0,0,1
Dont'a Hightower,NE,LB,5,237,12.0,2,14,2.0,0,0,0,0,0
DeAngelo Hall,WAS,S,5,158,11.0,3,14,0.0,0,0,0,0,2
Elvis Dumervil,SF,LB,16,343,9.0,4,13,6.5,0,0,0,0,0
Tony McDaniel,NO/SF/SF,DT,9,160,12.0,1,13,0.0,2,0,0,0,2
Justin Durant,DAL,LB,7,159,9.0,4,13,0.0,0,0,0,0,0
Sherrick McManis,CHI,S,13,31,8.0,5,13,0.0,0,1,0,0,0
Jamie Meder,CLE,DT,10,179,8.0,5,13,0.0,0,0,0,0,0
Dee Ford,KC,DE,6,317,11.0,2,13,2.0,1,0,0,0,1
Terrence Brooks,NYJ,S,15,94,10.0,3,13,0.0,0,0,2,0,3
Trey Hendrickson,NO,DE,12,282,7.0,6,13,2.0,1,0,0,0,2
Rayshawn Jenkins,LAC,S,15,76,10.0,3,13,0.0,0,0,0,0,1
Chuck Clark,BAL,S,15,59,12.0,1,13,0.0,0,0,0,0,2
Steve Longa,DET,LB,15,14,12.0,1,13,0.0,0,0,0,0,0
Jayron Kearse,MIN,S,15,28,9.0,4,13,0.0,0,0,0,0,0
Roy Robertson-Harris,CHI,DE,13,211,8.0,5,13,2.0,0,0,0,0,1
Andrew Billings,CIN,DT,15,336,9.0,4,13,0.0,0,0,0,0,0
Vernon Butler,CAR,DT,14,297,8.0,5,13,0.0,0,0,0,0,1
Kentrell Brothers,MIN,LB,16,9,9.0,4,13,0.0,0,0,0,0,0
Donald Payne,JAX,LB,13,4,10.0,3,13,0.0,0,0,0,0,0
Nigel Harris,NYG/LAC,LB,7,33,9.0,3,12,0.0,0,0,0,0,0
Nat Berhe,NYG,S,15,40,8.0,4,12,1.0,0,0,0,0,0
Brynden Trawick,TEN,S,16,4,9.0,3,12,0.0,0,0,0,0,0
Chris Banjo,NO,S,16,33,10.0,2,12,0.0,1,1,1,0,1
J.J. Wilcox,PIT,S,12,134,9.0,3,12,0.0,0,0,1,0,1
Peyton Thompson,JAX,S,16,21,9.0,3,12,0.0,0,0,0,0,0
Lerentee McCray,JAX,DE,13,21,7.0,5,12,1.5,0,0,0,0,1
Leterrius Walton,PIT,DE,16,143,9.0,3,12,2.0,0,0,0,0,1
Curtis Riley,TEN,S,7,164,8.0,4,12,0.0,0,0,1,0,2
Bryce Hager,LAR,LB,16,154,9.0,3,12,0.0,1,1,0,0,1
Ricky Jean Francois,GB/NE,DT,12,148,7.0,5,12,0.0,0,0,0,0,0
Brice McCain,TEN,CB,16,414,9.0,3,12,0.0,0,0,0,0,3
Alan Branch,NE,DT,12,273,12.0,0,12,0.0,0,0,0,0,0
Quintin Demps,CHI,S,3,177,11.0,1,12,0.0,0,0,0,0,0
Neiko Thorpe,SEA,CB,14,22,10.0,2,12,0.0,0,1,0,0,2
Nick Bellore,DET,FB,13,106,9.0,3,12,0.0,0,0,0,0,0
L.J. Fort,PIT,LB,15,78,9.0,2,11,1.0,0,0,0,0,4
Jairus Byrd,CAR,S,12,137,9.0,2,11,0.0,0,0,0,0,0
Darrelle Revis,KC,CB,5,192,10.0,1,11,0.0,0,0,0,0,2
Chris Maragos,PHI,S,6,69,5.0,6,11,0.0,0,0,0,0,0
Jermaine Whitehead,GB,S,10,122,8.0,3,11,0.0,0,0,0,0,1
Markus Golden,ARI,LB,4,230,11.0,0,11,0.0,0,0,0,0,0
Michael Mauti,NO,LB,11,63,8.0,3,11,0.0,1,0,0,0,0
Nate Palmer,TEN,LB,10,26,6.0,5,11,0.0,0,0,0,0,0
Jelani Jenkins,HOU,LB,7,81,9.0,2,11,0.0,0,0,0,0,0
Darryl Morris,NYG,CB,5,115,6.0,5,11,0.0,0,0,0,0,1
Xavier Woodson-Luster,OAK,LB,14,44,5.0,6,11,0.0,0,0,0,0,0
