,,,,Fantasy,Passing,,,,,Rushing,,,Receiving,,,,Fumbles,
Kendrick Bourne,SF,WR,16,65.8,0,0,0,0,0,0,0,0,30,44,358,5,0,0
Taylor Gabriel,CHI,WR,9,61.3,0,0,0,0,0,3,20,0,29,48,353,4,0,0
Albert Wilson,MIA,WR,13,46.6,1,2,20,0,0,5,45,0,43,62,351,1,0,0
Hayden Hurst,BAL,TE,16,46.9,0,0,0,0,0,0,0,0,30,39,349,2,0,0
Jacob Hollister,SEA,TE,11,52.9,0,0,0,0,0,0,0,0,41,59,349,3,0,0
Kenyan Drake,MIA/ARI,RB,14,164.2,0,0,0,0,0,170,817,8,50,68,345,0,2,1
Darren Fells,HOU,TE,16,76.1,0,0,0,0,0,0,0,0,34,48,341,7,0,0
Willie Snead,BAL,WR,16,64.1,0,0,0,0,0,2,2,0,31,46,339,5,0,0
Tajae Sharpe,TEN,WR,15,56.9,0,0,0,0,0,0,0,0,25,35,329,4,0,0
Josh Reynolds,LAR,WR,16,40.9,0,0,0,0,0,5,23,0,21,43,326,1,0,0
Jalen Richard,OAK,RB,16,46.8,0,0,0,0,0,39,145,0,36,43,323,0,2,0
Nick Boyle,BAL,TE,16,44.1,0,0,0,0,0,0,0,0,31,43,321,2,0,0
Ryan Griffin,NYJ,TE,13,62.0,0,0,0,0,0,0,0,0,34,41,320,5,0,0
Nyheim Hines,IND,RB,16,63.9,0,0,0,0,0,52,199,2,44,58,320,0,1,1
Dontrelle Inman,LAC/LAC/IND,WR,11,31.3,0,0,0,0,0,0,0,0,20,34,313,0,0,0
Cameron Brate,TB,TE,16,55.1,0,0,0,0,0,0,0,0,36,55,311,4,0,0
Irv Smith,MIN,TE,16,43.1,0,0,0,0,0,0,0,0,36,47,311,2,1,0
Steven Sims,WAS,WR,16,69.5,0,1,0,0,0,9,85,1,34,56,310,4,1,0
Ronald Jones,TB,RB,16,139.3,0,0,0,0,0,172,724,6,31,40,309,0,3,2
Jaylen Samuels,PIT,RB,14,61.8,4,5,35,0,1,66,175,1,47,57,305,1,1,1
David Moore,SEA,WR,14,44.6,0,0,0,0,0,3,25,0,17,34,301,2,2,1
Cody Latimer,NYG,WR,15,42.0,0,0,0,0,0,0,0,0,24,42,300,2,0,0
DaeSean Hamilton,DEN,WR,16,35.7,0,0,0,0,0,0,0,0,28,52,297,1,0,0
Melvin Gordon,LAC,RB,12,144.8,0,0,0,0,0,162,612,8,42,55,296,1,4,3
Jarius Wright,CAR,WR,16,28.9,0,0,0,0,0,1,-7,0,28,58,296,0,0,0
Bisi Johnson,MIN,WR,16,48.0,0,0,0,0,0,1,6,0,31,45,294,3,0,0
DeAndre Washington,OAK,RB,16,85.9,0,0,0,0,0,108,387,3,36,41,292,0,0,0
Geronimo Allison,GB,WR,16,41.4,0,0,0,0,0,1,7,0,34,55,287,2,2,1
Joe Mixon,CIN,RB,16,190.4,0,0,0,0,0,278,1137,5,35,45,287,3,0,0
Dare Ogunbowale,TB,RB,16,42.3,0,0,0,0,0,11,17,2,35,46,286,0,2,1
Kareem Hunt,CLE,RB,8,64.4,0,0,0,0,0,43,179,2,37,44,285,1,1,0
Rex Burkhead,NE,RB,13,76.1,0,0,0,0,0,65,302,3,27,38,279,0,1,1
Nick Chubb,CLE,RB,16,225.2,0,0,0,0,0,298,1494,8,36,49,278,0,3,3
Marcus Johnson,IND,WR,8,39.7,0,0,0,0,0,0,0,0,17,33,277,2,0,0
Vance McDonald,PIT,TE,14,45.5,0,0,0,0,0,1,2,0,38,55,273,3,1,0
Seth Roberts,BAL,WR,16,39.1,0,0,0,0,0,0,0,0,21,35,271,2,0,0
Kaden Smith,NYG,TE,9,44.8,0,0,0,0,0,0,0,0,31,42,268,3,2,0
Chris Carson,SEA,RB,15,203.6,0,0,0,0,0,278,1230,7,37,47,266,2,7,4
Will Dissly,SEA,TE,6,50.9,0,0,0,0,0,1,7,0,23,27,262,4,1,0
Marvin Hall,DET,WR,9,32.8,0,0,0,0,0,1,7,0,7,11,261,1,0,0
Royce Freeman,DEN,RB,16,99.2,0,0,0,0,0,132,496,3,43,50,256,1,0,0
Keke Coutee,HOU,WR,9,32.8,0,0,0,0,0,2,14,1,22,36,254,0,1,1
Isaiah McKenzie,BUF,WR,15,36.3,0,0,0,0,0,8,49,0,27,39,254,1,0,0
Greg Ward,PHI,WR,7,31.9,0,0,0,0,0,1,5,0,28,40,254,1,0,0
Jamaal Williams,GB,RB,14,107.3,0,0,0,0,0,107,460,1,39,45,253,5,0,0
James Conner,PIT,RB,10,113.5,0,0,0,0,0,116,464,4,34,38,251,3,1,1
Mark Ingram,BAL,RB,15,216.5,0,0,0,0,0,202,1018,10,26,29,247,5,2,2
Paul Richardson,WAS,WR,10,36.5,0,0,0,0,0,1,0,0,28,42,245,2,0,0
Malik Turner,SEA,WR,15,30.5,0,0,0,0,0,0,0,0,15,22,245,1,0,0
Isaiah Ford,MIA,WR,8,25.5,0,0,0,0,0,1,11,0,23,35,244,0,0,0
Pharoh Cooper,ARI,WR,12,30.5,0,0,0,0,0,1,2,0,25,33,243,1,0,0
C.J. Uzomah,CIN,TE,16,36.2,0,0,0,0,0,0,0,0,27,40,242,2,0,0
Jeremy Sprinkle,WAS,TE,16,30.1,0,0,0,0,0,0,0,0,26,40,241,1,1,0
Kyle Juszczyk,SF,FB,12,30.6,0,0,0,0,0,3,7,0,20,24,239,1,0,0
Charles Clay,ARI,TE,15,29.7,0,0,0,0,0,0,0,0,18,24,237,1,0,0
Latavius Murray,NO,RB,16,123.2,0,0,0,0,0,146,637,5,34,43,235,1,0,0
Giovani Bernard,CIN,RB,16,40.4,0,0,0,0,0,53,170,0,30,43,234,0,2,1
Taysom Hill,NO,QB,16,83.8,3,6,55,0,0,27,156,1,19,22,234,6,0,0
Tre'Quan Smith,NO,WR,11,53.4,0,0,0,0,0,0,0,0,18,25,234,5,0,0
J.D. McKissic,DET,RB,16,49.8,0,0,0,0,0,38,205,0,34,42,233,1,0,0
Ricky Seals-Jones,CLE,TE,14,46.9,0,0,0,0,0,0,0,0,14,22,229,4,1,1
Josh Hill,NO,TE,16,40.6,0,0,0,0,0,0,0,0,25,35,226,3,0,0
Vyncint Smith,NYJ,WR,13,33.7,0,0,0,0,0,3,52,1,17,31,225,0,1,1
Jaron Brown,SEA,WR,14,34.0,0,0,0,0,0,0,0,0,16,28,220,2,1,1
Jake Kumerow,GB,WR,14,27.9,0,0,0,0,0,0,0,0,12,21,219,1,0,0
Tim Patrick,DEN,WR,8,21.8,0,0,0,0,0,0,0,0,16,31,218,0,0,0
Zay Jones,OAK/BUF,WR,15,21.9,0,0,0,0,0,1,3,0,27,45,216,0,0,0
Delanie Walker,TEN,TE,7,33.5,0,0,0,0,0,0,0,0,21,31,215,2,1,0
Damien Williams,KC,RB,11,113.1,0,0,0,0,0,111,498,5,30,37,213,2,1,1
Todd Gurley,LAR,RB,15,190.4,0,0,0,0,0,223,857,12,31,49,207,2,3,2
Derrick Henry,TEN,RB,15,282.6,0,0,0,0,0,303,1540,16,18,24,206,2,5,3
Anthony Firkser,TEN,TE,15,26.4,0,0,0,0,0,0,0,0,14,24,204,1,0,0
Boston Scott,PHI,RB,11,74.9,0,0,0,0,0,61,245,5,24,26,204,0,4,1
Patrick Laird,MIA,RB,15,43.2,0,0,0,0,0,62,168,1,23,30,204,0,0,0
Maxx Williams,ARI,TE,16,26.2,0,0,0,0,0,0,0,0,15,18,202,1,0,0
Scotty Miller,TB,WR,10,27.6,0,0,0,0,0,2,16,0,13,26,200,1,0,0
Damion Ratley,CLE,WR,13,26.0,0,0,0,0,0,0,0,0,12,24,200,1,0,0
Trey Quinn,WAS,WR,12,25.8,0,0,0,0,0,0,0,0,26,47,198,1,1,1
Miles Boykin,BAL,WR,16,37.8,0,0,0,0,0,0,0,0,13,22,198,3,0,0
Phillip Lindsay,DEN,RB,16,162.7,0,0,0,0,0,224,1011,7,35,48,196,0,0,0
Justin Hardy,ATL,WR,16,19.5,0,0,0,0,0,0,0,0,19,26,195,0,0,0
Devin Singletary,BUF,RB,12,120.9,0,0,0,0,0,151,775,2,29,41,194,2,4,1
Bennie Fowler,NYG,WR,8,21.3,0,0,0,0,0,1,20,0,23,36,193,0,0,0
Andy Isabella,ARI,WR,15,26.4,0,0,0,0,0,4,15,0,9,13,189,1,0,0
KeeSean Johnson,ARI,WR,10,25.0,0,0,0,0,0,1,3,0,21,42,187,1,1,1
Javon Wims,CHI,WR,16,24.6,0,0,0,0,0,0,0,0,18,39,186,1,0,0
Marquise Goodwin,SF,WR,9,26.1,0,0,0,0,0,1,15,0,12,21,186,1,0,0
David Montgomery,CHI,RB,16,149.4,0,0,0,0,0,242,889,6,25,35,185,1,2,2
Laquon Treadwell,MIN,WR,13,24.4,0,0,0,0,0,0,0,0,9,16,184,1,0,0
LeSean McCoy,KC,RB,13,94.6,0,0,0,0,0,101,465,4,28,34,181,1,3,2
Tevin Coleman,SF,RB,14,114.4,0,0,0,0,0,137,544,6,21,30,180,1,0,0
Raheem Mostert,SF,RB,16,155.2,0,0,0,0,0,137,772,8,14,22,180,2,2,2
Chester Rogers,IND,WR,12,31.7,0,0,0,0,0,1,18,0,16,28,179,2,2,1
Tavon Austin,DAL,WR,14,34.4,0,0,0,0,0,6,47,1,13,24,177,1,1,0
Foster Moreau,OAK,TE,13,47.4,0,0,0,0,0,0,0,0,21,25,174,5,0,0
Ben Watson,NE,TE,10,17.3,0,0,0,0,0,0,0,0,17,24,173,0,0,0
Logan Thomas,DET,TE,16,23.3,0,0,0,0,0,0,0,0,16,28,173,1,0,0
Kalif Raymond,TEN,WR,8,22.5,0,0,0,0,0,1,-5,0,9,12,170,1,1,1
Byron Pringle,KC,WR,16,23.0,0,0,0,0,0,0,0,0,12,16,170,1,0,0
J.J. Arcega-Whiteside,PHI,WR,16,22.9,0,0,0,0,0,0,0,0,10,22,169,1,0,0
Darrel Williams,KC,RB,12,54.8,0,0,0,0,0,41,141,3,15,19,167,1,1,1
Rhett Ellison,NYG,TE,10,22.7,0,0,0,0,0,0,0,0,18,28,167,1,0,0
Duke Williams,BUF,WR,4,22.6,0,0,0,0,0,0,0,0,12,19,166,1,0,0
Nick Vannett,PIT/SEA,TE,16,16.6,0,0,0,0,0,0,0,0,17,22,166,0,0,0
Josh Jacobs,OAK,RB,13,173.6,0,0,0,0,0,242,1150,7,20,27,166,0,1,1
Richie James,SF,WR,16,22.4,0,0,0,0,0,2,-1,0,6,10,165,1,1,1
Jakeem Grant,MIA,WR,10,22.9,0,0,0,0,0,4,5,1,19,33,164,0,2,1
Dion Lewis,TEN,RB,16,43.3,0,0,0,0,0,54,209,0,25,32,164,1,1,1
DeAndre Carter,HOU,WR,16,16.2,0,0,0,0,0,0,0,0,11,14,162,0,2,1
DeSean Jackson,PHI,WR,3,27.9,0,0,0,0,0,0,0,0,9,10,159,2,0,0
Justin Watson,TB,WR,16,27.9,0,0,0,0,0,0,0,0,15,26,159,2,0,0
Marcedes Lewis,GB,TE,16,21.6,0,0,0,0,0,0,0,0,15,19,156,1,0,0
James O'Shaughnessy,JAX,TE,5,27.3,0,0,0,0,0,0,0,0,14,20,153,2,0,0
C.J. Ham,MIN,FB,16,22.6,0,0,0,0,0,7,17,0,17,26,149,1,1,1
Demetrius Harris,CLE,TE,15,32.9,0,0,0,0,0,0,0,0,15,27,149,3,0,0
Jaeden Graham,ATL,TE,16,20.9,0,0,0,0,0,0,0,0,9,10,149,1,0,0
Ryquell Armstead,JAX,RB,16,37.2,0,0,0,0,0,35,108,0,14,24,144,2,0,0
Jesse James,DET,TE,16,14.2,0,0,0,0,0,0,0,0,16,27,142,0,0,0
Adrian Peterson,WAS,RB,15,134.0,0,0,0,0,0,211,898,5,17,23,142,0,3,2
Seth DeValve,JAX,TE,12,14.0,0,0,0,0,0,0,0,0,12,18,140,0,0,0
Ian Thomas,CAR,TE,16,19.6,0,0,0,0,0,0,0,0,16,30,136,1,0,0
Keelan Doss,OAK,WR,8,13.3,0,0,0,0,0,0,0,0,11,14,133,0,0,0
Matt LaCosse,NE,TE,11,19.1,0,0,0,0,0,0,0,0,13,19,131,1,0,0
Kerryon Johnson,DET,RB,8,77.0,0,0,0,0,0,113,403,3,10,15,127,1,1,1
Dan Arnold,ARI/NO,TE,5,24.7,0,0,0,0,0,0,0,0,8,14,127,2,0,0
Parris Campbell,IND,WR,7,22.1,0,0,0,0,0,4,34,0,18,24,127,1,3,1
Mack Hollins,PHI,WR,12,12.5,0,0,0,0,0,0,0,0,10,22,125,0,0,0
T.J. Yeldon,BUF,RB,6,18.7,0,0,0,0,0,17,63,0,13,15,124,0,1,1
Deon Cain,PIT/IND,WR,13,12.4,0,0,0,0,0,0,0,0,9,20,124,0,0,0
Vernon Davis,WAS,TE,4,18.3,0,0,0,0,0,0,0,0,10,19,123,1,0,0
Matt Breida,SF,RB,13,86.3,0,0,0,0,0,123,623,1,19,22,120,1,2,1
Marcell Ateman,OAK,WR,11,11.6,0,0,0,0,0,0,0,0,5,10,116,0,1,1
Braxton Berrios,NYJ,WR,16,11.5,0,0,0,0,0,0,0,0,6,13,115,0,1,1
Olamide Zaccheaus,ATL,WR,10,17.5,0,0,0,0,0,0,0,0,3,5,115,1,0,0
Peyton Barber,TB,RB,16,100.5,0,0,0,0,0,154,470,6,16,24,115,1,1,1
Jeff Heuerman,DEN,TE,14,17.4,0,0,0,0,0,0,0,0,14,20,114,1,0,0
Tommy Sweeney,BUF,TE,6,11.4,0,0,0,0,0,0,0,0,8,13,114,0,0,0
Ryan Izzo,NE,TE,6,17.4,0,0,0,0,0,0,0,0,6,9,114,1,0,0
Devin Smith,DAL,WR,4,17.3,0,0,0,0,0,0,0,0,5,9,113,1,0,0
Brandon Bolden,NE,RB,15,41.9,0,0,0,0,0,15,68,3,9,11,111,1,0,0
Trevor Davis,GB/OAK,WR,11,24.4,0,0,0,0,0,4,73,1,8,11,111,0,2,2
Nick O'Leary,MIA/JAX,TE,12,16.9,0,0,0,0,0,0,0,0,13,18,109,1,1,0
Dante Pettis,SF,WR,11,23.7,1,1,16,0,0,0,0,0,11,24,109,2,0,0
Ty Johnson,DET,RB,16,38.2,0,0,0,0,0,63,273,0,24,31,109,0,1,1
Derek Carrier,OAK,TE,16,19.5,0,0,0,0,0,1,27,0,13,17,108,1,0,0
Tony Pollard,DAL,RB,15,74.2,0,0,0,0,0,86,455,2,15,20,107,1,1,1
Brandon Zylstra,CAR,WR,8,10.6,0,0,0,0,0,0,0,0,8,12,106,0,1,0
Chase Edmonds,ARI,RB,13,70.8,0,0,0,0,0,60,303,4,12,21,105,1,0,0
N'Keal Harry,NE,WR,7,27.4,0,0,0,0,0,5,49,0,12,24,105,2,0,0
Hale Hentges,WAS,TE,11,16.3,0,0,0,0,0,0,0,0,8,14,103,1,0,0
Wayne Gallman,NYG,RB,10,39.2,0,0,0,0,0,29,110,2,11,15,102,1,1,1
Frank Gore,BUF,RB,16,81.9,0,0,0,0,0,166,599,2,13,16,100,0,0,0
