,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Name,Team,Pos,G,TAR,REC,YDS,AY,aDOT,AY/Snap,Cmp AY,Catch %,Drop %,AY,TAR,YDS,AVG,%,Drawn,On
Mychal Rivera,OAK,TE,13,25,18,192,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rod Streater,SF,WR,16,27,18,191,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charles Sims,TB,RB,7,32,24,190,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Hunter,BUF,WR,12,24,10,189,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Roberts,DET,WR,16,25,14,188,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lamar Miller,HOU,RB,14,39,31,188,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charcandrick West,KC,RB,15,34,28,188,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kevin White,CHI,WR,4,36,19,187,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jaron Brown,ARI,WR,7,23,11,187,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Ivory,JAX,RB,11,28,20,186,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charone Peake,NYJ,WR,15,35,19,186,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Robert Turbin,IND,RB,15,35,26,179,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
MarQueis Gray,MIA,TE,16,17,14,174,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Hill,CIN,RB,15,27,21,174,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Vincent Jackson,TB,WR,5,32,15,173,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcedes Lewis,JAX,TE,10,30,20,169,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Carlos Hyde,SF,RB,13,33,27,163,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jalin Marshall,NYJ,WR,10,22,14,162,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenneth Dixon,BAL,RB,12,41,30,162,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Paul Perkins,NYG,RB,14,24,15,162,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ben Koyack,JAX,TE,14,24,19,161,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
A.J. Derby,DEN,TE,6,20,16,160,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marquess Wilson,CHI,WR,3,16,9,160,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brent Celek,PHI,TE,16,19,14,155,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darren Fells,ARI,TE,14,18,14,154,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bobby Rainey,NYG,RB,15,25,20,153,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cecil Shorts,TB,WR,9,27,11,152,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jay Ajayi,MIA,RB,15,35,27,151,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Hill,NO,TE,9,22,15,149,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bennie Fowler,DEN,WR,13,24,11,145,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rex Burkhead,CIN,RB,16,20,17,145,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Langford,CHI,RB,12,27,19,142,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Walter Powell,BUF,WR,9,25,14,142,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Freddie Martino,TB,WR,13,11,8,142,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeff Heuerman,DEN,TE,12,17,9,141,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tanner McEvoy,SEA,WR,14,11,9,140,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derrick Henry,TEN,RB,15,15,13,137,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Ferguson,IND,RB,16,26,20,136,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Doug Martin,TB,RB,8,16,14,134,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James Starks,GB,RB,9,25,19,134,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ed Dickson,CAR,TE,16,19,10,134,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Harper,SF,WR,9,21,13,133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jaelen Strong,HOU,WR,8,24,14,131,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Luke Willson,SEA,TE,11,21,15,129,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Anderson,DEN,RB,7,24,16,128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Seth DeValve,CLE,TE,12,12,10,127,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Paul Turner,PHI,WR,4,14,9,126,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Holmes,OAK,WR,16,25,14,126,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Daniel Brown,CHI,TE,6,20,16,124,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Demetrius Harris,KC,TE,16,31,17,123,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jerell Adams,NYG,TE,13,21,16,122,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lance Dunbar,DAL,RB,13,24,16,122,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Xavier Grimble,PIT,TE,13,21,11,118,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DeAngelo Williams,PIT,RB,9,27,18,118,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Tate,BUF,WR,15,11,8,117,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Arrelious Benn,JAX,WR,15,10,5,116,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Mathews,PHI,RB,13,14,13,115,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DuJuan Harris,SF,RB,10,9,8,115,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DeAndre Washington,OAK,RB,14,23,17,115,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick O'Leary,BUF,TE,16,14,9,114,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darrius Heyward-Bey,PIT,WR,10,19,6,114,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Austin Seferian-Jenkins,NYJ,TE,7,17,10,110,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Neal Sterling,JAX,TE,10,16,12,110,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Pharoh Cooper,LAR,WR,10,20,14,106,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James Wright,CIN,WR,13,19,13,106,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Braxton Miller,HOU,WR,10,28,15,99,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jacquizz Rodgers,TB,RB,10,16,13,98,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Roger Lewis,NYG,WR,13,19,7,97,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Thomas Rawls,SEA,RB,9,17,13,96,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Christine Michael,SEA,RB,9,26,20,96,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jonathan Grimes,HOU,RB,10,18,13,94,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dion Lewis,NE,RB,7,24,17,94,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Shane Vereen,NYG,RB,5,19,11,94,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
TJ Jones,DET,WR,3,14,5,93,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeff Janis,GB,WR,16,19,11,93,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Stephen Anderson,HOU,TE,13,16,11,93,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Kroft,CIN,TE,14,12,10,92,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Larry Donnell,NYG,TE,14,22,15,92,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Benny Cunningham,LAR,RB,11,21,16,91,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Reggie Bush,BUF,RB,13,10,7,90,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Greg Salas,BUF,WR,2,6,4,89,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Aaron Burbridge,SF,WR,16,16,7,88,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Higbee,LAR,TE,16,29,11,85,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Blake Bell,SF,TE,13,9,4,85,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darren Waller,BAL,TE,12,17,10,85,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Johnson,TEN,WR,8,23,9,85,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Ellington,ARI,RB,16,19,12,85,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Collins,SEA,RB,11,11,11,84,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derek Watt,SD,FB,16,4,4,83,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Anthony Fasano,TEN,TE,16,14,8,83,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brittan Golden,ARI,WR,12,14,8,82,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rob Kelley,WAS,RB,15,18,12,82,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bryce Treggs,PHI,WR,9,12,3,80,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dave Johnson,PIT,TE,16,11,7,80,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Arian Foster,MIA,RB,4,10,6,78,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Antone Smith,TB,RB,3,9,6,77,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rashard Higgins,CLE,WR,16,12,6,77,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cody Latimer,DEN,WR,12,15,8,76,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Grant,WAS,WR,16,19,9,76,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tommylee Lewis,NO,WR,12,11,7,76,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Wendall Williams,HOU,WR,3,7,4,75,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kapri Bibbs,DEN,RB,12,4,2,75,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcel Reece,SEA,FB,4,5,5,73,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt Jones,WAS,RB,7,8,8,73,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Tolbert,CAR,FB,16,15,10,72,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Huff,PHI,WR,7,17,13,72,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Crockett Gillmore,BAL,OT,7,14,8,71,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Erickson,CIN,WR,16,8,6,71,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenneth Farrow,SD,RB,13,16,13,70,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
John Kuhn,NO,FB,16,20,16,70,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Keith Mumphery,HOU,WR,11,12,10,69,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Geoff Swaim,DAL,TE,9,8,6,69,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jarius Wright,MIN,WR,8,14,11,67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Maurice Harris,WAS,WR,10,12,8,66,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Doctson,WAS,WR,2,6,2,66,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Keenan Allen,SD,WR,1,7,6,63,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Bostick,NYJ,TE,16,11,8,63,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Phillip Supernaw,TEN,TE,15,5,4,62,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dwayne Washington,DET,RB,12,15,10,62,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dominique Jones,MIA,TE,9,10,7,61,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jonathan Stewart,CAR,RB,13,21,8,60,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Cameron,MIA,TE,3,11,8,60,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Myers,TB,TE,16,14,7,59,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jace Amaro,TEN,TE,3,4,3,59,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Williams,ATL,WR,2,7,5,59,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rhett Ellison,MIN,TE,15,14,9,57,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jerome Felton,BUF,FB,15,9,6,57,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ameer Abdullah,DET,RB,2,5,5,57,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Wendell Smallwood,PHI,RB,13,13,6,55,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ka'Deem Carey,CHI,RB,12,7,5,55,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Demarcus Ayers,PIT,WR,2,13,6,53,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Patrick DiMarco,ATL,FB,16,10,7,52,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Markus Wheaton,PIT,WR,3,9,4,51,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ifeanyi Momah,ARI,TE,5,4,2,50,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Gillislee,BUF,RB,15,11,9,50,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tavarres King,NYG,WR,7,4,2,50,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ronnie Hillman,SD,RB,3,8,3,50,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lucky Whitehead,DAL,WR,15,3,3,48,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Aaron Ripkowski,GB,FB,16,10,9,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Malcolm Brown,LAR,RB,16,3,3,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenyan Drake,MIA,RB,16,10,9,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Moore,BAL,WR,15,16,7,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andy Janovich,DEN,FB,11,7,5,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Malcolm Johnson,CLE,FB,7,7,5,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Boyle,BAL,TE,6,6,6,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Austin Seferian-Jenkins,TB,TE,2,3,3,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ronnie Hillman,MIN,RB,5,7,4,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Taiwan Jones,OAK,RB,13,4,4,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Spiller,SEA,RB,2,9,5,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenjon Barner,PHI,RB,13,11,5,42,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Floyd,NE,WR,2,6,4,42,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Joshua Perkins,ATL,TE,8,5,3,42,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ben Braunecker,CHI,TE,13,6,4,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Huff,TB,WR,3,6,3,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alfred Blue,HOU,RB,14,16,12,40,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
John Phillips,DEN,TE,8,8,5,40,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
LeGarrette Blount,NE,RB,16,8,7,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alan Cross,TB,TE,14,10,6,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Thomas,LAR,WR,15,9,3,37,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bradley Marquez,LAR,WR,14,7,3,37,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Ross,ARI,WR,2,4,4,37,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dexter McCluster,SD,RB,6,11,7,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Forsett,BAL,RB,3,14,11,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Williams,SEA,TE,16,3,2,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Quan Bray,IND,WR,6,4,3,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Corey Grant,JAX,RB,11,7,4,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Perillo,GB,TE,9,5,4,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
De'Anthony Thomas,KC,WR,12,9,7,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Danny Woodhead,SD,RB,2,8,6,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Forsett,DEN,RB,4,10,7,34,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Johnny Holton,OAK,WR,15,3,2,34,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Fitzgerald Toussaint,PIT,RB,16,3,3,33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rashad Greene,JAX,WR,8,8,5,32,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Vannett,SEA,TE,9,4,3,32,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
John Phillips,NO,TE,8,7,5,32,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Quinton Dunbar,WAS,CB,14,1,1,31,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Gavin Escobar,DAL,TE,16,7,4,30,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lee Smith,OAK,TE,4,6,6,29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Akeem Hunt,HOU,RB,8,4,3,29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Leonte Carroo,MIA,WR,14,6,3,29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Peyton Barber,TB,RB,15,6,5,28,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eddie Lacy,GB,RB,5,7,4,28,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Niles Paul,WAS,TE,8,2,2,27,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Danny Vitale,CLE,FB,9,5,4,27,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Davis,SF,RB,8,5,3,25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Sean McGrath,SD,TE,16,2,2,25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Trevor Davis,GB,WR,11,7,3,24,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DeAndre Smelter,SF,WR,2,1,1,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Luke Stocker,TB,TE,12,8,5,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Griff Whalen,SD,WR,8,4,2,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Denard Robinson,JAX,RB,13,5,3,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike James,TB,RB,4,4,4,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matthew Lengel,NE,TE,6,3,2,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Knile Davis,KC,RB,9,5,3,21,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Blake Bortles,JAX,QB,16,1,1,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Devin Street,IND,WR,5,6,1,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Devin Smith,NYJ,WR,4,3,1,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Keith Smith,DAL,FB,16,3,3,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Wilds,NYJ,RB,4,2,2,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Shane Wynn,JAX,WR,5,3,1,19,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Clay Harbor,DET,TE,12,3,3,19,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James Develin,NE,FB,16,6,3,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Ervin,HOU,RB,12,5,3,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cole Wick,DET,TE,6,3,2,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Connor Hamlett,CLE,TE,3,1,1,17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brenton Bersin,CAR,WR,10,6,2,17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darren McFadden,DAL,RB,3,5,3,17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Damiere Byrd,CAR,WR,1,1,1,16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
J.D. McKissic,SEA,RB,1,2,2,16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Laquon Treadwell,MIN,WR,9,3,1,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ross Travis,KC,TE,6,6,3,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Javorius Allen,BAL,RB,8,4,3,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
