,,,,Defensive Stats,,,,,,,,,
Name,Team,Pos,G,DEF SNAPS,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD,PASS DEF
Daryl Worley,DAL,CB,1,15,1,1,2,0.0,0,0,0,0,0
Rayshawn Jenkins,LAC,S,1,68,2,0,2,0.0,0,0,0,0,0
Jonathan Jones,NE,CB,1,46,2,0,2,0.0,0,0,0,0,0
Tavon Young,BAL,CB,1,35,2,0,2,0.0,0,0,0,0,0
Christian Covington,CIN,DT,1,38,0,2,2,0.0,0,0,0,0,0
Carl Nassib,LV,LB,1,20,1,1,2,0.5,0,0,0,0,0
Markus Golden,NYG,LB,1,22,2,0,2,0.0,0,0,0,0,0
Kamu Grugier-Hill,MIA,LB,1,18,1,1,2,0.0,0,0,0,0,0
Emmanuel Ogbah,MIA,DE,1,55,2,0,2,0.0,0,0,0,0,0
Denico Autry,IND,DT,1,38,2,0,2,2.0,0,0,0,0,0
Shaq Lawson,MIA,DE,1,60,1,1,2,0.0,0,0,0,0,0
Brennan Scarlett,HOU,LB,1,26,2,0,2,0.0,0,0,0,0,0
John Jenkins,CHI,DT,1,23,1,1,2,0.0,0,0,0,0,0
Kyler Fackrell,NYG,LB,1,28,1,1,2,0.0,0,0,0,0,0
James Vaughters,CHI,LB,1,35,2,0,2,0.0,0,0,0,0,0
Juston Burris,CAR,S,1,63,1,1,2,0.0,0,0,0,0,0
Eddie Yarbrough,MIN,DE,1,22,2,0,2,0.0,0,0,0,0,0
Angelo Blackson,ARI,DE,1,23,2,0,2,1.0,0,0,0,0,0
Damontre Moore,SEA,DE,1,20,2,0,2,0.0,0,0,0,0,0
Joejuan Williams,NE,S,1,27,2,0,2,0.0,0,0,0,0,1
Taylor Rapp,LAR,S,1,15,1,1,2,0.0,0,0,0,0,0
Derrick Brown,CAR,DT,1,43,1,1,2,0.0,0,0,0,0,2
Kyzir White,LAC,LB,1,7,1,1,2,0.0,0,0,0,0,0
Malcolm Roach,NO,DT,1,23,2,0,2,0.0,0,0,0,0,0
K'Lavon Chaisson,JAX,DE,1,46,1,1,2,0.0,0,0,0,0,0
Noah Igbinoghene,MIA,CB,1,37,2,0,2,0.0,0,0,0,0,0
Bravvion Roy,CAR,DT,1,19,1,1,2,0.0,0,0,0,0,0
Byron Murphy,ARI,CB,1,60,0,2,2,0.0,0,0,0,0,2
Rashan Gary,GB,LB,1,32,1,1,2,0.0,0,0,0,0,0
Andrew Wingard,JAX,S,1,13,2,0,2,0.0,0,0,1,0,1
Efe Obada,CAR,DE,1,14,0,2,2,0.0,0,0,0,0,0
Carl Granderson,NO,DE,1,23,2,0,2,1.0,1,0,0,0,0
DaVon Hamilton,JAX,DT,1,26,2,0,2,0.0,0,0,0,0,0
Michael Ojemudia,DEN,CB,1,64,2,0,2,0.0,0,0,0,0,1
Jerry Tillery,LAC,DT,1,28,2,0,2,1.0,0,0,0,0,0
Daron Payne,WAS,DT,1,52,0,2,2,0.5,1,0,0,0,0
Minkah Fitzpatrick,PIT,S,1,68,2,0,2,0.0,0,0,0,0,0
Maxx Crosby,LV,DE,1,51,0,2,2,0.0,0,0,0,0,0
Rasheem Green,SEA,DE,1,30,1,1,2,0.0,0,0,0,0,0
Josh Allen,JAX,DE,1,46,0,2,2,0.0,0,0,0,0,0
Rashad Fenton,KC,CB,1,32,2,0,2,0.0,0,0,0,0,0
Byron Cowart,NE,DT,1,21,1,1,2,0.0,0,0,0,0,0
Zach Allen,ARI,DE,1,31,2,0,2,1.0,0,0,0,0,0
Marcus Epps,PHI,S,1,3,2,0,2,0.0,0,0,0,0,0
Jacob Martin,HOU,LB,1,18,1,1,2,1.0,0,0,0,0,0
Levi Wallace,BUF,CB,1,56,2,0,2,0.0,0,0,0,0,0
Bilal Nichols,CHI,DE,1,41,1,1,2,0.0,0,0,0,0,0
T.J. Edwards,PHI,LB,1,20,1,1,2,0.0,0,0,0,0,0
Marshon Lattimore,NO,CB,1,70,1,1,2,0.0,0,0,0,0,1
Jalyn Holmes,MIN,DT,1,30,2,0,2,0.0,0,0,0,0,0
Montez Sweat,WAS,DE,1,48,2,0,2,1.0,0,0,0,0,0
Shaun Dion Hamilton,WAS,LB,1,15,0,2,2,0.0,0,0,0,0,0
Jarran Reed,SEA,DT,1,67,1,1,2,0.0,0,0,0,0,0
Trey Marshall,DEN,S,1,1,2,0,2,0.0,0,0,0,0,0
Justin Jones,LAC,DT,1,51,2,0,2,0.0,0,0,0,0,0
J.C. Jackson,NE,CB,1,45,2,0,2,0.0,0,0,1,0,2
Chandon Sullivan,GB,CB,1,36,1,1,2,0.0,0,0,0,0,0
Isaac Rochell,LAC,DE,1,19,1,1,2,0.0,0,0,0,0,0
Tyus Bowser,BAL,LB,1,39,2,0,2,1.0,0,0,0,0,1
Deadrin Senat,ATL,DT,1,12,1,1,2,0.0,0,0,0,0,0
Chidobe Awuzie,DAL,CB,1,57,2,0,2,0.0,0,0,1,0,1
Tedric Thompson,KC,S,1,21,2,0,2,0.0,0,0,0,0,0
Vincent Taylor,CLE,DT,1,12,2,0,2,0.0,0,0,0,0,0
Kenny Clark,GB,DT,1,15,1,1,2,0.0,0,0,0,0,0
John Cominsky,ATL,DT,1,40,2,0,2,0.0,0,0,0,0,0
Keisean Nixon,LV,CB,1,6,1,1,2,0.0,0,0,0,0,0
Tershawn Wharton,KC,DT,1,14,1,1,2,0.0,0,0,0,0,0
Nathan Shepherd,NYJ,DT,1,34,0,1,1,0.0,0,0,0,0,0
Zach Sieler,MIA,DE,1,4,0,1,1,0.0,0,0,0,0,0
Yetur Gross-Matos,CAR,DE,1,16,0,1,1,0.0,0,0,0,0,0
Javon Kinlaw,SF,DT,1,39,0,1,1,0.0,0,0,0,0,0
Tre Flowers,SEA,CB,1,10,1,0,1,0.0,0,0,0,0,0
Ogbonnia Okoronkwo,LAR,LB,1,16,1,0,1,0.0,0,0,0,0,0
Derek Rivers,NE,LB,1,20,1,0,1,1.0,0,0,0,0,0
Cameron Sutton,PIT,CB,1,20,0,1,1,0.0,0,0,0,0,0
Leon Jacobs,JAX,LB,1,11,1,0,1,0.0,0,0,0,0,0
T.J. Watt,PIT,LB,1,57,1,0,1,0.0,0,0,1,0,2
L.J. Collier,SEA,DE,1,30,1,0,1,0.0,0,0,0,0,0
Ben Banogu,IND,DE,1,7,0,1,1,0.0,0,0,0,0,0
Josh Kalu,TEN,S,1,3,1,0,1,0.0,1,0,0,0,0
Raekwon McMillan,LV,LB,1,6,0,1,1,0.0,0,0,0,0,0
Robert Spillane,PIT,LB,1,8,1,0,1,0.0,0,0,0,0,0
Devante Downs,NYG,LB,1,14,1,0,1,0.0,0,1,0,0,0
Marquis Haynes,CAR,DE,1,15,1,0,1,0.0,0,0,0,0,0
Andrew Brown,CIN,DT,1,7,0,1,1,0.0,0,0,0,0,0
Tae Davis,CLE,LB,1,10,1,0,1,0.0,0,0,0,0,0
Derrick Nnadi,KC,DT,1,16,0,1,1,0.0,0,0,0,0,0
Olasunkanmi Adeniyi,PIT,LB,1,11,1,0,1,0.0,0,0,0,0,0
Taylor Stallworth,IND,DT,1,13,1,0,1,0.0,0,0,0,0,0
Rashaan Evans,TEN,LB,1,13,0,1,1,0.0,0,0,0,0,0
Da'Shawn Hand,DET,DE,1,29,1,0,1,0.0,0,0,0,0,0
Marlon Humphrey,BAL,CB,1,69,1,0,1,0.0,0,0,1,0,2
Myles Garrett,CLE,DE,1,48,1,0,1,0.0,0,1,0,0,0
Jaylon Ferguson,BAL,LB,1,22,1,0,1,0.0,0,0,0,0,0
Michael Davis,LAC,CB,1,60,1,0,1,0.0,0,0,0,0,0
Ahkello Witherspoon,SF,CB,1,4,1,0,1,0.0,0,0,0,0,0
Marcus Williams,NO,S,1,70,0,1,1,0.0,0,0,1,0,1
Bobby Okereke,IND,LB,1,19,1,0,1,0.0,0,0,0,0,0
Harrison Phillips,BUF,DT,1,20,1,0,1,0.0,0,0,0,0,0
Genard Avery,PHI,DE,1,20,0,1,1,0.5,0,0,0,0,0
Armon Watts,MIN,DT,1,37,0,1,1,0.0,0,0,0,0,0
A.J. Moore,HOU,S,1,26,1,0,1,0.0,0,0,0,0,1
Vita Vea,TB,DT,1,57,0,1,1,0.0,0,0,0,0,0
Hercules Mata'afa,MIN,DE,1,10,1,0,1,0.0,0,0,0,0,0
Arden Key,LV,DE,1,29,0,1,1,0.0,0,0,0,0,0
D.J. Jones,SF,DT,1,39,1,0,1,1.0,0,0,0,0,1
Drue Tranquill,LAC,LB,1,5,1,0,1,0.0,0,0,0,0,0
Kevin Givens,SF,DT,1,22,1,0,1,0.0,0,0,0,0,0
Porter Gustin,CLE,LB,1,11,0,1,1,0.0,0,0,0,0,0
Anfernee Jennings,NE,LB,1,9,1,0,1,0.0,0,0,0,0,0
Juan Thornhill,KC,S,1,38,1,0,1,0.0,0,0,0,0,0
Kyle Phillips,NYJ,DE,1,41,1,0,1,0.0,0,0,0,0,0
Blake Cashman,NYJ,LB,1,3,0,1,1,0.0,0,0,0,0,0
Marquise Copeland,LAR,DT,1,3,1,0,1,0.0,0,0,0,0,0
Dorance Armstrong,DAL,LB,1,17,1,0,1,0.0,0,0,0,0,0
Amani Hooker,TEN,S,1,11,1,0,1,0.0,0,0,0,0,0
Jordyn Brooks,SEA,LB,1,7,1,0,1,0.0,0,0,0,0,0
Raekwon Davis,MIA,DE,1,27,1,0,1,0.0,0,0,0,0,0
Ed Oliver,BUF,DT,1,38,0,1,1,0.0,0,0,0,0,0
Isaiah Buggs,PIT,DE,1,17,0,1,1,0.0,0,0,0,0,0
Chris Jackson,TEN,S,1,35,0,1,1,0.0,0,0,0,0,0
Tarvarius Moore,SF,S,1,2,1,0,1,0.0,0,0,0,0,0
David Onyemata,NO,DT,1,40,1,0,1,0.0,0,0,0,0,0
Shaun Bradley,PHI,LB,1,8,1,0,1,0.0,0,0,0,0,0
Alex Highsmith,PIT,LB,1,10,1,0,1,0.0,0,0,0,0,0
Charvarius Ward,KC,CB,1,31,1,0,1,0.0,0,0,0,0,0
Khalid Kareem,CIN,DE,1,10,0,1,1,0.0,0,0,0,0,0
Rasul Douglas,CAR,CB,1,51,1,0,1,0.0,0,0,0,0,2
Deshazor Everett,WAS,S,1,3,1,0,1,0.0,0,0,0,0,0
T.Y. McGill,PHI,DT,1,16,0,1,1,0.5,0,0,0,0,0
Quinton Jefferson,BUF,DE,1,35,0,1,1,0.0,0,0,0,0,0
Sheldon Richardson,CLE,DT,1,36,1,0,1,0.0,0,0,0,0,0
Arik Armstead,SF,DE,1,52,0,1,1,0.0,0,0,0,0,0
Ryan Anderson,WAS,DE,1,12,0,1,1,0.0,0,0,0,0,0
DeMarcus Lawrence,DAL,DE,1,46,1,0,1,0.0,0,0,0,0,1
Roy Robertson-Harris,CHI,DE,1,37,1,0,1,0.0,0,0,0,0,0
Stephon Tuitt,PIT,DE,1,55,1,0,1,1.0,0,0,0,0,0
Charles Washington,ARI,S,1,2,0,1,1,0.0,0,0,0,0,0
Fabian Moreau,WAS,CB,1,31,0,1,1,0.0,0,0,1,0,1
Deatrich Wise,NE,DE,1,24,0,1,1,0.0,0,0,0,0,0
Adarius Taylor,CAR,LB,1,4,0,1,1,0.0,0,0,0,0,0
Dalvin Tomlinson,NYG,DT,1,32,1,0,1,0.0,0,0,0,0,0
Jordan Jenkins,NYJ,LB,1,31,0,1,1,0.0,0,0,0,0,0
Corn Elder,CAR,CB,1,6,1,0,1,0.0,0,0,0,0,0
Kylie Fitts,ARI,LB,1,9,0,1,1,0.0,0,0,0,0,0
Maliek Collins,LV,DT,1,47,1,0,1,0.0,0,0,0,0,0
Romeo Okwara,DET,DE,1,29,0,1,1,0.0,0,0,0,0,0
Xavien Howard,MIA,CB,1,27,0,1,1,0.0,0,0,0,0,0
Patrick Robinson,NO,CB,1,9,0,1,1,0.0,0,0,0,0,0
Calais Campbell,BAL,DE,1,45,1,0,1,0.0,0,0,0,0,3
Steve McLendon,NYJ,DT,1,31,1,0,1,0.0,0,0,0,0,0
Jason McCourty,NE,CB,1,46,1,0,1,0.0,0,0,0,0,0
Ndamukong Suh,TB,DE,1,56,0,1,1,0.0,0,0,0,0,0
Jimmy Smith,BAL,CB,1,24,1,0,1,0.0,0,0,0,0,0
Corey Peters,ARI,DT,1,44,1,0,1,0.0,0,0,0,0,0
Kyle Wilber,LV,LB,1,1,0,1,1,0.0,0,0,0,0,0
Cameron Heyward,PIT,DE,1,50,1,0,1,0.0,0,0,1,0,1
Zach Kerr,CAR,DT,1,24,1,0,1,0.0,0,0,0,0,0
Margus Hunt,NO,DT,1,21,1,0,1,0.0,0,0,0,0,0
Alex Okafor,KC,DE,1,10,0,1,1,0.5,0,0,0,0,0
Abry Jones,JAX,DT,1,30,0,1,1,0.0,0,0,0,0,0
Benson Mayowa,SEA,DE,1,71,1,0,1,1.0,0,0,0,0,1
Brent Urban,CHI,DE,1,18,0,1,1,0.0,0,0,0,0,0
Justin Ellis,BAL,DE,1,21,0,1,1,0.0,0,0,0,0,0
Devon Kennard,ARI,LB,1,34,1,0,1,0.0,0,0,0,0,0
Dean Marlowe,BUF,S,1,9,1,0,1,0.0,0,0,0,0,0
Nick Dzubnar,TEN,LB,1,3,1,0,1,0.0,0,0,0,0,0
Tyrone Crawford,DAL,DT,1,40,0,1,1,0.0,0,0,0,0,0
Christian Jones,DET,LB,1,44,0,1,1,0.0,0,0,0,0,0
Johnathan Hankins,LV,DT,1,39,1,0,1,0.0,0,0,0,0,0
Ricardo Allen,ATL,S,1,25,0,0,0,0.0,0,0,0,0,0
Tyeler Davison,ATL,DT,1,41,0,0,0,0.0,0,0,0,0,0
A.J. Bouye,DEN,CB,1,28,0,0,0,0.0,0,0,0,0,1
TJ Carrie,IND,CB,1,11,0,0,0,0.0,0,0,0,0,0
Jack Crawford,TEN,DE,1,13,0,0,0,0.0,0,0,0,0,0
Patrick Peterson,ARI,CB,1,61,0,0,0,0.0,0,0,0,0,1
Blidi Wreh-Wilson,ATL,CB,1,3,0,0,0,0.0,0,0,0,0,0
Steven Means,ATL,DE,1,12,0,0,0,0.0,0,0,0,0,0
Allen Bailey,ATL,DE,1,16,0,0,0,0.0,0,0,0,0,0
Anthony Levine,BAL,S,1,1,0,0,0,0.0,0,1,0,0,0
Sherrick McManis,CHI,S,1,6,0,0,0,0.0,0,0,0,0,0
Chris Wormley,PIT,DE,1,9,0,0,0,0.0,0,0,0,0,0
Austin Johnson,NYG,DE,1,17,0,0,0,0.0,0,0,0,0,0
Tanoh Kpassagnon,KC,LB,1,49,0,0,0,0.0,0,0,0,0,0
Tre'Davious White,BUF,CB,1,44,0,0,0,0.0,0,0,0,0,1
Brandon Wilson,CIN,S,1,7,0,0,0,0.0,0,0,0,0,0
DeMarcus Walker,DEN,DE,1,17,0,0,0,0.0,0,0,0,0,0
Tyquan Lewis,IND,DT,1,12,0,0,0,0.0,0,0,0,0,0
Dawuane Smoot,JAX,DE,1,33,0,0,0,0.0,0,0,0,0,0
Cre'von LeBlanc,PHI,CB,1,10,0,0,0,0.0,0,0,0,0,1
Jeff Heath,LV,S,1,3,0,0,0,0.0,0,0,0,0,0
Patrick O'Connor,TB,LB,1,5,0,0,0,0.0,0,0,0,0,0
Reggie Ragland,DET,LB,1,19,0,0,0,0.0,0,0,0,0,0
Sheldon Rankins,NO,DT,1,43,0,0,0,0.0,0,0,0,0,0
Deon Bush,CHI,S,1,7,0,0,0,0.0,0,0,0,0,0
Joseph Jones,DEN,LB,1,1,0,0,0,0.0,0,0,0,0,0
Dean Lowry,GB,DE,1,39,0,0,0,0.0,0,0,0,0,0
Ifeadi Odenigbo,MIN,DE,1,60,0,0,0,0.0,0,0,0,0,0
Jordan Phillips,ARI,DE,1,31,0,0,0,0.0,0,0,0,0,0
Alex Singleton,PHI,LB,1,10,0,0,0,0.0,0,0,0,0,0
Tyler Matakevich,BUF,LB,1,3,0,0,0,0.0,0,0,0,0,0
Carlos Watkins,HOU,DE,1,16,0,0,0,0.0,0,0,0,0,0
Malcom Brown,NO,DT,1,20,0,0,0,0.0,0,0,0,0,0
Adrian Colbert,NYG,S,1,5,0,0,0,0.0,0,0,0,0,0
Tim Jernigan,JAX,DE,1,19,0,0,0,0.0,0,0,0,0,0
Preston Smith,GB,LB,1,43,0,0,0,0.0,0,0,0,0,0
Andrew Adams,TB,S,1,6,0,0,0,0.0,0,0,0,0,0
Rakeem Nunez-Roches,TB,DE,1,25,0,0,0,0.0,0,0,0,0,0
Justin Coleman,DET,CB,1,19,0,0,0,0.0,0,0,0,0,1
K'Von Wallace,PHI,S,1,6,0,0,0,0.0,0,0,0,0,0
Leki Fotu,ARI,DT,1,4,0,0,0,0.0,0,0,0,0,0
Ross Blacklock,HOU,DT,1,10,0,0,0,0.0,0,0,0,0,0
Vernon Scott,GB,S,1,3,0,0,0,0.0,0,0,0,0,0
Rashard Lawrence,ARI,DT,1,14,0,0,0,0.0,0,0,0,0,0
Jordan Elliott,CLE,DT,1,26,0,0,0,0.0,0,0,0,0,0
Amani Bledsoe,CIN,DE,1,10,0,0,0,0.0,0,0,0,0,0
Jonathan Garvin,GB,DE,1,6,0,0,0,0.0,0,0,0,0,0
John Penisini,DET,DT,1,9,0,0,0,0.0,0,0,0,0,0
Jachai Polite,LAR,LB,1,1,0,0,0,0.0,0,0,0,0,0
Julian Okwara,DET,DE,1,7,0,0,0,0.0,0,0,0,0,0
Sam Franklin,CAR,LB,1,2,0,0,0,0.0,0,0,0,0,0
Nasir Adderley,LAC,S,1,27,0,0,0,0.0,0,0,0,0,0
Josh Jackson,GB,CB,1,2,0,0,0,0.0,0,0,0,0,0
Ronnie Harrison,CLE,S,1,2,0,0,0,0.0,0,0,0,0,0
Anthony Nelson,TB,LB,1,3,0,0,0,0.0,0,0,0,0,0
Trevis Gipson,CHI,LB,1,12,0,0,0,0.0,0,0,0,0,0
James Smith-Williams,WAS,DE,1,1,0,0,0,0.0,0,0,0,0,0
Neville Gallimore,DAL,DT,1,6,0,0,0,0.0,0,0,0,0,0
Jeff Gladney,MIN,CB,1,9,0,0,0,0.0,0,0,0,0,0
Tim Settle,WAS,DT,1,16,0,0,0,0.0,0,0,0,0,0
Darryl Johnson,BUF,DE,1,17,0,0,0,0.0,0,0,0,0,0
Charles Omenihu,HOU,DE,1,44,0,0,0,0.0,0,0,0,0,0
Kingsley Keke,GB,DE,1,29,0,0,0,0.0,0,0,0,0,0
Cody Barton,SEA,LB,1,1,0,0,0,0.0,0,0,0,0,0
Matt Dickerson,TEN,DE,1,21,0,0,0,0.0,0,0,0,0,0
Jacob Tuioti-Mariner,ATL,DE,1,1,0,0,0,0.0,0,0,0,0,0
Donte Jackson,CAR,CB,1,11,0,0,0,0.0,0,0,0,0,0
Ben Niemann,KC,LB,1,36,0,0,0,0.0,0,0,0,0,0
Greg Gaines,LAR,DT,1,14,0,0,0,0.0,0,0,0,0,0
Solomon Thomas,SF,DT,1,40,0,0,0,0.0,0,0,0,0,0
Khalen Saunders,KC,DT,1,8,0,0,0,0.0,0,0,0,0,0
Bradley Chubb,DEN,LB,1,59,0,0,0,0.0,0,0,0,0,0
Isaac Yiadom,NYG,CB,1,5,0,0,0,0.0,0,0,0,0,0
Justin Hollins,LAR,LB,1,5,0,0,0,0.0,0,0,0,0,0
Oshane Ximines,NYG,LB,1,26,0,0,0,0.0,0,0,0,0,0
Isaiah Mack,TEN,DT,1,11,0,0,0,0.0,0,0,0,0,0
B.J. Hill,NYG,DE,1,19,0,0,0,0.0,0,0,0,0,0
Kaden Elliss,NO,LB,1,3,0,0,0,0.0,0,0,0,0,0
Taven Bryan,JAX,DT,1,57,0,0,0,0.0,0,0,0,0,0
Bryan Mone,SEA,DT,1,15,0,0,0,0.0,0,0,0,0,0
Anthony Averett,BAL,CB,1,8,0,0,0,0.0,0,0,0,0,0
Siran Neal,BUF,CB,1,12,0,0,0,0.0,0,0,0,0,0
Mackensie Alexander,CIN,CB,1,62,0,0,0,0.0,0,0,0,0,0
Oren Burks,GB,LB,1,3,0,0,0,0.0,0,0,0,0,0
Tyler Lancaster,GB,DE,1,23,0,0,0,0.0,0,0,0,0,0
Kendal Vickers,LV,DE,1,9,0,0,0,0.0,0,0,0,0,0
Chris Board,BAL,LB,1,9,0,0,0,0.0,0,0,0,0,0
Al-Quadin Muhammad,IND,DE,1,23,0,0,0,0.0,0,0,0,0,0
Yannick Ngakoue,MIN,DE,1,44,0,0,0,0.0,0,0,0,0,0
Jordan Willis,NYJ,LB,1,35,0,0,0,0.0,0,1,0,0,0
Kyle Dugger,NE,S,1,11,0,0,0,0.0,0,0,0,0,0
