,,,,Defensive Stats,,,,,,,,,
Tavon Young,BAL,CB,15,601,35.0,2,37,2.0,0,2,1,2,5
Nickell Robey-Coleman,LAR,CB,16,557,25.0,12,37,0.0,0,0,1,0,4
Justin Houston,KC,DE,12,719,28.0,9,37,9.0,5,3,1,0,1
Richard Sherman,SF,CB,14,837,30.0,7,37,1.0,0,1,0,0,4
Jerry Hughes,BUF,DE,16,669,30.0,7,37,7.0,3,0,0,0,1
Frostee Rucker,OAK,DE,15,523,23.0,14,37,0.0,0,0,0,0,2
Ahkello Witherspoon,SF,CB,14,699,30.0,7,37,0.0,0,0,0,0,4
Gareon Conley,OAK,CB,15,649,24.0,13,37,0.0,0,0,3,1,15
Marlon Humphrey,BAL,CB,14,717,31.0,6,37,0.0,1,0,2,0,15
Levi Wallace,BUF,CB,7,415,24.0,13,37,0.0,0,0,0,0,3
George Odum,IND,S,16,205,22.0,15,37,0.0,0,0,1,0,2
Holton Hill,MIN,CB,16,374,30.0,6,36,0.0,0,0,1,0,7
Marqui Christian,LAR,S,16,348,28.0,8,36,0.0,0,0,0,0,1
Cameron Wake,MIA,LB,14,518,21.0,15,36,6.0,1,0,0,0,1
Alex Okafor,NO,DE,16,656,25.0,11,36,4.0,0,1,0,0,1
Tavon Wilson,DET,S,15,304,30.0,6,36,1.0,0,0,0,0,0
Johnathan Hankins,OAK,DT,15,542,21.0,15,36,0.0,0,2,0,0,0
Ronald Blair,SF,DE,16,534,24.0,12,36,5.5,0,0,0,0,0
Stephen Weatherly,MIN,DE,16,524,23.0,12,35,3.0,1,0,0,0,1
Xavien Howard,MIA,CB,12,802,25.0,10,35,0.0,0,1,7,0,12
Jordan Jenkins,NYJ,LB,16,660,24.0,11,35,7.0,2,2,0,0,0
Ramik Wilson,LAR,LB,16,161,26.0,9,35,0.0,1,1,0,0,2
Henry Anderson,NYJ,DE,16,668,22.0,13,35,7.0,0,0,0,0,4
Brandon Copeland,NYJ,LB,16,611,24.0,11,35,5.0,0,0,0,0,2
Kyle Williams,BUF,DT,16,657,22.0,13,35,5.0,1,1,0,0,1
Malcolm Smith,SF,LB,12,337,22.0,13,35,0.0,0,0,0,0,1
Mario Addison,CAR,DE,16,665,20.0,15,35,9.0,2,0,0,0,0
Jack Crawford,ATL,DE,16,623,19.0,16,35,6.0,1,0,1,0,1
David Onyemata,NO,DT,16,616,23.0,12,35,4.5,1,0,0,0,1
Clayton Fejedelem,CIN,S,16,170,23.0,12,35,0.0,1,1,0,1,0
Avonte Maddox,PHI,CB,13,540,28.0,7,35,0.5,1,0,2,0,4
Harrison Phillips,BUF,DT,16,391,20.0,15,35,0.0,0,1,0,0,0
Derrick Nnadi,KC,DT,16,448,17.0,18,35,0.0,0,0,0,0,0
Tony Brown,GB,CB,11,289,30.0,4,34,0.0,2,0,0,0,5
Dorian O'Daniel,KC,LB,16,311,21.0,13,34,0.0,0,1,0,0,1
Marcell Harris,SF,S,8,358,24.0,10,34,0.0,0,0,0,0,0
Marcus Maye,NYJ,S,6,393,30.0,4,34,0.5,1,0,1,0,2
Tyrone Crawford,DAL,DT,15,633,17.0,17,34,5.5,1,0,0,0,2
Steve McLendon,NYJ,DT,16,472,21.0,13,34,0.0,0,0,0,0,1
Terrell Suggs,BAL,DE,16,745,25.0,9,34,7.0,1,1,0,1,6
Michael Bennett,PHI,DE,16,716,25.0,9,34,9.0,2,0,0,0,1
Brandon Williams,BAL,DT,16,517,21.0,13,34,1.0,0,0,0,0,1
DaQuan Jones,TEN,DT,16,585,20.0,14,34,0.0,0,0,0,0,1
Troy Hill,LAR,CB,16,428,29.0,5,34,0.0,0,0,2,0,5
Antwaun Woods,DAL,DT,15,585,15.0,19,34,1.5,0,1,0,0,1
Daryl Worley,OAK,CB,10,457,30.0,3,33,0.0,0,0,1,0,7
D.J. Reader,HOU,DT,16,637,23.0,10,33,2.0,0,0,0,0,0
Darius Philon,LAC,DE,16,606,19.0,14,33,4.0,1,0,0,0,0
Zach Kerr,DEN,DT,16,394,15.0,18,33,1.5,0,0,0,0,1
Vontaze Burfict,CIN,LB,7,298,16.0,17,33,0.0,0,0,0,0,3
Everson Griffen,MIN,DE,11,584,22.0,11,33,5.5,0,0,0,0,1
Michael Johnson,CIN,DE,15,466,18.0,15,33,0.5,0,0,1,1,2
Grant Haley,NYG,CB,10,426,29.0,4,33,0.0,0,0,0,0,2
M.J. Stewart,TB,CB,11,298,31.0,2,33,0.0,0,0,0,0,3
Matthew Adams,IND,LB,16,216,23.0,10,33,0.0,0,1,0,0,0
Tae Davis,NYG,LB,14,343,26.0,7,33,2.0,0,0,0,0,1
Ronnie Harrison,JAX,S,14,326,24.0,8,32,1.0,0,0,1,0,3
Michael Pierce,BAL,DT,14,390,20.0,12,32,0.0,0,1,0,0,1
Kurt Coleman,NO,S,16,359,22.0,10,32,0.0,1,0,0,0,0
Marcell Dareus,JAX,DT,15,562,23.0,9,32,1.0,1,0,0,0,1
Malik Jackson,JAX,DT,16,627,25.0,7,32,3.5,0,0,0,0,1
Shareece Wright,HOU,CB,12,503,25.0,7,32,0.0,0,0,0,0,5
Jordan Lucas,KC,S,16,265,22.0,10,32,1.0,0,0,1,0,2
Robert Nkemdiche,ARI,DE,10,426,22.0,10,32,4.5,1,0,0,0,1
Jayron Kearse,MIN,S,16,202,27.0,5,32,0.5,0,0,0,0,2
Andrew Billings,CIN,DT,16,630,22.0,10,32,2.5,0,0,0,0,0
Ken Crawley,NO,CB,10,409,28.0,3,31,0.0,0,0,0,0,6
Matthew Ioannidis,WAS,DT,14,439,23.0,8,31,7.5,1,1,0,0,0
Clinton McDonald,OAK,DT,15,420,19.0,12,31,2.0,0,0,0,0,0
Domata Peko,DEN,DT,16,522,20.0,11,31,0.5,0,0,0,0,2
Damion Square,LAC,DT,16,530,16.0,15,31,3.0,0,0,0,0,3
Solomon Thomas,SF,DT,16,646,24.0,7,31,1.0,0,0,0,0,0
Maurice Hurst,OAK,DT,13,441,26.0,5,31,4.0,1,0,0,0,3
Charvarius Ward,KC,CB,13,140,26.0,4,30,0.0,0,0,0,0,3
Deatrich Wise,NE,DE,16,436,15.0,15,30,4.5,0,0,0,0,0
Arden Key,OAK,DE,16,595,21.0,9,30,1.0,0,0,0,0,0
Deadrin Senat,ATL,DT,15,371,15.0,15,30,0.0,0,0,0,0,0
Nate Hairston,IND,CB,13,412,25.0,5,30,0.0,0,0,0,0,1
Torry McTyer,MIA,CB,15,347,22.0,8,30,0.0,0,0,0,0,3
Margus Hunt,IND,DT,15,725,22.0,8,30,5.0,1,1,0,0,2
Morgan Burnett,PIT,S,11,390,17.0,13,30,0.0,0,0,0,0,6
Sean Lee,DAL,LB,7,220,15.0,15,30,0.5,0,1,0,0,1
Ricky Jean Francois,DET,DT,16,405,19.0,11,30,2.0,0,0,0,0,0
Olivier Vernon,NYG,DE,11,665,23.0,7,30,7.0,1,1,0,0,1
Shaq Lawson,BUF,DE,14,440,18.0,12,30,4.0,2,0,0,0,5
Kyle Emanuel,LAC,LB,16,216,21.0,9,30,1.0,0,1,0,1,0
Markus Golden,ARI,LB,11,354,25.0,5,30,2.5,0,0,0,0,2
Dante Fowler,JAX/LAR,DE,15,580,23.0,7,30,4.0,2,2,0,0,1
Aaron Colvin,HOU,CB,10,317,22.0,7,29,0.0,0,2,0,0,1
Carl Nassib,TB,LB,15,599,22.0,7,29,6.5,2,0,0,0,2
Reggie Nelson,OAK,S,11,351,25.0,4,29,0.0,0,0,2,0,2
Abry Jones,JAX,DT,15,496,21.0,8,29,1.0,0,0,0,0,2
Isaac Rochell,LAC,DE,16,533,18.0,11,29,5.0,0,0,1,0,1
Eddie Yarbrough,BUF,DE,15,307,21.0,8,29,0.0,0,0,0,0,0
Reuben Foster,SF,LB,6,338,25.0,4,29,0.0,0,0,0,0,1
Zaire Franklin,IND,LB,16,178,14.0,15,29,0.0,0,0,0,0,1
Uchenna Nwosu,LAC,DE,16,268,18.0,10,28,3.5,0,0,0,0,1
Al-Quadin Muhammad,IND,DE,15,413,16.0,12,28,0.0,0,1,0,0,1
Teez Tabor,DET,CB,12,275,24.0,4,28,0.0,0,0,0,0,0
Quincy Wilson,IND,CB,13,435,20.0,8,28,0.0,0,1,1,0,2
Bilal Nichols,CHI,DE,14,327,20.0,8,28,3.0,2,1,0,0,0
Vita Vea,TB,DT,13,492,21.0,7,28,3.0,0,0,0,0,0
Brian Orakpo,TEN,LB,13,575,18.0,10,28,1.5,1,1,0,0,3
Earl Mitchell,SF,DT,14,364,17.0,11,28,0.0,0,0,0,0,0
Gerald McCoy,TB,DT,14,730,17.0,11,28,6.0,0,0,0,0,1
Mike Mitchell,IND,S,8,224,22.0,6,28,0.0,2,0,1,0,1
Anthony Levine,BAL,S,16,282,23.0,5,28,1.0,0,0,1,0,8
Yannick Ngakoue,JAX,DE,16,767,25.0,3,28,9.5,0,0,0,0,1
Josh Mauro,NYG,DE,12,270,17.0,11,28,1.0,0,0,0,0,0
Shaquil Barrett,DEN,LB,13,276,22.0,6,28,3.0,0,0,0,0,1
Brent Urban,BAL,DE,16,523,17.0,10,27,0.5,0,0,0,0,2
Mike Pennel,NYJ,DT,16,359,16.0,11,27,0.0,0,0,0,0,1
Andrew Sendejo,MIN,S,5,324,21.0,6,27,0.0,0,0,0,0,1
Kendrick Lewis,TEN,S,13,275,20.0,7,27,0.0,0,0,0,0,1
Da'Shawn Hand,DET,DE,13,457,22.0,5,27,3.0,2,1,0,0,0
Vincent Taylor,MIA,DT,8,204,15.0,12,27,2.0,0,0,0,0,0
Tanner Vallejo,CLE,LB,13,145,19.0,8,27,0.0,1,0,0,0,0
Taco Charlton,DAL,DE,11,401,13.0,14,27,1.0,0,1,0,0,1
Doug Middleton,NYJ,S,7,232,23.0,4,27,0.0,0,0,0,0,3
Cre'von LeBlanc,PHI/DET,CB,11,380,22.0,5,27,0.0,0,0,0,0,1
Shaun Dion Hamilton,WAS,LB,16,129,19.0,8,27,1.5,1,0,0,0,0
Sharif Finch,TEN,LB,15,206,20.0,7,27,1.5,2,1,0,0,0
Tyler Lancaster,GB,DE,12,271,19.0,7,26,0.0,0,0,0,0,0
Sherrick McManis,CHI,S,15,236,24.0,2,26,1.0,0,0,1,0,4
Ray-Ray Armstrong,CLE/NYG,LB,15,213,16.0,10,26,0.0,0,0,0,0,0
Daniel Sorensen,KC,S,7,354,14.0,12,26,0.0,0,1,1,1,2
Deshazor Everett,WAS,S,16,135,17.0,9,26,0.0,0,0,1,0,1
Quinton Jefferson,SEA,DE,16,560,15.0,10,25,3.0,0,1,0,0,2
Tom Johnson,MIN/SEA/SEA,DT,15,418,18.0,7,25,4.5,0,2,0,0,0
Shamar Stephen,SEA,DT,15,495,11.0,14,25,2.0,0,0,0,0,0
Randy Gregory,DAL,DE,14,457,19.0,6,25,6.0,2,1,0,0,0
Andre Branch,MIA,DE,14,483,17.0,8,25,1.5,1,1,0,0,1
Derrick Morgan,TEN,LB,13,534,19.0,6,25,0.5,0,1,0,0,3
Leon Hall,OAK,CB,10,362,22.0,3,25,0.0,0,0,0,0,3
Mike Ford,DET,CB,7,316,24.0,1,25,0.0,0,0,0,0,1
Sidney Jones,PHI,CB,9,322,21.0,4,25,0.0,0,0,0,0,2
Javien Elliott,TB,CB,15,352,22.0,2,24,0.0,0,0,1,0,1
Lano Hill,SEA,S,13,320,15.0,9,24,0.0,0,1,0,0,1
J.C. Jackson,NE,CB,13,397,22.0,2,24,0.0,0,0,3,0,6
Breeland Speaks,KC,DE,16,476,15.0,9,24,1.5,1,2,0,0,0
Oren Burks,GB,LB,14,122,18.0,6,24,0.0,0,0,0,0,0
Al Woods,IND,DT,14,374,10.0,14,24,0.0,0,0,0,0,1
Nick Perry,GB,LB,9,300,15.0,9,24,1.5,1,0,0,0,3
Brooks Reed,ATL,LB,16,457,16.0,8,24,1.0,1,0,0,0,0
Wes Horton,CAR,DE,16,471,15.0,9,24,1.5,0,0,0,0,1
Trent Murphy,BUF,DE,13,441,14.0,10,24,4.0,2,1,0,0,1
Anthony Chickillo,PIT,LB,16,295,12.0,12,24,1.5,0,2,0,0,2
Jordan Phillips,MIA/BUF,DE,16,392,15.0,9,24,1.0,0,1,0,0,4
Jimmie Ward,SF,S,9,389,19.0,5,24,0.0,1,0,0,0,0
Brandon Dunn,HOU,DE,14,346,13.0,11,24,0.0,1,0,0,0,0
Jermaine Whitehead,GB/CLE,S,14,228,19.0,5,24,1.0,0,0,0,0,2
Angelo Blackson,HOU,DE,16,429,18.0,6,24,1.0,0,1,0,0,3
Joey Bosa,LAC,DE,7,316,18.0,5,23,5.5,0,1,0,0,0
Kavon Frazier,DAL,S,16,187,15.0,8,23,1.0,0,0,0,0,1
Tyeler Davison,NO,DT,14,421,8.0,15,23,2.0,1,0,0,0,1
Mark Nzeocha,SF,LB,16,175,18.0,5,23,1.0,1,0,0,0,1
Tramaine Brock,DEN,CB,12,434,19.0,4,23,0.0,0,0,0,0,6
K.J. Wright,SEA,LB,5,223,15.0,8,23,0.0,0,0,0,0,3
Aqib Talib,LAR,CB,8,392,18.0,5,23,0.0,1,1,1,0,5
Chris Long,PHI,DE,16,614,15.0,8,23,6.5,2,0,0,0,0
Tarvarius Moore,SF,S,16,232,20.0,3,23,0.0,1,0,0,0,2
Isaiah Oliver,ATL,CB,14,239,20.0,3,23,0.0,0,0,1,0,7
Rayshawn Jenkins,LAC,S,15,97,13.0,10,23,0.5,0,0,0,0,0
Nate Gerry,PHI,LB,13,134,14.0,9,23,0.0,0,0,1,0,2
Trevor Williams,LAC,CB,9,409,19.0,4,23,0.0,0,0,1,0,4
Takkarist McKinley,ATL,DE,15,618,15.0,7,22,7.0,0,0,0,0,0
Josh Harvey-Clemons,WAS,LB,16,196,18.0,4,22,1.0,0,0,0,0,3
Roy Robertson-Harris,CHI,DE,16,358,10.0,12,22,3.0,0,0,0,0,2
Terrance Smith,KC,LB,7,172,13.0,9,22,1.0,0,0,0,0,0
LeShaun Sims,TEN,CB,16,213,15.0,7,22,0.0,0,0,0,0,0
Mike Hughes,MIN,CB,6,243,19.0,3,22,0.0,1,0,1,1,3
Darius Phillips,CIN,CB,15,232,19.0,3,22,0.0,1,0,0,0,2
P.J. Hall,OAK,DT,14,480,16.0,6,22,0.0,0,0,0,0,2
Cameron Sutton,PIT,CB,15,242,20.0,2,22,0.0,1,0,1,0,3
Marcus Davenport,NO,DE,13,417,12.0,10,22,4.5,1,0,0,0,2
Frankie Luvu,NYJ,LB,14,443,17.0,5,22,3.0,0,0,0,0,1
Julius Peppers,CAR,DE,16,508,14.0,8,22,5.0,2,1,0,0,6
Earl Thomas,SEA,S,4,239,16.0,6,22,0.0,0,0,3,0,5
Tyson Alualu,PIT,DE,15,313,12.0,10,22,0.0,0,0,0,0,0
Sam Shields,LAR,CB,16,338,18.0,4,22,0.0,0,0,1,0,4
Dion Jordan,SEA,DE,12,296,17.0,5,22,1.5,1,0,0,0,1
Austin Johnson,TEN,DE,16,395,13.0,9,22,1.0,0,0,0,0,2
Artie Burns,PIT,CB,16,309,17.0,5,22,0.0,1,0,0,0,1
Devante Bond,TB,LB,11,248,16.0,6,22,0.0,0,0,0,0,0
Akeem King,SEA,CB,16,145,16.0,5,21,0.0,0,0,0,0,0
Danny Shelton,NE,DT,13,324,10.0,11,21,0.0,0,0,0,0,0
Chris Smith,CLE,DE,16,337,14.0,7,21,1.0,1,0,0,0,2
David Amerson,ARI,CB,6,292,17.0,4,21,0.0,0,0,1,0,2
Kemal Ishmael,ATL,S,16,63,11.0,10,21,0.0,0,1,0,0,1
Bruce Carter,ATL,LB,11,80,16.0,5,21,0.0,0,0,0,0,0
Vinny Curry,TB,DE,12,447,15.0,6,21,2.5,0,0,0,0,0
Parry Nickerson,NYJ,CB,16,212,18.0,3,21,0.0,0,0,0,0,1
Chuck Clark,BAL,S,16,252,16.0,5,21,0.0,0,0,1,0,1
Adrian Colbert,SF,S,7,320,15.0,6,21,0.0,0,0,0,0,1
Poona Ford,SEA,DT,11,230,13.0,8,21,0.0,0,0,0,0,0
Leon Jacobs,JAX,LB,12,148,16.0,5,21,0.0,0,0,0,0,0
Tracy Walker,DET,S,16,267,18.0,3,21,0.0,0,0,1,0,2
Jason Cabinda,OAK,FB,10,144,14.0,7,21,0.0,0,0,0,0,0
Jarrod Wilson,JAX,S,16,221,19.0,2,21,0.0,1,0,0,0,2
Fadol Brown,OAK/GB,DE,12,203,16.0,4,20,0.0,0,0,0,0,1
Montravius Adams,GB,DE,16,232,11.0,9,20,1.5,1,0,0,0,0
Jordan Willis,CIN,LB,16,536,15.0,5,20,1.0,0,1,0,0,1
Isaac Yiadom,DEN,CB,13,263,17.0,3,20,0.0,0,0,1,0,3
Taven Bryan,JAX,DT,16,301,13.0,7,20,1.0,0,0,0,0,0
Nick Nelson,OAK,CB,10,281,10.0,10,20,0.0,0,1,0,0,1
Colin Jones,CAR,S,16,97,8.0,12,20,0.0,0,1,1,1,1
Vic Beasley,ATL,DE,16,700,16.0,4,20,5.0,0,1,0,1,3
Beau Allen,TB,DT,14,387,15.0,5,20,0.0,0,0,0,0,0
Bashaud Breeland,GB,CB,7,328,16.0,4,20,0.0,0,1,2,1,4
Ibraheim Campbell,DAL/GB/NYJ,S,8,114,16.0,3,19,0.0,1,0,0,0,0
Vernon Butler,CAR,DT,14,329,6.0,13,19,0.5,0,1,0,0,0
Maliek Collins,DAL,DT,13,495,12.0,7,19,3.0,0,1,0,0,0
Kamalei Correa,TEN,LB,13,319,12.0,7,19,3.5,1,0,0,0,0
Mychal Kendricks,SEA,LB,4,184,15.0,4,19,2.0,0,0,0,0,1
Bruce Irvin,OAK/ATL,LB,16,473,16.0,3,19,6.5,1,0,0,0,0
Kyle Love,CAR,DT,16,467,12.0,7,19,1.5,3,2,0,0,1
Vincent Rey,CIN,LB,16,180,11.0,8,19,0.0,0,0,0,0,0
Justin Hardee,NO,CB,16,78,17.0,2,19,0.0,0,0,1,0,2
Charles Harris,MIA,DE,11,347,8.0,11,19,1.0,0,0,0,0,0
Matthias Farley,IND,S,5,151,11.0,8,19,0.0,1,0,1,0,4
Brennan Scarlett,HOU,LB,12,108,12.0,6,18,0.0,1,1,1,0,3
Ryan Anderson,WAS,DE,13,165,7.0,11,18,2.0,0,0,0,0,0
Sean Chandler,NYG,S,16,142,16.0,2,18,1.0,0,1,0,0,1
Mike Daniels,GB,DT,10,419,10.0,8,18,2.0,0,0,0,0,1
Jamar Taylor,ARI/DEN,CB,14,268,16.0,2,18,0.0,1,0,0,0,1
DeShawn Shead,DET,S,12,248,13.0,5,18,0.0,1,0,0,0,0
Manti Te'o,NO,LB,5,141,12.0,6,18,0.0,0,0,0,0,1
Su'a Cravens,DEN,S,5,117,11.0,7,18,0.0,0,0,0,0,0
Jonathan Bullard,CHI,DE,16,297,13.0,5,18,0.0,0,0,0,0,2
Hayes Pullard,LAC,LB,9,92,13.0,5,18,0.0,0,0,0,0,0
Ricardo Allen,ATL,S,3,205,14.0,3,17,0.0,0,0,1,0,3
Matt Longacre,LAR,LB,13,281,8.0,9,17,1.0,0,0,0,0,0
Star Lotulelei,BUF,DT,16,476,10.0,7,17,0.0,0,0,0,0,1
John Simon,NE,LB,11,184,8.0,9,17,2.0,0,0,0,0,0
Terrell McClain,ATL,DT,13,374,9.0,8,17,1.0,0,0,0,0,0
Dontari Poe,CAR,DT,16,515,9.0,8,17,1.0,0,0,0,0,0
Derrick Johnson,OAK,LB,6,153,14.0,3,17,0.0,0,0,0,0,0
Haloti Ngata,PHI,DT,13,370,11.0,6,17,1.0,1,0,0,0,1
Tre Sullivan,PHI,S,12,219,12.0,5,17,0.0,0,0,0,0,0
Adam Butler,NE,DT,16,378,8.0,9,17,3.0,1,0,0,0,2
D.J. Jones,SF,DT,10,240,11.0,6,17,0.0,0,0,0,0,0
Grover Stewart,IND,DT,15,290,8.0,9,17,0.0,0,0,0,0,0
Kevin King,GB,CB,6,276,14.0,3,17,0.0,0,1,1,0,2
Justin Jones,LAC,DT,15,300,7.0,10,17,0.5,0,0,0,0,0
Kyzir White,LAC,LB,3,142,12.0,5,17,0.0,0,0,1,0,2
Rashaan Gaulden,CAR,S,15,144,12.0,5,17,0.0,0,0,0,0,1
Kevin Toliver,CHI,CB,15,135,14.0,2,16,0.0,0,0,0,0,2
Greg Mabin,SF,CB,13,163,12.0,4,16,0.0,1,1,0,0,1
Joseph Jones,DEN,LB,16,25,13.0,3,16,0.0,0,0,0,0,0
Chris Wormley,BAL,DE,16,402,13.0,3,16,1.0,0,0,0,0,5
Derek Barnett,PHI,DE,6,235,11.0,5,16,2.5,0,0,0,0,0
Ezekiel Turner,ARI,LB,16,18,13.0,3,16,0.0,0,0,0,0,0
Najee Goode,IND,LB,16,64,7.0,9,16,0.0,0,0,1,0,1
George Iloka,MIN,S,16,117,14.0,2,16,0.0,1,0,0,0,0
Tyler Matakevich,PIT,LB,16,54,12.0,4,16,0.0,0,0,0,0,0
Aaron Lynch,CHI,DE,13,341,13.0,3,16,3.0,0,0,1,0,1
Will Compton,TEN,LB,12,79,9.0,7,16,0.0,1,0,0,0,1
Christian Covington,HOU,DT,12,258,8.0,7,15,3.5,0,0,0,0,0
Nick Kwiatkoski,CHI,LB,16,64,12.0,3,15,0.0,1,0,0,0,0
Kyle Wilber,OAK,LB,14,59,10.0,5,15,0.0,0,0,0,0,0
Julian Stanford,BUF,LB,13,89,13.0,2,15,1.0,1,0,0,0,1
Ryan Lewis,BUF,CB,7,150,12.0,3,15,0.0,2,0,0,0,3
Nathan Shepherd,NYJ,DT,16,344,5.0,10,15,0.0,0,0,0,0,0
Kemoko Turay,IND,DE,14,385,11.0,4,15,4.0,1,0,0,0,0
Ja'Whaun Bentley,NE,LB,3,139,9.0,5,14,0.0,0,0,1,0,1
Daniel Ross,DAL,DT,13,249,6.0,8,14,1.0,1,1,0,0,0
Riley Bullough,TB,LB,9,127,9.0,5,14,0.0,0,0,0,0,1
Danny Johnson,WAS,CB,14,67,9.0,5,14,0.0,0,0,0,0,1
Corey Thompson,BUF,LB,6,80,8.0,6,14,0.0,1,0,0,0,0
Keion Crossen,NE,CB,11,39,14.0,0,14,0.0,0,0,0,0,0
Craig Robertson,NO,LB,16,88,11.0,3,14,1.0,0,0,0,0,0
Nathan Stupar,NYG,LB,16,64,10.0,4,14,0.0,0,0,0,0,0
Sylvester Williams,MIA/DET,DT,14,376,8.0,6,14,0.0,0,0,0,0,0
Bennie Logan,TEN,DT,15,228,5.0,9,14,0.0,0,0,0,0,0
Steven Means,ATL,DE,8,161,7.0,7,14,1.0,0,0,0,0,0
Chris Conte,TB,S,3,118,10.0,4,14,0.0,0,0,0,0,0
Corey Liuget,LAC,DT,6,205,9.0,5,14,1.5,0,1,0,0,0
De'Vante Bausby,PHI,CB,6,147,12.0,2,14,0.0,0,0,0,0,0
Anthony Zettel,CLE,DE,15,158,7.0,7,14,0.0,0,0,0,0,0
David Mayo,CAR,LB,16,146,8.0,6,14,0.0,0,0,0,0,1
Mario Edwards,NYG,DE,15,232,12.0,2,14,2.0,1,0,0,0,0
Joe Thomas,DAL,LB,10,58,7.0,7,14,0.0,0,0,0,0,0
Bryce Hager,LAR,LB,16,53,10.0,4,14,0.0,0,0,0,0,1
Tyler Patmon,JAX,CB,12,230,12.0,2,14,0.0,0,0,0,0,1
Zach Moore,ARI,DE,16,230,8.0,6,14,3.5,0,0,0,0,0
Andre Hal,HOU,S,8,237,6.0,7,13,0.0,0,0,3,0,5
E.J. Gaines,CLE,CB,6,180,11.0,2,13,0.0,0,0,1,0,3
Nate Ebner,NE,S,15,1,4.0,9,13,0.0,0,0,0,0,0
Emmanuel Lamur,OAK,LB,9,144,11.0,2,13,0.0,0,0,0,0,0
Tre Herndon,JAX,CB,11,85,10.0,3,13,0.0,0,0,0,0,0
Peter Kalambayi,HOU,LB,15,30,7.0,6,13,0.0,0,0,0,0,0
Jermaine Carter,CAR,LB,16,84,7.0,6,13,0.0,0,0,0,0,0
Jalen Reeves-Maybin,DET,LB,9,110,8.0,5,13,0.0,0,0,0,0,0
Treyvon Hester,PHI,DT,12,226,8.0,5,13,1.0,0,0,0,0,0
Jaleel Johnson,MIN,DT,16,262,6.0,7,13,0.5,1,0,0,0,0
Dylan Cole,HOU,LB,8,119,13.0,0,13,0.0,0,0,0,0,3
Tyquan Lewis,IND,DT,8,339,9.0,4,13,2.0,0,0,0,0,1
Dorance Armstrong,DAL,LB,15,272,8.0,5,13,0.5,0,0,0,0,0
Nick DeLuca,JAX,LB,9,76,10.0,2,12,1.0,1,0,0,0,0
Dymonte Thomas,DEN,S,12,42,8.0,4,12,1.0,0,1,1,0,1
Jourdan Lewis,DAL,CB,15,176,10.0,2,12,0.0,0,2,1,0,1
Brian Price,OAK/CLE,DT,13,211,6.0,6,12,0.0,0,0,0,0,0
KeiVarae Russell,CIN,CB,7,137,9.0,3,12,0.0,0,0,0,0,1
Chris Board,BAL,LB,16,14,8.0,4,12,0.0,0,0,0,0,0
Connor Barwin,NYG,LB,15,290,6.0,6,12,1.0,0,0,0,0,4
Josh Shaw,KC/TB,S,8,101,10.0,2,12,0.0,0,1,0,0,0
Olsen Pierre,ARI,DE,10,205,6.0,6,12,0.0,0,0,0,0,0
Corey Moore,IND,S,15,51,7.0,5,12,0.0,0,0,1,0,1
Shilique Calhoun,OAK,LB,7,125,6.0,6,12,0.0,0,0,0,0,0
Sheldon Day,SF,DT,12,276,9.0,2,11,2.0,0,0,0,0,2
Walt Aikens,MIA,S,16,33,8.0,3,11,0.0,0,0,1,0,1
Eric Berry,KC,S,2,99,8.0,3,11,0.0,0,0,0,0,0
Pernell McPhee,WAS,LB,13,204,8.0,3,11,0.0,0,1,0,0,2
Adrian Clayborn,NE,DE,14,322,9.0,2,11,2.5,1,0,0,0,0
Ezekiel Ansah,DET,DE,7,146,7.0,4,11,4.0,0,0,0,0,0
Rontez Miles,NYJ,S,8,87,10.0,1,11,0.0,0,0,0,0,0
Shaquem Griffin,SEA,LB,16,50,8.0,3,11,0.0,0,0,0,0,0
Ryan Glasgow,CIN,DT,3,94,6.0,5,11,0.0,0,0,0,0,0
Tyus Bowser,BAL,LB,15,162,6.0,5,11,0.5,0,0,0,0,0
Brandon Wilson,CIN,S,16,52,6.0,5,11,0.0,0,0,0,0,0
Siran Neal,BUF,CB,16,16,10.0,1,11,1.0,1,0,0,0,0
Dane Cruikshank,TEN,S,12,42,10.0,1,11,0.0,0,0,0,0,0
Malik Jefferson,CIN,LB,12,11,5.0,5,10,0.0,0,0,0,0,0
Cameron Malveaux,MIA/ARI,LB,9,173,2.0,8,10,1.0,0,0,0,0,1
Tim Williams,BAL,LB,7,120,6.0,4,10,2.0,0,0,0,0,0
Bryan Cox,CAR,DE,11,200,4.0,6,10,0.0,0,0,0,0,0
Nicholas Grigsby,NE,LB,9,28,7.0,3,10,0.0,0,0,0,0,0
Jonathan Woodard,MIA,DE,6,128,8.0,2,10,1.0,0,0,0,0,0
Chris Milton,IND,CB,15,55,5.0,5,10,0.0,0,1,0,0,0
Jacob Martin,SEA,LB,16,225,8.0,2,10,3.0,2,1,0,0,0
John Franklin-Myers,LAR,DE,16,301,6.0,4,10,2.0,1,1,0,0,0
Ben Niemann,KC,LB,14,67,7.0,3,10,0.0,0,0,0,0,0
Chris Banjo,NO,S,16,52,8.0,2,10,0.0,0,0,2,0,3
Cody Davis,JAX,S,16,12,5.0,5,10,0.0,0,0,0,0,0
Daren Bates,TEN,LB,16,41,8.0,2,10,0.0,0,0,0,0,0
Kevin Minter,TB,LB,5,22,8.0,2,10,1.0,0,0,0,0,0
William Gholston,TB,DE,16,402,7.0,3,10,1.0,0,0,0,0,0
