,,,,Fantasy,Defensive Stats,,,,,,,
Nickell Robey-Coleman,LAR,CB,16,39.0,25.0,12,37,0.0,0,0,1,0
Justin Houston,KC,DE,12,73.0,28.0,9,37,9.0,5,3,1,0
Richard Sherman,SF,CB,14,41.0,30.0,7,37,1.0,0,1,0,0
Jerry Hughes,BUF,DE,16,57.0,30.0,7,37,7.0,3,0,0,0
Frostee Rucker,OAK,DE,15,37.0,23.0,14,37,0.0,0,0,0,0
Ahkello Witherspoon,SF,CB,14,37.0,30.0,7,37,0.0,0,0,0,0
Gareon Conley,OAK,CB,15,49.0,24.0,13,37,0.0,0,0,3,1
Marlon Humphrey,BAL,CB,14,43.0,31.0,6,37,0.0,1,0,2,0
Levi Wallace,BUF,CB,7,37.0,24.0,13,37,0.0,0,0,0,0
George Odum,IND,S,16,39.0,22.0,15,37,0.0,0,0,1,0
Holton Hill,MIN,CB,16,38.0,30.0,6,36,0.0,0,0,1,0
Marqui Christian,LAR,S,16,36.0,28.0,8,36,0.0,0,0,0,0
Cameron Wake,MIA,LB,14,50.0,21.0,15,36,6.0,1,0,0,0
Alex Okafor,NO,DE,16,46.0,25.0,11,36,4.0,0,1,0,0
Tavon Wilson,DET,S,15,38.0,30.0,6,36,1.0,0,0,0,0
Johnathan Hankins,OAK,DT,15,40.0,21.0,15,36,0.0,0,2,0,0
Ronald Blair,SF,DE,16,47.0,24.0,12,36,5.5,0,0,0,0
Stephen Weatherly,MIN,DE,16,43.0,23.0,12,35,3.0,1,0,0,0
Xavien Howard,MIA,CB,12,51.0,25.0,10,35,0.0,0,1,7,0
Jordan Jenkins,NYJ,LB,16,57.0,24.0,11,35,7.0,2,2,0,0
Ramik Wilson,LAR,LB,16,39.0,26.0,9,35,0.0,1,1,0,0
Henry Anderson,NYJ,DE,16,49.0,22.0,13,35,7.0,0,0,0,0
Brandon Copeland,NYJ,LB,16,45.0,24.0,11,35,5.0,0,0,0,0
Kyle Williams,BUF,DT,16,49.0,22.0,13,35,5.0,1,1,0,0
Malcolm Smith,SF,LB,12,35.0,22.0,13,35,0.0,0,0,0,0
Mario Addison,CAR,DE,16,57.0,20.0,15,35,9.0,2,0,0,0
Jack Crawford,ATL,DE,16,51.0,19.0,16,35,6.0,1,0,1,0
David Onyemata,NO,DT,16,46.0,23.0,12,35,4.5,1,0,0,0
Clayton Fejedelem,CIN,S,16,45.0,23.0,12,35,0.0,1,1,0,1
Avonte Maddox,PHI,CB,13,42.0,28.0,7,35,0.5,1,0,2,0
Harrison Phillips,BUF,DT,16,37.0,20.0,15,35,0.0,0,1,0,0
Derrick Nnadi,KC,DT,16,35.0,17.0,18,35,0.0,0,0,0,0
Tony Brown,GB,CB,11,38.0,30.0,4,34,0.0,2,0,0,0
Dorian O'Daniel,KC,LB,16,36.0,21.0,13,34,0.0,0,1,0,0
Marcell Harris,SF,S,8,34.0,24.0,10,34,0.0,0,0,0,0
Marcus Maye,NYJ,S,6,39.0,30.0,4,34,0.5,1,0,1,0
Tyrone Crawford,DAL,DT,15,47.0,17.0,17,34,5.5,1,0,0,0
Steve McLendon,NYJ,DT,16,34.0,21.0,13,34,0.0,0,0,0,0
Terrell Suggs,BAL,DE,16,58.0,25.0,9,34,7.0,1,1,0,1
Michael Bennett,PHI,DE,16,56.0,25.0,9,34,9.0,2,0,0,0
Brandon Williams,BAL,DT,16,36.0,21.0,13,34,1.0,0,0,0,0
DaQuan Jones,TEN,DT,16,34.0,20.0,14,34,0.0,0,0,0,0
Troy Hill,LAR,CB,16,38.0,29.0,5,34,0.0,0,0,2,0
Antwaun Woods,DAL,DT,15,39.0,15.0,19,34,1.5,0,1,0,0
Daryl Worley,OAK,CB,10,35.0,30.0,3,33,0.0,0,0,1,0
D.J. Reader,HOU,DT,16,37.0,23.0,10,33,2.0,0,0,0,0
Darius Philon,LAC,DE,16,43.0,19.0,14,33,4.0,1,0,0,0
Zach Kerr,DEN,DT,16,36.0,15.0,18,33,1.5,0,0,0,0
Vontaze Burfict,CIN,LB,7,33.0,16.0,17,33,0.0,0,0,0,0
Everson Griffen,MIN,DE,11,44.0,22.0,11,33,5.5,0,0,0,0
Michael Johnson,CIN,DE,15,42.0,18.0,15,33,0.5,0,0,1,1
Grant Haley,NYG,CB,10,33.0,29.0,4,33,0.0,0,0,0,0
M.J. Stewart,TB,CB,11,33.0,31.0,2,33,0.0,0,0,0,0
Matthew Adams,IND,LB,16,35.0,23.0,10,33,0.0,0,1,0,0
Tae Davis,NYG,LB,14,37.0,26.0,7,33,2.0,0,0,0,0
Ronnie Harrison,JAX,S,14,36.0,24.0,8,32,1.0,0,0,1,0
Michael Pierce,BAL,DT,14,34.0,20.0,12,32,0.0,0,1,0,0
Kurt Coleman,NO,S,16,34.0,22.0,10,32,0.0,1,0,0,0
Marcell Dareus,JAX,DT,15,36.0,23.0,9,32,1.0,1,0,0,0
Malik Jackson,JAX,DT,16,39.0,25.0,7,32,3.5,0,0,0,0
Shareece Wright,HOU,CB,12,32.0,25.0,7,32,0.0,0,0,0,0
Jordan Lucas,KC,S,16,36.0,22.0,10,32,1.0,0,0,1,0
Robert Nkemdiche,ARI,DE,10,43.0,22.0,10,32,4.5,1,0,0,0
Jayron Kearse,MIN,S,16,33.0,27.0,5,32,0.5,0,0,0,0
Andrew Billings,CIN,DT,16,37.0,22.0,10,32,2.5,0,0,0,0
Ken Crawley,NO,CB,10,31.0,28.0,3,31,0.0,0,0,0,0
Matthew Ioannidis,WAS,DT,14,50.0,23.0,8,31,7.5,1,1,0,0
Clinton McDonald,OAK,DT,15,35.0,19.0,12,31,2.0,0,0,0,0
Domata Peko,DEN,DT,16,32.0,20.0,11,31,0.5,0,0,0,0
Damion Square,LAC,DT,16,37.0,16.0,15,31,3.0,0,0,0,0
Solomon Thomas,SF,DT,16,33.0,24.0,7,31,1.0,0,0,0,0
Maurice Hurst,OAK,DT,13,41.0,26.0,5,31,4.0,1,0,0,0
Charvarius Ward,KC,CB,13,30.0,26.0,4,30,0.0,0,0,0,0
Deatrich Wise,NE,DE,16,39.0,15.0,15,30,4.5,0,0,0,0
Arden Key,OAK,DE,16,32.0,21.0,9,30,1.0,0,0,0,0
Deadrin Senat,ATL,DT,15,30.0,15.0,15,30,0.0,0,0,0,0
Nate Hairston,IND,CB,13,30.0,25.0,5,30,0.0,0,0,0,0
Torry McTyer,MIA,CB,15,30.0,22.0,8,30,0.0,0,0,0,0
Margus Hunt,IND,DT,15,44.0,22.0,8,30,5.0,1,1,0,0
Morgan Burnett,PIT,S,11,30.0,17.0,13,30,0.0,0,0,0,0
Sean Lee,DAL,LB,7,33.0,15.0,15,30,0.5,0,1,0,0
Ricky Jean Francois,DET,DT,16,34.0,19.0,11,30,2.0,0,0,0,0
Olivier Vernon,NYG,DE,11,48.0,23.0,7,30,7.0,1,1,0,0
Shaq Lawson,BUF,DE,14,42.0,18.0,12,30,4.0,2,0,0,0
Kyle Emanuel,LAC,LB,16,40.0,21.0,9,30,1.0,0,1,0,1
Markus Golden,ARI,LB,11,35.0,25.0,5,30,2.5,0,0,0,0
Dante Fowler,JAX/LAR,DE,15,46.0,23.0,7,30,4.0,2,2,0,0
Aaron Colvin,HOU,CB,10,33.0,22.0,7,29,0.0,0,2,0,0
Carl Nassib,TB,LB,15,46.0,22.0,7,29,6.5,2,0,0,0
Reggie Nelson,OAK,S,11,33.0,25.0,4,29,0.0,0,0,2,0
Abry Jones,JAX,DT,15,31.0,21.0,8,29,1.0,0,0,0,0
Isaac Rochell,LAC,DE,16,41.0,18.0,11,29,5.0,0,0,1,0
Eddie Yarbrough,BUF,DE,15,29.0,21.0,8,29,0.0,0,0,0,0
Reuben Foster,SF,LB,6,29.0,25.0,4,29,0.0,0,0,0,0
Zaire Franklin,IND,LB,16,29.0,14.0,15,29,0.0,0,0,0,0
Uchenna Nwosu,LAC,DE,16,35.0,18.0,10,28,3.5,0,0,0,0
Al-Quadin Muhammad,IND,DE,15,30.0,16.0,12,28,0.0,0,1,0,0
Teez Tabor,DET,CB,12,28.0,24.0,4,28,0.0,0,0,0,0
Quincy Wilson,IND,CB,13,32.0,20.0,8,28,0.0,0,1,1,0
Bilal Nichols,CHI,DE,14,40.0,20.0,8,28,3.0,2,1,0,0
Vita Vea,TB,DT,13,34.0,21.0,7,28,3.0,0,0,0,0
Brian Orakpo,TEN,LB,13,35.0,18.0,10,28,1.5,1,1,0,0
Earl Mitchell,SF,DT,14,28.0,17.0,11,28,0.0,0,0,0,0
Gerald McCoy,TB,DT,14,40.0,17.0,11,28,6.0,0,0,0,0
Mike Mitchell,IND,S,8,34.0,22.0,6,28,0.0,2,0,1,0
Anthony Levine,BAL,S,16,32.0,23.0,5,28,1.0,0,0,1,0
Yannick Ngakoue,JAX,DE,16,47.0,25.0,3,28,9.5,0,0,0,0
Josh Mauro,NYG,DE,12,30.0,17.0,11,28,1.0,0,0,0,0
Shaquil Barrett,DEN,LB,13,34.0,22.0,6,28,3.0,0,0,0,0
Brent Urban,BAL,DE,16,28.0,17.0,10,27,0.5,0,0,0,0
Mike Pennel,NYJ,DT,16,27.0,16.0,11,27,0.0,0,0,0,0
Andrew Sendejo,MIN,S,5,27.0,21.0,6,27,0.0,0,0,0,0
Kendrick Lewis,TEN,S,13,27.0,20.0,7,27,0.0,0,0,0,0
Da'Shawn Hand,DET,DE,13,39.0,22.0,5,27,3.0,2,1,0,0
Vincent Taylor,MIA,DT,8,31.0,15.0,12,27,2.0,0,0,0,0
Tanner Vallejo,CLE,LB,13,29.0,19.0,8,27,0.0,1,0,0,0
Taco Charlton,DAL,DE,11,31.0,13.0,14,27,1.0,0,1,0,0
Doug Middleton,NYJ,S,7,27.0,23.0,4,27,0.0,0,0,0,0
Cre'von LeBlanc,PHI/DET,CB,11,27.0,22.0,5,27,0.0,0,0,0,0
Shaun Dion Hamilton,WAS,LB,16,32.0,19.0,8,27,1.5,1,0,0,0
Sharif Finch,TEN,LB,15,36.0,20.0,7,27,1.5,2,1,0,0
Tyler Lancaster,GB,DE,12,26.0,19.0,7,26,0.0,0,0,0,0
Sherrick McManis,CHI,S,15,30.0,24.0,2,26,1.0,0,0,1,0
Ray-Ray Armstrong,CLE/NYG,LB,15,26.0,16.0,10,26,0.0,0,0,0,0
Daniel Sorensen,KC,S,7,36.0,14.0,12,26,0.0,0,1,1,1
Deshazor Everett,WAS,S,16,28.0,17.0,9,26,0.0,0,0,1,0
Quinton Jefferson,SEA,DE,16,33.0,15.0,10,25,3.0,0,1,0,0
Tom Johnson,MIN/SEA/SEA,DT,15,38.0,18.0,7,25,4.5,0,2,0,0
Shamar Stephen,SEA,DT,15,29.0,11.0,14,25,2.0,0,0,0,0
Randy Gregory,DAL,DE,14,43.0,19.0,6,25,6.0,2,1,0,0
Andre Branch,MIA,DE,14,32.0,17.0,8,25,1.5,1,1,0,0
Derrick Morgan,TEN,LB,13,28.0,19.0,6,25,0.5,0,1,0,0
Leon Hall,OAK,CB,10,25.0,22.0,3,25,0.0,0,0,0,0
Mike Ford,DET,CB,7,25.0,24.0,1,25,0.0,0,0,0,0
Sidney Jones,PHI,CB,9,25.0,21.0,4,25,0.0,0,0,0,0
Javien Elliott,TB,CB,15,26.0,22.0,2,24,0.0,0,0,1,0
Lano Hill,SEA,S,13,26.0,15.0,9,24,0.0,0,1,0,0
J.C. Jackson,NE,CB,13,30.0,22.0,2,24,0.0,0,0,3,0
Breeland Speaks,KC,DE,16,33.0,15.0,9,24,1.5,1,2,0,0
Oren Burks,GB,LB,14,24.0,18.0,6,24,0.0,0,0,0,0
Al Woods,IND,DT,14,24.0,10.0,14,24,0.0,0,0,0,0
Nick Perry,GB,LB,9,29.0,15.0,9,24,1.5,1,0,0,0
Brooks Reed,ATL,LB,16,28.0,16.0,8,24,1.0,1,0,0,0
Wes Horton,CAR,DE,16,27.0,15.0,9,24,1.5,0,0,0,0
Trent Murphy,BUF,DE,13,38.0,14.0,10,24,4.0,2,1,0,0
Anthony Chickillo,PIT,LB,16,31.0,12.0,12,24,1.5,0,2,0,0
Jordan Phillips,MIA/BUF,DE,16,28.0,15.0,9,24,1.0,0,1,0,0
Jimmie Ward,SF,S,9,26.0,19.0,5,24,0.0,1,0,0,0
Brandon Dunn,HOU,DE,14,26.0,13.0,11,24,0.0,1,0,0,0
Jermaine Whitehead,GB/CLE,S,14,26.0,19.0,5,24,1.0,0,0,0,0
Angelo Blackson,HOU,DE,16,28.0,18.0,6,24,1.0,0,1,0,0
Joey Bosa,LAC,DE,7,36.0,18.0,5,23,5.5,0,1,0,0
Kavon Frazier,DAL,S,16,25.0,15.0,8,23,1.0,0,0,0,0
Tyeler Davison,NO,DT,14,29.0,8.0,15,23,2.0,1,0,0,0
Mark Nzeocha,SF,LB,16,27.0,18.0,5,23,1.0,1,0,0,0
Tramaine Brock,DEN,CB,12,23.0,19.0,4,23,0.0,0,0,0,0
K.J. Wright,SEA,LB,5,23.0,15.0,8,23,0.0,0,0,0,0
Aqib Talib,LAR,CB,8,29.0,18.0,5,23,0.0,1,1,1,0
Chris Long,PHI,DE,16,40.0,15.0,8,23,6.5,2,0,0,0
Tarvarius Moore,SF,S,16,25.0,20.0,3,23,0.0,1,0,0,0
Isaiah Oliver,ATL,CB,14,25.0,20.0,3,23,0.0,0,0,1,0
Rayshawn Jenkins,LAC,S,15,24.0,13.0,10,23,0.5,0,0,0,0
Nate Gerry,PHI,LB,13,25.0,14.0,9,23,0.0,0,0,1,0
Trevor Williams,LAC,CB,9,25.0,19.0,4,23,0.0,0,0,1,0
Takkarist McKinley,ATL,DE,15,36.0,15.0,7,22,7.0,0,0,0,0
Josh Harvey-Clemons,WAS,LB,16,24.0,18.0,4,22,1.0,0,0,0,0
Roy Robertson-Harris,CHI,DE,16,28.0,10.0,12,22,3.0,0,0,0,0
Terrance Smith,KC,LB,7,24.0,13.0,9,22,1.0,0,0,0,0
LeShaun Sims,TEN,CB,16,22.0,15.0,7,22,0.0,0,0,0,0
Mike Hughes,MIN,CB,6,32.0,19.0,3,22,0.0,1,0,1,1
Darius Phillips,CIN,CB,15,24.0,19.0,3,22,0.0,1,0,0,0
P.J. Hall,OAK,DT,14,22.0,16.0,6,22,0.0,0,0,0,0
Cameron Sutton,PIT,CB,15,26.0,20.0,2,22,0.0,1,0,1,0
Marcus Davenport,NO,DE,13,33.0,12.0,10,22,4.5,1,0,0,0
Frankie Luvu,NYJ,LB,14,28.0,17.0,5,22,3.0,0,0,0,0
Julius Peppers,CAR,DE,16,38.0,14.0,8,22,5.0,2,1,0,0
Earl Thomas,SEA,S,4,28.0,16.0,6,22,0.0,0,0,3,0
Tyson Alualu,PIT,DE,15,22.0,12.0,10,22,0.0,0,0,0,0
Sam Shields,LAR,CB,16,24.0,18.0,4,22,0.0,0,0,1,0
Dion Jordan,SEA,DE,12,27.0,17.0,5,22,1.5,1,0,0,0
Austin Johnson,TEN,DE,16,24.0,13.0,9,22,1.0,0,0,0,0
Artie Burns,PIT,CB,16,24.0,17.0,5,22,0.0,1,0,0,0
Devante Bond,TB,LB,11,22.0,16.0,6,22,0.0,0,0,0,0
Akeem King,SEA,CB,16,21.0,16.0,5,21,0.0,0,0,0,0
Danny Shelton,NE,DT,13,21.0,10.0,11,21,0.0,0,0,0,0
Chris Smith,CLE,DE,16,25.0,14.0,7,21,1.0,1,0,0,0
David Amerson,ARI,CB,6,23.0,17.0,4,21,0.0,0,0,1,0
Kemal Ishmael,ATL,S,16,23.0,11.0,10,21,0.0,0,1,0,0
Bruce Carter,ATL,LB,11,21.0,16.0,5,21,0.0,0,0,0,0
Vinny Curry,TB,DE,12,26.0,15.0,6,21,2.5,0,0,0,0
Parry Nickerson,NYJ,CB,16,21.0,18.0,3,21,0.0,0,0,0,0
Chuck Clark,BAL,S,16,23.0,16.0,5,21,0.0,0,0,1,0
Adrian Colbert,SF,S,7,21.0,15.0,6,21,0.0,0,0,0,0
Poona Ford,SEA,DT,11,21.0,13.0,8,21,0.0,0,0,0,0
Leon Jacobs,JAX,LB,12,21.0,16.0,5,21,0.0,0,0,0,0
Tracy Walker,DET,S,16,23.0,18.0,3,21,0.0,0,0,1,0
Jason Cabinda,OAK,FB,10,21.0,14.0,7,21,0.0,0,0,0,0
Jarrod Wilson,JAX,S,16,23.0,19.0,2,21,0.0,1,0,0,0
Fadol Brown,OAK/GB,DE,12,20.0,16.0,4,20,0.0,0,0,0,0
Montravius Adams,GB,DE,16,25.0,11.0,9,20,1.5,1,0,0,0
Jordan Willis,CIN,LB,16,24.0,15.0,5,20,1.0,0,1,0,0
Isaac Yiadom,DEN,CB,13,22.0,17.0,3,20,0.0,0,0,1,0
Taven Bryan,JAX,DT,16,22.0,13.0,7,20,1.0,0,0,0,0
Nick Nelson,OAK,CB,10,22.0,10.0,10,20,0.0,0,1,0,0
Colin Jones,CAR,S,16,30.0,8.0,12,20,0.0,0,1,1,1
Vic Beasley,ATL,DE,16,38.0,16.0,4,20,5.0,0,1,0,1
Beau Allen,TB,DT,14,20.0,15.0,5,20,0.0,0,0,0,0
Bashaud Breeland,GB,CB,7,32.0,16.0,4,20,0.0,0,1,2,1
Ibraheim Campbell,DAL/GB/NYJ,S,8,21.0,16.0,3,19,0.0,1,0,0,0
Vernon Butler,CAR,DT,14,22.0,6.0,13,19,0.5,0,1,0,0
Maliek Collins,DAL,DT,13,27.0,12.0,7,19,3.0,0,1,0,0
Kamalei Correa,TEN,LB,13,28.0,12.0,7,19,3.5,1,0,0,0
Mychal Kendricks,SEA,LB,4,23.0,15.0,4,19,2.0,0,0,0,0
Bruce Irvin,OAK/ATL,LB,16,34.0,16.0,3,19,6.5,1,0,0,0
Kyle Love,CAR,DT,16,32.0,12.0,7,19,1.5,3,2,0,0
Vincent Rey,CIN,LB,16,19.0,11.0,8,19,0.0,0,0,0,0
Justin Hardee,NO,CB,16,21.0,17.0,2,19,0.0,0,0,1,0
Charles Harris,MIA,DE,11,21.0,8.0,11,19,1.0,0,0,0,0
Matthias Farley,IND,S,5,23.0,11.0,8,19,0.0,1,0,1,0
Brennan Scarlett,HOU,LB,12,24.0,12.0,6,18,0.0,1,1,1,0
Ryan Anderson,WAS,DE,13,22.0,7.0,11,18,2.0,0,0,0,0
Sean Chandler,NYG,S,16,22.0,16.0,2,18,1.0,0,1,0,0
Mike Daniels,GB,DT,10,22.0,10.0,8,18,2.0,0,0,0,0
Jamar Taylor,ARI/DEN,CB,14,20.0,16.0,2,18,0.0,1,0,0,0
DeShawn Shead,DET,S,12,20.0,13.0,5,18,0.0,1,0,0,0
Manti Te'o,NO,LB,5,18.0,12.0,6,18,0.0,0,0,0,0
Su'a Cravens,DEN,S,5,18.0,11.0,7,18,0.0,0,0,0,0
Jonathan Bullard,CHI,DE,16,18.0,13.0,5,18,0.0,0,0,0,0
Hayes Pullard,LAC,LB,9,18.0,13.0,5,18,0.0,0,0,0,0
Ricardo Allen,ATL,S,3,19.0,14.0,3,17,0.0,0,0,1,0
Matt Longacre,LAR,LB,13,19.0,8.0,9,17,1.0,0,0,0,0
Star Lotulelei,BUF,DT,16,17.0,10.0,7,17,0.0,0,0,0,0
John Simon,NE,LB,11,21.0,8.0,9,17,2.0,0,0,0,0
Terrell McClain,ATL,DT,13,19.0,9.0,8,17,1.0,0,0,0,0
Dontari Poe,CAR,DT,16,19.0,9.0,8,17,1.0,0,0,0,0
Derrick Johnson,OAK,LB,6,17.0,14.0,3,17,0.0,0,0,0,0
Haloti Ngata,PHI,DT,13,21.0,11.0,6,17,1.0,1,0,0,0
Tre Sullivan,PHI,S,12,17.0,12.0,5,17,0.0,0,0,0,0
Adam Butler,NE,DT,16,25.0,8.0,9,17,3.0,1,0,0,0
D.J. Jones,SF,DT,10,17.0,11.0,6,17,0.0,0,0,0,0
Grover Stewart,IND,DT,15,17.0,8.0,9,17,0.0,0,0,0,0
Kevin King,GB,CB,6,21.0,14.0,3,17,0.0,0,1,1,0
Justin Jones,LAC,DT,15,18.0,7.0,10,17,0.5,0,0,0,0
Kyzir White,LAC,LB,3,19.0,12.0,5,17,0.0,0,0,1,0
Rashaan Gaulden,CAR,S,15,17.0,12.0,5,17,0.0,0,0,0,0
Kevin Toliver,CHI,CB,15,16.0,14.0,2,16,0.0,0,0,0,0
Greg Mabin,SF,CB,13,20.0,12.0,4,16,0.0,1,1,0,0
Joseph Jones,DEN,LB,16,16.0,13.0,3,16,0.0,0,0,0,0
Chris Wormley,BAL,DE,16,18.0,13.0,3,16,1.0,0,0,0,0
Derek Barnett,PHI,DE,6,21.0,11.0,5,16,2.5,0,0,0,0
Ezekiel Turner,ARI,LB,16,16.0,13.0,3,16,0.0,0,0,0,0
Najee Goode,IND,LB,16,18.0,7.0,9,16,0.0,0,0,1,0
George Iloka,MIN,S,16,18.0,14.0,2,16,0.0,1,0,0,0
Tyler Matakevich,PIT,LB,16,16.0,12.0,4,16,0.0,0,0,0,0
Aaron Lynch,CHI,DE,13,24.0,13.0,3,16,3.0,0,0,1,0
Will Compton,TEN,LB,12,18.0,9.0,7,16,0.0,1,0,0,0
Christian Covington,HOU,DT,12,22.0,8.0,7,15,3.5,0,0,0,0
Nick Kwiatkoski,CHI,LB,16,17.0,12.0,3,15,0.0,1,0,0,0
Kyle Wilber,OAK,LB,14,15.0,10.0,5,15,0.0,0,0,0,0
Julian Stanford,BUF,LB,13,19.0,13.0,2,15,1.0,1,0,0,0
Ryan Lewis,BUF,CB,7,19.0,12.0,3,15,0.0,2,0,0,0
Nathan Shepherd,NYJ,DT,16,15.0,5.0,10,15,0.0,0,0,0,0
Kemoko Turay,IND,DE,14,25.0,11.0,4,15,4.0,1,0,0,0
Ja'Whaun Bentley,NE,LB,3,16.0,9.0,5,14,0.0,0,0,1,0
Daniel Ross,DAL,DT,13,20.0,6.0,8,14,1.0,1,1,0,0
Riley Bullough,TB,LB,9,14.0,9.0,5,14,0.0,0,0,0,0
Danny Johnson,WAS,CB,14,14.0,9.0,5,14,0.0,0,0,0,0
Corey Thompson,BUF,LB,6,16.0,8.0,6,14,0.0,1,0,0,0
Keion Crossen,NE,CB,11,14.0,14.0,0,14,0.0,0,0,0,0
Craig Robertson,NO,LB,16,16.0,11.0,3,14,1.0,0,0,0,0
Nathan Stupar,NYG,LB,16,14.0,10.0,4,14,0.0,0,0,0,0
Sylvester Williams,MIA/DET,DT,14,14.0,8.0,6,14,0.0,0,0,0,0
Bennie Logan,TEN,DT,15,14.0,5.0,9,14,0.0,0,0,0,0
Steven Means,ATL,DE,8,16.0,7.0,7,14,1.0,0,0,0,0
Chris Conte,TB,S,3,14.0,10.0,4,14,0.0,0,0,0,0
Corey Liuget,LAC,DT,6,19.0,9.0,5,14,1.5,0,1,0,0
De'Vante Bausby,PHI,CB,6,14.0,12.0,2,14,0.0,0,0,0,0
Anthony Zettel,CLE,DE,15,14.0,7.0,7,14,0.0,0,0,0,0
David Mayo,CAR,LB,16,14.0,8.0,6,14,0.0,0,0,0,0
Mario Edwards,NYG,DE,15,20.0,12.0,2,14,2.0,1,0,0,0
Joe Thomas,DAL,LB,10,14.0,7.0,7,14,0.0,0,0,0,0
Bryce Hager,LAR,LB,16,14.0,10.0,4,14,0.0,0,0,0,0
Tyler Patmon,JAX,CB,12,14.0,12.0,2,14,0.0,0,0,0,0
Zach Moore,ARI,DE,16,21.0,8.0,6,14,3.5,0,0,0,0
Andre Hal,HOU,S,8,19.0,6.0,7,13,0.0,0,0,3,0
E.J. Gaines,CLE,CB,6,15.0,11.0,2,13,0.0,0,0,1,0
Nate Ebner,NE,S,15,13.0,4.0,9,13,0.0,0,0,0,0
Emmanuel Lamur,OAK,LB,9,13.0,11.0,2,13,0.0,0,0,0,0
Tre Herndon,JAX,CB,11,13.0,10.0,3,13,0.0,0,0,0,0
Peter Kalambayi,HOU,LB,15,13.0,7.0,6,13,0.0,0,0,0,0
Jermaine Carter,CAR,LB,16,13.0,7.0,6,13,0.0,0,0,0,0
Jalen Reeves-Maybin,DET,LB,9,13.0,8.0,5,13,0.0,0,0,0,0
Treyvon Hester,PHI,DT,12,15.0,8.0,5,13,1.0,0,0,0,0
Jaleel Johnson,MIN,DT,16,16.0,6.0,7,13,0.5,1,0,0,0
Dylan Cole,HOU,LB,8,13.0,13.0,0,13,0.0,0,0,0,0
Tyquan Lewis,IND,DT,8,17.0,9.0,4,13,2.0,0,0,0,0
Dorance Armstrong,DAL,LB,15,14.0,8.0,5,13,0.5,0,0,0,0
Nick DeLuca,JAX,LB,9,16.0,10.0,2,12,1.0,1,0,0,0
Dymonte Thomas,DEN,S,12,18.0,8.0,4,12,1.0,0,1,1,0
Jourdan Lewis,DAL,CB,15,18.0,10.0,2,12,0.0,0,2,1,0
Brian Price,OAK/CLE,DT,13,12.0,6.0,6,12,0.0,0,0,0,0
KeiVarae Russell,CIN,CB,7,12.0,9.0,3,12,0.0,0,0,0,0
Chris Board,BAL,LB,16,12.0,8.0,4,12,0.0,0,0,0,0
Connor Barwin,NYG,LB,15,14.0,6.0,6,12,1.0,0,0,0,0
Josh Shaw,KC/TB,S,8,14.0,10.0,2,12,0.0,0,1,0,0
Olsen Pierre,ARI,DE,10,12.0,6.0,6,12,0.0,0,0,0,0
Corey Moore,IND,S,15,14.0,7.0,5,12,0.0,0,0,1,0
Shilique Calhoun,OAK,LB,7,12.0,6.0,6,12,0.0,0,0,0,0
Sheldon Day,SF,DT,12,15.0,9.0,2,11,2.0,0,0,0,0
Walt Aikens,MIA,S,16,13.0,8.0,3,11,0.0,0,0,1,0
Eric Berry,KC,S,2,11.0,8.0,3,11,0.0,0,0,0,0
Pernell McPhee,WAS,LB,13,13.0,8.0,3,11,0.0,0,1,0,0
Adrian Clayborn,NE,DE,14,18.0,9.0,2,11,2.5,1,0,0,0
Ezekiel Ansah,DET,DE,7,19.0,7.0,4,11,4.0,0,0,0,0
Rontez Miles,NYJ,S,8,11.0,10.0,1,11,0.0,0,0,0,0
Shaquem Griffin,SEA,LB,16,11.0,8.0,3,11,0.0,0,0,0,0
Ryan Glasgow,CIN,DT,3,11.0,6.0,5,11,0.0,0,0,0,0
Tyus Bowser,BAL,LB,15,12.0,6.0,5,11,0.5,0,0,0,0
Brandon Wilson,CIN,S,16,11.0,6.0,5,11,0.0,0,0,0,0
Siran Neal,BUF,CB,16,15.0,10.0,1,11,1.0,1,0,0,0
Dane Cruikshank,TEN,S,12,11.0,10.0,1,11,0.0,0,0,0,0
Malik Jefferson,CIN,LB,12,10.0,5.0,5,10,0.0,0,0,0,0
Cameron Malveaux,MIA/ARI,LB,9,12.0,2.0,8,10,1.0,0,0,0,0
Tim Williams,BAL,LB,7,14.0,6.0,4,10,2.0,0,0,0,0
Bryan Cox,CAR,DE,11,10.0,4.0,6,10,0.0,0,0,0,0
Nicholas Grigsby,NE,LB,9,10.0,7.0,3,10,0.0,0,0,0,0
Jonathan Woodard,MIA,DE,6,12.0,8.0,2,10,1.0,0,0,0,0
Chris Milton,IND,CB,15,12.0,5.0,5,10,0.0,0,1,0,0
Jacob Martin,SEA,LB,16,22.0,8.0,2,10,3.0,2,1,0,0
John Franklin-Myers,LAR,DE,16,18.0,6.0,4,10,2.0,1,1,0,0
Ben Niemann,KC,LB,14,10.0,7.0,3,10,0.0,0,0,0,0
Chris Banjo,NO,S,16,14.0,8.0,2,10,0.0,0,0,2,0
Cody Davis,JAX,S,16,10.0,5.0,5,10,0.0,0,0,0,0
Daren Bates,TEN,LB,16,10.0,8.0,2,10,0.0,0,0,0,0
Kevin Minter,TB,LB,5,12.0,8.0,2,10,1.0,0,0,0,0
William Gholston,TB,DE,16,12.0,7.0,3,10,1.0,0,0,0,0
Johnson Bademosi,HOU,CB,16,12.0,7.0,3,10,0.0,0,1,0,0
