,,,,Fantasy,Passing,,,,,Rushing,,,Receiving,,,,Fumbles,
Chad Hansen,NYJ,WR,15,9.4,0,0,0,0,0,0,0,0,9,17,94,0,0,0
Thomas Rawls,SEA,RB,12,25.1,0,0,0,0,0,58,157,0,9,13,94,0,1,1
Niles Paul,WAS,TE,14,9.8,0,0,0,0,0,2,4,0,13,19,94,0,0,0
Kerwynn Williams,ARI,RB,16,57.9,0,0,0,0,0,120,426,1,10,15,93,0,0,0
Mike Thomas,LAR,WR,8,9.3,0,0,0,0,0,0,0,0,5,7,93,0,1,0
Jerell Adams,NYG,TE,16,9.2,0,0,0,0,0,0,0,0,8,11,92,0,0,0
C.J. Uzomah,CIN,TE,14,15.2,0,0,0,0,0,0,0,0,10,15,92,1,0,0
Willie Snead,NO,WR,11,9.2,0,0,0,0,0,0,0,0,8,16,92,0,1,1
Dalvin Cook,MIN,RB,4,56.4,0,0,0,0,0,74,354,2,11,16,90,0,1,1
James Hanna,DAL,TE,16,14.8,0,0,0,0,0,0,0,0,4,9,88,1,0,0
C.J. Prosise,SEA,RB,5,11.0,0,0,0,0,0,11,23,0,6,11,87,0,0,0
Dwayne Allen,NE,TE,16,14.6,0,0,0,0,0,0,0,0,10,22,86,1,0,0
Maxx Williams,BAL,TE,11,15.2,0,0,0,0,0,2,6,0,15,18,86,1,1,1
Doug Martin,TB,RB,11,67.0,0,0,0,0,0,138,406,3,9,18,84,0,1,1
Kasen Williams,CLE,WR,7,8.4,0,0,0,0,0,0,0,0,9,18,84,0,0,0
Pharoh Cooper,LAR,WR,16,9.0,0,0,0,0,0,1,6,0,11,19,84,0,3,1
Chris Thompson,HOU,WR,13,8.4,0,0,0,0,0,0,0,0,5,6,84,0,3,0
D'Onta Foreman,HOU,RB,10,53.0,0,0,0,0,0,78,327,2,6,8,83,0,2,1
ArDarius Stewart,NYJ,WR,15,10.9,0,0,0,0,0,7,27,0,6,13,82,0,0,0
Neal Sterling,NYJ,TE,11,8.2,0,0,0,0,0,0,0,0,6,11,82,0,0,0
Brandon Tate,BUF,WR,13,14.1,0,0,0,0,0,0,0,0,6,14,81,1,1,0
Clive Walford,OAK,TE,13,8.0,0,0,0,0,0,0,0,0,9,13,80,0,0,0
Bryce Treggs,CLE,WR,6,8.5,0,0,0,0,0,1,6,0,5,18,79,0,1,1
Mike Tolbert,BUF,FB,12,38.5,0,0,0,0,0,66,247,1,14,17,78,0,2,1
Michael Floyd,MIN,WR,11,7.8,0,0,0,0,0,0,0,0,10,17,78,0,0,0
Breshad Perriman,BAL,WR,11,7.7,0,0,0,0,0,0,0,0,10,35,77,0,0,0
Jaydon Mickens,JAX,WR,10,19.7,0,0,0,0,0,0,0,0,6,11,77,2,4,2
Ross Travis,IND/KC,TE,15,7.6,0,0,0,0,0,0,0,0,7,17,76,0,1,0
Brian Quick,WAS,WR,11,7.6,0,0,0,0,0,0,0,0,6,8,76,0,0,0
Lee Smith,OAK,TE,16,7.6,0,0,0,0,0,0,0,0,8,11,76,0,0,0
Jacquizz Rodgers,TB,RB,16,37.8,0,0,0,0,0,64,244,1,9,11,74,0,0,0
Darren Sproles,PHI,RB,3,13.4,0,0,0,0,0,15,61,0,7,12,73,0,1,1
Derek Carrier,LAR,TE,14,7.1,0,0,0,0,0,0,0,0,8,11,71,0,0,0
Amara Darboh,SEA,WR,16,7.1,0,0,0,0,0,0,0,0,8,13,71,0,0,0
Trevor Davis,GB,WR,16,8.3,0,0,0,0,0,2,13,0,5,7,70,0,0,0
Sammie Coates,CLE,WR,12,7.0,0,0,0,0,0,0,0,0,6,11,70,0,0,0
Adrian Peterson,ARI/NO,RB,10,71.9,0,0,0,0,0,156,529,2,11,19,70,0,3,2
Brittan Golden,ARI,WR,13,7.0,0,0,0,0,0,0,0,0,5,9,70,0,0,0
Leonte Carroo,MIA,WR,14,6.9,0,0,0,0,0,0,0,0,7,14,69,0,0,0
C.J. Ham,MIN,FB,16,14.1,0,0,0,0,0,7,13,1,7,8,68,0,0,0
David Johnson,ARI,RB,1,9.0,0,0,0,0,0,11,23,0,6,9,67,0,2,1
Logan Thomas,BUF,TE,12,12.7,0,0,0,0,0,0,0,0,7,9,67,1,0,0
Tre Madden,SEA,FB,8,6.5,0,0,0,0,0,0,0,0,2,2,65,0,0,0
Josh Malone,CIN,WR,11,12.5,0,0,0,0,0,2,2,0,6,17,63,1,0,0
Maurice Harris,WAS,WR,6,12.2,0,0,0,0,0,0,0,0,4,6,62,1,0,0
Marvin Hall,ATL,WR,8,12.0,0,0,0,0,0,0,0,0,2,9,60,1,0,0
Chris Carson,SEA,RB,4,32.7,0,0,0,0,0,49,208,0,7,8,59,1,0,0
Alan Cross,TB,TE,8,5.8,0,0,0,0,0,0,0,0,5,6,58,0,0,0
Kenjon Barner,PHI,RB,13,17.3,0,0,0,0,0,16,57,1,5,8,56,0,3,0
Robert Turbin,IND,RB,6,16.9,0,0,0,0,0,23,53,1,9,11,56,0,0,0
Alfred Blue,HOU,RB,11,37.6,0,0,0,0,0,71,262,1,7,9,54,0,0,0
Hunter Sharp,NYG,WR,2,11.4,0,0,0,0,0,0,0,0,5,8,54,1,0,0
Malcolm Brown,LAR,RB,11,35.9,0,0,0,0,0,63,246,1,9,11,53,0,1,0
Orson Charles,KC,FB,5,5.3,0,0,0,0,0,0,0,0,2,2,53,0,0,0
Jonathan Stewart,CAR,RB,15,115.2,0,0,0,0,0,198,680,6,8,15,52,1,3,3
Michael Hoomanawanui,NO,TE,14,11.2,0,0,0,0,0,0,0,0,6,10,52,1,0,0
Markus Wheaton,CHI,WR,11,5.1,0,0,0,0,0,0,0,0,3,17,51,0,0,0
LeGarrette Blount,PHI,RB,16,99.6,0,0,0,0,0,173,766,2,8,8,50,1,1,1
Darrius Heyward-Bey,PIT,WR,16,13.9,0,0,0,0,0,2,32,1,2,3,47,0,0,0
Fozzy Whittaker,CAR,RB,12,12.5,0,0,0,0,0,7,18,0,5,6,47,1,0,0
Anthony Sherman,KC,FB,16,14.7,0,0,0,0,0,14,40,1,6,8,47,0,0,0
Eddie Lacy,SEA,RB,9,22.6,0,0,0,0,0,69,179,0,6,6,47,0,0,0
Tavon Austin,LAR,WR,16,37.7,0,0,0,0,0,59,270,1,13,22,47,0,5,4
Tyler Eifert,CIN,TE,2,4.6,0,0,0,0,0,0,0,0,4,5,46,0,0,0
Ifeanyi Momah,ARI,TE,9,4.6,0,0,0,0,0,0,0,0,1,2,46,0,0,0
Sean McGrath,LAC,TE,15,4.6,0,0,0,0,0,0,0,0,4,4,46,0,0,0
Paul Perkins,NYG,RB,11,13.6,0,0,0,0,0,41,90,0,8,10,46,0,0,0
Michael Roberts,DET,TE,15,4.6,0,0,0,0,0,0,0,0,4,7,46,0,0,0
Marcus Johnson,PHI,WR,10,4.5,0,0,0,0,0,0,0,0,5,8,45,0,1,1
Alfred Morris,DAL,RB,14,65.2,0,0,0,0,0,115,547,1,7,9,45,0,0,0
Jared Abbrederis,DET,WR,7,4.4,0,0,0,0,0,0,0,0,3,7,44,0,0,0
Tommy Bohanon,JAX,FB,16,22.8,0,0,0,0,0,5,5,2,6,11,43,1,0,0
Chris Johnson,ARI,RB,4,15.7,0,0,0,0,0,45,114,0,5,6,43,0,0,0
Lawrence Thomas,NYJ,FB,14,4.4,0,0,0,0,0,2,1,0,6,7,43,0,0,0
Jacob Hollister,NE,TE,15,4.7,0,0,0,0,0,1,5,0,4,11,42,0,0,0
Michael Clark,GB,WR,2,4.1,0,0,0,0,0,0,0,0,4,14,41,0,0,0
Ryan Switzer,DAL,WR,16,4.6,0,0,0,0,0,4,5,0,6,7,41,0,1,1
Corey Grant,JAX,RB,16,40.9,0,0,0,0,0,30,248,2,3,4,41,0,1,1
Aaron Ripkowski,GB,FB,16,5.2,0,0,0,0,0,5,13,0,7,10,39,0,0,0
Phillip Supernaw,TEN,TE,16,9.9,0,0,0,0,0,0,0,0,4,6,39,1,0,0
Quan Bray,IND,WR,9,3.9,0,0,0,0,0,0,0,0,3,4,39,0,1,0
Will Tye,NYJ,TE,3,3.8,0,0,0,0,0,0,0,0,4,6,38,0,0,0
Ben Koyack,JAX,TE,16,3.8,0,0,0,0,0,0,0,0,5,7,38,0,0,0
Tyler Ervin,HOU,RB,4,5.0,0,0,0,0,0,4,12,0,8,11,38,0,0,0
Elijhaa Penny,ARI,FB,16,28.2,0,0,0,0,0,31,124,2,4,6,38,0,0,0
James Develin,NE,FB,16,3.8,0,0,0,0,0,0,0,0,6,10,38,0,0,0
Jaelen Strong,JAX,WR,1,9.8,0,0,0,0,0,0,0,0,3,4,38,1,0,0
Byron Marshall,WAS,RB,4,6.8,0,0,0,0,0,9,32,0,6,8,36,0,0,0
De'Angelo Henderson,DEN,RB,5,10.9,0,0,0,0,0,7,13,0,2,2,36,1,0,0
Brian Hill,CIN,RB,6,7.3,0,0,0,0,0,11,37,0,2,2,36,0,0,0
Randall Telfer,CLE,TE,16,3.6,0,0,0,0,0,0,0,0,3,4,36,0,0,0
Andy Janovich,DEN,FB,16,10.7,0,0,0,0,0,6,12,1,4,6,35,0,0,0
Derek Watt,LAC,FB,16,5.9,0,0,0,0,0,6,24,0,2,3,35,0,0,0
Tanner Gentry,CHI,WR,4,3.5,0,0,0,0,0,0,0,0,3,6,35,0,0,0
Noah Brown,DAL,WR,13,3.3,0,0,0,0,0,0,0,0,4,9,33,0,0,0
Jamize Olawale,OAK,FB,12,13.6,0,0,0,0,0,9,43,1,6,7,33,0,1,0
Xavier Grimble,PIT,TE,15,9.2,0,0,0,0,0,0,0,0,5,9,32,1,0,0
Jay Prosch,HOU,FB,16,3.1,0,0,0,0,0,0,0,0,4,4,31,0,0,0
Akeem Hunt,KC,RB,15,5.4,0,0,0,0,0,8,23,0,4,7,31,0,0,0
Marcus Williams,NYJ,CB,5,3.1,0,0,0,0,0,0,0,0,1,1,31,0,0,0
Chad Williams,ARI,WR,6,6.4,0,0,0,0,0,2,33,0,3,7,31,0,0,0
Emanuel Byrd,GB,TE,1,3.1,0,0,0,0,0,0,0,0,2,2,31,0,0,0
Nick Williams,ATL,WR,1,3.0,0,0,0,0,0,0,0,0,3,4,30,0,0,0
Luke Stocker,TEN/TB,TE,12,9.0,0,0,0,0,0,0,0,0,4,5,30,1,0,0
Isaiah McKenzie,DEN,WR,11,3.3,0,0,0,0,0,1,4,0,4,13,29,0,6,2
Matt Dayes,CLE,RB,16,4.2,0,0,0,0,0,5,13,0,4,5,29,0,0,0
Patrick DiMarco,BUF,FB,16,2.6,0,0,0,0,0,2,-2,0,7,10,28,0,0,0
De'Veon Smith,MIA,RB,5,2.7,0,0,0,0,0,0,0,0,3,3,27,0,0,0
Jordan Leslie,CLE,WR,2,2.6,0,0,0,0,0,0,0,0,1,1,26,0,0,0
Darrell Daniels,IND,TE,12,2.6,0,0,0,0,0,0,0,0,3,13,26,0,0,0
Keith Smith,DAL,FB,16,2.6,0,0,0,0,0,0,0,0,5,5,26,0,0,0
Branden Oliver,LAC,RB,8,10.9,0,0,0,0,0,35,83,0,6,11,26,0,0,0
Chris Matthews,BAL,WR,6,2.5,0,0,0,0,0,0,0,0,3,6,25,0,0,0
Antony Auclair,TB,TE,8,2.5,0,0,0,0,0,0,0,0,2,2,25,0,0,0
Geoff Swaim,DAL,TE,15,2.5,0,0,0,0,0,0,0,0,2,2,25,0,0,0
DeAndrew White,HOU,WR,2,2.4,0,0,0,0,0,0,0,0,1,7,24,0,1,0
Terrance West,BAL,RB,5,28.1,0,0,0,0,0,39,138,2,2,4,23,0,1,1
Justin Hunter,PIT,WR,7,8.3,0,0,0,0,0,0,0,0,4,10,23,1,0,0
Griff Whalen,BAL,WR,2,2.3,0,0,0,0,0,0,0,0,4,6,23,0,0,0
Ryan Hewitt,CIN,TE,13,2.2,0,0,0,0,0,0,0,0,2,2,22,0,0,0
Aaron Jones,GB,RB,12,71.0,0,0,0,0,0,81,448,4,9,18,22,0,0,0
Bernard Reedy,TB,WR,9,3.8,0,0,0,0,0,3,17,0,2,2,21,0,1,0
Derrick Coleman,ATL,FB,16,2.8,0,0,0,0,0,2,8,0,2,7,20,0,0,0
Blake Bell,MIN,TE,13,1.9,0,0,0,0,0,0,0,0,3,4,19,0,0,0
Danny Vitale,CLE,FB,15,1.9,0,0,0,0,0,0,0,0,3,5,19,0,0,0
Jehu Chesson,KC,WR,12,1.8,0,0,0,0,0,0,0,0,2,4,18,0,0,0
Rob Kelley,WAS,RB,7,39.2,0,0,0,0,0,62,194,3,4,7,18,0,0,0
Jamal Agnew,DET,WR,13,2.7,0,0,0,0,0,2,9,0,2,2,18,0,3,0
JoJo Natson,NYJ,WR,7,3.3,0,0,0,0,0,1,15,0,2,5,18,0,1,0
Bobo Wilson,TB,WR,3,8.6,0,0,0,0,0,3,8,0,1,1,18,1,0,0
Bobby Rainey,BAL,RB,4,2.0,0,0,0,0,0,1,2,0,5,7,18,0,0,0
Chris Manhertz,CAR,TE,16,1.7,0,0,0,0,0,0,0,0,2,4,17,0,0,0
Allen Robinson,JAX,WR,1,1.7,0,0,0,0,0,0,0,0,1,1,17,0,0,0
Jeremy Hill,CIN,RB,7,13.2,0,0,0,0,0,37,116,0,4,5,16,0,1,0
Josh Ferguson,IND,RB,10,2.1,0,0,0,0,0,1,5,0,3,4,16,0,0,0
Cole Hikutini,SF,TE,4,1.5,0,0,0,0,0,0,0,0,2,3,15,0,0,0
Mike Gillislee,NE,RB,9,69.8,0,0,0,0,0,104,383,5,1,1,15,0,1,1
Tion Green,DET,RB,5,29.9,0,0,0,0,0,42,165,2,2,2,14,0,0,0
Dwayne Washington,DET,RB,5,5.8,0,0,0,0,0,20,44,0,2,2,14,0,0,0
Terron Ward,ATL,RB,14,14.3,0,0,0,0,0,30,129,0,3,3,14,0,1,1
Darius Powe,NYG,WR,1,1.3,0,0,0,0,0,0,0,0,2,4,13,0,0,0
Jeremy Sprinkle,WAS,TE,11,7.3,0,0,0,0,0,0,0,0,2,3,13,1,0,0
Patrick Ricard,BAL,FB,16,13.2,0,0,0,0,0,0,0,0,4,4,12,2,0,0
Kalif Raymond,NYG,WR,6,1.1,0,0,0,0,0,1,-1,0,1,1,12,0,2,0
Arrelious Benn,JAX,WR,9,1.2,0,0,0,0,0,0,0,0,1,2,12,0,0,0
Andre Roberts,ATL,WR,16,1.2,0,0,0,0,0,0,0,0,1,4,12,0,4,1
Jeff Janis,GB,WR,16,1.2,0,0,0,0,0,0,0,0,2,5,12,0,0,0
Taiwan Jones,BUF,RB,8,1.1,0,0,0,0,0,0,0,0,1,2,11,0,0,0
Shelton Gibson,PHI,WR,5,1.1,0,0,0,0,0,0,0,0,2,3,11,0,0,0
Mack Brown,WAS,RB,3,4.0,0,0,0,0,0,8,29,0,1,1,11,0,0,0
Brett Hundley,GB,QB,11,167.8,192,316,1836,9,12,36,270,2,1,1,10,0,4,2
MarQueis Gray,MIA,TE,16,2.4,0,1,0,0,0,5,14,0,1,3,10,0,0,0
Fitzgerald Toussaint,PIT,RB,6,3.4,0,0,0,0,0,6,25,0,2,3,9,0,0,0
Zach Line,NO,FB,12,9.6,0,0,0,0,0,7,28,0,2,5,8,1,0,0
Cobi Hamilton,HOU,WR,3,0.8,0,0,0,0,0,0,0,0,1,6,8,0,0,0
Harry Douglas,TEN,WR,2,0.8,0,0,0,0,0,0,0,0,1,3,8,0,0,0
Michael Burton,CHI,FB,16,1.7,0,0,0,0,0,4,9,0,2,4,8,0,0,0
Brandon Bolden,NE,RB,16,7.4,0,0,0,0,0,13,67,0,1,4,7,0,0,0
Marcus Murphy,BUF,RB,1,4.8,0,0,0,0,0,7,41,0,2,2,7,0,0,0
Kevin White,CHI,WR,1,0.6,0,0,0,0,0,0,0,0,2,4,6,0,0,0
Roosevelt Nix,PIT,FB,16,12.6,0,0,0,0,0,3,0,1,2,3,6,1,0,0
Eric Weems,TEN,WR,16,0.5,0,0,0,0,0,1,0,0,1,2,5,0,0,0
Larry Pinkard,JAX,WR,4,0.5,0,0,0,0,0,0,0,0,1,1,5,0,0,0
Garrett Griffin,NO,TE,3,0.4,0,0,0,0,0,0,0,0,1,1,4,0,0,0
Max McCaffrey,JAX,WR,5,0.4,0,0,0,0,0,0,0,0,1,1,4,0,0,0
Joe Kerridge,GB,FB,4,0.3,0,0,0,0,0,0,0,0,1,1,3,0,0,0
Ryan Malleck,HOU,TE,2,0.3,0,0,0,0,0,0,0,0,1,1,3,0,0,0
Charone Peake,NYJ,WR,3,0.3,0,0,0,0,0,0,0,0,1,1,3,0,0,0
Senorise Perry,MIA,RB,16,3.3,0,0,0,0,0,8,30,0,1,1,3,0,0,0
Cameron Artis-Payne,CAR,RB,13,15.7,0,0,0,0,0,18,95,1,1,1,2,0,0,0
Jeff Cumberland,LAC,TE,7,0.2,0,0,0,0,0,0,0,0,2,3,2,0,0,0
Leonard Wester,TB,OT,8,6.2,0,0,0,0,0,0,0,0,1,1,2,1,0,0
Lance Dunbar,LAR,RB,4,11.2,0,0,0,0,0,11,51,1,1,3,1,0,0,0
Nick Bellore,DET,FB,13,6.1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Matt Hazel,IND,WR,4,0.1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Devante Mays,GB,RB,8,0.1,0,0,0,0,0,4,1,0,3,3,0,0,2,1
Brian Mihalik,DET,OT,15,-0.4,0,0,0,0,0,0,0,0,1,1,-4,0,0,0
Kevin Zeitler,CLE,OG,16,-0.4,0,0,0,0,0,0,0,0,1,1,-4,0,0,0
Jimmy Garoppolo,SF,QB,6,112.5,120,178,1560,7,5,15,11,1,1,1,-6,0,1,0
