,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Vance McDonald,PIT,TE,10,24,14,188,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Collins,BAL,RB,15,36,23,187,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Samaje Perine,WAS,RB,16,24,22,182,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Isaiah Crowell,CLE,RB,16,42,28,182,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dion Sims,CHI,TE,14,29,15,180,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alex Erickson,CIN,WR,16,16,12,180,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt Breida,SF,RB,16,36,21,180,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Elijah McGuire,NYJ,RB,16,26,17,177,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darren Fells,DET,TE,16,26,17,177,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Ivory,JAX,RB,14,28,21,175,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Conley,KC,WR,5,16,11,175,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ty Montgomery,GB,RB,8,31,23,173,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Campanaro,BAL,WR,13,27,19,173,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bilal Powell,NYJ,RB,15,33,23,170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ameer Abdullah,DET,RB,14,35,25,162,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Braxton Miller,HOU,WR,11,29,19,162,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Richard Rodgers,GB,TE,15,19,12,160,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Griffin,HOU,TE,7,26,13,158,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jonnu Smith,TEN,TE,16,30,18,157,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Damien Williams,MIA,RB,11,28,20,155,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Marshall,NYG,WR,5,33,18,154,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Luke Willson,SEA,TE,16,22,15,153,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marshawn Lynch,OAK,RB,15,31,20,151,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charcandrick West,KC,RB,13,34,27,150,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James O'Shaughnessy,JAX,TE,16,24,14,149,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eli Rogers,PIT,WR,14,36,18,149,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tre McBride,CHI,WR,8,15,8,144,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
De'Anthony Thomas,KC,WR,16,16,14,143,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Taylor,DEN,WR,10,20,13,142,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeff Heuerman,DEN,TE,14,18,9,142,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derrick Henry,TEN,RB,16,17,11,136,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
D.J. Foster,ARI,RB,7,28,17,133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kamar Aiken,IND,WR,15,44,15,133,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Troy Niklas,ARI,TE,15,23,11,132,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Davis,SEA,RB,6,18,15,131,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brent Celek,PHI,TE,16,24,13,130,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jamaal Charles,DEN,RB,14,28,23,129,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Daniel Brown,CHI,TE,14,20,13,129,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brenton Bersin,CAR,WR,8,14,8,128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kapri Bibbs,WAS,RB,3,17,14,128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Fiedorowicz,HOU,TE,5,23,14,127,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Adam Shaheen,CHI,TE,13,14,12,127,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Howard,CHI,RB,16,32,23,125,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Hill,NO,TE,16,22,16,125,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Deonte Thompson,CHI,WR,5,18,11,125,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Vannett,SEA,TE,15,15,12,124,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Corey Clement,PHI,RB,16,15,10,123,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Levine Toilolo,ATL,TE,15,14,12,122,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Williams,IND,TE,14,17,13,121,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Louis Murphy,SF,WR,7,17,8,121,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eric Tomlinson,NYJ,TE,14,11,8,121,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Holmes,BUF,WR,14,23,13,120,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Orleans Darkwa,NYG,RB,15,28,19,116,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tommylee Lewis,NO,WR,15,15,10,116,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Curtis Samuel,CAR,WR,9,26,15,115,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Peyton Barber,TB,RB,16,19,16,114,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tanner McEvoy,SEA,WR,15,9,5,113,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Anthony Fasano,MIA,TE,16,16,12,107,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Damiere Byrd,CAR,WR,8,17,10,105,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Reynolds,LAR,WR,16,24,11,104,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Wendell Smallwood,PHI,RB,8,18,13,103,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Latavius Murray,MIN,RB,16,17,15,103,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Travis Rudolph,NYG,WR,7,21,8,101,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Austin Traylor,DEN,TE,7,13,8,100,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Freddie Martino,TB,WR,8,6,5,96,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
David Morgan,MIN,TE,15,12,10,95,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Williams,LAC,WR,10,23,11,95,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chad Hansen,NYJ,WR,15,17,9,94,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Thomas Rawls,SEA,RB,12,13,9,94,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Niles Paul,WAS,TE,14,19,13,94,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Travaris Cadet,BUF,RB,6,16,13,93,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kerwynn Williams,ARI,RB,16,15,10,93,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Thomas,LAR,WR,8,7,5,93,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jerell Adams,NYG,TE,16,11,8,92,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Uzomah,CIN,TE,14,15,10,92,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Willie Snead,NO,WR,11,16,8,92,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jay Ajayi,PHI,RB,7,14,10,91,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dalvin Cook,MIN,RB,4,16,11,90,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James Hanna,DAL,TE,16,9,4,88,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Prosise,SEA,RB,5,11,6,87,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dwayne Allen,NE,TE,16,22,10,86,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Maxx Williams,BAL,TE,11,18,15,86,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Doug Martin,TB,RB,11,18,9,84,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kasen Williams,CLE,WR,7,18,9,84,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Pharoh Cooper,LAR,WR,16,19,11,84,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Thompson,HOU,WR,13,6,5,84,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
D'Onta Foreman,HOU,RB,10,8,6,83,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Neal Sterling,NYJ,TE,11,11,6,82,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
ArDarius Stewart,NYJ,WR,15,13,6,82,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Tate,BUF,WR,13,14,6,81,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Clive Walford,OAK,TE,13,13,9,80,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bryce Treggs,CLE,WR,6,18,5,79,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Tolbert,BUF,FB,12,17,14,78,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Floyd,MIN,WR,11,17,10,78,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Breshad Perriman,BAL,WR,11,35,10,77,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jaydon Mickens,JAX,WR,10,11,6,77,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brian Quick,WAS,WR,11,8,6,76,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lee Smith,OAK,TE,16,11,8,76,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jacquizz Rodgers,TB,RB,16,11,9,74,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darren Sproles,PHI,RB,3,12,7,73,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Ellington,HOU,RB,4,9,6,72,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derek Carrier,LAR,TE,14,11,8,71,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Amara Darboh,SEA,WR,16,13,8,71,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Trevor Davis,GB,WR,16,7,5,70,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Sammie Coates,CLE,WR,12,11,6,70,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brittan Golden,ARI,WR,13,9,5,70,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Leonte Carroo,MIA,WR,14,14,7,69,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Ham,MIN,FB,16,8,7,68,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Logan Thomas,BUF,TE,12,9,7,67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jay Ajayi,MIA,RB,7,20,14,67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
David Johnson,ARI,RB,1,9,6,67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Adrian Peterson,ARI,RB,6,16,9,66,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tre Madden,SEA,FB,8,2,2,65,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Malone,CIN,WR,11,17,6,63,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Maurice Harris,WAS,WR,6,6,4,62,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marvin Hall,ATL,WR,8,9,2,60,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Carson,SEA,RB,4,8,7,59,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alan Cross,TB,TE,8,6,5,58,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kaelin Clay,CAR,WR,9,15,5,57,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kaelin Clay,BUF,WR,8,10,2,56,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Robert Turbin,IND,RB,6,11,9,56,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenjon Barner,PHI,RB,13,8,5,56,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alfred Blue,HOU,RB,11,9,7,54,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Hunter Sharp,NYG,WR,2,8,5,54,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Malcolm Brown,LAR,RB,11,11,9,53,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Orson Charles,KC,FB,5,2,2,53,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Martellus Bennett,NE,TE,2,6,6,53,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jonathan Stewart,CAR,RB,15,15,8,52,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Hoomanawanui,NO,TE,14,10,6,52,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Markus Wheaton,CHI,WR,11,17,3,51,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
LeGarrette Blount,PHI,RB,16,8,8,50,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darrius Heyward-Bey,PIT,WR,16,3,2,47,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Fozzy Whittaker,CAR,RB,12,6,5,47,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Anthony Sherman,KC,FB,16,8,6,47,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eddie Lacy,SEA,RB,9,6,6,47,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tavon Austin,LAR,WR,16,22,13,47,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Eifert,CIN,TE,2,5,4,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ifeanyi Momah,ARI,TE,9,2,1,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Sean McGrath,LAC,TE,15,4,4,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Paul Perkins,NYG,RB,11,10,8,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Roberts,DET,TE,15,7,4,46,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcus Johnson,PHI,WR,10,8,5,45,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Alfred Morris,DAL,RB,14,9,7,45,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jared Abbrederis,DET,WR,7,7,3,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tommy Bohanon,JAX,FB,16,11,6,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Johnson,ARI,RB,4,6,5,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lawrence Thomas,NYJ,FB,14,7,6,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ross Travis,KC,TE,11,12,5,43,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jacob Hollister,NE,TE,15,11,4,42,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Michael Clark,GB,WR,2,14,4,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Switzer,DAL,WR,16,7,6,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Corey Grant,JAX,RB,16,4,3,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Phillip Supernaw,TEN,TE,16,6,4,39,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Quan Bray,IND,WR,9,4,3,39,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Aaron Ripkowski,GB,FB,16,10,7,39,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ben Koyack,JAX,TE,16,7,5,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Will Tye,NYJ,TE,3,6,4,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Ervin,HOU,RB,4,11,8,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Elijhaa Penny,ARI,FB,16,6,4,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James Develin,NE,FB,16,10,6,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jaelen Strong,JAX,WR,1,4,3,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brian Hill,CIN,RB,6,2,2,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Byron Marshall,WAS,RB,4,8,6,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Randall Telfer,CLE,TE,16,4,3,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
De'Angelo Henderson,DEN,RB,5,2,2,36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tanner Gentry,CHI,WR,4,6,3,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andy Janovich,DEN,FB,16,6,4,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derek Watt,LAC,FB,16,3,2,35,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ross Travis,IND,TE,4,5,2,33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Noah Brown,DAL,WR,13,9,4,33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jamize Olawale,OAK,FB,12,7,6,33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Xavier Grimble,PIT,TE,15,9,5,32,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Akeem Hunt,KC,RB,15,7,4,31,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcus Williams,NYJ,CB,5,1,1,31,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jay Prosch,HOU,FB,16,4,4,31,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Emanuel Byrd,GB,TE,1,2,2,31,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chad Williams,ARI,WR,6,7,3,31,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Williams,ATL,WR,1,4,3,30,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Isaiah McKenzie,DEN,WR,11,13,4,29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt Dayes,CLE,RB,16,5,4,29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Patrick DiMarco,BUF,FB,16,10,7,28,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
De'Veon Smith,MIA,RB,5,3,3,27,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darrell Daniels,IND,TE,12,13,3,26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Leslie,CLE,WR,2,1,1,26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Travaris Cadet,NYJ,RB,3,3,3,26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Branden Oliver,LAC,RB,8,11,6,26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Keith Smith,DAL,FB,16,5,5,26,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Matthews,BAL,WR,6,6,3,25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Geoff Swaim,DAL,TE,15,2,2,25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Antony Auclair,TB,TE,8,2,2,25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DeAndrew White,HOU,WR,2,7,1,24,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Terrance West,BAL,RB,5,4,2,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Griff Whalen,BAL,WR,2,6,4,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Hunter,PIT,WR,7,10,4,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenny Britt,NE,WR,3,5,2,23,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Hewitt,CIN,TE,13,2,2,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Aaron Jones,GB,RB,12,18,9,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bernard Reedy,TB,WR,9,2,2,21,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Derrick Coleman,ATL,FB,16,7,2,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
A.J. Derby,MIA,TE,2,9,2,20,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Blake Bell,MIN,TE,13,4,3,19,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Danny Vitale,CLE,FB,15,5,3,19,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rob Kelley,WAS,RB,7,7,4,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jehu Chesson,KC,WR,12,4,2,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jamal Agnew,DET,WR,13,2,2,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
JoJo Natson,NYJ,WR,7,5,2,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bobo Wilson,TB,WR,3,1,1,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bobby Rainey,BAL,RB,4,7,5,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Luke Stocker,TB,TE,9,3,3,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Manhertz,CAR,TE,16,4,2,17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Allen Robinson,JAX,WR,1,1,1,17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Hill,CIN,RB,7,5,4,16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Ferguson,IND,RB,10,4,3,16,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
