,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Martavis Bryant,PIT,WR,15,84,50,603,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Sammy Watkins,LAR,WR,15,70,39,593,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cameron Brate,TB,TE,16,77,48,591,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Hunter Henry,LAC,TE,14,62,45,579,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eric Ebron,DET,TE,16,86,53,574,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ryan Grant,WAS,WR,16,65,45,573,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Terrance Williams,DAL,WR,16,78,53,568,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Travis Benjamin,LAC,WR,16,65,34,567,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Eric Decker,TEN,WR,16,83,54,563,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jason Witten,DAL,TE,16,87,63,560,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charles Clay,BUF,TE,13,74,49,558,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Emmanuel Sanders,DEN,WR,12,92,47,555,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Lockett,SEA,WR,16,71,45,555,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Albert Wilson,KC,WR,13,62,42,554,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon LaFell,CIN,WR,16,89,52,548,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kyle Rudolph,MIN,TE,16,81,57,532,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Austin Hooper,ATL,TE,16,65,49,526,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Godwin,TB,WR,16,55,34,525,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ben Watson,BAL,TE,16,79,61,522,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jimmy Graham,SEA,TE,16,96,57,520,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
George Kittle,SF,TE,15,63,43,515,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Thompson,WAS,RB,10,54,39,510,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
J.J. Nelson,ARI,WR,16,61,29,508,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Doctson,WAS,WR,16,78,35,502,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Pierre Garcon,SF,WR,8,67,40,500,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Allen Hurns,JAX,WR,10,56,39,484,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordy Nelson,GB,WR,15,88,53,482,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jaron Brown,ARI,WR,16,69,31,477,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenny Golladay,DET,WR,11,48,28,477,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Melvin Gordon,LAC,RB,16,83,58,476,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kelvin Benjamin,CAR,WR,8,51,32,475,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Martellus Bennett,GB,TE,14,76,48,466,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Seth Roberts,OAK,WR,15,65,43,455,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kareem Hunt,KC,RB,16,63,53,455,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
LeSean McCoy,BUF,RB,16,77,59,448,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Theo Riddick,DET,RB,16,71,53,444,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Maclin,BAL,WR,12,72,40,440,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Hogan,NE,WR,9,59,34,439,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ed Dickson,CAR,TE,16,48,30,437,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
O.J. Howard,TB,TE,14,39,26,432,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Trent Taylor,SF,WR,15,60,43,430,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Torrey Smith,PHI,WR,16,68,36,430,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Deonte Thompson,BUF,WR,11,51,27,430,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
James White,NE,RB,14,72,56,429,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Will Fuller,HOU,WR,10,50,28,423,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jerick McKinnon,MIN,RB,16,68,51,421,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mark Ingram,NO,RB,16,71,58,416,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Roger Lewis,NYG,WR,15,72,36,416,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Kroft,CIN,TE,16,62,42,404,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
TJ Jones,DET,WR,14,49,30,399,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Seth DeValve,CLE,TE,16,58,33,395,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Donte Moncrief,IND,WR,12,47,26,391,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Giovani Bernard,CIN,RB,16,60,43,389,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Julius Thomas,MIA,TE,14,62,41,388,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
David Njoku,CLE,TE,16,60,32,386,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Taylor Gabriel,ATL,WR,16,51,33,378,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Bellamy,CHI,WR,15,46,24,376,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Corey Davis,TEN,WR,11,65,34,375,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jesse James,PIT,TE,16,63,43,372,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brandon Coleman,NO,WR,16,37,23,364,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Austin Seferian-Jenkins,NYJ,TE,13,74,50,357,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ricardo Louis,CLE,WR,16,61,27,357,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tarik Cohen,CHI,RB,16,71,53,353,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bennie Fowler,DEN,WR,16,56,29,350,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Carlos Hyde,SF,RB,16,88,59,350,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Stephen Anderson,HOU,TE,15,52,25,342,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dede Westbrook,JAX,WR,7,51,27,339,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Garrett Celek,SF,TE,16,33,21,336,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Josh Gordon,CLE,WR,5,42,18,335,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dontrelle Inman,CHI,WR,8,40,23,334,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Bruce Ellington,HOU,WR,11,56,29,330,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lamar Miller,HOU,RB,16,45,36,327,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jermaine Gresham,ARI,TE,14,46,33,322,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick O'Leary,BUF,TE,15,32,22,322,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marcedes Lewis,JAX,TE,16,48,24,318,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Devonta Freeman,ATL,RB,14,47,36,317,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Brice Butler,DAL,WR,13,23,15,317,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Antonio Gates,LAC,TE,16,52,30,316,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Zay Jones,BUF,WR,15,74,27,316,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kyle Juszczyk,SF,FB,14,42,33,315,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cole Beasley,DAL,WR,15,63,36,314,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rashard Higgins,CLE,WR,15,50,27,312,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cordarrelle Patterson,OAK,WR,16,42,31,309,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Corey Coleman,CLE,WR,9,58,23,305,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Leonard Fournette,JAX,RB,13,48,36,302,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Odell Beckham,NYG,WR,4,41,25,302,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
John Brown,ARI,WR,10,55,21,299,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tevin Coleman,ATL,RB,15,39,27,299,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Andre Ellington,ARI,RB,8,50,33,297,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Coby Fleener,NO,TE,11,30,22,295,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Higbee,LAR,TE,16,45,25,295,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Matt Forte,NYJ,RB,12,45,37,293,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cody Latimer,DEN,WR,11,31,19,287,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Joe Mixon,CIN,RB,14,34,30,287,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chester Rogers,IND,WR,11,37,23,284,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Matthews,BUF,WR,10,36,25,282,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Austin Ekeler,LAC,RB,16,35,27,279,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Devontae Booker,DEN,RB,13,38,30,275,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ezekiel Elliott,DAL,RB,10,38,26,269,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
J.D. McKissic,SEA,RB,13,46,34,266,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DeMarco Murray,TEN,RB,15,47,39,266,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jamaal Williams,GB,RB,16,34,25,262,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Aldrick Robinson,SF,WR,16,48,19,260,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kendrick Bourne,SF,WR,11,34,16,257,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jalen Richard,OAK,RB,16,36,27,256,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rex Burkhead,NE,RB,10,36,30,254,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Shane Vereen,NYG,RB,16,53,44,253,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Geronimo Allison,GB,WR,15,39,23,253,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Javorius Allen,BAL,RB,16,60,46,250,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Charles Sims,TB,RB,16,47,35,249,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Trey Burton,PHI,TE,15,31,23,248,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Chris Moore,BAL,WR,13,38,18,248,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Frank Gore,IND,RB,16,38,29,245,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Gerald Everett,LAR,TE,16,32,16,244,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Terrelle Pryor,WAS,WR,9,37,20,240,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tavarres King,NYG,WR,8,37,18,240,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Benny Cunningham,CHI,RB,14,26,20,240,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenyan Drake,MIA,RB,16,48,32,239,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Zach Miller,CHI,TE,8,35,20,236,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rhett Ellison,NYG,TE,16,32,24,235,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kenny Britt,CLE,WR,9,38,18,233,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Taywan Taylor,TEN,WR,16,28,16,231,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mack Hollins,PHI,WR,16,22,16,226,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Marlon Mack,IND,RB,14,33,21,225,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Tyler Boyd,CIN,WR,10,32,22,225,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
A.J. Derby,DEN,TE,9,31,19,224,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
C.J. Anderson,DEN,RB,16,40,28,224,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Demetrius Harris,KC,TE,16,35,18,224,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
T.J. Yeldon,JAX,RB,10,41,30,224,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Justin Hardy,ATL,WR,16,29,20,221,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Johnny Holton,OAK,WR,16,18,9,218,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Kelvin Benjamin,BUF,WR,6,27,16,217,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jeremy Kerley,NYJ,WR,8,27,22,217,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dion Lewis,NE,RB,16,35,32,214,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Demarcus Robinson,KC,WR,16,39,21,212,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jordan Reed,WAS,TE,6,35,27,211,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Lance Kendricks,GB,TE,16,35,18,203,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jakeem Grant,MIA,WR,16,22,13,203,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Nick Boyle,BAL,TE,15,37,28,203,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Rod Smith,DAL,RB,15,23,19,202,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Russell Shepard,CAR,WR,15,33,17,202,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Ricky Seals-Jones,ARI,TE,10,28,12,201,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Laquon Treadwell,MIN,WR,16,35,20,200,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Danny Woodhead,BAL,RB,8,39,33,200,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Jarius Wright,MIN,WR,16,25,18,198,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
DeAndre Washington,OAK,RB,15,45,34,197,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Phillip Dorsett,NE,WR,15,18,12,194,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Wayne Gallman,NYG,RB,13,48,34,193,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Virgil Green,DEN,TE,16,22,14,191,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Greg Olsen,CAR,TE,7,38,17,191,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
