,,,,Fantasy,Defensive Stats,,,,,,,
Name,Team,Pos,G,Pts,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD
Kyle Phillips,NYJ,DE,15,42.0,21.0,18,39,1.5,0,0,0,0
Tramon Williams,GB,CB,16,49.0,29.0,10,39,0.0,1,2,2,0
Corey Peters,ARI,DT,16,43.0,19.0,19,38,2.5,0,0,0,0
William Gholston,TB,DE,16,40.0,26.0,12,38,1.0,0,0,0,0
Bradley Roby,HOU,CB,10,52.0,35.0,3,38,1.0,1,0,2,1
Mackensie Alexander,MIN,CB,13,43.0,30.0,8,38,0.5,0,1,1,0
Javien Elliott,CAR,CB,16,41.0,24.0,14,38,0.5,0,0,1,0
Arthur Maulet,NYJ,CB,12,48.0,26.0,12,38,0.0,0,1,1,1
Dexter Lawrence,NYG,DE,16,45.0,24.0,14,38,2.5,1,0,0,0
Clelin Ferrell,OAK,DE,15,49.0,24.0,14,38,4.5,0,1,0,0
Josey Jewell,DEN,LB,15,45.0,21.0,17,38,1.5,0,2,0,0
George Odum,IND,S,16,43.0,30.0,7,37,0.0,2,1,0,0
Julian Love,NYG,S,15,41.0,30.0,7,37,0.0,1,0,1,0
Jalen Reeves-Maybin,DET,LB,16,41.0,28.0,9,37,0.0,1,1,0,0
Quinton Dunbar,WAS,CB,11,45.0,31.0,6,37,0.0,0,0,4,0
Ronald Darby,PHI,CB,11,41.0,34.0,3,37,0.0,0,0,2,0
Kamalei Correa,TEN,LB,16,49.0,27.0,10,37,5.0,0,1,0,0
B.J. Goodson,GB,LB,15,37.0,23.0,14,37,0.0,0,0,0,0
William Jackson,CIN,CB,14,39.0,26.0,11,37,0.0,0,0,1,0
B.W. Webb,CIN,CB,15,39.0,30.0,7,37,0.0,0,0,1,0
Frank Clark,KC,DE,14,63.0,27.0,10,37,8.0,3,1,1,0
Kevin Pierre-Louis,CHI,LB,14,39.0,27.0,10,37,0.0,0,0,1,0
Darqueze Dennard,CIN,CB,9,37.0,25.0,12,37,0.0,0,0,0,0
Clay Matthews,LAR,LB,13,57.0,27.0,10,37,8.0,2,0,0,0
Gerald McCoy,CAR,DT,16,47.0,15.0,22,37,5.0,0,0,0,0
Steve McLendon,NYJ,DT,16,43.0,21.0,15,36,2.5,0,1,0,0
Bruce Irvin,CAR,LB,13,57.0,22.0,14,36,8.5,1,1,0,0
Nickell Robey-Coleman,LAR,CB,16,40.0,32.0,4,36,0.0,2,0,0,0
Cassius Marsh,ARI,LB,16,41.0,25.0,11,36,2.5,0,0,0,0
Adrian Phillips,LAC,S,7,36.0,23.0,13,36,0.0,0,0,0,0
Trent Murphy,BUF,DE,16,56.0,24.0,12,36,5.0,2,2,1,0
Chris Jones,KC,DT,13,58.0,23.0,13,36,9.0,1,1,0,0
Will Redmond,GB,CB,13,36.0,25.0,11,36,0.0,0,0,0,0
Kevin Johnson,BUF,CB,16,38.0,25.0,11,36,1.0,0,0,0,0
Marqui Christian,LAR,S,16,36.0,27.0,9,36,0.0,0,0,0,0
J.C. Jackson,NE,CB,16,46.0,29.0,7,36,0.0,0,0,5,0
B.J. Hill,NYG,DE,16,38.0,15.0,21,36,1.0,0,0,0,0
Siran Neal,BUF,CB,15,38.0,28.0,8,36,0.0,1,0,0,0
M.J. Stewart,TB,CB,10,35.0,28.0,7,35,0.0,0,0,0,0
Davontae Harris,DEN,CB,16,35.0,30.0,5,35,0.0,0,0,0,0
Vita Vea,TB,DT,16,40.0,19.0,16,35,2.5,0,0,0,0
LeShaun Sims,TEN,CB,14,35.0,24.0,11,35,0.0,0,0,0,0
Michael Pierce,BAL,DT,14,38.0,19.0,16,35,0.5,0,1,0,0
Will Parks,DEN,S,14,41.0,26.0,9,35,1.0,1,0,1,0
Rasul Douglas,PHI,CB,16,35.0,24.0,11,35,0.0,0,0,0,0
Andrew Billings,CIN,DT,16,37.0,18.0,17,35,1.0,0,0,0,0
L.J. Fort,BAL,LB,12,39.0,21.0,14,35,2.0,0,0,0,0
Derek Wolfe,DEN,DE,12,50.0,23.0,11,34,7.0,1,0,0,0
Mario Addison,CAR,DE,15,57.0,20.0,14,34,9.5,2,0,0,0
Robert Quinn,DAL,LB,14,61.0,26.0,8,34,11.5,2,0,0,0
John Jenkins,MIA,DT,16,36.0,20.0,14,34,1.0,0,0,0,0
Kevin Minter,TB,LB,16,36.0,21.0,13,34,0.0,0,1,0,0
Brandon Williams,BAL,DT,14,38.0,13.0,21,34,1.0,0,1,0,0
Malcom Brown,NO,DT,16,40.0,18.0,16,34,2.0,0,1,0,0
Curtis Riley,OAK,S,16,36.0,27.0,7,34,0.0,1,0,0,0
Kwon Alexander,SF,LB,8,39.0,22.0,12,34,0.5,1,0,1,0
Carl Nassib,TB,LB,14,50.0,24.0,10,34,6.0,1,1,0,0
Derwin James,LAC,S,5,34.0,23.0,11,34,0.0,0,0,0,0
Taven Bryan,JAX,DT,16,39.0,18.0,15,33,2.0,1,0,0,0
Tarell Basham,NYJ,LB,16,41.0,18.0,15,33,2.0,0,1,1,0
Chris Wormley,BAL,DE,16,36.0,17.0,16,33,1.5,0,0,0,0
Joe Thomas,DAL,LB,15,35.0,21.0,12,33,0.0,1,0,0,0
Dre Kirkpatrick,CIN,CB,6,37.0,27.0,6,33,1.0,0,1,0,0
Casey Hayward,LAC,CB,16,36.0,28.0,4,32,0.0,0,0,2,0
Al Woods,SEA,DT,14,38.0,16.0,16,32,1.0,0,2,0,0
Michael Bennett,DAL/NE,DE,15,45.0,24.0,8,32,6.5,0,0,0,0
Malcolm Butler,TEN,CB,9,42.0,25.0,7,32,0.0,0,0,2,1
Denico Autry,IND,DT,14,41.0,20.0,12,32,3.5,1,0,0,0
David Onyemata,NO,DT,15,38.0,22.0,10,32,3.0,0,0,0,0
Emmanuel Ogbah,KC,DE,10,45.0,23.0,9,32,5.5,1,0,0,0
Shaq Lawson,BUF,DE,15,47.0,21.0,11,32,6.5,1,0,0,0
Jordan Jenkins,NYJ,LB,14,52.0,21.0,11,32,8.0,2,0,0,0
Vernon Butler,CAR,DT,14,50.0,22.0,10,32,6.0,3,0,0,0
Juston Burris,CLE,S,14,40.0,26.0,6,32,1.0,1,0,2,0
Poona Ford,SEA,DT,15,35.0,21.0,11,32,0.5,0,1,0,0
Jeffery Simmons,TEN,DE,9,36.0,18.0,14,32,2.0,0,0,0,0
Marquise Blair,SEA,S,14,36.0,24.0,8,32,0.0,2,0,0,0
Jaylon Ferguson,BAL,LB,14,38.0,20.0,11,31,2.5,0,1,0,0
Jermaine Carter,CAR,LB,16,32.0,22.0,9,31,0.5,0,0,0,0
Uchenna Nwosu,LAC,DE,16,37.0,23.0,8,31,2.0,1,0,0,0
Marcus Davenport,NO,DE,13,49.0,15.0,16,31,6.0,3,0,0,0
Darron Lee,KC,LB,16,31.0,22.0,9,31,0.0,0,0,0,0
Rodney Gunter,ARI,DT,13,37.0,20.0,11,31,3.0,0,0,0,0
Jordan Phillips,BUF,DE,16,52.0,25.0,6,31,9.5,1,0,0,0
Kiko Alonso,NO,LB,13,31.0,25.0,6,31,0.0,0,0,0,0
Jadeveon Clowney,SEA,DE,13,63.0,21.0,10,31,3.0,4,2,1,2
Abry Jones,JAX,DT,16,37.0,15.0,16,31,2.0,0,1,0,0
Zach Brown,PHI,LB,6,31.0,17.0,14,31,0.0,0,0,0,0
Jimmy Smith,BAL,CB,9,34.0,28.0,2,30,1.0,0,0,1,0
Reggie Ragland,KC,LB,14,42.0,23.0,7,30,2.0,0,1,0,1
Roy Robertson-Harris,CHI,DE,15,35.0,22.0,8,30,2.5,0,0,0,0
Derek Barnett,PHI,DE,14,47.0,25.0,5,30,6.5,2,0,0,0
Chandon Sullivan,GB,CB,16,34.0,27.0,3,30,0.0,1,0,1,0
Justin Jones,LAC,DT,12,32.0,18.0,12,30,0.0,1,0,0,0
Grover Stewart,IND,DT,16,36.0,14.0,16,30,3.0,0,0,0,0
Tyler Lancaster,GB,DE,16,37.0,17.0,13,30,1.5,1,1,0,0
T.J. Edwards,PHI,LB,16,30.0,15.0,15,30,0.0,0,0,0,0
Andrew Wingard,JAX,S,16,34.0,22.0,8,30,1.0,1,0,0,0
Myles Garrett,CLE,DE,10,53.0,20.0,9,29,10.0,2,0,0,0
Jaleel Johnson,MIN,DT,16,36.0,15.0,14,29,3.5,0,0,0,0
Tanoh Kpassagnon,KC,LB,16,41.0,21.0,8,29,4.0,1,1,0,0
Elandon Roberts,NE,LB,16,31.0,18.0,11,29,1.0,0,0,0,0
Takkarist McKinley,ATL,DE,14,36.0,18.0,11,29,3.5,0,0,0,0
Eddie Goldman,CHI,DT,15,31.0,20.0,9,29,1.0,0,0,0,0
Jaylen Watkins,LAC,S,14,29.0,20.0,9,29,0.0,0,0,0,0
Deone Bucannon,NYG/TB,LB,14,28.0,16.0,12,28,0.0,0,0,0,0
Al-Quadin Muhammad,IND,DE,16,36.0,21.0,7,28,3.0,1,0,0,0
Ahkello Witherspoon,SF,CB,10,36.0,24.0,4,28,0.0,0,0,1,1
Romeo Okwara,DET,DE,14,33.0,14.0,14,28,1.5,1,0,0,0
Jayron Kearse,MIN,S,15,30.0,19.0,9,28,0.0,0,0,1,0
Christian Covington,DAL,DT,16,30.0,20.0,8,28,1.0,0,0,0,0
Quinnen Williams,NYJ,DE,13,35.0,15.0,13,28,2.5,0,1,0,0
Josh Tupou,CIN,DT,16,29.0,14.0,13,27,0.0,1,0,0,0
Rasheem Green,SEA,DE,16,43.0,15.0,12,27,4.0,3,1,0,0
Bilal Nichols,CHI,DE,13,29.0,15.0,12,27,0.0,0,1,0,0
Folorunso Fatukasi,NYJ,DT,14,29.0,14.0,13,27,1.0,0,0,0,0
Malik Reed,DEN,LB,15,33.0,16.0,11,27,2.0,0,1,0,0
Jarran Reed,SEA,DT,10,33.0,10.0,17,27,2.0,1,0,0,0
Damion Square,LAC,DT,16,27.0,15.0,12,27,0.0,0,0,0,0
Vinny Curry,PHI,DE,16,37.0,20.0,7,27,5.0,0,0,0,0
Najee Goode,JAX,LB,10,29.0,21.0,6,27,1.0,0,0,0,0
Craig Robertson,NO,LB,15,31.0,20.0,7,27,1.0,0,0,1,0
Jason Pierre-Paul,TB,LB,10,48.0,24.0,3,27,8.5,2,0,0,0
Brandon Mebane,LAC,DT,13,29.0,15.0,12,27,1.0,0,0,0,0
Reshad Jones,MIA,S,4,27.0,17.0,10,27,0.0,0,0,0,0
Allen Bailey,ATL,DE,15,28.0,14.0,12,26,1.0,0,0,0,0
Olivier Vernon,CLE,DE,10,35.0,20.0,6,26,3.5,1,0,0,0
Deatrich Wise,NE,DE,14,32.0,20.0,6,26,2.0,1,0,0,0
Tye Smith,TEN,CB,9,30.0,18.0,8,26,0.0,2,0,0,0
Quinton Jefferson,SEA,DE,14,35.0,14.0,12,26,3.5,0,1,0,0
Corey Ballentine,NYG,CB,13,26.0,21.0,5,26,0.0,0,0,0,0
P.J. Hall,OAK,DT,16,29.0,18.0,8,26,1.5,0,0,0,0
Chad Thomas,CLE,DE,16,36.0,17.0,9,26,4.0,0,1,0,0
Troy Apke,WAS,S,15,28.0,18.0,8,26,0.0,0,0,1,0
Adam Butler,NE,DT,16,38.0,17.0,9,26,6.0,0,0,0,0
Chase Winovich,NE,DE,16,37.0,17.0,9,26,5.5,0,0,0,0
Sam Beal,NYG,CB,6,26.0,20.0,6,26,0.0,0,0,0,0
Brian Burns,CAR,DE,16,50.0,19.0,6,25,7.5,1,1,0,1
Blessuan Austin,NYJ,CB,7,27.0,19.0,6,25,0.0,1,0,0,0
Tarvarius Moore,SF,S,16,25.0,16.0,9,25,0.0,0,0,0,0
Trey Marshall,DEN,S,16,29.0,19.0,6,25,0.0,1,1,0,0
Oshane Ximines,NYG,LB,16,34.0,11.0,14,25,4.5,0,0,0,0
Bobby McCain,MIA,S,9,29.0,19.0,6,25,0.0,0,0,2,0
Avery Moss,MIA,DE,11,27.0,11.0,14,25,0.0,1,0,0,0
Lano Hill,SEA,S,12,25.0,15.0,10,25,0.0,0,0,0,0
Trumaine Johnson,NYJ,CB,7,27.0,22.0,3,25,0.0,0,0,1,0
Jabaal Sheard,IND,DE,13,34.0,20.0,5,25,4.5,0,0,0,0
Ryan Kerrigan,WAS,DE,12,38.0,16.0,9,25,5.5,1,0,0,0
Blidi Wreh-Wilson,ATL,CB,14,25.0,21.0,4,25,0.0,0,0,0,0
Henry Anderson,NYJ,DE,13,27.0,14.0,11,25,1.0,0,0,0,0
Brandon Dunn,HOU,DE,16,27.0,11.0,14,25,1.0,0,0,0,0
Mike Pennel,KC,DT,8,26.0,13.0,11,24,1.0,0,0,0,0
Nevin Lawson,OAK,CB,11,24.0,20.0,4,24,0.0,0,0,0,0
Terrence Brooks,NE,S,15,26.0,17.0,7,24,0.0,0,0,1,0
J.J. Watt,HOU,DE,8,38.0,15.0,9,24,4.0,1,2,0,0
Jack Crawford,ATL,DE,16,25.0,6.0,18,24,0.5,0,0,0,0
Nate Hairston,NYJ,CB,11,26.0,21.0,3,24,0.0,0,0,1,0
Tyus Bowser,BAL,LB,16,44.0,20.0,4,24,5.0,1,1,0,1
Efe Obada,CAR,DE,16,24.0,14.0,10,24,0.0,0,0,0,0
Stephen Weatherly,MIN,DE,16,32.0,14.0,10,24,3.0,1,0,0,0
Eric Murray,CLE,S,9,26.0,15.0,9,24,1.0,0,0,0,0
Brandon Wilson,CIN,S,12,28.0,14.0,10,24,0.0,2,0,0,0
Ryan Lewis,MIA,CB,8,26.0,19.0,5,24,0.0,0,0,1,0
Cody Barton,SEA,LB,16,25.0,9.0,14,23,0.0,0,1,0,0
Austin Johnson,TEN,DE,16,23.0,11.0,12,23,0.0,0,0,0,0
Kentrell Brothers,MIN,LB,13,23.0,16.0,7,23,0.0,0,0,0,0
Antwaun Woods,DAL,DT,10,25.0,11.0,12,23,0.0,0,1,0,0
Kyler Fackrell,GB,LB,16,25.0,13.0,10,23,1.0,0,0,0,0
Carlos Watkins,HOU,DE,10,27.0,10.0,13,23,1.0,0,1,0,0
Carl Lawson,CIN,DE,12,33.0,17.0,6,23,5.0,0,0,0,0
Ifeadi Odenigbo,MIN,DE,16,49.0,18.0,5,23,7.0,1,2,0,1
Kamu Grugier-Hill,PHI,LB,10,25.0,17.0,6,23,0.0,0,1,0,0
Charles Harris,MIA,DE,14,24.0,11.0,12,23,0.5,0,0,0,0
Sidney Jones,PHI,CB,12,27.0,19.0,4,23,0.0,0,0,2,0
Jamar Taylor,SEA/ATL,CB,12,23.0,18.0,5,23,0.0,0,0,0,0
Jerry Hughes,BUF,DE,16,34.0,14.0,9,23,4.5,0,1,0,0
Alex Okafor,KC,DE,10,34.0,15.0,7,22,5.0,1,0,0,0
Dontari Poe,CAR,DT,11,30.0,15.0,7,22,4.0,0,0,0,0
Stephon Tuitt,PIT,DE,6,29.0,18.0,4,22,3.5,0,0,0,0
Duron Harmon,NE,S,16,26.0,19.0,3,22,0.0,0,0,2,0
Tony McRae,CIN,CB,16,22.0,17.0,5,22,0.0,0,0,0,0
Reggie Gilbert,TEN,LB,11,24.0,13.0,9,22,1.0,0,0,0,0
DeMarcus Walker,DEN,DE,10,30.0,13.0,9,22,4.0,0,0,0,0
Jonathan Bullard,ARI,DE,9,25.0,14.0,8,22,1.5,0,0,0,0
Kevin Peterson,ARI,CB,14,22.0,15.0,7,22,0.0,0,0,0,0
Khalen Saunders,KC,DT,12,24.0,13.0,9,22,1.0,0,0,0,0
Travin Howard,LAR,LB,16,22.0,19.0,3,22,0.0,0,0,0,0
Trent Harris,MIA,LB,11,27.0,16.0,6,22,1.5,1,0,0,0
Chris Jones,ARI,CB,11,22.0,17.0,5,22,0.0,0,0,0,0
Adrian Colbert,MIA,S,6,22.0,16.0,6,22,0.0,0,0,0,0
Kris Boyd,MIN,CB,16,22.0,20.0,2,22,0.0,0,0,0,0
Josh Sweat,PHI,DE,16,29.0,16.0,5,21,4.0,0,0,0,0
Bradley Chubb,DEN,LB,4,25.0,16.0,5,21,1.0,1,0,0,0
Kameron Kelly,PIT,S,14,23.0,17.0,4,21,0.0,0,0,1,0
Justin Hollins,DEN,LB,15,23.0,12.0,9,21,1.0,0,0,0,0
Sione Takitaki,CLE,LB,15,21.0,14.0,7,21,0.0,0,0,0,0
Rashan Gary,GB,LB,16,27.0,13.0,8,21,2.0,0,1,0,0
Jamel Dean,TB,CB,13,25.0,16.0,5,21,0.0,0,0,2,0
Ronald Blair,SF,DE,9,29.0,14.0,7,21,3.0,0,1,0,0
Solomon Thomas,SF,DT,16,25.0,15.0,6,21,2.0,0,0,0,0
Taco Charlton,MIA,DE,10,35.0,14.0,7,21,5.0,2,0,0,0
Tony Jefferson,BAL,S,5,21.0,11.0,10,21,0.0,0,0,0,0
Terrance Mitchell,CLE,CB,15,23.0,17.0,4,21,0.0,0,0,1,0
Jeremiah Attaochu,DEN,LB,12,30.0,14.0,7,21,3.5,0,1,0,0
Walt Aikens,MIA,S,15,21.0,15.0,6,21,0.0,0,0,0,0
Shamar Stephen,MIN,DT,15,27.0,15.0,6,21,1.0,1,1,0,0
Angelo Blackson,HOU,DE,15,20.0,11.0,9,20,0.0,0,0,0,0
Branden Jackson,SEA,DE,15,24.0,14.0,6,20,2.0,0,0,0,0
Miles Killebrew,DET,S,15,20.0,18.0,2,20,0.0,0,0,0,0
Maliek Collins,DAL,DT,16,30.0,15.0,5,20,4.0,0,1,0,0
Amani Hooker,TEN,S,16,20.0,15.0,5,20,0.0,0,0,0,0
Steven Parker,MIA,S,14,24.0,15.0,5,20,0.0,0,0,2,0
John Atkins,DET,DT,12,20.0,13.0,7,20,0.0,0,0,0,0
Ryan Connelly,NYG,LB,4,26.0,10.0,10,20,1.0,0,0,2,0
Ken Webster,MIA,CB,8,19.0,17.0,2,19,0.0,0,0,0,0
Duke Dawson,DEN,CB,14,19.0,15.0,4,19,0.0,0,0,0,0
Amani Oruwariye,DET,CB,9,23.0,18.0,1,19,0.0,0,0,2,0
Anthony Chickillo,PIT,LB,11,20.0,9.0,10,19,0.5,0,0,0,0
Trey Hendrickson,NO,DE,13,30.0,11.0,8,19,4.5,1,0,0,0
Tedric Thompson,SEA,S,6,23.0,9.0,10,19,0.0,0,0,2,0
Josh Mauro,OAK,DE,13,19.0,11.0,8,19,0.0,0,0,0,0
Zach Kerr,ARI,DT,12,19.0,13.0,6,19,0.0,0,0,0,0
Star Lotulelei,BUF,DT,16,25.0,12.0,7,19,2.0,0,0,1,0
Pernell McPhee,BAL,LB,7,25.0,17.0,2,19,3.0,0,0,0,0
Adrian Clayborn,ATL,DE,15,30.0,12.0,6,18,4.0,2,0,0,0
Ezekiel Ansah,SEA,DE,11,31.0,12.0,6,18,2.5,2,2,0,0
Desmond Trufant,ATL,CB,9,26.0,13.0,5,18,0.0,0,0,4,0
Vontaze Burfict,OAK,LB,4,18.0,11.0,7,18,0.0,0,0,0,0
Akeem Spence,PHI/JAX,DT,15,18.0,14.0,4,18,0.0,0,0,0,0
Morgan Fox,LAR,DE,16,22.0,12.0,6,18,2.0,0,0,0,0
Tyler Matakevich,PIT,LB,16,18.0,16.0,2,18,0.0,0,0,0,0
Deionte Thompson,ARI,S,11,18.0,14.0,4,18,0.0,0,0,0,0
Peter Kalambayi,HOU,LB,16,18.0,10.0,8,18,0.0,0,0,0,0
Maurice Hurst,OAK,DT,16,31.0,11.0,7,18,3.5,0,2,1,0
Azeez Al-Shaair,SF,LB,15,18.0,11.0,7,18,0.0,0,0,0,0
Shy Tuttle,NO,DT,16,24.0,8.0,10,18,2.0,0,0,1,0
Ugo Amadi,SEA,S,16,17.0,13.0,4,17,0.0,0,0,0,0
Armani Watts,KC,S,16,19.0,13.0,4,17,1.0,0,0,0,0
J.T. Gray,NO,S,16,19.0,13.0,4,17,0.0,0,1,0,0
Jerry Tillery,LAC,DT,15,21.0,9.0,8,17,2.0,0,0,0,0
Xavien Howard,MIA,CB,5,19.0,12.0,5,17,0.0,0,0,1,0
Anthony Brown,DAL,CB,9,17.0,11.0,6,17,0.0,0,0,0,0
Akeem King,SEA,CB,13,17.0,11.0,6,17,0.0,0,0,0,0
Antonio Hamilton,NYG,CB,16,17.0,12.0,5,17,0.0,0,0,0,0
Dawuane Smoot,JAX,DE,16,31.0,12.0,5,17,6.0,0,1,0,0
Kerry Hyder,DAL,DE,16,21.0,10.0,7,17,1.0,0,1,0,0
Margus Hunt,IND,DT,16,17.0,14.0,3,17,0.0,0,0,0,0
Patrick Robinson,NO,CB,11,16.0,14.0,2,16,0.0,0,0,0,0
Brent Urban,TEN/CHI,DE,13,16.0,10.0,6,16,0.0,0,0,0,0
Cameron Sutton,PIT,CB,16,20.0,13.0,3,16,1.0,0,0,1,0
Harvey Langi,NYJ,LB,16,16.0,10.0,6,16,0.0,0,0,0,0
Adam Gotsis,DEN,DE,9,16.0,11.0,5,16,0.0,0,0,0,0
Dylan Cole,HOU,LB,11,18.0,13.0,3,16,0.0,0,1,0,0
Dorance Armstrong,DAL,LB,15,21.0,12.0,3,15,2.0,1,0,0,0
Anthony Averett,BAL,CB,9,15.0,14.0,1,15,0.0,0,0,0,0
Jeremy Reaves,WAS,S,9,15.0,10.0,5,15,0.0,0,0,0,0
Rashad Fenton,KC,CB,12,19.0,11.0,4,15,0.0,1,0,1,0
David Long,TEN,LB,14,17.0,9.0,6,15,0.0,1,0,0,0
Darious Williams,LAR,CB,12,27.0,14.0,1,15,0.0,0,1,2,1
Craig James,PHI,CB,14,15.0,12.0,3,15,0.0,0,0,0,0
Andrew Van Ginkel,MIA,LB,6,19.0,11.0,4,15,1.0,0,1,0,0
Sheldon Day,SF,DT,16,17.0,10.0,5,15,1.0,0,0,0,0
Steve Longa,DET,LB,10,15.0,7.0,8,15,0.0,0,0,0,0
Clayton Fejedelem,CIN,S,16,15.0,13.0,2,15,0.0,0,0,0,0
Rolan Milligan,IND,S,11,15.0,11.0,4,15,0.0,0,0,0,0
Aaron Colvin,HOU/WAS,CB,7,15.0,13.0,2,15,0.0,0,0,0,0
Benson Mayowa,OAK,DE,15,35.0,10.0,5,15,7.0,3,0,0,0
Dee Ford,SF,DE,11,31.0,10.0,4,14,6.5,2,0,0,0
Nate Orchard,WAS,DE,5,18.0,8.0,6,14,1.0,0,1,0,0
Aqib Talib,LAR,CB,5,14.0,7.0,7,14,0.0,0,0,0,0
Domata Peko,BAL,DT,7,14.0,7.0,7,14,0.0,0,0,0,0
Anthony Levine,BAL,S,16,14.0,12.0,2,14,0.0,0,0,0,0
Morris Claiborne,KC,CB,8,14.0,9.0,5,14,0.0,0,0,0,0
Duke Riley,PHI,LB,12,16.0,12.0,2,14,0.0,0,1,0,0
Keanu Neal,ATL,S,3,14.0,11.0,3,14,0.0,0,0,0,0
Bryan Cox,CLE/CAR,DE,7,15.0,10.0,4,14,0.5,0,0,0,0
Ibraheim Campbell,GB,S,7,16.0,8.0,6,14,0.0,1,0,0,0
A.J. Moore,HOU,S,16,14.0,9.0,5,14,0.0,0,0,0,0
Dre'Mont Jones,DEN,DE,14,23.0,8.0,6,14,3.5,0,0,1,0
Jacob Tuioti-Mariner,ATL,DE,8,16.0,8.0,6,14,0.0,1,0,0,0
Andrew Brown,CIN,DT,14,14.0,10.0,4,14,0.0,0,0,0,0
Tim Settle,WAS,DT,15,18.0,9.0,5,14,2.0,0,0,0,0
Isaiah Irving,CHI,LB,13,14.0,11.0,3,14,0.0,0,0,0,0
Holton Hill,MIN,CB,8,15.0,12.0,1,13,0.0,0,1,0,0
D.J. Reed,SF,S,16,23.0,11.0,2,13,0.0,1,1,0,1
RJ McIntosh,NYG,DE,12,17.0,5.0,8,13,2.0,0,0,0,0
Kevin Toliver,CHI,CB,12,13.0,11.0,2,13,0.0,0,0,0,0
Kenny Young,BAL,LB,5,15.0,11.0,2,13,0.0,1,0,0,0
Keion Crossen,HOU,CB,16,13.0,10.0,3,13,0.0,0,0,0,0
Chris Lammons,MIA,CB,12,15.0,8.0,5,13,0.0,0,0,1,0
Sharif Finch,TEN,LB,8,17.0,10.0,3,13,2.0,0,0,0,0
Armon Watts,MIN,DT,7,18.0,7.0,6,13,1.5,1,0,0,0
Charles Omenihu,HOU,DE,14,23.0,8.0,5,13,3.0,2,0,0,0
Porter Gustin,CLE,LB,6,17.0,7.0,6,13,1.0,0,1,0,0
Greg Gaines,LAR,DT,10,14.0,6.0,7,13,0.5,0,0,0,0
Deshazor Everett,WAS,S,7,13.0,9.0,4,13,0.0,0,0,0,0
Tyrell Adams,HOU,LB,5,15.0,7.0,6,13,0.0,1,0,0,0
De'Vante Bausby,DEN,CB,5,13.0,9.0,4,13,0.0,0,0,0,0
Ben Gedeon,MIN,LB,8,13.0,8.0,5,13,0.0,0,0,0,0
Marcell Dareus,JAX,DT,6,14.0,8.0,5,13,0.5,0,0,0,0
Corey Liuget,BUF/OAK,DT,10,15.0,10.0,3,13,1.0,0,0,0,0
Phillip Gaines,HOU,CB,6,13.0,12.0,1,13,0.0,0,0,0,0
Jordan Dangerfield,PIT,S,16,15.0,6.0,7,13,0.0,1,0,0,0
Cody Davis,JAX,S,16,13.0,8.0,5,13,0.0,0,0,0,0
Chris Banjo,ARI,S,13,12.0,6.0,6,12,0.0,0,0,0,0
Justin Bethel,NE/BAL,S,16,18.0,9.0,3,12,0.0,0,3,0,0
Isaac Rochell,LAC,DE,16,14.0,3.0,9,12,1.0,0,0,0,0
Justin March,DAL,LB,16,12.0,10.0,2,12,0.0,0,0,0,0
Keisean Nixon,OAK,CB,14,12.0,12.0,0,12,0.0,0,0,0,0
Frankie Luvu,NYJ,LB,13,14.0,10.0,2,12,1.0,0,0,0,0
Marquis Haynes,CAR,DE,11,16.0,5.0,7,12,1.0,0,1,0,0
Jordan Evans,CIN,LB,16,12.0,6.0,6,12,0.0,0,0,0,0
Justin Hardee,NO,CB,16,11.0,10.0,1,11,0.0,0,0,0,0
Josh Jackson,GB,CB,14,11.0,11.0,0,11,0.0,0,0,0,0
Danny Johnson,WAS,CB,2,11.0,10.0,1,11,0.0,0,0,0,0
Tony Brown,GB,CB,9,11.0,7.0,4,11,0.0,0,0,0,0
Nathan Shepherd,NYJ,DT,9,15.0,6.0,5,11,2.0,0,0,0,0
Oren Burks,GB,LB,12,11.0,7.0,4,11,0.0,0,0,0,0
Zach Sieler,BAL/MIA,DE,7,13.0,5.0,6,11,1.0,0,0,0,0
Jacob Martin,HOU,LB,14,20.0,6.0,5,11,3.5,1,0,0,0
Robert Spillane,PIT,LB,8,11.0,8.0,3,11,0.0,0,0,0,0
Carl Granderson,NO,DE,8,13.0,8.0,3,11,1.0,0,0,0,0
Ben Banogu,IND,DE,16,18.0,7.0,4,11,2.5,1,0,0,0
John Cominsky,ATL,DT,10,12.0,3.0,8,11,0.5,0,0,0,0
Nate Brooks,MIA,DB,3,11.0,10.0,1,11,0.0,0,0,0,0
Dean Marlowe,BUF,S,9,11.0,10.0,1,11,0.0,0,0,0,0
Briean Boddy-Calhoun,IND,CB,2,13.0,8.0,3,11,1.0,0,0,0,0
Bryce Hager,LAR,LB,5,11.0,4.0,7,11,0.0,0,0,0,0
Marquel Lee,OAK,LB,5,11.0,11.0,0,11,0.0,0,0,0,0
Quincy Wilson,IND,CB,9,11.0,9.0,2,11,0.0,0,0,0,0
Montravius Adams,GB,DE,14,13.0,4.0,7,11,0.0,0,1,0,0
Ryan Smith,TB,CB,12,13.0,10.0,1,11,0.0,1,0,0,0
Coty Sensabaugh,WAS/DEN,CB,6,11.0,8.0,3,11,0.0,0,0,0,0
Sherrick McManis,CHI,S,9,13.0,9.0,2,11,0.0,1,0,0,0
Maurice Alexander,BUF,LB,7,11.0,8.0,3,11,0.0,0,0,0,0
Christian Kirksey,CLE,LB,2,11.0,6.0,5,11,0.0,0,0,0,0
