,,,,Defensive Stats,,,,,,,,,
Name,Team,Pos,G,DEF SNAPS,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD,PASS DEF
Bradley Roby,HOU,CB,10,662,35.0,3,38,1.0,1,0,2,1,8
Mackensie Alexander,MIN,CB,13,541,30.0,8,38,0.5,0,1,1,0,5
Javien Elliott,CAR,CB,16,444,24.0,14,38,0.5,0,0,1,0,2
Arthur Maulet,NYJ,CB,12,355,26.0,12,38,0.0,0,1,1,1,2
Dexter Lawrence,NYG,DE,16,717,24.0,14,38,2.5,1,0,0,0,1
Clelin Ferrell,OAK,DE,15,659,24.0,14,38,4.5,0,1,0,0,5
Josey Jewell,DEN,LB,15,221,21.0,17,38,1.5,0,2,0,0,0
George Odum,IND,S,16,288,30.0,7,37,0.0,2,1,0,0,0
Julian Love,NYG,S,15,412,30.0,7,37,0.0,1,0,1,0,3
Jalen Reeves-Maybin,DET,LB,16,300,28.0,9,37,0.0,1,1,0,0,0
Quinton Dunbar,WAS,CB,11,571,31.0,6,37,0.0,0,0,4,0,8
Ronald Darby,PHI,CB,11,522,34.0,3,37,0.0,0,0,2,0,11
Kamalei Correa,TEN,LB,16,439,27.0,10,37,5.0,0,1,0,0,2
B.J. Goodson,GB,LB,15,256,23.0,14,37,0.0,0,0,0,0,0
William Jackson,CIN,CB,14,849,26.0,11,37,0.0,0,0,1,0,3
B.W. Webb,CIN,CB,15,784,30.0,7,37,0.0,0,0,1,0,7
Frank Clark,KC,DE,14,736,27.0,10,37,8.0,3,1,1,0,4
Kevin Pierre-Louis,CHI,LB,14,215,27.0,10,37,0.0,0,0,1,0,3
Darqueze Dennard,CIN,CB,9,502,25.0,12,37,0.0,0,0,0,0,5
Clay Matthews,LAR,LB,13,623,27.0,10,37,8.0,2,0,0,0,3
Gerald McCoy,CAR,DT,16,711,15.0,22,37,5.0,0,0,0,0,2
Steve McLendon,NYJ,DT,16,470,21.0,15,36,2.5,0,1,0,0,0
Bruce Irvin,CAR,LB,13,623,22.0,14,36,8.5,1,1,0,0,1
Nickell Robey-Coleman,LAR,CB,16,718,32.0,4,36,0.0,2,0,0,0,7
Cassius Marsh,ARI,LB,16,436,25.0,11,36,2.5,0,0,0,0,0
Adrian Phillips,LAC,S,7,282,23.0,13,36,0.0,0,0,0,0,0
Trent Murphy,BUF,DE,16,686,24.0,12,36,5.0,2,2,1,0,3
Chris Jones,KC,DT,13,656,23.0,13,36,9.0,1,1,0,0,4
Will Redmond,GB,CB,13,276,25.0,11,36,0.0,0,0,0,0,1
Kevin Johnson,BUF,CB,16,341,25.0,11,36,1.0,0,0,0,0,5
Marqui Christian,LAR,S,16,375,27.0,9,36,0.0,0,0,0,0,2
J.C. Jackson,NE,CB,16,699,29.0,7,36,0.0,0,0,5,0,10
B.J. Hill,NYG,DE,16,504,15.0,21,36,1.0,0,0,0,0,0
Siran Neal,BUF,CB,15,177,28.0,8,36,0.0,1,0,0,0,0
M.J. Stewart,TB,CB,10,330,28.0,7,35,0.0,0,0,0,0,2
Davontae Harris,DEN,CB,16,440,30.0,5,35,0.0,0,0,0,0,3
Vita Vea,TB,DT,16,769,19.0,16,35,2.5,0,0,0,0,3
LeShaun Sims,TEN,CB,14,336,24.0,11,35,0.0,0,0,0,0,2
Michael Pierce,BAL,DT,14,489,19.0,16,35,0.5,0,1,0,0,0
Will Parks,DEN,S,14,556,26.0,9,35,1.0,1,0,1,0,2
Rasul Douglas,PHI,CB,16,593,24.0,11,35,0.0,0,0,0,0,10
Andrew Billings,CIN,DT,16,670,18.0,17,35,1.0,0,0,0,0,0
L.J. Fort,BAL,LB,12,258,21.0,14,35,2.0,0,0,0,0,1
Derek Wolfe,DEN,DE,12,541,23.0,11,34,7.0,1,0,0,0,1
Mario Addison,CAR,DE,15,746,20.0,14,34,9.5,2,0,0,0,0
Robert Quinn,DAL,LB,14,659,26.0,8,34,11.5,2,0,0,0,3
John Jenkins,MIA,DT,16,486,20.0,14,34,1.0,0,0,0,0,1
Kevin Minter,TB,LB,16,290,21.0,13,34,0.0,0,1,0,0,2
Brandon Williams,BAL,DT,14,536,13.0,21,34,1.0,0,1,0,0,0
Malcom Brown,NO,DT,16,503,18.0,16,34,2.0,0,1,0,0,1
Curtis Riley,OAK,S,16,283,27.0,7,34,0.0,1,0,0,0,1
Kwon Alexander,SF,LB,8,368,22.0,12,34,0.5,1,0,1,0,4
Carl Nassib,TB,LB,14,656,24.0,10,34,6.0,1,1,0,0,0
Derwin James,LAC,S,5,299,23.0,11,34,0.0,0,0,0,0,1
Taven Bryan,JAX,DT,16,487,18.0,15,33,2.0,1,0,0,0,1
Tarell Basham,NYJ,LB,16,602,18.0,15,33,2.0,0,1,1,0,6
Chris Wormley,BAL,DE,16,457,17.0,16,33,1.5,0,0,0,0,2
Joe Thomas,DAL,LB,15,252,21.0,12,33,0.0,1,0,0,0,1
Dre Kirkpatrick,CIN,CB,6,345,27.0,6,33,1.0,0,1,0,0,4
Casey Hayward,LAC,CB,16,956,28.0,4,32,0.0,0,0,2,0,8
Al Woods,SEA,DT,14,459,16.0,16,32,1.0,0,2,0,0,0
Michael Bennett,DAL/NE,DE,15,567,24.0,8,32,6.5,0,0,0,0,0
Malcolm Butler,TEN,CB,9,590,25.0,7,32,0.0,0,0,2,1,9
Denico Autry,IND,DT,14,631,20.0,12,32,3.5,1,0,0,0,4
David Onyemata,NO,DT,15,577,22.0,10,32,3.0,0,0,0,0,1
Emmanuel Ogbah,KC,DE,10,416,23.0,9,32,5.5,1,0,0,0,3
Shaq Lawson,BUF,DE,15,486,21.0,11,32,6.5,1,0,0,0,2
Jordan Jenkins,NYJ,LB,14,579,21.0,11,32,8.0,2,0,0,0,3
Vernon Butler,CAR,DT,14,449,22.0,10,32,6.0,3,0,0,0,0
Juston Burris,CLE,S,14,418,26.0,6,32,1.0,1,0,2,0,7
Poona Ford,SEA,DT,15,518,21.0,11,32,0.5,0,1,0,0,1
Jeffery Simmons,TEN,DE,9,318,18.0,14,32,2.0,0,0,0,0,1
Marquise Blair,SEA,S,14,238,24.0,8,32,0.0,2,0,0,0,1
Jaylon Ferguson,BAL,LB,14,507,20.0,11,31,2.5,0,1,0,0,1
Jermaine Carter,CAR,LB,16,263,22.0,9,31,0.5,0,0,0,0,0
Uchenna Nwosu,LAC,DE,16,365,23.0,8,31,2.0,1,0,0,0,1
Marcus Davenport,NO,DE,13,547,15.0,16,31,6.0,3,0,0,0,0
Darron Lee,KC,LB,16,161,22.0,9,31,0.0,0,0,0,0,0
Rodney Gunter,ARI,DT,13,622,20.0,11,31,3.0,0,0,0,0,0
Jordan Phillips,BUF,DE,16,548,25.0,6,31,9.5,1,0,0,0,0
Kiko Alonso,NO,LB,13,290,25.0,6,31,0.0,0,0,0,0,1
Jadeveon Clowney,SEA,DE,13,624,21.0,10,31,3.0,4,2,1,2,3
Abry Jones,JAX,DT,16,565,15.0,16,31,2.0,0,1,0,0,0
Zach Brown,PHI,LB,6,277,17.0,14,31,0.0,0,0,0,0,2
Jimmy Smith,BAL,CB,9,410,28.0,2,30,1.0,0,0,1,0,6
Reggie Ragland,KC,LB,14,237,23.0,7,30,2.0,0,1,0,1,0
Roy Robertson-Harris,CHI,DE,15,552,22.0,8,30,2.5,0,0,0,0,3
Derek Barnett,PHI,DE,14,715,25.0,5,30,6.5,2,0,0,0,0
Chandon Sullivan,GB,CB,16,356,27.0,3,30,0.0,1,0,1,0,6
Justin Jones,LAC,DT,12,507,18.0,12,30,0.0,1,0,0,0,1
Grover Stewart,IND,DT,16,632,14.0,16,30,3.0,0,0,0,0,1
Tyler Lancaster,GB,DE,16,381,17.0,13,30,1.5,1,1,0,0,0
T.J. Edwards,PHI,LB,16,115,15.0,15,30,0.0,0,0,0,0,0
Andrew Wingard,JAX,S,16,187,22.0,8,30,1.0,1,0,0,0,0
Myles Garrett,CLE,DE,10,555,20.0,9,29,10.0,2,0,0,0,0
Jaleel Johnson,MIN,DT,16,410,15.0,14,29,3.5,0,0,0,0,0
Tanoh Kpassagnon,KC,LB,16,702,21.0,8,29,4.0,1,1,0,0,2
Elandon Roberts,NE,LB,16,200,18.0,11,29,1.0,0,0,0,0,1
Takkarist McKinley,ATL,DE,14,557,18.0,11,29,3.5,0,0,0,0,0
Eddie Goldman,CHI,DT,15,472,20.0,9,29,1.0,0,0,0,0,0
Jaylen Watkins,LAC,S,14,305,20.0,9,29,0.0,0,0,0,0,1
Deone Bucannon,NYG/TB,LB,14,247,16.0,12,28,0.0,0,0,0,0,0
Al-Quadin Muhammad,IND,DE,16,489,21.0,7,28,3.0,1,0,0,0,0
Ahkello Witherspoon,SF,CB,10,565,24.0,4,28,0.0,0,0,1,1,9
Romeo Okwara,DET,DE,14,612,14.0,14,28,1.5,1,0,0,0,0
Jayron Kearse,MIN,S,15,275,19.0,9,28,0.0,0,0,1,0,6
Christian Covington,DAL,DT,16,437,20.0,8,28,1.0,0,0,0,0,1
Quinnen Williams,NYJ,DE,13,521,15.0,13,28,2.5,0,1,0,0,1
Josh Tupou,CIN,DT,16,475,14.0,13,27,0.0,1,0,0,0,0
Rasheem Green,SEA,DE,16,562,15.0,12,27,4.0,3,1,0,0,2
Bilal Nichols,CHI,DE,13,453,15.0,12,27,0.0,0,1,0,0,1
Folorunso Fatukasi,NYJ,DT,14,394,14.0,13,27,1.0,0,0,0,0,1
Malik Reed,DEN,LB,15,475,16.0,11,27,2.0,0,1,0,0,1
Jarran Reed,SEA,DT,10,493,10.0,17,27,2.0,1,0,0,0,1
Damion Square,LAC,DT,16,411,15.0,12,27,0.0,0,0,0,0,2
Vinny Curry,PHI,DE,16,398,20.0,7,27,5.0,0,0,0,0,0
Najee Goode,JAX,LB,10,299,21.0,6,27,1.0,0,0,0,0,2
Craig Robertson,NO,LB,15,193,20.0,7,27,1.0,0,0,1,0,1
Jason Pierre-Paul,TB,LB,10,599,24.0,3,27,8.5,2,0,0,0,2
Brandon Mebane,LAC,DT,13,411,15.0,12,27,1.0,0,0,0,0,0
Reshad Jones,MIA,S,4,190,17.0,10,27,0.0,0,0,0,0,1
Allen Bailey,ATL,DE,15,521,14.0,12,26,1.0,0,0,0,0,0
Olivier Vernon,CLE,DE,10,518,20.0,6,26,3.5,1,0,0,0,0
Deatrich Wise,NE,DE,14,233,20.0,6,26,2.0,1,0,0,0,0
Tye Smith,TEN,CB,9,212,18.0,8,26,0.0,2,0,0,0,0
Quinton Jefferson,SEA,DE,14,602,14.0,12,26,3.5,0,1,0,0,3
Corey Ballentine,NYG,CB,13,303,21.0,5,26,0.0,0,0,0,0,2
P.J. Hall,OAK,DT,16,557,18.0,8,26,1.5,0,0,0,0,0
Chad Thomas,CLE,DE,16,467,17.0,9,26,4.0,0,1,0,0,1
Troy Apke,WAS,S,15,211,18.0,8,26,0.0,0,0,1,0,2
Adam Butler,NE,DT,16,484,17.0,9,26,6.0,0,0,0,0,5
Chase Winovich,NE,DE,16,299,17.0,9,26,5.5,0,0,0,0,0
Sam Beal,NYG,CB,6,291,20.0,6,26,0.0,0,0,0,0,1
Brian Burns,CAR,DE,16,483,19.0,6,25,7.5,1,1,0,1,0
Blessuan Austin,NYJ,CB,7,394,19.0,6,25,0.0,1,0,0,0,4
Tarvarius Moore,SF,S,16,235,16.0,9,25,0.0,0,0,0,0,3
Trey Marshall,DEN,S,16,160,19.0,6,25,0.0,1,1,0,0,0
Oshane Ximines,NYG,LB,16,512,11.0,14,25,4.5,0,0,0,0,1
Bobby McCain,MIA,S,9,548,19.0,6,25,0.0,0,0,2,0,3
Avery Moss,MIA,DE,11,353,11.0,14,25,0.0,1,0,0,0,0
Lano Hill,SEA,S,12,303,15.0,10,25,0.0,0,0,0,0,0
Trumaine Johnson,NYJ,CB,7,321,22.0,3,25,0.0,0,0,1,0,2
Jabaal Sheard,IND,DE,13,579,20.0,5,25,4.5,0,0,0,0,2
Ryan Kerrigan,WAS,DE,12,594,16.0,9,25,5.5,1,0,0,0,1
Blidi Wreh-Wilson,ATL,CB,14,339,21.0,4,25,0.0,0,0,0,0,7
Henry Anderson,NYJ,DE,13,460,14.0,11,25,1.0,0,0,0,0,0
Brandon Dunn,HOU,DE,16,401,11.0,14,25,1.0,0,0,0,0,0
Mike Pennel,KC,DT,8,156,13.0,11,24,1.0,0,0,0,0,0
Nevin Lawson,OAK,CB,11,307,20.0,4,24,0.0,0,0,0,0,5
Terrence Brooks,NE,S,15,282,17.0,7,24,0.0,0,0,1,0,3
J.J. Watt,HOU,DE,8,482,15.0,9,24,4.0,1,2,0,0,3
Jack Crawford,ATL,DE,16,436,6.0,18,24,0.5,0,0,0,0,3
Nate Hairston,NYJ,CB,11,400,21.0,3,24,0.0,0,0,1,0,3
Tyus Bowser,BAL,LB,16,399,20.0,4,24,5.0,1,1,0,1,2
Efe Obada,CAR,DE,16,311,14.0,10,24,0.0,0,0,0,0,1
Stephen Weatherly,MIN,DE,16,424,14.0,10,24,3.0,1,0,0,0,0
Eric Murray,CLE,S,9,366,15.0,9,24,1.0,0,0,0,0,1
Brandon Wilson,CIN,S,12,191,14.0,10,24,0.0,2,0,0,0,0
Ryan Lewis,MIA,CB,8,294,19.0,5,24,0.0,0,0,1,0,5
Cody Barton,SEA,LB,16,153,9.0,14,23,0.0,0,1,0,0,1
Austin Johnson,TEN,DE,16,326,11.0,12,23,0.0,0,0,0,0,1
Kentrell Brothers,MIN,LB,13,111,16.0,7,23,0.0,0,0,0,0,0
Antwaun Woods,DAL,DT,10,323,11.0,12,23,0.0,0,1,0,0,0
Kyler Fackrell,GB,LB,16,422,13.0,10,23,1.0,0,0,0,0,0
Carlos Watkins,HOU,DE,10,268,10.0,13,23,1.0,0,1,0,0,1
Carl Lawson,CIN,DE,12,467,17.0,6,23,5.0,0,0,0,0,0
Ifeadi Odenigbo,MIN,DE,16,372,18.0,5,23,7.0,1,2,0,1,0
Kamu Grugier-Hill,PHI,LB,10,304,17.0,6,23,0.0,0,1,0,0,0
Charles Harris,MIA,DE,14,436,11.0,12,23,0.5,0,0,0,0,0
Sidney Jones,PHI,CB,12,301,19.0,4,23,0.0,0,0,2,0,8
Jamar Taylor,SEA/ATL,CB,12,224,18.0,5,23,0.0,0,0,0,0,3
Jerry Hughes,BUF,DE,16,677,14.0,9,23,4.5,0,1,0,0,3
Alex Okafor,KC,DE,10,431,15.0,7,22,5.0,1,0,0,0,1
Dontari Poe,CAR,DT,11,416,15.0,7,22,4.0,0,0,0,0,0
Stephon Tuitt,PIT,DE,6,282,18.0,4,22,3.5,0,0,0,0,0
Duron Harmon,NE,S,16,672,19.0,3,22,0.0,0,0,2,0,5
Tony McRae,CIN,CB,16,202,17.0,5,22,0.0,0,0,0,0,1
Reggie Gilbert,TEN,LB,11,300,13.0,9,22,1.0,0,0,0,0,1
DeMarcus Walker,DEN,DE,10,225,13.0,9,22,4.0,0,0,0,0,1
Jonathan Bullard,ARI,DE,9,315,14.0,8,22,1.5,0,0,0,0,0
Kevin Peterson,ARI,CB,14,261,15.0,7,22,0.0,0,0,0,0,2
Khalen Saunders,KC,DT,12,305,13.0,9,22,1.0,0,0,0,0,1
Travin Howard,LAR,LB,16,103,19.0,3,22,0.0,0,0,0,0,3
Trent Harris,MIA,LB,11,254,16.0,6,22,1.5,1,0,0,0,0
Chris Jones,ARI,CB,11,279,17.0,5,22,0.0,0,0,0,0,6
Adrian Colbert,MIA,S,6,363,16.0,6,22,0.0,0,0,0,0,2
Kris Boyd,MIN,CB,16,97,20.0,2,22,0.0,0,0,0,0,1
Josh Sweat,PHI,DE,16,355,16.0,5,21,4.0,0,0,0,0,1
Bradley Chubb,DEN,LB,4,243,16.0,5,21,1.0,1,0,0,0,1
Kameron Kelly,PIT,S,14,132,17.0,4,21,0.0,0,0,1,0,1
Justin Hollins,DEN,LB,15,272,12.0,9,21,1.0,0,0,0,0,2
Sione Takitaki,CLE,LB,15,107,14.0,7,21,0.0,0,0,0,0,0
Rashan Gary,GB,LB,16,245,13.0,8,21,2.0,0,1,0,0,0
Jamel Dean,TB,CB,13,374,16.0,5,21,0.0,0,0,2,0,17
Ronald Blair,SF,DE,9,201,14.0,7,21,3.0,0,1,0,0,0
Solomon Thomas,SF,DT,16,428,15.0,6,21,2.0,0,0,0,0,0
Taco Charlton,MIA,DE,10,403,14.0,7,21,5.0,2,0,0,0,0
Tony Jefferson,BAL,S,5,289,11.0,10,21,0.0,0,0,0,0,3
Terrance Mitchell,CLE,CB,15,334,17.0,4,21,0.0,0,0,1,0,3
Jeremiah Attaochu,DEN,LB,12,331,14.0,7,21,3.5,0,1,0,0,0
Walt Aikens,MIA,S,15,104,15.0,6,21,0.0,0,0,0,0,1
Shamar Stephen,MIN,DT,15,588,15.0,6,21,1.0,1,1,0,0,3
Angelo Blackson,HOU,DE,15,432,11.0,9,20,0.0,0,0,0,0,0
Branden Jackson,SEA,DE,15,426,14.0,6,20,2.0,0,0,0,0,2
Miles Killebrew,DET,S,15,86,18.0,2,20,0.0,0,0,0,0,0
Maliek Collins,DAL,DT,16,783,15.0,5,20,4.0,0,1,0,0,0
Amani Hooker,TEN,S,16,337,15.0,5,20,0.0,0,0,0,0,0
Steven Parker,MIA,S,14,340,15.0,5,20,0.0,0,0,2,0,3
John Atkins,DET,DT,12,411,13.0,7,20,0.0,0,0,0,0,0
Ryan Connelly,NYG,LB,4,195,10.0,10,20,1.0,0,0,2,0,2
Ken Webster,MIA,CB,8,231,17.0,2,19,0.0,0,0,0,0,1
Duke Dawson,DEN,CB,14,350,15.0,4,19,0.0,0,0,0,0,2
Amani Oruwariye,DET,CB,9,217,18.0,1,19,0.0,0,0,2,0,3
Anthony Chickillo,PIT,LB,11,145,9.0,10,19,0.5,0,0,0,0,0
Trey Hendrickson,NO,DE,13,411,11.0,8,19,4.5,1,0,0,0,0
Tedric Thompson,SEA,S,6,397,9.0,10,19,0.0,0,0,2,0,2
Josh Mauro,OAK,DE,13,285,11.0,8,19,0.0,0,0,0,0,1
Zach Kerr,ARI,DT,12,332,13.0,6,19,0.0,0,0,0,0,1
Star Lotulelei,BUF,DT,16,489,12.0,7,19,2.0,0,0,1,0,1
Pernell McPhee,BAL,LB,7,267,17.0,2,19,3.0,0,0,0,0,1
Adrian Clayborn,ATL,DE,15,446,12.0,6,18,4.0,2,0,0,0,0
Ezekiel Ansah,SEA,DE,11,347,12.0,6,18,2.5,2,2,0,0,2
Desmond Trufant,ATL,CB,9,535,13.0,5,18,0.0,0,0,4,0,7
Vontaze Burfict,OAK,LB,4,196,11.0,7,18,0.0,0,0,0,0,1
Akeem Spence,PHI/JAX,DT,15,377,14.0,4,18,0.0,0,0,0,0,0
Morgan Fox,LAR,DE,16,356,12.0,6,18,2.0,0,0,0,0,0
Tyler Matakevich,PIT,LB,16,17,16.0,2,18,0.0,0,0,0,0,0
Deionte Thompson,ARI,S,11,259,14.0,4,18,0.0,0,0,0,0,0
Peter Kalambayi,HOU,LB,16,91,10.0,8,18,0.0,0,0,0,0,0
Maurice Hurst,OAK,DT,16,537,11.0,7,18,3.5,0,2,1,0,3
Azeez Al-Shaair,SF,LB,15,175,11.0,7,18,0.0,0,0,0,0,0
Shy Tuttle,NO,DT,16,347,8.0,10,18,2.0,0,0,1,0,4
Ugo Amadi,SEA,S,16,77,13.0,4,17,0.0,0,0,0,0,0
Armani Watts,KC,S,16,74,13.0,4,17,1.0,0,0,0,0,0
J.T. Gray,NO,S,16,20,13.0,4,17,0.0,0,1,0,0,0
Jerry Tillery,LAC,DT,15,360,9.0,8,17,2.0,0,0,0,0,0
Xavien Howard,MIA,CB,5,325,12.0,5,17,0.0,0,0,1,0,4
Anthony Brown,DAL,CB,9,289,11.0,6,17,0.0,0,0,0,0,5
Akeem King,SEA,CB,13,271,11.0,6,17,0.0,0,0,0,0,2
Antonio Hamilton,NYG,CB,16,132,12.0,5,17,0.0,0,0,0,0,4
Dawuane Smoot,JAX,DE,16,412,12.0,5,17,6.0,0,1,0,0,0
Kerry Hyder,DAL,DE,16,448,10.0,7,17,1.0,0,1,0,0,0
Margus Hunt,IND,DT,16,456,14.0,3,17,0.0,0,0,0,0,0
Patrick Robinson,NO,CB,11,170,14.0,2,16,0.0,0,0,0,0,2
Brent Urban,TEN/CHI,DE,13,248,10.0,6,16,0.0,0,0,0,0,2
Cameron Sutton,PIT,CB,16,269,13.0,3,16,1.0,0,0,1,0,5
Harvey Langi,NYJ,LB,16,102,10.0,6,16,0.0,0,0,0,0,1
Adam Gotsis,DEN,DE,9,283,11.0,5,16,0.0,0,0,0,0,2
Dylan Cole,HOU,LB,11,139,13.0,3,16,0.0,0,1,0,0,1
Dorance Armstrong,DAL,LB,15,257,12.0,3,15,2.0,1,0,0,0,0
Anthony Averett,BAL,CB,9,225,14.0,1,15,0.0,0,0,0,0,2
Jeremy Reaves,WAS,S,9,99,10.0,5,15,0.0,0,0,0,0,1
Rashad Fenton,KC,CB,12,169,11.0,4,15,0.0,1,0,1,0,4
David Long,TEN,LB,14,67,9.0,6,15,0.0,1,0,0,0,1
Darious Williams,LAR,CB,12,221,14.0,1,15,0.0,0,1,2,1,4
Craig James,PHI,CB,14,69,12.0,3,15,0.0,0,0,0,0,1
Andrew Van Ginkel,MIA,LB,6,197,11.0,4,15,1.0,0,1,0,0,0
Sheldon Day,SF,DT,16,305,10.0,5,15,1.0,0,0,0,0,0
Steve Longa,DET,LB,10,54,7.0,8,15,0.0,0,0,0,0,0
Clayton Fejedelem,CIN,S,16,113,13.0,2,15,0.0,0,0,0,0,0
Rolan Milligan,IND,S,11,134,11.0,4,15,0.0,0,0,0,0,0
Aaron Colvin,HOU/WAS,CB,7,214,13.0,2,15,0.0,0,0,0,0,1
Benson Mayowa,OAK,DE,15,316,10.0,5,15,7.0,3,0,0,0,0
Dee Ford,SF,DE,11,232,10.0,4,14,6.5,2,0,0,0,1
Nate Orchard,WAS,DE,5,119,8.0,6,14,1.0,0,1,0,0,1
Aqib Talib,LAR,CB,5,342,7.0,7,14,0.0,0,0,0,0,2
Domata Peko,BAL,DT,7,141,7.0,7,14,0.0,0,0,0,0,0
Anthony Levine,BAL,S,16,172,12.0,2,14,0.0,0,0,0,0,0
Morris Claiborne,KC,CB,8,198,9.0,5,14,0.0,0,0,0,0,0
Duke Riley,PHI,LB,12,29,12.0,2,14,0.0,0,1,0,0,0
Keanu Neal,ATL,S,3,169,11.0,3,14,0.0,0,0,0,0,0
Bryan Cox,CLE/CAR,DE,7,211,10.0,4,14,0.5,0,0,0,0,0
Ibraheim Campbell,GB,S,7,182,8.0,6,14,0.0,1,0,0,0,0
A.J. Moore,HOU,S,16,19,9.0,5,14,0.0,0,0,0,0,0
Dre'Mont Jones,DEN,DE,14,295,8.0,6,14,3.5,0,0,1,0,2
Jacob Tuioti-Mariner,ATL,DE,8,188,8.0,6,14,0.0,1,0,0,0,0
Andrew Brown,CIN,DT,14,250,10.0,4,14,0.0,0,0,0,0,0
Tim Settle,WAS,DT,15,317,9.0,5,14,2.0,0,0,0,0,0
Isaiah Irving,CHI,LB,13,130,11.0,3,14,0.0,0,0,0,0,0
Holton Hill,MIN,CB,8,150,12.0,1,13,0.0,0,1,0,0,1
D.J. Reed,SF,S,16,126,11.0,2,13,0.0,1,1,0,1,2
RJ McIntosh,NYG,DE,12,120,5.0,8,13,2.0,0,0,0,0,0
Kevin Toliver,CHI,CB,12,175,11.0,2,13,0.0,0,0,0,0,2
Kenny Young,BAL,LB,5,101,11.0,2,13,0.0,1,0,0,0,0
Keion Crossen,HOU,CB,16,135,10.0,3,13,0.0,0,0,0,0,1
Chris Lammons,MIA,CB,12,147,8.0,5,13,0.0,0,0,1,0,3
Sharif Finch,TEN,LB,8,182,10.0,3,13,2.0,0,0,0,0,0
Armon Watts,MIN,DT,7,121,7.0,6,13,1.5,1,0,0,0,1
Charles Omenihu,HOU,DE,14,448,8.0,5,13,3.0,2,0,0,0,2
Porter Gustin,CLE,LB,6,229,7.0,6,13,1.0,0,1,0,0,0
Greg Gaines,LAR,DT,10,184,6.0,7,13,0.5,0,0,0,0,0
Deshazor Everett,WAS,S,7,40,9.0,4,13,0.0,0,0,0,0,0
Tyrell Adams,HOU,LB,5,108,7.0,6,13,0.0,1,0,0,0,0
De'Vante Bausby,DEN,CB,5,138,9.0,4,13,0.0,0,0,0,0,3
Ben Gedeon,MIN,LB,8,102,8.0,5,13,0.0,0,0,0,0,0
Marcell Dareus,JAX,DT,6,210,8.0,5,13,0.5,0,0,0,0,1
Corey Liuget,BUF/OAK,DT,10,180,10.0,3,13,1.0,0,0,0,0,0
Phillip Gaines,HOU,CB,6,139,12.0,1,13,0.0,0,0,0,0,2
Jordan Dangerfield,PIT,S,16,6,6.0,7,13,0.0,1,0,0,0,0
Cody Davis,JAX,S,16,68,8.0,5,13,0.0,0,0,0,0,1
Chris Banjo,ARI,S,13,42,6.0,6,12,0.0,0,0,0,0,0
Justin Bethel,NE/BAL,S,16,21,9.0,3,12,0.0,0,3,0,0,0
Isaac Rochell,LAC,DE,16,278,3.0,9,12,1.0,0,0,0,0,1
Justin March,DAL,LB,16,43,10.0,2,12,0.0,0,0,0,0,1
Keisean Nixon,OAK,CB,14,38,12.0,0,12,0.0,0,0,0,0,1
Frankie Luvu,NYJ,LB,13,72,10.0,2,12,1.0,0,0,0,0,0
Marquis Haynes,CAR,DE,11,214,5.0,7,12,1.0,0,1,0,0,0
Jordan Evans,CIN,LB,16,77,6.0,6,12,0.0,0,0,0,0,1
Justin Hardee,NO,CB,16,37,10.0,1,11,0.0,0,0,0,0,0
Josh Jackson,GB,CB,14,103,11.0,0,11,0.0,0,0,0,0,0
Danny Johnson,WAS,CB,2,72,10.0,1,11,0.0,0,0,0,0,1
Tony Brown,GB,CB,9,48,7.0,4,11,0.0,0,0,0,0,0
Nathan Shepherd,NYJ,DT,9,234,6.0,5,11,2.0,0,0,0,0,0
Oren Burks,GB,LB,12,57,7.0,4,11,0.0,0,0,0,0,0
Zach Sieler,BAL/MIA,DE,7,120,5.0,6,11,1.0,0,0,0,0,2
Jacob Martin,HOU,LB,14,223,6.0,5,11,3.5,1,0,0,0,0
Robert Spillane,PIT,LB,8,1,8.0,3,11,0.0,0,0,0,0,0
Carl Granderson,NO,DE,8,115,8.0,3,11,1.0,0,0,0,0,0
Ben Banogu,IND,DE,16,273,7.0,4,11,2.5,1,0,0,0,1
John Cominsky,ATL,DT,10,102,3.0,8,11,0.5,0,0,0,0,2
Nate Brooks,MIA,DB,3,91,10.0,1,11,0.0,0,0,0,0,2
Dean Marlowe,BUF,S,9,108,10.0,1,11,0.0,0,0,0,0,1
Briean Boddy-Calhoun,IND,CB,2,67,8.0,3,11,1.0,0,0,0,0,0
Bryce Hager,LAR,LB,5,73,4.0,7,11,0.0,0,0,0,0,0
Marquel Lee,OAK,LB,5,71,11.0,0,11,0.0,0,0,0,0,0
Quincy Wilson,IND,CB,9,127,9.0,2,11,0.0,0,0,0,0,0
Montravius Adams,GB,DE,14,189,4.0,7,11,0.0,0,1,0,0,3
Ryan Smith,TB,CB,12,52,10.0,1,11,0.0,1,0,0,0,1
Coty Sensabaugh,WAS/DEN,CB,6,152,8.0,3,11,0.0,0,0,0,0,0
Sherrick McManis,CHI,S,9,28,9.0,2,11,0.0,1,0,0,0,1
Maurice Alexander,BUF,LB,7,54,8.0,3,11,0.0,0,0,0,0,0
Christian Kirksey,CLE,LB,2,118,6.0,5,11,0.0,0,0,0,0,0
Beau Allen,TB,DT,13,182,4.0,6,10,0.5,0,0,0,0,0
Corey Nelson,DEN,LB,7,111,4.0,6,10,0.0,0,0,0,0,0
Daren Bates,TEN,LB,13,11,5.0,5,10,0.0,1,1,0,0,0
