,,,,Defensive Stats,,,,,,,,,
Name,Team,Pos,G,DEF SNAPS,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD,PASS DEF
Eli Harold,SF,DE,16,688,23.0,14,37,3.0,1,1,0,0,0
Tyson Alualu,JAX,DE,14,487,29.0,8,37,2.5,1,0,0,0,0
Domata Peko,CIN,DT,16,593,17.0,20,37,0.0,0,1,0,0,3
Vontae Davis,IND,CB,14,823,34.0,3,37,0.0,0,0,1,0,10
Pat Sims,CIN,DT,16,408,15.0,22,37,1.5,0,0,0,0,0
Justin Durant,DAL,LB,13,282,24.0,13,37,1.0,0,0,0,0,3
D.J. Hayden,OAK,CB,11,477,32.0,5,37,0.0,1,0,0,0,6
Quinton Dial,SF,DT,14,477,24.0,12,36,0.0,0,0,0,0,2
Kerry Hyder,DET,DE,16,655,23.0,13,36,8.0,0,1,0,0,1
Jason Jones,MIA,DE,14,516,22.0,14,36,3.5,0,1,0,0,2
Tramon Williams,CLE,CB,12,624,28.0,8,36,0.0,0,0,1,0,5
Corey Liuget,SD,DT,16,810,28.0,8,36,0.0,0,1,0,0,3
Clinton McDonald,TB,DT,12,485,25.0,11,36,3.5,0,0,0,0,0
Shaquil Barrett,DEN,LB,16,422,23.0,13,36,1.5,1,0,0,0,2
Michael Pierce,BAL,DT,16,352,19.0,16,35,2.0,0,0,0,0,1
NaVorro Bowman,SF,LB,4,252,24.0,11,35,1.0,1,0,1,0,2
Chris Long,NE,DE,16,677,22.0,13,35,4.0,1,1,0,0,3
Terrell Suggs,BAL,DE,15,695,28.0,7,35,8.0,3,0,0,0,4
Daryl Smith,TB,LB,16,427,28.0,7,35,0.0,0,1,1,0,1
Dominique Easley,LAR,LB,16,470,24.0,11,35,3.5,2,0,0,0,1
Darryl Morris,IND,CB,12,360,28.0,7,35,0.0,0,0,1,0,6
Robert Blanton,BUF,S,10,270,27.0,8,35,0.0,0,0,0,0,0
Tyrann Mathieu,ARI,S,10,560,33.0,2,35,1.0,1,0,1,0,4
Nickell Robey-Coleman,BUF,CB,16,573,32.0,3,35,0.0,1,1,2,2,7
Ezekiel Ansah,DET,DE,13,495,21.0,14,35,2.0,0,0,0,0,0
Robert Golden,PIT,S,13,377,20.0,14,34,0.0,0,1,0,0,1
Tamba Hali,KC,LB,16,596,24.0,10,34,3.5,0,1,0,0,0
Connor Barwin,PHI,LB,16,713,20.0,14,34,5.0,1,0,0,0,2
Gerald McCoy,TB,DT,15,795,26.0,8,34,7.0,2,2,0,0,5
Michael Bennett,SEA,DE,11,563,24.0,10,34,5.0,0,0,0,0,0
Jarran Reed,SEA,DT,15,477,13.0,21,34,1.5,0,0,0,0,3
Damien Wilson,DAL,LB,16,284,27.0,7,34,0.5,0,0,0,0,1
Su'a Cravens,WAS,S,11,297,24.0,10,34,1.0,0,0,1,0,5
Leonard Floyd,CHI,LB,12,537,23.0,10,33,7.0,1,1,0,1,2
Mike Hull,MIA,LB,16,111,18.0,15,33,0.0,0,0,1,0,1
Marcus Williams,NYJ,CB,13,457,29.0,4,33,1.0,1,0,2,0,6
Derrick Morgan,TEN,LB,15,765,24.0,9,33,9.0,0,0,0,0,1
Jerraud Powers,BAL,CB,13,508,26.0,7,33,1.0,0,0,2,0,5
Ziggy Hood,WAS,DT,16,661,17.0,16,33,1.0,1,0,0,0,3
Darius Butler,IND,S,12,472,27.0,6,33,0.0,1,0,3,0,7
Nate Allen,OAK,S,14,231,24.0,9,33,0.0,0,0,2,0,3
Ryan Kerrigan,WAS,DE,16,788,26.0,7,33,11.0,2,0,0,0,2
Jabaal Sheard,NE,DE,15,580,20.0,13,33,5.0,0,0,0,0,4
Malik Jackson,JAX,DT,16,717,28.0,5,33,6.5,0,1,0,0,4
Mike Daniels,GB,DT,16,664,25.0,8,33,4.0,0,1,0,0,1
Mychal Kendricks,PHI,LB,15,273,23.0,9,32,0.0,0,1,0,0,1
Abry Jones,JAX,DT,15,465,26.0,6,32,0.0,0,0,0,0,1
Kony Ealy,CAR,DE,16,623,19.0,13,32,5.0,2,0,1,0,3
Josh Mauro,ARI,DE,15,388,24.0,8,32,0.0,0,0,0,0,1
Jaylen Watkins,PHI,S,16,388,24.0,8,32,0.0,0,0,0,0,3
Cam Johnson,CLE,DE,12,351,20.0,12,32,3.0,2,0,0,0,1
Jimmy Smith,BAL,CB,11,582,29.0,3,32,0.0,0,0,0,0,4
Ricky Jean Francois,WAS,DT,16,442,17.0,15,32,1.5,0,0,0,0,1
Rob Ninkovich,NE,DE,12,461,17.0,15,32,4.0,1,0,0,0,2
Geno Atkins,CIN,DT,16,779,21.0,11,32,9.0,0,0,0,0,0
Dante Fowler,JAX,DE,16,570,23.0,9,32,4.0,0,0,0,0,5
Bryce Callahan,CHI,CB,11,488,31.0,1,32,0.0,0,0,0,0,5
Corey Moore,HOU,S,16,393,25.0,7,32,0.0,0,0,0,0,3
Craig Mager,SD,CB,11,408,20.0,11,31,0.0,0,1,1,0,4
Jalen Collins,ATL,CB,8,424,28.0,3,31,0.0,0,0,2,0,10
Trevor Williams,SD,CB,12,389,26.0,5,31,0.0,0,1,0,0,5
Leon Hall,NYG,CB,12,383,21.0,10,31,2.0,1,0,1,0,2
Tim Jernigan,BAL,DE,16,629,16.0,15,31,5.0,0,1,1,0,3
A.J. Klein,CAR,LB,15,351,17.0,14,31,1.0,2,0,0,0,1
Desmond Trufant,ATL,CB,9,591,25.0,6,31,2.0,2,0,1,0,4
Leonard Johnson,CAR,CB,10,436,22.0,8,30,1.0,0,0,0,0,1
Corey White,BUF,CB,15,413,22.0,8,30,0.0,0,0,2,0,4
LaRoy Reynolds,ATL,LB,16,138,18.0,12,30,0.0,0,1,0,0,0
Arthur Jones,IND,DT,8,323,15.0,15,30,0.0,0,0,0,0,0
Letroy Guion,GB,DT,15,449,20.0,10,30,0.0,0,0,0,0,1
Justin Simmons,DEN,S,13,296,25.0,5,30,1.0,0,0,2,0,4
Jihad Ward,OAK,LB,16,636,16.0,14,30,0.0,0,1,0,0,0
A'Shawn Robinson,DET,DT,16,409,22.0,8,30,2.0,0,0,0,0,7
Anthony Chickillo,PIT,LB,15,316,21.0,8,29,2.5,2,0,0,0,0
Denico Autry,OAK,DT,16,690,21.0,8,29,2.5,0,2,0,0,2
Beau Allen,PHI,DT,16,412,15.0,14,29,0.5,0,1,0,0,0
Cameron Wake,MIA,LB,16,589,22.0,7,29,11.5,5,0,1,0,2
Robert Ayers,TB,DE,12,576,21.0,8,29,6.5,1,0,0,0,1
Roman Harper,NO,S,16,265,25.0,4,29,0.0,0,0,0,0,0
Duron Harmon,NE,S,16,507,24.0,5,29,0.0,1,1,1,0,2
Jelani Jenkins,MIA,LB,9,372,15.0,14,29,0.0,0,0,0,0,1
Sylvester Williams,DEN,DT,16,649,20.0,9,29,1.0,0,0,0,0,1
Devin Taylor,DET,DE,16,665,21.0,7,28,4.5,1,0,0,0,1
B.W. Webb,NO,CB,14,589,25.0,3,28,0.0,0,0,1,0,11
Brian Robison,MIN,DE,16,836,18.0,10,28,7.5,3,0,0,0,1
Brandon Flowers,SD,CB,6,351,24.0,4,28,0.0,0,0,1,1,5
Philip Wheeler,ATL,LB,16,339,18.0,10,28,0.0,0,0,0,0,0
Tyvon Branch,ARI,S,6,270,25.0,3,28,0.0,0,0,0,0,4
David Bruton,WAS,S,4,235,20.0,8,28,1.0,0,0,0,0,2
Steve McLendon,NYJ,DT,11,380,20.0,8,28,3.5,1,0,0,0,0
Donald Butler,MIA,LB,14,356,17.0,11,28,0.0,0,0,0,0,0
Lawrence Guy,BAL,DT,16,484,14.0,14,28,1.0,1,1,0,0,0
Tyrone Crawford,DAL,DT,14,626,16.0,12,28,4.5,0,2,0,0,0
Martrell Spaight,WAS,LB,14,148,20.0,8,28,0.0,0,0,1,0,1
Rashard Robinson,SF,CB,14,544,25.0,3,28,0.0,0,0,1,0,8
Miles Killebrew,DET,S,16,149,23.0,5,28,0.0,0,0,1,0,1
Chris Jones,KC,DT,16,573,17.0,11,28,2.0,0,0,0,0,4
Joe Schobert,CLE,LB,16,247,19.0,9,28,0.5,0,0,0,0,1
Javon Hargrave,PIT,DT,15,492,18.0,9,27,2.0,0,1,0,1,0
Matt Judon,BAL,LB,14,308,12.0,15,27,4.0,0,1,0,0,2
Kentrell Brice,GB,S,16,261,23.0,4,27,0.0,0,1,0,0,1
Antwione Williams,DET,LB,14,204,17.0,10,27,0.0,0,1,0,0,0
Mario Addison,CAR,DE,14,433,22.0,5,27,9.5,2,1,0,0,1
Sam Acho,CHI,LB,16,499,18.0,9,27,1.0,1,0,0,0,1
Sean Weatherspoon,ATL,LB,4,190,21.0,6,27,0.0,0,0,0,0,0
Rey Maualuga,CIN,LB,14,325,17.0,10,27,0.0,0,0,1,0,2
Steven Terrell,SEA,CB,16,383,17.0,10,27,0.0,0,1,0,0,1
Dontari Poe,KC,DT,16,820,18.0,9,27,1.5,1,0,0,0,3
Morris Claiborne,DAL,CB,7,406,24.0,2,26,0.0,0,1,1,0,5
Trevin Wade,NYG,CB,16,355,24.0,2,26,0.0,0,1,0,1,3
Star Lotulelei,CAR,DT,16,702,14.0,12,26,4.0,1,0,0,0,1
Tyrunn Walker,DET,DT,15,351,15.0,11,26,0.0,0,1,0,0,0
DaQuan Jones,TEN,DT,16,673,17.0,9,26,1.5,0,1,0,1,0
Keith Reaser,SF,CB,15,353,23.0,3,26,0.0,2,0,0,0,5
Charles Johnson,CAR,DE,13,541,14.0,12,26,4.0,3,0,0,0,2
Mitch Unrein,CHI,DE,13,436,12.0,14,26,1.0,0,0,0,0,0
Patrick Robinson,IND,CB,7,401,19.0,7,26,0.0,1,0,0,0,5
Karl Klug,TEN,DE,14,397,13.0,13,26,1.5,0,0,0,0,1
Vinny Curry,PHI,DE,16,435,18.0,8,26,2.5,0,0,0,0,0
Brandon Williams,ARI,CB,13,240,22.0,4,26,0.0,0,0,0,0,3
Quinton Dunbar,WAS,CB,14,300,23.0,3,26,1.0,0,1,1,0,5
Christian Covington,HOU,DT,16,416,16.0,10,26,1.0,0,0,0,0,1
Eric Rowe,NE,S,9,452,20.0,6,26,0.0,0,0,1,0,8
Mike Purcell,SF,DT,15,279,17.0,9,26,0.0,1,0,0,0,0
Jacoby Glenn,CHI,CB,7,244,23.0,3,26,0.0,1,0,1,0,6
Kevin Johnson,HOU,CB,6,289,22.0,3,25,0.0,0,1,0,0,3
Dexter McCoil,SD,S,16,249,21.0,4,25,0.0,0,0,1,0,5
Romeo Okwara,NYG,DE,16,368,12.0,13,25,1.0,0,0,0,0,2
TJ Carrie,OAK,CB,16,325,22.0,3,25,0.0,1,1,1,0,4
Jack Crawford,DAL,DE,16,530,13.0,12,25,3.5,0,0,0,0,0
Chris Prosinski,CHI,S,16,173,19.0,6,25,0.0,0,0,0,0,1
Brooks Reed,ATL,LB,15,425,17.0,8,25,2.0,1,0,0,0,1
Paul Kruger,NO,LB,15,571,20.0,5,25,1.5,1,2,0,0,1
Max Bullough,HOU,LB,16,244,19.0,6,25,0.0,0,0,0,0,0
Benson Mayowa,DAL,DE,13,383,15.0,10,25,6.0,1,1,0,0,0
Coty Sensabaugh,LAR/NYG,CB,13,217,22.0,3,25,0.0,1,0,0,0,0
Courtney Upshaw,ATL,DE,13,310,15.0,9,24,1.0,1,1,0,0,1
Bennie Logan,PHI,DT,13,467,16.0,8,24,2.5,2,1,0,0,0
Brynden Trawick,OAK,S,15,50,16.0,8,24,0.0,0,0,1,0,1
Clay Matthews,GB,LB,12,479,20.0,4,24,5.0,1,0,0,0,3
Glenn Dorsey,SF,DE,12,400,20.0,4,24,1.0,0,0,0,0,0
Myles Jack,JAX,LB,16,239,18.0,6,24,0.5,0,0,0,0,2
Bud Dupree,PIT,LB,7,318,19.0,5,24,4.5,1,0,0,0,1
Ethan Westbrooks,LAR,DE,16,533,18.0,6,24,2.0,0,1,0,1,1
Tyeler Davison,NO,DT,15,438,9.0,14,23,0.0,0,0,0,0,2
Jordan Phillips,MIA,DE,16,622,13.0,10,23,0.5,0,0,1,0,3
Rakeem Nunez-Roches,KC,DE,11,286,14.0,9,23,1.0,0,0,0,0,0
Maliek Collins,DAL,DT,16,656,17.0,6,23,5.0,1,1,0,0,0
Yannick Ngakoue,JAX,DE,16,706,20.0,3,23,8.0,4,0,1,0,2
Deon Simon,NYJ,DE,16,205,12.0,11,23,1.5,0,0,0,0,0
Chris Jones,MIA/SF,DE,13,301,16.0,7,23,0.0,0,0,0,0,0
Julius Peppers,GB,DE,16,587,15.0,8,23,7.5,2,1,0,0,3
Eugene Sims,LAR,DE,16,535,18.0,5,23,2.5,0,1,0,0,1
Josh McNary,IND,LB,16,179,13.0,10,23,0.0,1,0,0,0,0
Jeff Heath,DAL,S,16,243,16.0,7,23,0.0,0,0,1,0,2
Jaye Howard,KC,DT,8,359,18.0,5,23,1.0,0,0,0,0,0
Julian Stanford,NYJ,LB,9,243,15.0,7,22,0.0,0,0,0,0,0
Johnson Bademosi,DET,CB,16,283,19.0,3,22,0.0,0,0,1,0,5
Datone Jones,GB,DE,15,548,17.0,5,22,1.0,0,0,0,0,2
Keith McGill,OAK,S,16,147,16.0,6,22,0.0,0,0,0,0,1
Aaron Colvin,JAX,CB,10,292,18.0,4,22,1.0,0,0,0,0,0
Cassius Marsh,SEA,LB,16,387,15.0,7,22,3.0,1,1,0,0,0
Adrian Clayborn,ATL,DE,13,583,19.0,3,22,4.5,0,1,0,1,0
Cedric Thornton,DAL,DT,13,278,12.0,10,22,1.5,1,1,0,0,1
Jonathan Babineaux,ATL,DT,16,426,14.0,8,22,0.0,0,0,0,0,1
Haloti Ngata,DET,DT,13,527,11.0,11,22,1.5,0,0,0,0,3
Sen'Derrick Marks,JAX,DT,16,538,18.0,4,22,3.5,0,1,0,0,1
Koa Misi,MIA,LB,3,128,11.0,11,22,0.0,0,0,0,0,0
Jude Adjei-Barimah,TB,CB,10,290,22.0,0,22,2.0,1,0,0,0,2
Justin March,KC,LB,5,162,15.0,7,22,0.0,0,0,0,0,2
Deon Bush,CHI,S,11,333,17.0,5,22,0.0,0,0,0,0,1
D.J. Reader,HOU,DT,16,407,7.0,15,22,1.0,0,0,0,0,1
Kevon Seymour,BUF,CB,15,285,20.0,2,22,0.0,0,0,0,0,3
Joshua Perry,SD,LB,15,114,16.0,6,22,0.0,1,0,0,0,0
Noah Spence,TB,DE,16,572,16.0,6,22,5.5,3,0,0,0,2
LeShaun Sims,TEN,CB,13,235,19.0,3,22,0.0,0,2,1,0,3
Will Parks,DEN,S,16,270,17.0,5,22,0.0,0,1,1,0,3
Patrick Onwuasor,BAL,LB,11,60,9.0,12,21,0.0,1,0,0,0,0
Hassan Ridgeway,IND,DT,16,445,8.0,13,21,1.5,0,0,0,0,1
Kenny Clark,GB,DT,16,335,13.0,8,21,0.0,0,2,0,0,2
Nick Vigil,CIN,LB,16,111,15.0,6,21,0.0,0,0,0,0,1
Adolphus Washington,BUF,DT,15,332,12.0,9,21,2.5,0,0,0,0,1
Darryl Roberts,NYJ,CB,12,284,19.0,2,21,0.0,0,0,0,0,6
Delvin Breaux,NO,CB,6,296,18.0,3,21,0.0,0,0,0,0,1
DeAndre Levy,DET,LB,5,199,16.0,5,21,0.0,0,0,0,0,1
Vince Wilfork,HOU,DT,15,509,9.0,12,21,0.0,0,0,0,0,1
Brandon Mebane,SD,DT,10,340,17.0,4,21,1.0,0,0,1,0,1
Erin Henderson,NYJ,LB,5,169,12.0,9,21,0.0,0,0,0,0,0
Akeem Ayers,IND,LB,16,365,14.0,7,21,2.0,0,0,1,0,2
Justin Houston,KC,DE,5,295,20.0,1,21,4.0,1,0,0,0,1
Cameron Heyward,PIT,DE,7,364,17.0,4,21,3.0,0,1,0,0,4
Arthur Moats,PIT,DE,16,396,9.0,12,21,3.5,0,0,0,0,3
Corey Peters,ARI,DT,15,497,12.0,9,21,0.0,0,0,0,0,0
Justin Ellis,OAK,DE,16,336,15.0,6,21,0.0,0,0,0,0,0
Nat Berhe,NYG,S,7,164,17.0,4,21,0.0,1,0,0,0,1
Paul Worrilow,ATL,LB,12,162,14.0,7,21,0.0,0,2,0,0,2
Cornelius Washington,CHI,DT,15,364,14.0,6,20,2.0,0,0,0,0,1
Charles James,IND/HOU,DB,13,165,17.0,3,20,0.0,0,0,0,0,1
Eddie Pleasant,HOU,S,14,250,16.0,4,20,0.0,0,0,0,0,5
Kendall Reyes,KC/WAS,DE,12,237,15.0,5,20,1.0,0,0,0,0,1
Aaron Williams,BUF,S,7,339,13.0,7,20,0.0,0,1,0,1,5
Robert Mathis,IND,LB,14,534,15.0,5,20,5.0,3,2,0,1,0
Xavier Cooper,CLE,DE,13,451,11.0,9,20,0.0,0,0,0,0,0
Za'Darius Smith,BAL,LB,13,494,10.0,10,20,1.0,1,0,0,0,1
Robert Nelson,HOU,S,11,164,17.0,3,20,0.0,0,0,1,0,2
Carl Nassib,CLE,LB,14,540,15.0,5,20,2.5,0,0,0,0,4
Tyler Matakevich,PIT,LB,16,19,16.0,4,20,0.0,0,0,0,0,0
Sheldon Rankins,NO,DT,9,336,15.0,5,20,4.0,1,0,0,0,0
Cory Littleton,LAR,LB,16,122,15.0,5,20,0.0,0,0,0,0,0
Tracy Howard,CLE,CB,15,281,15.0,5,20,0.0,0,0,0,0,1
Blake Countess,LAR,S,5,141,12.0,8,20,1.0,0,0,0,0,0
Vincent Valentine,NE,DT,13,289,11.0,8,19,1.0,0,0,0,0,0
David Mayo,CAR,LB,15,31,16.0,3,19,0.0,0,0,0,0,0
Jayrone Elliott,GB,LB,11,136,14.0,5,19,1.0,0,0,0,0,0
John Timu,CHI,LB,11,185,16.0,3,19,0.0,0,0,0,0,1
Steve Williams,LAR/SD,CB,6,218,18.0,1,19,0.0,0,0,0,0,2
Michael Brockers,LAR,DE,14,418,14.0,5,19,0.0,0,0,0,0,2
Billy Winn,DEN,DE,16,344,8.0,11,19,0.0,0,1,0,0,0
Nate Ebner,NE,S,16,18,13.0,6,19,0.0,1,0,0,0,0
Neiko Thorpe,SEA,CB,15,97,13.0,6,19,0.0,0,0,0,0,0
Akeem Spence,TB,DT,16,362,10.0,9,19,0.5,0,0,0,0,0
Terrance Mitchell,KC,CB,7,240,17.0,2,19,0.0,0,0,0,0,6
Khyri Thornton,DET,DT,13,307,14.0,5,19,1.0,1,0,0,0,0
Zach Kerr,IND,DT,12,318,11.0,8,19,2.5,0,1,0,0,0
Ra'Shede Hageman,ATL,DT,12,265,11.0,7,18,2.0,0,0,0,0,0
Tank Carradine,SF,DE,13,232,10.0,8,18,0.0,0,0,0,0,0
Al Woods,TEN,DT,12,248,14.0,4,18,0.0,0,0,0,0,0
Dan Skuta,JAX,LB,13,267,15.0,3,18,0.0,0,0,0,0,1
Greg Toler,WAS,CB,16,254,15.0,3,18,0.0,0,1,0,0,2
Eddie Goldman,CHI,DT,6,198,12.0,6,18,2.5,0,0,0,0,1
Jonathan Bullard,CHI,DE,14,297,15.0,3,18,1.0,0,0,0,0,0
Kyler Fackrell,GB,LB,13,161,16.0,2,18,2.0,1,0,0,0,1
David Onyemata,NO,DT,16,393,11.0,7,18,0.0,0,0,0,0,0
Darius Latham,OAK,DT,14,308,8.0,9,17,0.0,0,0,0,0,1
D.J. Alexander,KC,LB,16,48,14.0,3,17,0.0,1,0,0,0,0
C.J. Goodwin,ATL,CB,14,116,14.0,3,17,0.0,0,0,0,0,2
Tom Johnson,MIN,DT,14,475,11.0,6,17,2.0,0,0,1,0,1
Kenneth Acker,KC,CB,9,148,16.0,1,17,0.0,0,0,0,0,3
David Irving,DAL,DT,15,489,12.0,5,17,4.0,4,1,0,0,5
Ramon Humber,BUF,LB,16,60,15.0,2,17,0.0,0,0,0,0,0
Dan Williams,OAK,DT,16,366,11.0,6,17,0.5,0,0,0,0,1
Dekoda Watson,DEN,DE,16,44,13.0,4,17,1.0,1,0,0,0,0
James Laurinaitis,NO,LB,5,216,9.0,8,17,0.0,0,1,0,0,1
Darryl Tapp,NO,DE,16,292,12.0,5,17,0.5,0,1,0,0,0
Earl Mitchell,MIA,DT,9,308,11.0,6,17,0.0,0,0,0,0,0
Davon House,JAX,CB,16,272,14.0,3,17,0.0,0,0,0,0,0
Margus Hunt,CIN,DT,15,322,9.0,8,17,0.0,0,0,0,0,2
Manti Te'o,SD,LB,3,142,11.0,6,17,0.0,0,0,0,0,0
Lerentee McCray,BUF,DE,13,163,9.0,8,17,0.0,1,0,0,0,0
Stacy McGee,OAK,DT,9,220,14.0,3,17,2.5,2,0,0,0,0
Daniel McCullers,PIT,DT,16,181,10.0,7,17,1.0,0,0,0,0,1
Marcus Smith,PHI,LB,16,218,12.0,4,16,2.5,0,0,0,0,0
Jordan Dangerfield,PIT,S,14,124,5.0,11,16,0.0,0,0,0,0,0
Christian Jones,CHI,LB,16,112,10.0,6,16,0.0,0,0,0,0,1
Jonathan Meeks,BUF,S,16,87,12.0,4,16,0.0,0,1,0,0,1
David Bass,TEN,DE,13,226,10.0,6,16,0.0,0,0,0,0,0
Terence Garvin,WAS,LB,16,57,10.0,6,16,0.5,0,0,0,0,0
Bruce Carter,NYJ,LB,13,121,9.0,7,16,0.0,0,0,0,0,1
Pernell McPhee,CHI,LB,9,274,13.0,3,16,4.0,1,0,0,0,0
Alterraun Verner,TB,CB,16,242,15.0,1,16,0.0,0,0,1,0,7
Sherrick McManis,CHI,S,16,18,15.0,1,16,0.0,0,0,0,0,0
James Ihedigbo,BUF,DB,4,146,10.0,6,16,0.0,0,0,0,0,1
Kyle Love,CAR,DT,10,224,8.0,8,16,1.5,1,1,0,0,0
Trent Cole,IND,LB,7,238,11.0,5,16,2.0,0,0,0,0,1
DeAngelo Hall,WAS,S,3,166,10.0,6,16,0.0,0,0,0,0,1
Cullen Jenkins,WAS,DE,15,308,10.0,6,16,1.5,0,0,0,0,0
Lorenzo Mauldin,NYJ,LB,11,353,7.0,9,16,2.5,0,0,1,0,2
Stephone Anthony,NO,LB,10,133,12.0,4,16,0.0,0,0,0,0,0
Brandon Copeland,DET,LB,16,137,11.0,5,16,0.0,1,0,0,0,0
Brock Coyle,SEA,LB,12,130,7.0,9,16,1.0,0,0,0,0,0
Juston Burris,NYJ,S,16,185,13.0,3,16,0.0,0,0,1,0,5
Ronald Blair,SF,DE,16,311,11.0,5,16,3.0,0,0,0,0,0
Thurston Armbrister,DET,LB,14,63,14.0,1,15,0.0,0,0,0,0,0
Arik Armstead,SF,DE,8,335,9.0,6,15,2.5,1,0,0,0,0
Ben Heeney,OAK,LB,4,133,13.0,2,15,0.0,0,0,0,0,0
Rodney Gunter,ARI,DT,16,243,7.0,8,15,1.5,0,1,0,0,0
Destiny Vaeao,PHI,DT,16,268,9.0,6,15,2.0,1,0,0,0,0
DeMarcus Ware,DEN,LB,10,318,9.0,6,15,4.0,0,0,0,0,1
Wallace Gilberry,DET/CIN,DE,9,265,11.0,4,15,2.5,0,0,0,0,0
Cam Thomas,LAR,DE,16,391,11.0,4,15,1.0,0,0,0,0,0
Josh Martin,NYJ,LB,15,24,8.0,7,15,0.5,0,0,0,0,0
Will Sutton,CHI,DT,8,173,8.0,7,15,0.0,0,0,0,0,1
Dontae Johnson,SF,CB,15,100,11.0,4,15,0.0,0,0,0,0,3
Will Clarke,CIN,DE,16,373,10.0,5,15,4.0,0,0,0,0,1
Jay Bromley,NYG,DT,15,248,9.0,5,14,1.0,0,0,0,0,0
Cody Davis,LAR,S,15,273,9.0,5,14,0.0,0,0,1,0,3
Peyton Thompson,JAX,S,15,84,10.0,4,14,0.0,0,0,0,0,0
Tourek Williams,SD,LB,16,146,9.0,5,14,1.0,0,0,0,0,1
Ron Brooks,PHI,CB,6,235,12.0,2,14,0.0,0,1,0,0,1
Antonio Cromartie,IND,CB,4,203,14.0,0,14,0.0,0,0,0,0,2
Ricardo Mathews,PIT,DE,16,311,8.0,6,14,1.0,0,0,0,0,0
Don Carey,DET,S,14,73,12.0,2,14,0.0,1,0,0,0,0
Jarvis Jenkins,NYJ/KC,DE,16,302,12.0,2,14,0.0,0,0,0,0,0
Aaron Wallace,TEN,LB,10,115,11.0,3,14,1.0,0,0,0,0,0
DaVonte Lambert,TB,DE,11,375,9.0,5,14,0.0,1,0,0,0,0
Adarius Taylor,TB,LB,16,24,12.0,2,14,0.0,0,0,0,0,0
Demontre Hurst,CHI,CB,10,223,14.0,0,14,1.0,0,0,1,0,2
Terrence Fede,MIA,LB,9,173,6.0,8,14,0.0,0,1,0,0,0
Demetri Goodson,GB,CB,6,182,10.0,4,14,0.0,0,0,0,0,1
Trovon Reed,SD,CB,6,123,14.0,0,14,0.0,0,0,2,0,3
Jonathan Jones,NE,CB,16,64,10.0,4,14,0.0,1,1,0,0,1
Austin Johnson,TEN,DE,10,190,7.0,7,14,0.5,0,0,0,0,1
Adam Gotsis,DEN,DE,16,222,5.0,9,14,0.0,0,1,0,0,1
Shaq Lawson,BUF,DE,10,237,7.0,6,13,2.0,1,0,0,0,1
Anthony Zettel,DET,DE,13,214,10.0,3,13,1.0,0,0,0,0,0
Vernon Butler,CAR,DT,10,225,5.0,8,13,1.5,0,1,0,0,1
Tenny Palepoi,SD,DT,13,377,6.0,7,13,0.0,0,1,0,0,0
Brennan Scarlett,HOU,LB,7,113,6.0,7,13,0.0,0,0,0,0,0
C.J. Wilson,CHI,DE,6,128,9.0,4,13,1.0,0,0,0,0,0
Mario Williams,MIA,DE,13,449,9.0,4,13,1.5,0,0,0,0,1
Frostee Rucker,ARI,DE,13,304,7.0,6,13,0.0,1,0,0,0,1
Tyson Jackson,ATL,DE,16,329,5.0,8,13,0.0,0,0,0,0,1
John Jenkins,SEA/NO,DT,9,208,6.0,7,13,0.0,0,0,0,0,0
Alex Okafor,ARI,DE,15,231,10.0,3,13,3.5,1,1,0,0,0
Emmanuel Lamur,MIN,LB,16,39,5.0,8,13,0.0,0,0,0,0,0
Damion Square,SD,DT,11,362,8.0,5,13,2.5,0,0,0,0,0
Jason Verrett,SD,CB,4,258,11.0,2,13,0.0,0,0,1,0,3
Aaron Lynch,SF,DE,7,222,12.0,1,13,1.5,0,0,0,0,0
Anthony Johnson,NYJ/NE,DT,11,128,6.0,6,12,0.0,0,0,0,0,0
Stefan Charles,DET,DT,12,237,7.0,5,12,0.0,0,0,0,0,0
Daren Bates,OAK,LB,16,30,8.0,4,12,0.0,0,0,0,0,0
Nate Palmer,TEN,LB,14,28,7.0,5,12,0.0,0,0,0,0,0
Josh Robinson,TB,S,16,2,12.0,0,12,0.0,0,0,0,0,0
Jerel Worthy,BUF,DT,13,150,5.0,7,12,0.0,0,0,0,0,0
Audie Cole,MIN,LB,16,35,7.0,5,12,0.0,0,0,0,0,0
Jared Odrick,JAX,DT,6,261,9.0,3,12,1.0,1,0,0,0,1
Chris Maragos,PHI,S,16,1,10.0,2,12,0.0,0,0,0,0,0
Stephen Paea,CLE,DT,13,321,6.0,6,12,0.5,0,0,0,0,0
Mike Morgan,SEA,LB,9,138,7.0,5,12,0.0,0,0,1,0,1
Kevin Pierre-Louis,SEA,LB,13,71,7.0,5,12,0.0,0,0,0,0,0
Kerry Wynn,NYG,DE,14,116,6.0,6,12,0.5,0,1,0,0,0
Henry Anderson,IND,DE,11,309,9.0,3,12,0.0,0,1,0,0,2
De'Vante Bausby,CHI,CB,4,115,11.0,1,12,0.0,0,0,0,0,0
Deshazor Everett,WAS,S,16,38,12.0,0,12,0.0,0,0,1,0,1
De'Vante Harris,NO,CB,10,108,10.0,2,12,0.0,0,1,0,0,1
D.J. White,KC,CB,11,136,10.0,1,11,0.0,0,0,1,0,3
Brian Peters,HOU,LB,12,13,7.0,4,11,0.0,0,0,0,0,0
