,,,,Defensive Stats,,,,,,,,,
Name,Team,Pos,G,DEF SNAPS,SOLO,AST,TOT TCKL,SACK,FUM Forced,FUM Rec,INT,TD,PASS DEF
Darius Philon,SD,DE,14,265,7.0,4,11,1.0,0,0,0,0,0
Matthias Farley,IND,S,16,67,8.0,3,11,0.0,0,0,0,0,0
Corbin Bryant,BUF,DT,8,234,5.0,6,11,0.0,0,0,0,0,0
Akeem Dent,HOU,LB,16,101,9.0,2,11,0.0,0,0,0,0,0
Anthony Levine,BAL,S,16,109,7.0,4,11,0.0,0,0,0,0,1
Darrell Stuckey,SD,S,16,34,10.0,1,11,0.0,0,1,0,0,0
Elvis Dumervil,BAL,LB,8,272,9.0,2,11,3.0,2,1,0,0,0
LaVar Edwards,CAR/IND,DE,10,195,8.0,3,11,2.0,0,0,0,0,1
Barkevious Mingo,NE,LB,16,47,9.0,2,11,0.0,0,0,0,0,0
Wes Horton,CAR,DE,11,332,3.0,8,11,2.5,2,2,0,0,0
Kasim Edebali,NO,DE,16,256,8.0,3,11,1.0,0,0,0,0,1
Jeremiah Attaochu,SD,LB,8,177,10.0,1,11,2.0,0,0,0,0,0
DeMarcus Lawrence,DAL,DE,9,329,8.0,3,11,1.0,1,0,0,0,0
Kareem Martin,ARI,LB,13,35,8.0,2,10,1.0,1,0,0,0,0
Brent Urban,BAL,DE,16,150,7.0,3,10,2.0,0,0,0,0,2
Bene' Benwikere,CAR,CB,4,197,8.0,2,10,0.0,0,0,1,0,4
Najee Goode,PHI,LB,16,2,9.0,1,10,0.0,0,0,0,0,0
Dwight Freeney,ATL,DE,15,415,7.0,3,10,3.0,0,0,0,0,0
Kendall Langford,IND,DE,7,302,8.0,2,10,0.0,0,1,0,0,2
Roy Miller,JAX,DT,6,156,10.0,0,10,0.0,0,0,0,0,0
Robert Quinn,LAR,LB,9,371,8.0,2,10,4.0,2,0,0,0,2
Andrew Gachkar,DAL,LB,16,75,6.0,4,10,0.0,0,0,0,0,0
Jonathan Freeny,NE,LB,5,98,6.0,4,10,0.0,1,0,0,0,0
Sealver Siliga,SEA/TB,DT,10,159,6.0,4,10,1.0,0,0,0,0,0
Clayton Fejedelem,CIN,S,16,40,7.0,3,10,0.0,0,0,0,0,0
Javien Elliott,TB,CB,6,184,8.0,2,10,0.0,0,0,0,0,1
Chris Milton,IND,CB,6,106,7.0,2,9,0.0,0,0,0,0,2
Hayes Pullard,JAX,LB,16,28,5.0,4,9,0.0,0,0,0,0,0
Dashaun Phillips,WAS,CB,5,147,5.0,4,9,0.0,0,1,0,0,0
Angelo Blackson,TEN,DE,13,251,4.0,5,9,0.0,0,0,0,0,1
Randy Gregory,DAL,DE,2,66,8.0,1,9,1.0,0,0,0,0,0
Freddie Bishop,NYJ,LB,4,153,5.0,4,9,0.0,0,0,0,0,1
Shilique Calhoun,OAK,LB,10,170,8.0,1,9,0.5,0,0,0,0,1
Denzel Rice,HOU,CB,3,31,6.0,3,9,0.0,0,0,0,0,0
B.J. Goodson,NYG,LB,15,13,5.0,4,9,0.0,1,0,0,0,0
Deiondre' Hall,CHI,S,8,79,7.0,2,9,0.0,0,0,1,0,3
Josh Forrest,LAR,LB,10,90,6.0,3,9,0.0,0,1,0,0,1
Zack Sanchez,CAR,CB,5,88,5.0,4,9,0.0,0,0,0,0,0
James Cowser,OAK,DE,6,46,7.0,2,9,1.0,0,1,0,0,0
Eric Murray,KC,S,16,64,9.0,0,9,0.0,0,1,0,0,0
Brandon Spikes,BUF,LB,11,98,4.0,5,9,0.0,0,0,0,0,0
Kyle Wilber,DAL,LB,15,49,7.0,2,9,0.0,1,2,0,0,0
Corey Lemonier,CLE/NYJ,LB,9,135,8.0,1,9,2.0,1,1,0,0,1
Michael Mauti,NO,LB,8,58,8.0,1,9,1.0,1,0,0,0,0
Josh Johnson,JAX,CB,8,134,5.0,4,9,0.5,0,0,0,0,1
Kayvon Webster,DEN,CB,13,58,7.0,1,8,0.0,0,0,0,0,1
Ray-Ray Armstrong,SF,LB,2,69,7.0,1,8,0.0,0,1,1,0,2
Marcus Burley,CLE,CB,12,29,6.0,2,8,0.0,0,0,0,0,1
Shayne Skov,SF,LB,9,9,5.0,3,8,0.0,0,0,0,0,0
Leon McFadden,DAL,CB,9,56,6.0,2,8,0.0,0,0,0,0,0
Derrick Shelby,ATL,DE,6,245,6.0,2,8,0.0,0,0,0,0,1
Paul Soliai,CAR,DT,10,152,4.0,4,8,0.0,0,1,0,0,0
J.J. Watt,HOU,DE,3,158,1.0,7,8,1.5,0,1,0,0,0
Dean Lowry,GB,DE,15,158,6.0,2,8,2.0,0,0,0,0,1
DeAndre Elliott,SEA,CB,13,29,5.0,3,8,0.0,0,0,0,0,0
Sheldon Day,JAX,DT,16,202,6.0,2,8,1.0,0,0,0,0,0
Joel Heath,HOU,DE,12,237,5.0,3,8,2.0,0,0,0,0,0
Matthew Ioannidis,WAS,DT,10,102,6.0,2,8,0.0,0,0,0,0,0
Dewey McDonald,SEA,LB,14,6,6.0,2,8,0.0,0,0,0,0,1
Marquis Flowers,CIN,LB,16,3,8.0,0,8,0.0,0,0,0,0,0
Julius Warmsley,MIA,DE,5,87,4.0,4,8,0.0,0,0,0,0,0
Justin Coleman,NE,CB,10,226,8.0,0,8,0.0,0,0,0,0,3
Derron Smith,CIN,S,12,102,4.0,4,8,0.0,0,0,0,0,1
Leterrius Walton,PIT,DE,10,254,6.0,2,8,0.0,0,0,0,0,1
Kamu Grugier-Hill,PHI,LB,12,1,7.0,1,8,0.0,0,0,0,0,0
Jarrod Wilson,JAX,S,16,29,6.0,2,8,0.0,0,0,0,0,0
Adairius Barnes,DET,CB,7,61,6.0,1,7,0.0,0,0,0,0,0
P.J. Williams,NO,CB,2,82,5.0,2,7,0.0,0,0,0,0,2
Mike Pennel,GB,DT,8,103,5.0,2,7,0.0,0,0,0,0,1
Curt Maggitt,IND,LB,9,124,3.0,4,7,0.0,0,0,0,0,0
Harlan Miller,ARI,CB,2,139,5.0,2,7,0.0,0,0,1,0,1
Cyrus Jones,NE,CB,10,147,3.0,4,7,0.0,0,0,0,0,0
Jonathan Anderson,CHI,LB,8,20,4.0,3,7,0.0,0,0,0,0,0
Houston Bates,WAS,LB,14,23,5.0,2,7,0.0,0,0,0,0,0
Darian Thompson,NYG,S,2,87,6.0,1,7,0.0,0,0,0,0,0
Dominique Alexander,CLE,LB,14,1,3.0,4,7,0.0,0,1,0,0,0
Allen Bailey,KC,DE,5,180,5.0,2,7,0.0,0,0,0,0,0
Mark Herzlich,NYG,LB,14,15,4.0,3,7,0.0,0,0,0,0,0
Stephen Tulloch,PHI,LB,12,69,7.0,0,7,0.0,0,0,0,0,0
Asa Jackson,DET,CB,4,93,5.0,2,7,0.0,0,0,0,0,1
Damontre Moore,SEA,DE,4,104,3.0,4,7,0.5,0,0,0,0,0
Zaviar Gooden,ARI/DET,LB,8,39,4.0,3,7,0.0,0,0,0,0,0
Walt Aikens,MIA,S,15,15,4.0,3,7,0.0,0,0,0,0,0
Nick Williams,KC/MIA,DT,10,85,6.0,1,7,0.0,0,0,0,0,0
Shamarko Thomas,PIT,S,8,5,7.0,0,7,0.0,0,0,0,0,0
Ed Stinson,ARI,DE,4,116,6.0,0,6,0.0,0,0,0,0,0
Vinnie Sunseri,SF,S,6,16,4.0,2,6,0.0,0,0,0,0,0
Tharold Simon,ARI,CB,9,76,5.0,1,6,0.0,0,0,0,0,0
Teddy Williams,CAR,CB,3,51,5.0,1,6,0.0,0,0,1,0,2
Johnthan Banks,DET/CHI,CB,4,133,4.0,2,6,0.0,0,0,0,0,1
John Hughes,CLE/TB,DT,6,84,5.0,1,6,0.0,0,0,0,0,0
Chris Carter,IND,LB,9,5,3.0,3,6,0.0,0,0,0,0,0
Colin Jones,CAR,S,14,13,5.0,1,6,0.0,0,0,0,0,0
Kendrick Lewis,BAL,S,6,17,6.0,0,6,0.0,1,0,0,0,0
Matt Longacre,LAR,LB,6,157,4.0,2,6,0.0,0,0,0,0,0
Richard Ash,JAX/DAL,DT,2,49,3.0,3,6,0.0,0,0,0,0,0
Ryan Delaire,CAR,DE,6,139,3.0,3,6,1.0,0,0,0,0,1
T.Y. McGill,IND,DT,13,298,4.0,2,6,2.0,1,0,0,0,1
Xavier Williams,ARI,DT,8,118,4.0,2,6,0.0,0,0,0,0,0
Jayron Kearse,MIN,S,16,78,4.0,2,6,0.0,0,1,0,0,0
Kavon Frazier,DAL,S,9,37,4.0,2,6,0.0,0,0,0,0,0
Bryce Hager,LAR,LB,16,11,6.0,0,6,0.0,0,0,0,0,1
Doug Middleton,NYJ,S,4,41,3.0,3,6,0.0,0,0,0,0,1
Marwin Evans,GB,S,16,18,5.0,1,6,0.0,0,0,0,0,0
Josh Hawkins,GB,CB,11,8,5.0,0,5,0.0,0,0,0,0,1
Morgan Fox,LAR,DE,4,75,3.0,2,5,0.0,1,1,0,0,0
Channing Ward,TB,DT,5,86,1.0,4,5,0.0,0,0,0,0,0
Geneo Grissom,NE,DE,11,12,2.0,3,5,0.0,0,0,0,0,0
Garrison Smith,SEA,DT,3,61,1.0,4,5,0.0,0,0,0,0,0
K.J. Dillon,HOU,S,5,19,4.0,1,5,0.0,0,0,0,0,0
Kevin Dodd,TEN,LB,9,179,5.0,0,5,1.0,0,0,0,0,0
Ufomba Kamalu,HOU,DE,4,89,3.0,2,5,1.0,0,0,0,0,0
Darius Kilgo,DEN,DT,9,81,2.0,3,5,0.0,0,0,0,0,0
Mackensie Alexander,MIN,CB,13,68,3.0,2,5,0.0,0,0,0,0,0
Sergio Brown,BUF,S,8,4,3.0,2,5,0.0,0,0,0,0,0
Jeron Johnson,SEA,S,4,18,2.0,3,5,0.0,0,0,0,0,0
Bryan Braman,PHI,LB,16,3,5.0,0,5,0.0,0,0,0,0,0
Tank Carder,CLE,LB,16,56,5.0,0,5,0.0,0,0,0,0,0
Antonio Allen,NYJ,DB,12,9,3.0,2,5,0.0,0,0,0,0,0
Chris Lewis-Harris,CIN/BAL,CB,14,52,3.0,2,5,0.0,0,0,1,0,2
Dwayne Gratz,LAR/JAX,CB,6,86,5.0,0,5,0.0,0,0,0,0,0
Carl Bradford,SF/GB,LB,6,32,4.0,1,5,0.0,0,0,0,0,0
Caraun Reid,SD,DT,7,112,5.0,0,5,1.0,0,1,0,1,1
Ryan Carrethers,SD,DT,4,48,4.0,1,5,0.0,0,0,0,0,0
Robert Thomas,NYG,DT,8,68,3.0,2,5,1.0,0,0,0,0,0
Armonty Bryant,DET,DE,5,104,4.0,1,5,3.0,1,0,0,0,0
Terrence Brooks,PHI,S,11,3,4.0,1,5,0.0,2,0,1,0,1
Marcus Cromartie,SF,S,10,29,5.0,0,5,0.0,0,0,0,0,0
Mike Catapano,NYJ,DE,11,209,3.0,1,4,0.0,0,0,0,0,0
Chris Smith,JAX,DE,6,69,4.0,0,4,1.0,0,0,0,0,0
L.J. Fort,PIT,LB,14,42,3.0,1,4,0.0,0,0,0,0,0
Will Davis,BAL,S,3,54,1.0,3,4,0.0,0,0,1,0,1
Matt Elam,BAL,S,9,53,4.0,0,4,0.0,0,0,0,0,0
Duke Williams,BUF,S,9,91,4.0,0,4,0.0,0,0,0,0,1
Ryan Davis,DAL,DE,9,155,1.0,3,4,0.0,0,1,0,0,0
Winston Guy,IND,S,2,75,3.0,1,4,0.0,0,0,0,0,0
Brittan Golden,ARI,WR,12,1,4.0,0,4,0.0,0,0,0,0,0
Justin Trattou,MIN,DE,16,10,3.0,1,4,0.0,0,0,0,0,0
Marcus Sherels,MIN,CB,11,4,4.0,0,4,0.0,0,1,0,0,1
Antonio Smith,HOU,DE,13,247,3.0,1,4,0.5,0,0,0,0,0
Lamarr Houston,CHI,LB,2,32,2.0,2,4,0.0,0,0,0,0,0
Lawrence Thomas,NYJ,FB,3,35,3.0,1,4,0.0,0,0,0,0,0
Gabe Martin,ARI,LB,8,19,2.0,2,4,0.0,0,1,0,0,0
Kamalei Correa,BAL,LB,9,48,3.0,1,4,0.0,1,0,0,0,1
Deji Olatoye,ATL,CB,5,83,3.0,1,4,0.0,0,0,0,0,3
Nate Orchard,CLE,DE,3,88,2.0,2,4,0.0,0,0,0,0,0
Gabe Wright,CLE,DT,5,78,3.0,1,4,0.0,0,0,0,0,1
Marcus Ball,SF,S,5,1,3.0,1,4,0.0,0,0,0,0,0
Lorenzo Doss,DEN,CB,6,77,4.0,0,4,0.0,0,0,0,0,2
Ryan Russell,TB,DE,8,174,4.0,0,4,1.0,0,0,0,0,0
Michael Hunter,NYG,CB,2,17,4.0,0,4,0.0,0,0,0,0,0
Chris Landrum,SD,LB,10,85,2.0,2,4,1.0,0,0,0,0,0
Antonio Hamilton,OAK,CB,4,12,3.0,1,4,0.0,0,0,0,0,0
Woodrow Hamilton,NE,DT,2,42,1.0,2,3,0.0,0,0,0,0,0
Sharrod Neasman,ATL,S,3,21,2.0,1,3,0.0,0,0,0,0,0
Kalan Reed,TEN,CB,4,14,2.0,1,3,0.0,0,0,0,0,0
Terrance Smith,KC,LB,9,40,2.0,1,3,0.0,0,0,0,0,0
Jordan Richards,NE,S,11,18,1.0,2,3,0.0,0,1,0,0,0
Mark Nzeocha,DAL,LB,6,16,3.0,0,3,0.0,0,0,0,0,0
Howard Jones,TB,LB,8,84,3.0,0,3,0.0,0,1,0,0,0
Brandon Dunn,HOU,DE,2,44,3.0,0,3,0.0,0,0,0,0,0
Owamagbe Odighizuwa,NYG,DE,14,169,2.0,1,3,0.0,0,0,0,0,1
Cameron Lynch,TB,LB,12,9,2.0,1,3,0.0,0,0,0,0,0
Brennen Beyer,BAL,LB,1,6,2.0,1,3,0.0,0,0,0,0,0
Robenson Therezie,ATL,S,12,31,2.0,1,3,0.0,0,0,0,0,0
Antwaun Woods,TEN,DT,1,17,2.0,1,3,0.0,0,0,0,0,0
Sam Shields,GB,CB,1,62,3.0,0,3,0.0,0,0,0,0,0
Devon Still,HOU,DT,3,25,2.0,1,3,0.0,0,0,0,0,0
Chimdi Chekwa,MIA,CB,3,15,2.0,1,3,0.0,0,0,0,0,0
Tony Jerod-Eddie,SF,DT,9,86,1.0,2,3,0.0,0,0,0,0,0
Ben Garland,ATL,OG,16,42,3.0,0,3,0.0,0,0,0,0,0
Arthur Brown,JAX,LB,12,6,3.0,0,3,0.0,0,0,0,0,0
Deandre Coleman,BUF,DT,5,46,1.0,2,3,0.0,0,0,0,0,0
Justin Gilbert,PIT,CB,12,11,1.0,2,3,0.0,0,0,0,0,0
Pierre Desir,SD,CB,5,22,3.0,0,3,0.0,0,0,0,0,1
Chris Davis,SF,DB,4,38,1.0,2,3,0.5,0,0,0,0,0
Steven Means,PHI,DE,8,36,2.0,1,3,1.0,1,0,0,0,0
Marqueston Huff,BAL,S,11,32,3.0,0,3,0.0,0,0,0,0,0
Chris Banjo,GB,S,2,2,2.0,0,2,0.0,0,0,0,0,0
Marcus Roberson,BUF,CB,7,28,2.0,0,2,0.0,0,0,0,0,1
Taylor Hart,SF,OT,1,20,1.0,1,2,0.0,0,0,0,0,0
Ty Nsekhe,WAS,OT,16,1,2.0,0,2,0.0,0,0,0,0,0
Dezman Moses,KC,LB,3,16,1.0,1,2,0.0,0,0,0,0,0
Shiloh Keo,DEN,S,3,1,2.0,0,2,0.0,0,2,0,0,0
Chykie Brown,CIN,CB,5,2,2.0,0,2,0.0,0,0,0,0,0
Julio Jones,ATL,WR,14,3,2.0,0,2,0.0,0,0,0,0,0
Crezdon Butler,DET,CB,1,5,2.0,0,2,0.0,0,0,0,0,0
Darren Sproles,PHI,RB,15,1,2.0,0,2,0.0,0,0,0,0,0
Kedric Golston,WAS,DT,2,28,2.0,0,2,0.0,0,0,0,0,0
Scooby Wright,ARI,LB,3,3,0.0,2,2,0.0,0,0,0,0,0
DeShawn Williams,CIN,DE,4,57,1.0,1,2,0.5,0,0,0,0,0
Lynden Trail,WAS,LB,2,9,1.0,1,2,0.0,0,0,0,0,1
Christian Ringo,GB,DT,8,75,2.0,0,2,0.0,1,0,0,0,0
Deandre Houston-Carson,CHI,S,8,8,0.0,2,2,0.0,0,0,0,0,0
Christian Bryant,ARI,S,3,2,1.0,1,2,0.0,0,0,0,0,0
Brian Dixon,NO,CB,5,13,2.0,0,2,0.0,0,0,0,0,0
JaCorey Shepherd,SF,CB,11,11,1.0,1,2,0.0,0,0,0,0,0
Mario Edwards,OAK,DE,2,35,1.0,1,2,0.0,0,0,0,0,0
Marqui Christian,LAR,S,11,3,1.0,1,2,0.0,0,0,0,0,0
Kyle Peko,DEN,DT,1,16,2.0,0,2,0.0,0,0,0,0,0
Frankie Williams,IND,CB,3,10,1.0,0,1,0.0,0,0,0,0,0
Makinton Dorleant,GB,CB,4,5,1.0,0,1,0.0,0,0,0,0,0
Deon King,SD,LB,2,10,1.0,0,1,0.0,0,0,0,0,0
C.J. Smith,PHI,CB,10,1,1.0,0,1,0.0,0,0,0,0,0
Johnny Maxey,PIT,DE,2,51,1.0,0,1,0.0,0,0,0,0,0
Dexter McDonald,OAK,CB,6,2,1.0,0,1,0.0,0,0,0,0,0
Alani Fua,ARI,LB,3,1,0.0,1,1,0.0,0,0,0,0,0
Chris McCain,NO,DE,2,1,1.0,0,1,0.0,0,0,0,0,0
Dexter McDougle,NYJ,CB,6,6,1.0,0,1,0.0,0,0,0,0,0
Eric Pinkins,NYG,LB,5,3,0.0,1,1,0.0,0,0,0,0,0
Lou Young,CAR,CB,6,11,1.0,0,1,0.0,0,0,0,0,0
Branden Jackson,OAK,DE,3,21,1.0,0,1,0.0,0,0,0,0,0
Quinton Jefferson,SEA,DE,3,20,0.0,1,1,0.0,0,0,0,0,0
KeiVarae Russell,CIN,CB,5,1,1.0,0,1,0.0,0,0,1,0,1
Robert Nkemdiche,ARI,DE,5,83,0.0,1,1,0.0,0,0,0,0,1
Victor Ochi,NYJ,LB,2,14,0.0,1,1,0.0,0,0,0,0,0
Ronald Martin,NYJ,S,3,3,0.0,1,1,0.0,0,0,0,0,0
Erik Harris,NO,S,4,2,1.0,0,1,0.0,0,0,0,0,0
Al-Hajj Shabazz,PIT,CB,7,6,1.0,0,1,0.0,0,0,0,0,0
Trevor Roach,CIN,LB,4,2,1.0,0,1,0.0,0,0,0,0,0
Leon Orr,MIA,DT,5,35,1.0,0,1,0.0,0,0,0,0,0
Mehdi Abdesmad,TEN,DE,2,23,1.0,0,1,0.0,0,0,0,0,0
Stephen Weatherly,MIN,DE,2,1,1.0,0,1,0.0,0,0,0,0,0
Dashon Goldson,ATL,S,4,5,0.0,1,1,0.0,0,0,0,0,0
Will Tukuafu,SEA,FB,7,3,0.0,1,1,0.0,0,0,0,0,0
Malliciah Goodman,ATL/SEA/SEA,DE,4,53,1.0,0,1,0.0,0,0,0,0,0
T.J. Barnes,KC,DT,5,64,1.0,0,1,0.0,0,0,0,0,0
Larry Webster,CAR,DE,1,19,1.0,0,1,0.0,0,0,0,0,0
Jordan Tripp,SEA,LB,7,21,1.0,0,1,0.0,0,0,0,0,0
Ryan Groy,BUF,OG,16,1,0.0,0,0,0.0,0,0,0,0,0
David King,KC,DE,2,9,0.0,0,0,0.0,0,0,0,0,0
Montori Hughes,NYG,DT,2,17,0.0,0,0,0.0,0,0,0,0,0
Sheldon Price,BAL,CB,4,5,0.0,0,0,0.0,0,0,0,0,0
Blidi Wreh-Wilson,ATL,CB,1,2,0.0,0,0,0.0,0,0,0,0,0
Kenjon Barner,PHI,RB,13,1,0.0,0,0,0.0,0,0,0,0,0
Sharrif Floyd,MIN,DT,1,25,0.0,0,0,0.0,0,0,0,0,0
Jordan Hill,JAX,DT,4,42,0.0,0,0,0.0,0,0,0,0,0
Jacquies Smith,TB,DE,1,1,0.0,0,0,0.0,0,0,0,0,0
O'Brien Schofield,ATL,LB,2,14,0.0,0,0,0.0,0,0,0,0,0
Cliff Matthews,ATL,DE,3,44,0.0,0,0,0.0,0,0,0,0,0
Josh Shirley,CHI,DE,1,1,0.0,0,0,0.0,0,0,0,0,0
Dean Marlowe,CAR,S,1,3,0.0,0,0,0.0,0,0,0,0,0
Dadi Nicolas,KC,DE,11,28,0.0,0,0,0.0,0,0,0,0,1
Donovan Smith,TB,OT,16,49,0.0,0,0,0.0,0,0,0,0,0
Zach Moore,DAL,DE,1,11,0.0,0,0,0.0,0,0,0,0,0
Lonnie Ballentine,HOU,S,2,10,0.0,0,0,0.0,0,0,0,0,0
Zach Vigil,WAS,LB,2,1,0.0,0,0,0.0,0,0,0,0,0
Wynton McManis,SF,LB,2,1,0.0,0,0,0.0,0,0,0,0,0
Brian Price,GB,DT,1,10,0.0,0,0,0.0,0,0,0,0,0
Anthony Lanier,WAS,DE,4,48,0.0,0,0,0.0,0,1,0,0,0
Bryson Albright,BUF,LB,1,1,0.0,0,0,0.0,0,0,0,0,0
