,,,,Fantasy,Defensive Stats,,,,,,,
Kasim Edebali,NO,DE,16,13.0,8.0,3,11,1.0,0,0,0,0
Jeremiah Attaochu,SD,LB,8,15.0,10.0,1,11,2.0,0,0,0,0
DeMarcus Lawrence,DAL,DE,9,15.0,8.0,3,11,1.0,1,0,0,0
Kareem Martin,ARI,LB,13,14.0,8.0,2,10,1.0,1,0,0,0
Brent Urban,BAL,DE,16,14.0,7.0,3,10,2.0,0,0,0,0
Bene' Benwikere,CAR,CB,4,12.0,8.0,2,10,0.0,0,0,1,0
Najee Goode,PHI,LB,16,10.0,9.0,1,10,0.0,0,0,0,0
Dwight Freeney,ATL,DE,15,16.0,7.0,3,10,3.0,0,0,0,0
Kendall Langford,IND,DE,7,12.0,8.0,2,10,0.0,0,1,0,0
Roy Miller,JAX,DT,6,10.0,10.0,0,10,0.0,0,0,0,0
Robert Quinn,LAR,LB,9,22.0,8.0,2,10,4.0,2,0,0,0
Andrew Gachkar,DAL,LB,16,10.0,6.0,4,10,0.0,0,0,0,0
Jonathan Freeny,NE,LB,5,12.0,6.0,4,10,0.0,1,0,0,0
Sealver Siliga,SEA/TB,DT,10,12.0,6.0,4,10,1.0,0,0,0,0
Clayton Fejedelem,CIN,S,16,10.0,7.0,3,10,0.0,0,0,0,0
Javien Elliott,TB,CB,6,10.0,8.0,2,10,0.0,0,0,0,0
Chris Milton,IND,CB,6,9.0,7.0,2,9,0.0,0,0,0,0
Hayes Pullard,JAX,LB,16,9.0,5.0,4,9,0.0,0,0,0,0
Dashaun Phillips,WAS,CB,5,11.0,5.0,4,9,0.0,0,1,0,0
Angelo Blackson,TEN,DE,13,9.0,4.0,5,9,0.0,0,0,0,0
Randy Gregory,DAL,DE,2,11.0,8.0,1,9,1.0,0,0,0,0
Freddie Bishop,NYJ,LB,4,9.0,5.0,4,9,0.0,0,0,0,0
Shilique Calhoun,OAK,LB,10,10.0,8.0,1,9,0.5,0,0,0,0
Denzel Rice,HOU,CB,3,9.0,6.0,3,9,0.0,0,0,0,0
B.J. Goodson,NYG,LB,15,11.0,5.0,4,9,0.0,1,0,0,0
Deiondre' Hall,CHI,S,8,11.0,7.0,2,9,0.0,0,0,1,0
Josh Forrest,LAR,LB,10,11.0,6.0,3,9,0.0,0,1,0,0
Zack Sanchez,CAR,CB,5,9.0,5.0,4,9,0.0,0,0,0,0
James Cowser,OAK,DE,6,13.0,7.0,2,9,1.0,0,1,0,0
Eric Murray,KC,S,16,11.0,9.0,0,9,0.0,0,1,0,0
Brandon Spikes,BUF,LB,11,9.0,4.0,5,9,0.0,0,0,0,0
Kyle Wilber,DAL,LB,15,15.0,7.0,2,9,0.0,1,2,0,0
Corey Lemonier,CLE/NYJ,LB,9,17.0,8.0,1,9,2.0,1,1,0,0
Michael Mauti,NO,LB,8,13.0,8.0,1,9,1.0,1,0,0,0
Josh Johnson,JAX,CB,8,10.0,5.0,4,9,0.5,0,0,0,0
Kayvon Webster,DEN,CB,13,8.0,7.0,1,8,0.0,0,0,0,0
Ray-Ray Armstrong,SF,LB,2,12.0,7.0,1,8,0.0,0,1,1,0
Marcus Burley,CLE,CB,12,8.0,6.0,2,8,0.0,0,0,0,0
Shayne Skov,SF,LB,9,8.0,5.0,3,8,0.0,0,0,0,0
Leon McFadden,DAL,CB,9,8.0,6.0,2,8,0.0,0,0,0,0
Derrick Shelby,ATL,DE,6,8.0,6.0,2,8,0.0,0,0,0,0
Paul Soliai,CAR,DT,10,10.0,4.0,4,8,0.0,0,1,0,0
J.J. Watt,HOU,DE,3,13.0,1.0,7,8,1.5,0,1,0,0
Dean Lowry,GB,DE,15,12.0,6.0,2,8,2.0,0,0,0,0
DeAndre Elliott,SEA,CB,13,8.0,5.0,3,8,0.0,0,0,0,0
Sheldon Day,JAX,DT,16,10.0,6.0,2,8,1.0,0,0,0,0
Joel Heath,HOU,DE,12,12.0,5.0,3,8,2.0,0,0,0,0
Matthew Ioannidis,WAS,DT,10,8.0,6.0,2,8,0.0,0,0,0,0
Dewey McDonald,SEA,LB,14,8.0,6.0,2,8,0.0,0,0,0,0
Marquis Flowers,CIN,LB,16,8.0,8.0,0,8,0.0,0,0,0,0
Julius Warmsley,MIA,DE,5,8.0,4.0,4,8,0.0,0,0,0,0
Justin Coleman,NE,CB,10,8.0,8.0,0,8,0.0,0,0,0,0
Derron Smith,CIN,S,12,8.0,4.0,4,8,0.0,0,0,0,0
Leterrius Walton,PIT,DE,10,8.0,6.0,2,8,0.0,0,0,0,0
Kamu Grugier-Hill,PHI,LB,12,8.0,7.0,1,8,0.0,0,0,0,0
Jarrod Wilson,JAX,S,16,8.0,6.0,2,8,0.0,0,0,0,0
Adairius Barnes,DET,CB,7,7.0,6.0,1,7,0.0,0,0,0,0
P.J. Williams,NO,CB,2,7.0,5.0,2,7,0.0,0,0,0,0
Mike Pennel,GB,DT,8,7.0,5.0,2,7,0.0,0,0,0,0
Curt Maggitt,IND,LB,9,7.0,3.0,4,7,0.0,0,0,0,0
Harlan Miller,ARI,CB,2,9.0,5.0,2,7,0.0,0,0,1,0
Cyrus Jones,NE,CB,10,7.0,3.0,4,7,0.0,0,0,0,0
Jonathan Anderson,CHI,LB,8,7.0,4.0,3,7,0.0,0,0,0,0
Houston Bates,WAS,LB,14,7.0,5.0,2,7,0.0,0,0,0,0
Darian Thompson,NYG,S,2,7.0,6.0,1,7,0.0,0,0,0,0
Dominique Alexander,CLE,LB,14,9.0,3.0,4,7,0.0,0,1,0,0
Allen Bailey,KC,DE,5,7.0,5.0,2,7,0.0,0,0,0,0
Mark Herzlich,NYG,LB,14,7.0,4.0,3,7,0.0,0,0,0,0
Stephen Tulloch,PHI,LB,12,7.0,7.0,0,7,0.0,0,0,0,0
Asa Jackson,DET,CB,4,7.0,5.0,2,7,0.0,0,0,0,0
Damontre Moore,SEA,DE,4,8.0,3.0,4,7,0.5,0,0,0,0
Zaviar Gooden,ARI/DET,LB,8,7.0,4.0,3,7,0.0,0,0,0,0
Walt Aikens,MIA,S,15,7.0,4.0,3,7,0.0,0,0,0,0
Nick Williams,KC/MIA,DT,10,7.0,6.0,1,7,0.0,0,0,0,0
Shamarko Thomas,PIT,S,8,7.0,7.0,0,7,0.0,0,0,0,0
Ed Stinson,ARI,DE,4,6.0,6.0,0,6,0.0,0,0,0,0
Vinnie Sunseri,SF,S,6,6.0,4.0,2,6,0.0,0,0,0,0
Tharold Simon,ARI,CB,9,6.0,5.0,1,6,0.0,0,0,0,0
Teddy Williams,CAR,CB,3,8.0,5.0,1,6,0.0,0,0,1,0
Johnthan Banks,DET/CHI,CB,4,6.0,4.0,2,6,0.0,0,0,0,0
John Hughes,CLE/TB,DT,6,6.0,5.0,1,6,0.0,0,0,0,0
Chris Carter,IND,LB,9,6.0,3.0,3,6,0.0,0,0,0,0
Colin Jones,CAR,S,14,6.0,5.0,1,6,0.0,0,0,0,0
Kendrick Lewis,BAL,S,6,8.0,6.0,0,6,0.0,1,0,0,0
Matt Longacre,LAR,LB,6,6.0,4.0,2,6,0.0,0,0,0,0
Richard Ash,JAX/DAL,DT,2,6.0,3.0,3,6,0.0,0,0,0,0
Ryan Delaire,CAR,DE,6,8.0,3.0,3,6,1.0,0,0,0,0
T.Y. McGill,IND,DT,13,12.0,4.0,2,6,2.0,1,0,0,0
Xavier Williams,ARI,DT,8,6.0,4.0,2,6,0.0,0,0,0,0
Jayron Kearse,MIN,S,16,8.0,4.0,2,6,0.0,0,1,0,0
Kavon Frazier,DAL,S,9,6.0,4.0,2,6,0.0,0,0,0,0
Bryce Hager,LAR,LB,16,6.0,6.0,0,6,0.0,0,0,0,0
Doug Middleton,NYJ,S,4,6.0,3.0,3,6,0.0,0,0,0,0
Marwin Evans,GB,S,16,6.0,5.0,1,6,0.0,0,0,0,0
Josh Hawkins,GB,CB,11,5.0,5.0,0,5,0.0,0,0,0,0
Morgan Fox,LAR,DE,4,9.0,3.0,2,5,0.0,1,1,0,0
Channing Ward,TB,DT,5,5.0,1.0,4,5,0.0,0,0,0,0
Geneo Grissom,NE,DE,11,5.0,2.0,3,5,0.0,0,0,0,0
Garrison Smith,SEA,DT,3,5.0,1.0,4,5,0.0,0,0,0,0
K.J. Dillon,HOU,S,5,5.0,4.0,1,5,0.0,0,0,0,0
Kevin Dodd,TEN,LB,9,7.0,5.0,0,5,1.0,0,0,0,0
Ufomba Kamalu,HOU,DE,4,7.0,3.0,2,5,1.0,0,0,0,0
Darius Kilgo,DEN,DT,9,5.0,2.0,3,5,0.0,0,0,0,0
Mackensie Alexander,MIN,CB,13,5.0,3.0,2,5,0.0,0,0,0,0
Sergio Brown,BUF,S,8,5.0,3.0,2,5,0.0,0,0,0,0
Jeron Johnson,SEA,S,4,5.0,2.0,3,5,0.0,0,0,0,0
Bryan Braman,PHI,LB,16,5.0,5.0,0,5,0.0,0,0,0,0
Tank Carder,CLE,LB,16,5.0,5.0,0,5,0.0,0,0,0,0
Antonio Allen,NYJ,DB,12,5.0,3.0,2,5,0.0,0,0,0,0
Chris Lewis-Harris,CIN/BAL,CB,14,7.0,3.0,2,5,0.0,0,0,1,0
Dwayne Gratz,LAR/JAX,CB,6,5.0,5.0,0,5,0.0,0,0,0,0
Carl Bradford,SF/GB,LB,6,5.0,4.0,1,5,0.0,0,0,0,0
Caraun Reid,SD,DT,7,15.0,5.0,0,5,1.0,0,1,0,1
Ryan Carrethers,SD,DT,4,5.0,4.0,1,5,0.0,0,0,0,0
Robert Thomas,NYG,DT,8,7.0,3.0,2,5,1.0,0,0,0,0
Armonty Bryant,DET,DE,5,13.0,4.0,1,5,3.0,1,0,0,0
Terrence Brooks,PHI,S,11,11.0,4.0,1,5,0.0,2,0,1,0
Marcus Cromartie,SF,S,10,5.0,5.0,0,5,0.0,0,0,0,0
Mike Catapano,NYJ,DE,11,4.0,3.0,1,4,0.0,0,0,0,0
Chris Smith,JAX,DE,6,6.0,4.0,0,4,1.0,0,0,0,0
L.J. Fort,PIT,LB,14,4.0,3.0,1,4,0.0,0,0,0,0
Will Davis,BAL,S,3,6.0,1.0,3,4,0.0,0,0,1,0
Matt Elam,BAL,S,9,4.0,4.0,0,4,0.0,0,0,0,0
Duke Williams,BUF,S,9,4.0,4.0,0,4,0.0,0,0,0,0
Ryan Davis,DAL,DE,9,6.0,1.0,3,4,0.0,0,1,0,0
Winston Guy,IND,S,2,4.0,3.0,1,4,0.0,0,0,0,0
Brittan Golden,ARI,WR,12,4.0,4.0,0,4,0.0,0,0,0,0
Justin Trattou,MIN,DE,16,4.0,3.0,1,4,0.0,0,0,0,0
Marcus Sherels,MIN,CB,11,6.0,4.0,0,4,0.0,0,1,0,0
Antonio Smith,HOU,DE,13,5.0,3.0,1,4,0.5,0,0,0,0
Lamarr Houston,CHI,LB,2,4.0,2.0,2,4,0.0,0,0,0,0
Lawrence Thomas,NYJ,FB,3,4.0,3.0,1,4,0.0,0,0,0,0
Gabe Martin,ARI,LB,8,6.0,2.0,2,4,0.0,0,1,0,0
Kamalei Correa,BAL,LB,9,6.0,3.0,1,4,0.0,1,0,0,0
Deji Olatoye,ATL,CB,5,4.0,3.0,1,4,0.0,0,0,0,0
Nate Orchard,CLE,DE,3,4.0,2.0,2,4,0.0,0,0,0,0
Gabe Wright,CLE,DT,5,4.0,3.0,1,4,0.0,0,0,0,0
Marcus Ball,SF,S,5,4.0,3.0,1,4,0.0,0,0,0,0
Lorenzo Doss,DEN,CB,6,4.0,4.0,0,4,0.0,0,0,0,0
Ryan Russell,TB,DE,8,6.0,4.0,0,4,1.0,0,0,0,0
Michael Hunter,NYG,CB,2,4.0,4.0,0,4,0.0,0,0,0,0
Chris Landrum,SD,LB,10,6.0,2.0,2,4,1.0,0,0,0,0
Antonio Hamilton,OAK,CB,4,4.0,3.0,1,4,0.0,0,0,0,0
Woodrow Hamilton,NE,DT,2,3.0,1.0,2,3,0.0,0,0,0,0
Sharrod Neasman,ATL,S,3,3.0,2.0,1,3,0.0,0,0,0,0
Kalan Reed,TEN,CB,4,3.0,2.0,1,3,0.0,0,0,0,0
Terrance Smith,KC,LB,9,3.0,2.0,1,3,0.0,0,0,0,0
Jordan Richards,NE,S,11,5.0,1.0,2,3,0.0,0,1,0,0
Mark Nzeocha,DAL,LB,6,3.0,3.0,0,3,0.0,0,0,0,0
Howard Jones,TB,LB,8,5.0,3.0,0,3,0.0,0,1,0,0
Brandon Dunn,HOU,DE,2,3.0,3.0,0,3,0.0,0,0,0,0
Owamagbe Odighizuwa,NYG,DE,14,3.0,2.0,1,3,0.0,0,0,0,0
Cameron Lynch,TB,LB,12,3.0,2.0,1,3,0.0,0,0,0,0
Brennen Beyer,BAL,LB,1,3.0,2.0,1,3,0.0,0,0,0,0
Robenson Therezie,ATL,S,12,3.0,2.0,1,3,0.0,0,0,0,0
Antwaun Woods,TEN,DT,1,3.0,2.0,1,3,0.0,0,0,0,0
Sam Shields,GB,CB,1,3.0,3.0,0,3,0.0,0,0,0,0
Devon Still,HOU,DT,3,3.0,2.0,1,3,0.0,0,0,0,0
Chimdi Chekwa,MIA,CB,3,3.0,2.0,1,3,0.0,0,0,0,0
Tony Jerod-Eddie,SF,DT,9,3.0,1.0,2,3,0.0,0,0,0,0
Ben Garland,ATL,OG,16,3.0,3.0,0,3,0.0,0,0,0,0
Arthur Brown,JAX,LB,12,3.0,3.0,0,3,0.0,0,0,0,0
Deandre Coleman,BUF,DT,5,3.0,1.0,2,3,0.0,0,0,0,0
Justin Gilbert,PIT,CB,12,3.0,1.0,2,3,0.0,0,0,0,0
Pierre Desir,SD,CB,5,3.0,3.0,0,3,0.0,0,0,0,0
Chris Davis,SF,DB,4,4.0,1.0,2,3,0.5,0,0,0,0
Steven Means,PHI,DE,8,7.0,2.0,1,3,1.0,1,0,0,0
Marqueston Huff,BAL,S,11,3.0,3.0,0,3,0.0,0,0,0,0
Chris Banjo,GB,S,2,2.0,2.0,0,2,0.0,0,0,0,0
Marcus Roberson,BUF,CB,7,2.0,2.0,0,2,0.0,0,0,0,0
Taylor Hart,SF,OT,1,2.0,1.0,1,2,0.0,0,0,0,0
Ty Nsekhe,WAS,OT,16,2.0,2.0,0,2,0.0,0,0,0,0
Dezman Moses,KC,LB,3,2.0,1.0,1,2,0.0,0,0,0,0
Shiloh Keo,DEN,S,3,6.0,2.0,0,2,0.0,0,2,0,0
Chykie Brown,CIN,CB,5,2.0,2.0,0,2,0.0,0,0,0,0
Julio Jones,ATL,WR,14,2.0,2.0,0,2,0.0,0,0,0,0
Crezdon Butler,DET,CB,1,2.0,2.0,0,2,0.0,0,0,0,0
Darren Sproles,PHI,RB,15,2.0,2.0,0,2,0.0,0,0,0,0
Kedric Golston,WAS,DT,2,2.0,2.0,0,2,0.0,0,0,0,0
Scooby Wright,ARI,LB,3,2.0,0.0,2,2,0.0,0,0,0,0
DeShawn Williams,CIN,DE,4,3.0,1.0,1,2,0.5,0,0,0,0
Lynden Trail,WAS,LB,2,2.0,1.0,1,2,0.0,0,0,0,0
Christian Ringo,GB,DT,8,4.0,2.0,0,2,0.0,1,0,0,0
Deandre Houston-Carson,CHI,S,8,2.0,0.0,2,2,0.0,0,0,0,0
Christian Bryant,ARI,S,3,2.0,1.0,1,2,0.0,0,0,0,0
Brian Dixon,NO,CB,5,2.0,2.0,0,2,0.0,0,0,0,0
JaCorey Shepherd,SF,CB,11,2.0,1.0,1,2,0.0,0,0,0,0
Mario Edwards,OAK,DE,2,2.0,1.0,1,2,0.0,0,0,0,0
Marqui Christian,LAR,S,11,2.0,1.0,1,2,0.0,0,0,0,0
Kyle Peko,DEN,DT,1,2.0,2.0,0,2,0.0,0,0,0,0
Frankie Williams,IND,CB,3,1.0,1.0,0,1,0.0,0,0,0,0
Makinton Dorleant,GB,CB,4,1.0,1.0,0,1,0.0,0,0,0,0
Deon King,SD,LB,2,1.0,1.0,0,1,0.0,0,0,0,0
C.J. Smith,PHI,CB,10,1.0,1.0,0,1,0.0,0,0,0,0
Johnny Maxey,PIT,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Dexter McDonald,OAK,CB,6,1.0,1.0,0,1,0.0,0,0,0,0
Alani Fua,ARI,LB,3,1.0,0.0,1,1,0.0,0,0,0,0
Chris McCain,NO,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Dexter McDougle,NYJ,CB,6,1.0,1.0,0,1,0.0,0,0,0,0
Eric Pinkins,NYG,LB,5,1.0,0.0,1,1,0.0,0,0,0,0
Lou Young,CAR,CB,6,1.0,1.0,0,1,0.0,0,0,0,0
Branden Jackson,OAK,DE,3,1.0,1.0,0,1,0.0,0,0,0,0
Quinton Jefferson,SEA,DE,3,1.0,0.0,1,1,0.0,0,0,0,0
KeiVarae Russell,CIN,CB,5,3.0,1.0,0,1,0.0,0,0,1,0
Robert Nkemdiche,ARI,DE,5,1.0,0.0,1,1,0.0,0,0,0,0
Victor Ochi,NYJ,LB,2,1.0,0.0,1,1,0.0,0,0,0,0
Ronald Martin,NYJ,S,3,1.0,0.0,1,1,0.0,0,0,0,0
Erik Harris,NO,S,4,1.0,1.0,0,1,0.0,0,0,0,0
Al-Hajj Shabazz,PIT,CB,7,1.0,1.0,0,1,0.0,0,0,0,0
Trevor Roach,CIN,LB,4,1.0,1.0,0,1,0.0,0,0,0,0
Leon Orr,MIA,DT,5,1.0,1.0,0,1,0.0,0,0,0,0
Mehdi Abdesmad,TEN,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Stephen Weatherly,MIN,DE,2,1.0,1.0,0,1,0.0,0,0,0,0
Dashon Goldson,ATL,S,4,1.0,0.0,1,1,0.0,0,0,0,0
Will Tukuafu,SEA,FB,7,1.0,0.0,1,1,0.0,0,0,0,0
Malliciah Goodman,ATL/SEA/SEA,DE,4,1.0,1.0,0,1,0.0,0,0,0,0
T.J. Barnes,KC,DT,5,1.0,1.0,0,1,0.0,0,0,0,0
Larry Webster,CAR,DE,1,1.0,1.0,0,1,0.0,0,0,0,0
Jordan Tripp,SEA,LB,7,1.0,1.0,0,1,0.0,0,0,0,0
Ryan Groy,BUF,OG,16,0.0,0.0,0,0,0.0,0,0,0,0
David King,KC,DE,2,0.0,0.0,0,0,0.0,0,0,0,0
Montori Hughes,NYG,DT,2,0.0,0.0,0,0,0.0,0,0,0,0
Sheldon Price,BAL,CB,4,0.0,0.0,0,0,0.0,0,0,0,0
Blidi Wreh-Wilson,ATL,CB,1,0.0,0.0,0,0,0.0,0,0,0,0
Kenjon Barner,PHI,RB,13,0.0,0.0,0,0,0.0,0,0,0,0
Sharrif Floyd,MIN,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Jordan Hill,JAX,DT,4,0.0,0.0,0,0,0.0,0,0,0,0
Jacquies Smith,TB,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
O'Brien Schofield,ATL,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Cliff Matthews,ATL,DE,3,0.0,0.0,0,0,0.0,0,0,0,0
Josh Shirley,CHI,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
Dean Marlowe,CAR,S,1,0.0,0.0,0,0,0.0,0,0,0,0
Dadi Nicolas,KC,DE,11,0.0,0.0,0,0,0.0,0,0,0,0
Donovan Smith,TB,OT,16,0.0,0.0,0,0,0.0,0,0,0,0
Zach Moore,DAL,DE,1,0.0,0.0,0,0,0.0,0,0,0,0
Lonnie Ballentine,HOU,S,2,0.0,0.0,0,0,0.0,0,0,0,0
Zach Vigil,WAS,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Wynton McManis,SF,LB,2,0.0,0.0,0,0,0.0,0,0,0,0
Brian Price,GB,DT,1,0.0,0.0,0,0,0.0,0,0,0,0
Anthony Lanier,WAS,DE,4,2.0,0.0,0,0,0.0,0,1,0,0
Bryson Albright,BUF,LB,1,0.0,0.0,0,0,0.0,0,0,0,0
