,,,,Fantasy,Passing,,,,,Rushing,,,Receiving,,,,Fumbles,
Name,Team,Pos,G,Pts,COMP,ATT,YDS,TD,INT,ATT,YDS,TD,REC,TAR,YDS,TD,TOT,LOST
Jordan Leggett,NYJ,TE,15,17.4,0,0,0,0,0,0,0,0,14,25,114,1,0,0
Andy Janovich,DEN,FB,16,17.7,0,0,0,0,0,2,5,0,8,10,112,1,0,0
Bilal Powell,NYJ,RB,7,51.3,0,0,0,0,0,80,343,0,11,18,110,1,2,1
Alex Collins,BAL,RB,10,99.6,0,0,0,0,0,114,411,7,15,21,105,1,3,3
Dontrell Hilliard,CLE,RB,11,10.5,0,1,0,0,1,0,0,0,9,10,105,0,0,0
Chase Edmonds,ARI,RB,16,43.1,0,0,0,0,0,60,208,2,20,23,103,0,1,0
Marlon Mack,IND,RB,12,161.1,0,0,0,0,0,195,908,9,17,26,103,1,2,2
Jake Kumerow,GB,WR,5,16.3,0,0,0,0,0,0,0,0,8,11,103,1,0,0
MyCole Pruitt,TEN,TE,15,16.2,0,0,0,0,0,0,0,0,9,11,102,1,0,0
Marcus Johnson,IND,WR,5,16.0,0,0,0,0,0,1,-2,0,6,8,102,1,0,0
Darius Jennings,TEN,WR,16,11.4,1,1,21,0,0,1,2,0,11,15,101,0,0,0
Michael Floyd,WAS,WR,13,16.0,0,0,0,0,0,0,0,0,10,24,100,1,0,0
Michael Roberts,DET,TE,8,28.0,0,0,0,0,0,0,0,0,9,20,100,3,0,0
Derrick Henry,TEN,RB,16,188.5,2,3,14,0,0,215,1059,12,15,18,99,0,1,1
Niles Paul,JAX,TE,6,9.5,0,0,0,0,0,1,-3,0,10,13,98,0,0,0
Jeff Wilson,SF,RB,6,36.4,0,0,0,0,0,66,266,0,12,15,98,0,3,2
Austin Carr,NO,WR,14,21.7,0,0,0,0,0,0,0,0,9,14,97,2,0,0
Anthony Sherman,KC,FB,16,15.8,0,0,0,0,0,1,2,0,8,9,96,1,0,0
Jermaine Gresham,ARI,TE,13,9.4,0,0,0,0,0,0,0,0,9,12,94,0,1,1
Leonte Carroo,MIA,WR,9,16.8,0,0,0,0,0,1,14,0,2,4,94,1,0,0
Peyton Barber,TB,RB,16,132.3,0,0,0,0,0,234,871,5,20,29,92,1,1,1
Kevin White,CHI,WR,9,9.2,0,0,0,0,0,0,0,0,4,8,92,0,0,0
Logan Paulsen,ATL,TE,15,15.1,0,0,0,0,0,0,0,0,9,9,91,1,0,0
Vyncint Smith,HOU,WR,7,15.1,0,0,0,0,0,0,0,0,5,10,91,1,0,0
Garrett Celek,SF,TE,15,21.0,0,0,0,0,0,0,0,0,5,8,90,2,0,0
Austin Seferian-Jenkins,JAX,TE,5,15.0,0,0,0,0,0,0,0,0,11,19,90,1,0,0
Wayne Gallman,NYG,RB,15,32.5,0,0,0,0,0,51,176,1,14,22,89,0,2,1
Luke Willson,DET,TE,14,8.7,0,0,0,0,0,0,0,0,13,19,87,0,0,0
Erik Swoope,IND,TE,7,26.7,0,0,0,0,0,0,0,0,8,10,87,3,0,0
Scott Simonson,NYG,TE,16,14.6,0,0,0,0,0,0,0,0,9,14,86,1,0,0
Xavier Grimble,PIT,TE,16,8.6,0,0,0,0,0,0,0,0,6,8,86,0,1,1
Nick O'Leary,MIA,TE,12,14.6,0,0,0,0,0,0,0,0,8,10,86,1,0,0
C.J. Ham,MIN,FB,15,9.3,0,0,0,0,0,6,8,0,11,15,85,0,0,0
Jake Butt,DEN,TE,3,8.5,0,0,0,0,0,0,0,0,8,13,85,0,0,0
Jordan Wilkins,IND,RB,16,48.1,0,0,0,0,0,60,336,1,16,17,85,0,2,2
Marshawn Lynch,OAK,RB,6,64.0,0,0,0,0,0,90,376,3,15,20,84,0,0,0
Cameron Batson,TEN,WR,11,8.3,0,0,0,0,0,1,1,0,8,11,82,0,1,0
Andy Jones,DET,WR,8,14.0,0,0,0,0,0,0,0,0,11,24,80,1,0,0
Andre Roberts,NYJ,WR,16,15.9,0,0,0,0,0,2,20,0,10,18,79,1,3,1
Eli Rogers,PIT,WR,3,7.5,0,0,0,0,0,1,-4,0,12,14,79,0,1,0
Taquan Mizzell,CHI,WR,9,15.4,0,0,0,0,0,9,16,0,8,10,78,1,0,0
Robert Tonyan,GB,TE,16,13.7,0,0,0,0,0,0,0,0,4,6,77,1,0,0
Tyler Conklin,MIN,TE,16,7.7,0,0,0,0,0,0,0,0,5,7,77,0,0,0
Logan Thomas,BUF,TE,12,8.5,1,1,15,0,0,0,0,0,12,17,77,0,0,0
Darren Waller,OAK,TE,4,9.6,0,0,0,0,0,1,21,0,6,6,75,0,0,0
Rashaad Penny,SEA,RB,14,61.4,0,0,0,0,0,85,419,2,9,12,75,0,0,0
Trey Quinn,WAS,WR,3,13.5,0,0,0,0,0,1,0,0,9,10,75,1,0,0
Seth DeValve,CLE,TE,13,13.4,0,0,0,0,0,0,0,0,5,7,74,1,0,0
Lee Smith,OAK,TE,16,25.3,0,0,0,0,0,0,0,0,10,11,73,3,0,0
Alfred Morris,SF,RB,12,62.1,0,0,0,0,0,111,428,2,8,13,73,0,2,1
Eric Tomlinson,NYJ,TE,15,7.2,0,0,0,0,0,0,0,0,8,14,72,0,0,0
Royce Freeman,DEN,RB,14,89.3,0,0,0,0,0,130,521,5,14,20,72,0,1,1
Corey Coleman,NYG,WR,8,7.6,0,0,0,0,0,1,5,0,5,8,71,0,0,0
Corey Grant,JAX,RB,5,10.7,0,0,0,0,0,13,40,0,9,12,67,0,0,0
Blake Bell,JAX,TE,10,6.7,0,0,0,0,0,0,0,0,8,11,67,0,0,0
Derek Carrier,OAK,TE,16,12.7,0,0,0,0,0,0,0,0,7,11,67,1,0,0
LeGarrette Blount,DET,RB,16,78.5,0,0,0,0,0,154,418,5,10,15,67,0,2,1
Joshua Perkins,PHI,TE,9,6.7,0,0,0,0,0,0,0,0,5,11,67,0,0,0
Dane Cruikshank,TEN,S,12,12.6,0,0,0,0,0,0,0,0,1,1,66,1,0,0
J.J. Nelson,ARI,WR,14,6.4,0,0,0,0,0,4,0,0,7,19,64,0,0,0
Russell Gage,ATL,WR,15,6.3,0,0,0,0,0,0,0,0,6,10,63,0,0,0
Patrick DiMarco,BUF,FB,16,7.1,0,0,0,0,0,1,9,0,3,4,62,0,0,0
James Develin,NE,FB,16,30.9,0,0,0,0,0,6,8,4,12,17,61,0,0,0
David Grinnage,JAX,TE,4,6.1,0,0,0,0,0,0,0,0,6,8,61,0,0,0
Derrick Willies,CLE,WR,5,6.1,0,0,0,0,0,0,0,0,3,5,61,0,1,0
Tommylee Lewis,NO,WR,7,13.0,0,0,0,0,0,2,10,0,3,3,60,1,1,1
Rod Smith,DAL,RB,16,24.7,0,0,0,0,0,44,127,1,9,12,60,0,0,0
Rashad Greene,JAX,WR,8,6.0,0,0,0,0,0,0,0,0,6,8,60,0,2,1
Brice Butler,MIA,WR,6,12.0,0,0,0,0,0,0,0,0,6,9,60,1,0,0
Josh Adams,PHI,RB,14,74.9,0,0,0,0,0,120,511,3,7,13,58,0,1,1
Kalen Ballage,MIA,RB,12,30.7,0,0,0,0,0,36,191,1,9,11,56,0,1,1
Zach Zenner,DET,RB,8,50.1,0,0,0,0,0,55,265,3,7,10,56,0,0,0
Noah Brown,DAL,WR,8,5.4,0,0,0,0,0,0,0,0,5,8,54,0,0,0
Kamar Aiken,PHI,WR,5,5.3,0,0,0,0,0,0,0,0,6,7,53,0,0,0
Delanie Walker,TEN,TE,1,5.2,0,0,0,0,0,0,0,0,4,7,52,0,0,0
Malcolm Brown,LAR,RB,12,32.4,0,0,0,0,0,43,212,0,5,7,52,1,0,0
Chris Manhertz,CAR,TE,16,11.2,0,0,0,0,0,0,0,0,2,5,52,1,0,0
Bobo Wilson,TB,WR,5,5.2,0,0,0,0,0,0,0,0,4,5,52,0,0,0
Jacob Hollister,NE,TE,8,5.2,0,0,0,0,0,0,0,0,4,5,52,0,0,0
Kenneth Dixon,BAL,RB,6,50.4,0,0,0,0,0,60,333,2,6,7,51,0,2,1
Elijhaa Penny,NYG,FB,14,7.5,0,0,0,0,0,7,25,0,8,9,50,0,0,0
Durham Smythe,MIA,TE,15,5.0,0,0,0,0,0,0,0,0,6,11,50,0,0,0
Sony Michel,NE,RB,13,134.1,0,0,0,0,0,209,931,6,7,11,50,0,1,1
Shelton Gibson,PHI,WR,15,4.8,0,0,0,0,0,0,0,0,1,3,48,0,0,0
Antony Auclair,TB,TE,16,4.8,0,0,0,0,0,0,0,0,7,8,48,0,0,0
Eric Saubert,ATL,TE,16,4.8,0,0,0,0,0,0,0,0,5,9,48,0,0,0
Adam Shaheen,CHI,TE,6,10.8,0,0,0,0,0,0,0,0,5,6,48,1,0,0
A.J. Derby,MIA,TE,4,10.8,0,0,0,0,0,0,0,0,3,5,48,1,0,0
Neal Sterling,NYJ,TE,5,4.7,0,0,0,0,0,0,0,0,6,8,47,0,0,0
Rico Gathers,DAL,TE,15,4.5,0,0,0,0,0,0,0,0,3,7,45,0,0,0
River Cracraft,DEN,WR,8,4.4,0,0,0,0,0,0,0,0,1,2,44,0,1,1
Ben Braunecker,CHI,TE,15,4.2,0,0,0,0,0,0,0,0,3,5,42,0,0,0
Mark Walton,CIN,RB,14,7.5,0,0,0,0,0,14,34,0,5,8,41,0,0,0
Jeremy Sprinkle,WAS,TE,16,10.1,0,0,0,0,0,0,0,0,5,9,41,1,0,0
C.J. Anderson,CAR/LAR,RB,11,62.4,0,0,0,0,0,67,403,2,5,9,41,1,0,0
Tommy Bohanon,JAX,FB,16,4.1,0,0,0,0,0,1,0,0,6,9,41,0,0,0
Dwayne Harris,OAK,WR,15,5.2,0,0,0,0,0,2,12,0,6,6,40,0,2,0
Jawill Davis,NYG,WR,7,4.0,0,0,0,0,0,0,0,0,4,8,40,0,0,0
Chad Beebe,MIN,WR,3,3.9,0,0,0,0,0,0,0,0,4,4,39,0,0,0
Marcedes Lewis,GB,TE,16,3.9,0,0,0,0,0,0,0,0,3,4,39,0,0,0
John Phillips,ARI,TE,8,3.8,0,0,0,0,0,0,0,0,3,3,38,0,0,0
Roosevelt Nix,PIT,FB,16,4.2,0,0,0,0,0,1,4,0,4,6,38,0,0,0
Charcandrick West,KC,RB,3,9.6,0,0,0,0,0,2,-1,0,2,3,37,1,0,0
Jalen Tolliver,ARI,WR,3,3.7,0,0,0,0,0,0,0,0,3,6,37,0,0,0
Jordan Franks,CIN,TE,6,3.7,0,0,0,0,0,0,0,0,2,3,37,0,0,0
T.J. Logan,ARI,RB,10,3.9,0,0,0,0,0,2,2,0,7,7,37,0,0,0
David Morgan,MIN,TE,11,3.6,0,0,0,0,0,0,0,0,5,6,36,0,0,0
Ray-Ray McCloud,BUF,WR,10,4.0,0,0,0,0,0,2,4,0,5,6,36,0,2,1
Tyler Kroft,CIN,TE,5,3.6,0,0,0,0,0,0,0,0,4,6,36,0,0,0
Tre Madden,SEA,FB,14,3.8,0,0,0,0,0,3,3,0,2,3,35,0,0,0
Tyler Ervin,HOU,RB,9,3.5,0,0,0,0,0,0,0,0,3,3,35,0,1,0
Auden Tate,CIN,WR,7,3.5,0,0,0,0,0,0,0,0,4,12,35,0,0,0
Ronald Jones,TB,RB,9,13.7,0,0,0,0,0,23,44,1,7,9,33,0,0,0
Brian Parker,DEN,TE,13,3.3,0,0,0,0,0,0,0,0,5,10,33,0,0,0
Carlos Hyde,CLE/JAX,RB,14,90.4,0,0,0,0,0,172,571,5,10,16,33,0,2,1
Javon Wims,CHI,WR,4,3.2,0,0,0,0,0,0,0,0,4,5,32,0,0,0
Byron Marshall,WAS,RB,6,3.9,0,0,0,0,0,3,9,0,4,6,30,0,0,0
De'Anthony Thomas,KC,WR,5,9.5,0,0,0,0,0,1,6,0,3,5,29,1,1,0
Ameer Abdullah,DET/MIN,RB,10,2.9,0,0,0,0,0,1,1,0,3,4,28,0,1,1
D'Onta Foreman,HOU,RB,1,8.7,0,0,0,0,0,7,-1,0,2,2,28,1,1,0
John Kelly,LAR,RB,4,10.1,0,0,0,0,0,27,74,0,2,3,27,0,0,0
Darrel Williams,KC,RB,6,13.1,0,0,0,0,0,13,44,0,3,3,27,1,0,0
Dwayne Allen,NE,TE,13,2.7,0,0,0,0,0,0,0,0,3,4,27,0,0,0
Marcus Murphy,BUF,RB,11,27.6,0,0,0,0,0,52,250,0,11,19,26,0,1,0
Raheem Mostert,SF,RB,9,34.6,0,0,0,0,0,34,261,1,6,7,25,0,1,1
Charone Peake,NYJ,WR,13,2.5,0,0,0,0,0,0,0,0,2,3,25,0,0,0
Sean Culkin,LAC,TE,13,2.4,0,0,0,0,0,0,0,0,1,1,24,0,0,0
Rishard Matthews,TEN/NYJ,WR,8,2.4,0,0,0,0,0,0,0,0,5,9,24,0,0,0
Orson Charles,CLE,FB,13,2.3,0,0,0,0,0,0,0,0,3,5,23,0,0,0
Keith Smith,OAK,FB,16,2.3,0,0,0,0,0,1,0,0,5,7,23,0,0,0
Devonta Freeman,ATL,RB,2,9.1,0,0,0,0,0,14,68,0,5,7,23,0,0,0
Brandon Zylstra,MIN,WR,16,2.3,0,0,0,0,0,0,0,0,1,2,23,0,0,0
Tyrone Swoopes,SEA,TE,1,2.3,0,0,0,0,0,0,0,0,1,1,23,0,0,0
Gehrig Dieter,KC,WR,4,2.2,0,0,0,0,0,0,0,0,1,3,22,0,0,0
C.J. Prosise,SEA,RB,5,1.9,0,0,0,0,0,1,-3,0,3,3,22,0,0,0
Marcus Mariota,TEN,QB,14,220.2,228,331,2528,11,8,64,357,2,1,1,21,0,9,2
Justin Hunter,PIT,WR,5,2.1,0,0,0,0,0,0,0,0,3,13,21,0,0,0
Keith Ford,BUF,RB,2,10.0,0,0,0,0,0,21,79,0,3,5,21,0,0,0
Roc Thomas,MIN,RB,5,5.1,0,0,0,0,0,8,30,0,2,4,21,0,0,0
Gus Edwards,BAL,RB,11,85.8,0,0,0,0,0,137,718,2,2,2,20,0,0,0
Malik Turner,SEA,WR,6,2.0,0,0,0,0,0,0,0,0,2,3,20,0,0,0
Jay Ajayi,PHI,RB,4,38.4,0,0,0,0,0,45,184,3,5,6,20,0,1,1
Detrez Newsome,LAC,RB,9,6.8,0,0,0,0,0,11,49,0,2,2,19,0,0,0
Terrance Williams,DAL,WR,3,1.8,0,0,0,0,0,0,0,0,2,3,18,0,0,0
Brian Quick,WAS,WR,6,1.8,0,0,0,0,0,0,0,0,3,3,18,0,0,0
Stevan Ridley,PIT,RB,10,15.8,0,0,0,0,0,29,80,1,3,4,18,0,2,2
Derrick Coleman,ARI,FB,16,2.0,0,0,0,0,0,2,3,0,2,3,17,0,0,0
Nick Williams,LAR,WR,2,1.7,0,0,0,0,0,0,0,0,2,3,17,0,0,0
Matthew Lengel,CIN,TE,11,7.7,0,0,0,0,0,0,0,0,3,8,17,1,0,0
KhaDarel Hodge,LAR,WR,14,1.7,0,0,0,0,0,0,0,0,2,3,17,0,0,0
De'Lance Turner,BAL,RB,4,2.1,0,0,0,0,0,1,4,0,2,2,17,0,0,0
J'Mon Moore,GB,WR,12,1.5,0,0,0,0,0,0,0,0,2,3,15,0,1,1
Cameron Artis-Payne,CAR,RB,9,14.4,0,0,0,0,0,19,69,1,3,4,15,0,0,0
Nick Bellore,DET,FB,14,1.5,0,0,0,0,0,1,0,0,4,4,15,0,0,0
Zach Line,NO,FB,16,17.5,0,0,0,0,0,9,41,0,5,10,14,2,0,0
Matt Flanagan,WAS,TE,3,1.4,0,0,0,0,0,0,0,0,1,1,14,0,0,0
Ross Dwelley,SF,TE,11,1.4,0,0,0,0,0,0,0,0,2,2,14,0,0,0
Tim White,BAL,WR,3,1.4,0,0,0,0,0,0,0,0,1,1,14,0,1,0
Jamize Olawale,DAL,FB,16,1.3,0,0,0,0,0,0,0,0,2,4,13,0,0,0
Brandon Bolden,MIA,RB,16,28.4,0,0,0,0,0,8,91,2,3,3,13,1,1,1
Joe Webb,HOU,WR,16,1.3,0,0,0,0,0,0,0,0,2,3,13,0,0,0
Sam Shields,LAR,CB,16,1.2,0,0,0,0,0,0,0,0,1,1,12,0,0,0
Sammie Coates,HOU,WR,12,1.2,0,0,0,0,0,0,0,0,1,2,12,0,0,0
Josh Malone,CIN,WR,9,1.2,0,0,0,0,0,0,0,0,1,5,12,0,0,0
Taylor Decker,DET,OT,16,7.1,0,0,0,0,0,0,0,0,1,1,11,1,0,0
Hakeem Valles,DET,TE,3,1.1,0,0,0,0,0,0,0,0,2,3,11,0,0,0
Ricky Ortiz,ATL,FB,12,1.1,0,0,0,0,0,0,0,0,3,4,11,0,0,0
Victor Bolden,SF,WR,4,1.0,0,0,0,0,0,0,0,0,1,4,10,0,0,0
Justin Hardee,NO,CB,16,1.0,0,0,0,0,0,0,0,0,1,1,10,0,0,0
Nick Foles,PHI,QB,5,101.4,141,195,1413,7,4,9,17,0,1,1,10,0,4,2
Dion Sims,CHI,TE,8,0.9,0,0,0,0,0,0,0,0,2,4,9,0,0,0
Mike Gillislee,NO,RB,4,5.2,0,0,0,0,0,16,43,0,1,1,9,0,1,1
Darrius Heyward-Bey,PIT,WR,14,0.2,0,0,0,0,0,1,-7,0,1,2,9,0,0,0
Kyle Williams,BUF,DT,16,0.9,0,0,0,0,0,0,0,0,1,1,9,0,0,0
DeAndre Washington,OAK,RB,10,12.4,0,0,0,0,0,30,115,0,1,1,9,0,1,1
Benny Cunningham,CHI,RB,15,2.9,0,0,0,0,0,11,20,0,1,2,9,0,0,0
Alan Cross,TB,TE,14,0.9,0,0,0,0,0,0,0,0,2,5,9,0,0,0
George Fant,SEA,OT,16,0.9,0,0,0,0,0,0,0,0,1,1,9,0,0,0
Brian Hill,ATL,RB,10,16.6,0,0,0,0,0,20,157,0,1,2,9,0,1,1
Cam Phillips,BUF,WR,2,0.9,0,0,0,0,0,0,0,0,1,1,9,0,0,0
Darvin Kidsy,WAS,WR,2,0.8,0,0,0,0,0,0,0,0,1,2,8,0,0,0
Keon Hatcher,OAK,WR,3,0.8,0,0,0,0,0,0,0,0,1,2,8,0,0,0
Damiere Byrd,CAR,WR,8,0.8,0,0,0,0,0,0,0,0,1,2,8,0,0,0
Chase Daniel,CHI,QB,5,38.9,53,76,515,3,2,13,3,0,1,1,8,0,4,0
Jamaal Charles,JAX,RB,2,1.4,0,0,0,0,0,6,7,0,2,3,7,0,0,0
Jeremy Kerley,BUF,WR,1,0.7,0,0,0,0,0,0,0,0,2,4,7,0,0,0
Richard Rodgers,PHI,TE,7,0.7,0,0,0,0,0,0,0,0,1,1,7,0,0,0
Jehu Chesson,WAS,WR,12,0.3,0,0,0,0,0,1,-4,0,1,2,7,0,0,0
Marcus Kemp,KC,WR,16,0.7,0,0,0,0,0,0,0,0,1,2,7,0,0,0
Dion Dawkins,BUF,OT,16,6.7,0,0,0,0,0,0,0,0,1,1,7,1,0,0
Allen Lazard,GB,WR,1,0.7,0,0,0,0,0,0,0,0,1,1,7,0,0,0
Jeremy Hill,NE,RB,1,3.1,0,0,0,0,0,4,25,0,1,1,6,0,0,0
Michael Burton,CHI,FB,8,0.6,0,0,0,0,0,0,0,0,1,1,6,0,0,0
Tom Brady,NE,QB,16,349.9,375,570,4355,29,11,23,35,2,1,1,6,0,4,2
Matt Ryan,ATL,QB,16,423.2,422,608,4924,35,7,33,125,3,1,1,5,1,10,5
Travaris Cadet,CAR,RB,1,2.2,0,0,0,0,0,11,17,0,1,1,5,0,0,0
Khari Lee,BUF,TE,2,0.5,0,0,0,0,0,0,0,0,1,1,5,0,0,0
Justin Watson,TB,WR,12,0.5,0,0,0,0,0,0,0,0,1,3,5,0,0,0
Shaun Wilson,TB,RB,5,3.4,0,0,0,0,0,6,29,0,3,5,5,0,0,0
Samaje Perine,WAS,RB,5,3.7,0,0,0,0,0,8,32,0,3,4,5,0,0,0
Johnny Mundt,LAR,TE,10,0.5,0,0,0,0,0,0,0,0,1,1,5,0,0,0
Alex Armah,CAR,FB,16,14.0,0,0,0,0,0,9,15,2,1,1,5,0,0,0
Taysom Hill,NO,QB,16,35.2,3,7,64,0,1,37,196,2,3,7,4,0,1,1
Carson Wentz,PHI,QB,11,247.4,279,401,3074,21,7,34,93,0,1,1,4,0,9,6
Andrew Luck,IND,QB,16,400.9,430,639,4593,39,15,46,148,0,1,2,4,0,6,1
Ryan Tannehill,MIA,QB,11,187.8,176,274,1979,17,9,32,145,0,1,1,3,1,5,4
Robert Turbin,IND,RB,2,1.3,0,0,0,0,0,4,10,0,1,2,3,0,1,1
Kenjon Barner,CAR,RB,4,0.3,0,0,0,0,0,0,0,0,1,1,3,0,1,0
J.J. Jones,NYJ,WR,1,0.3,0,0,0,0,0,0,0,0,1,1,3,0,0,0
Derek Watt,LAC,FB,16,1.3,0,0,0,0,0,4,11,0,1,1,2,0,0,0
Danny Vitale,GB,FB,5,0.2,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Bradley Sowell,CHI,TE,16,6.2,0,0,0,0,0,0,0,0,1,2,2,1,0,0
Alejandro Villanueva,PIT,OT,16,6.2,0,0,0,0,0,0,0,0,1,1,2,1,0,0
Ryan Hewitt,IND,TE,12,6.1,0,0,0,0,0,0,0,0,1,2,1,1,0,0
Jonathan Williams,NO,RB,3,0.1,0,0,0,0,0,3,0,0,1,1,1,0,0,0
Drew Brees,NO,QB,15,353.9,364,489,3992,32,5,31,22,4,1,1,1,0,5,1
Mike Boone,MIN,RB,8,4.8,0,0,0,0,0,11,47,0,2,3,1,0,0,0
Ben Roethlisberger,PIT,QB,16,420.2,452,675,5129,34,16,31,98,3,1,1,-1,0,7,2
Kirk Cousins,MIN,QB,16,353.1,425,606,4298,30,10,44,123,1,1,1,-1,0,9,7
Spencer Pulley,NYG,C,13,-0.2,0,0,0,0,0,0,0,0,1,1,-2,0,0,0
Ryan Kelly,IND,C,12,-0.4,0,0,0,0,0,0,0,0,1,1,-4,0,1,1
Joe Staley,SF,OT,16,-0.5,0,0,0,0,0,0,0,0,1,1,-5,0,0,0
Matt Schaub,ATL,QB,3,0.3,5,7,20,0,0,1,0,0,1,1,-7,0,1,0
Derek Carr,OAK,QB,16,288.3,381,553,4049,19,10,24,47,1,1,1,-9,0,12,7
Russell Wilson,SEA,QB,16,348.9,280,427,3448,35,7,67,376,0,1,1,-11,0,10,2
