,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Name,Team,Date,Title,Height,Weight,Arm,Hand,40 Yard,%,Shuttle,%,Cone,%,Vertical,%,Broad,%,Bench,%
Travis Fulgham,PHI,2019,Combine,6-2,215,33.75,9.50,4.58,20.0,,-,,-,36.5,62.1,126.0,80.0,15.0,53.6
Corey Fuller,FA,2013,Combine,6-2,200,33.25,9.50,4.43,75.1,,-,,-,31.5,7.7,120.0,38.6,12.0,27.4
Will Fuller,HOU,2016,Combine,6-0,190,30.75,8.25,4.32,97.4,4.27,41.6,6.93,56.0,33.5,23.1,126.0,80.0,10.0,12.8
Devin Fuller,FA,2016,Pro Day,6-0,194,,,4.39,87.9,4.07,88.2,7.03,35.6,36.0,52.8,124.0,68.2,,-
Aaron Fuller,FA,2020,Combine,5-11,188,29.75,8.88,4.59,18.1,,-,7.14,16.4,34.0,31.3,118.0,28.7,,-
Devin Funchess,GB,2015,Combine,6-4,225,33.50,9.75,4.70,3.4,,-,,-,38.5,83.2,122.0,53.9,17.0,71.5
Jeremy Gallon,FA,2014,Combine,5-8,185,29.50,9.38,4.49,55.5,,-,,-,,-,,-,15.0,53.6
Michael Gallup,DAL,2018,Combine,6-1,198,31.50,9.25,4.51,45.9,4.37,19.5,6.95,51.2,36.0,52.8,122.0,53.9,10.0,12.8
Antonio Gandy-Golden,WAS,2020,Combine,6-4,223,31.75,9.63,4.60,15.2,4.55,3.2,7.33,3.0,36.0,52.8,127.0,84.4,22.0,94.5
Pierre Garcon,FA,,Pro Day,6-0,211,,9.50,,-,,-,,-,,-,,-,,-
Keyarris Garrett,FA,2016,Combine,6-3,215,34.50,9.00,4.53,38.1,4.33,26.8,7.30,4.4,36.5,62.1,128.0,86.8,14.0,44.2
Clyde Gates,FA,2011,Pro Day,6-0,197,,,,-,4.17,68.6,6.87,66.4,,-,134.0,97.2,,-
David Gettis,FA,2010,Combine,6-3,217,34.00,10.00,4.43,75.1,4.41,13.6,6.94,53.5,34.5,36.3,124.0,68.2,15.0,53.6
Brandon Gibson,FA,2009,Pro Day,6-0,210,,,4.59,18.1,4.54,3.4,6.94,53.5,34.0,31.3,113.0,8.1,10.0,12.8
Shelton Gibson,FA,2017,Pro Day,5-11,191,32.00,8.73,4.39,87.9,,-,,-,,-,101.0,1.8,,-
David Gilreath,FA,2011,Pro Day,5-9,170,,,4.42,78.8,4.21,54.8,6.58,96.8,33.5,23.1,116.0,18.2,6.0,1.1
Ted Ginn,CHI,2007,Combine,5-11,180,,,4.38,90.3,,-,,-,,-,,-,,-
Chris Givens,FA,2012,Combine,6-2,211,31.25,8.25,4.41,83.4,4.23,49.8,6.97,47.0,33.5,23.1,118.0,28.7,19.0,83.2
Tyrone Goard,FA,2013,Combine,6-7,205,34.00,8.75,4.50,50.3,4.39,16.1,6.90,59.7,36.0,52.8,123.0,60.5,10.0,12.8
Terry Godwin,FA,2019,Combine,5-11,185,30.00,9.38,4.55,30.5,,-,6.96,48.6,36.5,62.1,117.0,22.4,,-
Chris Godwin,TB,2017,Combine,6-1,209,31.63,9.13,4.42,78.8,4.00,95.0,7.01,38.9,36.0,52.8,126.0,80.0,19.0,83.2
Kenny Golladay,DET,2017,Combine,6-4,213,32.00,9.75,4.50,50.3,4.15,70.9,7.00,40.3,35.5,47.2,120.0,38.6,18.0,79.0
Antwan Goodley,FA,2015,Pro Day,5-10,212,,,,-,4.38,18.0,7.19,10.0,35.0,42.4,127.0,84.4,,-
Marquise Goodwin,PHI,2013,Combine,5-9,180,31.50,8.63,4.27,99.3,,-,,-,,-,132.0,93.9,13.0,34.7
Josh Gordon,SEA,,Combine,6-3,225,,,,-,,-,,-,,-,,-,,-
T.J. Graham,FA,2012,Combine,5-11,190,32.75,9.00,4.41,83.4,4.18,65.2,6.77,79.9,33.0,18.4,120.0,38.6,8.0,4.4
Ryan Grant,FA,2005,Combine,6-0,185,,,4.64,8.7,4.14,75.9,,-,35.5,47.2,119.0,32.9,8.0,4.4
Jakeem Grant,MIA,2016,Pro Day,5-7,171,,,4.37,91.3,4.03,91.4,7.03,35.6,36.5,62.1,117.0,22.4,15.0,53.6
Cyril Grayson,TB,,Other,5-9,183,,,,-,,-,,-,,-,,-,,-
Davon Grayson,FA,2018,Combine,6-2,187,31.38,9.38,4.51,45.9,,-,,-,34.5,36.3,124.0,68.2,19.0,83.2
A.J. Green,CIN,2011,Combine,6-4,210,34.38,9.25,4.48,58.5,4.21,54.8,6.91,57.9,34.5,36.3,126.0,80.0,18.0,79.0
Dorial Green-Beckham,FA,2015,Combine,6-5,237,32.50,9.00,4.49,55.5,4.45,10.0,6.89,62.3,33.5,23.1,119.0,32.9,13.0,34.7
Rashad Greene,FA,2015,Combine,5-11,186,31.63,9.00,4.53,38.1,4.12,79.8,6.88,64.4,36.5,62.1,122.0,53.9,,-
Stephen Guidry,DAL,2020,Combine,6-3,201,32.75,9.13,4.47,61.9,4.46,8.9,7.31,3.9,34.0,31.3,125.0,75.2,,-
Tori Gurley,FA,2011,Combine,6-4,230,35.00,9.75,4.53,38.1,4.25,46.6,7.05,34.0,33.5,23.1,118.0,28.7,15.0,53.6
Derek Hagan,FA,2006,Combine,6-2,210,,,4.45,69.1,4.07,88.2,,-,36.0,52.8,124.0,68.2,,-
Emanuel Hall,WAS,2019,Combine,6-2,201,33.25,9.75,4.39,87.9,,-,,-,43.5,99.1,141.0,100.0,15.0,53.6
Rannell Hall,FA,2015,Combine,6-0,200,30.50,8.63,4.60,15.2,4.15,70.9,6.86,67.8,41.0,94.6,132.0,93.9,16.0,63.4
Cobi Hamilton,FA,2013,Combine,6-2,201,32.50,8.75,4.56,27.0,4.31,32.7,,-,29.5,2.1,107.0,2.8,11.0,18.3
DaeSean Hamilton,DEN,2018,Combine,6-1,203,31.00,9.38,,-,4.15,70.9,6.84,70.1,34.5,36.3,118.0,28.7,,-
Jamel Hamler,FA,2011,Combine,6-2,195,,,4.68,4.3,4.18,65.2,7.16,14.4,32.0,10.7,112.0,6.1,4.0,0.2
KJ Hamler,DEN,2020,Combine,5-9,178,30.75,9.38,,-,,-,,-,,-,,-,15.0,53.6
De'Quan Hampton,FA,2017,Pro Day,6-3,225,,,4.66,6.5,,-,,-,,-,,-,,-
Leonard Hankerson,FA,2011,Combine,6-2,211,32.50,10.63,4.40,85.7,4.21,54.8,6.94,53.5,36.0,52.8,117.0,22.4,14.0,44.2
Chad Hansen,FA,2017,Pro Day,6-2,202,32.13,10.13,4.44,73.0,,-,,-,,-,,-,,-
Mecole Hardman,KC,2019,Combine,5-10,187,30.25,9.00,4.33,96.2,,-,,-,36.5,62.1,119.0,32.9,17.0,71.5
Justin Hardy,FA,2015,Combine,5-10,192,32.13,10.00,4.56,27.0,4.21,54.8,6.63,95.1,36.5,62.1,114.0,11.0,11.0,18.3
Kelvin Harmon,WAS,2019,Combine,6-2,215,32.50,9.50,4.60,15.2,4.32,30.5,7.15,15.0,32.5,14.3,117.0,22.4,18.0,79.0
Chris Harper,FA,2013,Combine,6-1,228,32.75,9.75,4.55,30.5,4.39,16.1,6.89,62.3,35.5,47.2,116.0,18.2,20.0,87.4
Josh Harper,FA,2015,Combine,6-1,191,30.88,8.75,4.64,8.7,4.36,21.1,7.15,15.0,32.0,10.7,108.0,2.9,13.0,34.7
Dwayne Harris,FA,2011,Combine,5-10,215,31.13,10.13,4.53,38.1,4.21,54.8,6.77,79.9,34.0,31.3,111.0,5.7,10.0,12.8
Mark Harrison,FA,2013,Combine,6-3,230,35.00,9.63,4.46,64.5,4.33,26.8,6.99,44.0,38.5,83.2,129.0,88.4,17.0,71.5
N'Keal Harry,NE,2019,Combine,6-2,225,33.00,9.50,4.53,38.1,,-,,-,38.5,83.2,122.0,53.9,27.0,99.1
Brian Hartline,FA,2009,Combine,6-2,200,32.00,10.00,4.52,42.2,4.12,79.8,6.65,92.1,34.5,36.3,120.0,38.6,,-
Percy Harvin,FA,2009,Pro Day,5-11,185,31.63,9.38,4.39,87.9,,-,,-,37.5,74.2,121.0,48.5,20.0,87.4
Keon Hatcher,FA,2017,Combine,6-1,212,,,,-,,-,,-,,-,,-,16.0,63.4
Lavelle Hawkins,FA,2008,Combine,5-11,194,,,4.57,23.4,,-,,-,,-,117.0,22.4,14.0,44.2
Andrew Hawkins,FA,2008,Pro Day,5-7,180,,,4.34,94.2,4.03,91.4,6.81,74.5,38.0,78.4,114.0,11.0,9.0,9.5
Matt Hazel,FA,2014,Combine,6-1,195,31.38,9.13,4.50,50.3,4.20,58.2,7.08,26.2,36.5,62.1,118.0,28.7,15.0,53.6
Junior Hemingway,FA,2012,Combine,6-1,225,32.50,9.63,4.53,38.1,3.98,96.1,6.59,96.5,35.0,42.4,124.0,68.2,21.0,92.1
Carlos Henderson,FA,2017,Combine,5-11,191,31.38,9.13,4.46,64.5,4.35,22.0,7.18,13.0,36.0,52.8,131.0,92.6,13.0,34.7
Quadree Henderson,FA,2018,Combine,5-8,192,29.50,9.88,4.50,50.3,4.28,38.2,6.89,62.3,32.5,14.3,120.0,38.6,12.0,27.4
Robert Herron,FA,2014,Combine,5-9,193,30.50,9.75,4.48,58.5,4.27,41.6,6.84,70.1,35.5,47.2,125.0,75.2,18.0,79.0
Devin Hester,FA,2006,Combine,5-11,190,,,4.41,83.4,,-,,-,38.0,78.4,124.0,68.2,16.0,63.4
Darrius Heyward-Bey,FA,2009,Combine,6-2,210,,,4.25,99.7,4.18,65.2,6.80,76.9,38.5,83.2,125.0,75.2,16.0,63.4
Rashard Higgins,CLE,2016,Pro Day,6-1,198,,,4.64,8.7,4.52,4.3,7.19,10.0,32.5,14.3,120.0,38.6,,-
Tee Higgins,CIN,2020,Combine,6-4,215,34.13,9.25,,-,,-,,-,,-,,-,,-
John Hightower,PHI,2020,Combine,6-1,189,31.50,9.75,4.43,75.1,4.21,54.8,7.07,28.0,38.5,83.2,122.0,53.9,,-
KJ Hill,LAC,2020,Combine,6-0,195,29.13,9.25,4.60,15.2,,-,,-,32.5,14.3,114.0,11.0,17.0,71.5
Stephen Hill,FA,2012,Combine,6-4,215,33.38,9.38,4.34,94.2,4.48,7.0,6.89,62.3,39.5,88.0,133.0,96.0,14.0,44.2
T.Y. Hilton,IND,2012,Pro Day,5-10,183,32.00,8.50,4.34,94.2,4.36,21.1,7.03,35.6,35.5,47.2,119.0,32.9,7.0,2.4
Shay Hodge,FA,2010,Combine,6-1,207,33.00,9.25,4.62,11.4,4.32,30.5,6.90,59.7,33.5,23.1,117.0,22.4,11.0,18.3
Isaiah Hodgins,BUF,2020,Combine,6-3,210,33.13,9.88,4.61,13.5,4.12,79.8,7.01,38.9,36.5,62.1,124.0,68.2,9.0,9.5
Cody Hoffman,FA,2014,Combine,6-4,210,33.25,9.75,4.65,7.7,4.20,58.2,6.89,62.3,27.5,0.7,108.0,2.9,13.0,34.7
Krishawn Hogan,FA,2017,Combine,6-3,222,32.13,9.88,4.56,27.0,4.21,54.8,6.74,82.9,36.5,62.1,124.0,68.2,13.0,34.7
Trindon Holliday,FA,2010,Combine,5-5,166,28.38,8.25,4.34,94.2,4.48,7.0,6.54,98.1,42.0,97.7,116.0,18.2,10.0,12.8
Mack Hollins,MIA,2017,Combine,6-4,221,33.25,9.75,4.53,38.1,,-,,-,,-,,-,,-
Santonio Holmes,FA,2006,Pro Day,5-11,192,32.00,9.63,4.35,92.7,4.26,43.9,6.82,72.7,38.0,78.4,126.0,80.0,,-
Andre Holmes,FA,2011,Combine,6-4,210,,34.00,4.61,13.5,4.31,32.7,6.69,87.7,35.0,42.4,130.0,91.7,11.0,18.3
Johnny Holton,FA,2016,Combine,6-3,190,32.88,9.88,4.54,33.8,,-,,-,31.5,7.7,123.0,60.5,8.0,4.4
DeAndre Hopkins,ARI,2013,Combine,6-1,212,33.38,10.00,4.57,23.4,4.50,5.5,,-,36.0,52.8,115.0,13.8,15.0,53.6
Josh Huff,FA,2014,Combine,5-11,206,31.25,9.38,4.51,45.9,,-,,-,35.5,47.2,116.0,18.2,14.0,44.2
Lil'Jordan Humphrey,FA,2019,Combine,6-4,225,32.75,9.50,4.75,1.4,4.29,37.0,7.09,23.8,33.5,23.1,119.0,32.9,13.0,34.7
Justin Hunter,FA,2013,Combine,6-4,203,33.25,9.38,4.44,73.0,4.33,26.8,,-,39.5,88.0,136.0,98.3,,-
Jalen Hurd,SF,2019,Combine,6-4,230,32.00,10.25,,-,,-,,-,,-,0.0,0.0,23.0,96.5
Allen Hurns,MIA,2014,Combine,6-3,195,32.00,9.25,4.55,30.5,4.50,5.5,7.23,6.9,31.0,5.0,120.0,38.6,14.0,44.2
Andy Isabella,ARI,2019,Combine,5-9,188,29.75,8.38,4.31,97.8,4.15,70.9,6.95,51.2,36.5,62.1,121.0,48.5,15.0,53.6
DeSean Jackson,PHI,2008,Pro Day,5-10,175,,,,-,4.19,61.6,6.82,72.7,34.5,36.3,,-,,-
Trishton Jackson,LAR,2020,Combine,6-1,197,32.38,9.75,4.50,50.3,,-,,-,36.0,52.8,117.0,22.4,,-
Vincent Jackson,FA,,Pro Day,6-5,230,32.00,9.63,,-,,-,6.84,70.1,,-,129.0,88.4,23.0,96.5
Jerrell Jackson,FA,2012,Combine,6-1,185,32.88,9.25,4.62,11.4,4.11,82.0,6.82,72.7,41.0,94.6,127.0,84.4,22.0,94.5
Richie James,SF,2018,Combine,5-9,185,31.25,9.25,4.48,58.5,4.16,69.5,6.87,66.4,35.5,47.2,122.0,53.9,6.0,1.1
Jeff Janis,FA,2014,Combine,6-3,219,32.50,9.00,4.42,78.8,3.98,96.1,6.64,94.0,37.5,74.2,123.0,60.5,20.0,87.4
Lestar Jean,FA,2011,Combine,6-3,202,33.00,9.00,4.61,13.5,4.43,12.5,7.45,0.7,37.5,74.2,113.0,8.1,14.0,44.2
Justin Jefferson,MIN,2020,Combine,6-1,202,33.00,9.13,4.43,75.1,,-,,-,37.5,74.2,126.0,80.0,,-
Van Jefferson,LAR,2020,Combine,6-1,200,32.75,9.13,,-,,-,,-,,-,,-,,-
Alshon Jeffery,PHI,2012,Pro Day,6-3,218,,,4.48,58.5,4.17,68.6,6.71,86.1,36.5,62.1,122.0,53.9,,-
A.J. Jenkins,FA,2012,Combine,6-0,200,32.75,9.50,4.39,87.9,,-,,-,38.0,78.4,124.0,68.2,12.0,27.4
Greg Jennings,FA,2006,Combine,6-0,198,30.00,9.00,4.42,78.8,4.18,65.2,6.69,87.7,36.5,62.1,117.0,22.4,,-
Jauan Jennings,FA,2020,Combine,6-3,215,31.63,9.00,4.72,2.4,,-,,-,29.0,1.8,119.0,32.9,,-
Gary Jennings,FA,2019,Combine,6-1,215,32.50,9.63,4.42,78.8,4.15,70.9,7.32,3.7,37.0,68.3,127.0,84.4,20.0,87.4
Jerrel Jernigan,FA,2011,Combine,5-8,189,32.00,9.25,4.46,64.5,4.25,46.6,7.07,28.0,37.5,74.2,117.0,22.4,11.0,18.3
Jerry Jeudy,DEN,2020,Combine,6-1,193,32.13,9.50,4.45,69.1,,-,,-,35.0,42.4,120.0,38.6,,-
Stevie Johnson,FA,2008,Pro Day,6-2,207,,,4.46,64.5,,-,,-,,-,,-,,-
Darius Johnson,FA,2013,Combine,5-10,175,30.25,9.13,4.60,15.2,4.53,3.9,,-,32.0,10.7,109.0,4.2,6.0,1.1
Calvin Johnson,FA,2007,Combine,6-5,237,33.38,9.75,4.35,92.7,,-,,-,,-,,-,,-
Andre Johnson,FA,,Pro Day,6-3,229,,,4.41,83.4,4.10,84.3,,-,41.0,94.6,129.0,88.4,,-
Tyler Johnson,TB,2020,Combine,6-2,206,30.88,9.00,,-,,-,,-,,-,,-,,-
Charles Johnson,FA,,Combine,6-2,217,,,,-,,-,,-,,-,,-,,-
KeeSean Johnson,ARI,2019,Combine,6-1,201,32.00,9.50,4.60,15.2,4.23,49.8,7.28,4.6,30.0,2.9,117.0,22.4,14.0,44.2
Diontae Johnson,PIT,2019,Combine,5-10,183,30.75,9.00,4.53,38.1,4.45,10.0,7.09,23.8,33.5,23.1,123.0,60.5,15.0,53.6
Juwan Johnson,FA,2020,Combine,6-4,230,34.25,10.50,4.58,20.0,4.37,19.5,6.94,53.5,33.0,18.4,124.0,68.2,14.0,44.2
Bisi Johnson,MIN,2019,Combine,6-0,204,30.75,10.38,4.51,45.9,4.16,69.5,6.88,64.4,38.0,78.4,124.0,68.2,14.0,44.2
Collin Johnson,JAX,2020,Combine,6-5,222,31.75,9.00,,-,,-,,-,,-,0.0,0.0,17.0,71.5
Anthony Johnson,FA,2019,Combine,6-2,203,31.38,9.38,,-,,-,7.12,18.3,32.5,14.3,122.0,53.9,18.0,79.0
Julio Jones,ATL,2011,Combine,6-3,220,33.75,9.75,4.34,94.2,4.25,46.6,6.66,91.0,38.5,83.2,135.0,97.6,17.0,71.5
Marvin Jones,DET,2012,Combine,6-2,198,33.13,10.25,4.46,64.5,4.11,82.0,6.81,74.5,33.0,18.4,112.0,6.1,22.0,94.5
James Jones,FA,2007,Combine,6-1,208,,,4.54,33.8,4.20,58.2,7.06,31.9,34.0,31.3,119.0,32.9,22.0,94.5
Chandler Jones,FA,2012,Combine,5-9,185,35.50,9.75,4.77,1.2,4.38,18.0,7.07,28.0,35.0,42.4,120.0,38.6,22.0,94.5
Zay Jones,LV,2017,Combine,6-2,200,32.50,9.00,4.45,69.1,4.01,93.0,6.79,78.5,36.5,62.1,133.0,96.0,15.0,53.6
TJ Jones,FA,2014,Combine,6-0,190,30.63,10.00,4.48,58.5,4.27,41.6,6.82,72.7,33.0,18.4,119.0,32.9,,-
Derrick Jones,FA,2017,Pro Day,6-0,195,,,4.46,64.5,,-,,-,41.0,94.6,,-,,-
Jacoby Jones,FA,2008,Combine,6-2,215,,,4.50,50.3,4.31,32.7,7.03,35.6,34.0,31.3,129.0,88.4,,-
Cayleb Jones,FA,2016,Combine,6-2,209,32.75,9.25,4.65,7.7,4.14,75.9,6.99,44.0,33.5,23.1,,-,9.0,9.5
Kevin Jurovich,FA,2010,Combine,6-0,190,30.50,9.50,4.45,69.1,,-,,-,,-,,-,14.0,44.2
Brandon Kaufman,FA,2013,Combine,6-5,215,32.25,9.25,4.67,5.8,4.44,11.4,7.11,20.4,33.5,23.1,115.0,13.8,9.0,9.5
Jermaine Kearse,FA,2012,Combine,6-1,209,32.13,9.25,4.58,20.0,4.12,79.8,7.03,35.6,34.0,31.3,119.0,32.9,14.0,44.2
Jeremy Kerley,FA,2012,Combine,5-9,188,30.00,9.00,4.56,27.0,,-,,-,34.5,36.3,120.0,38.6,16.0,63.4
Tavarres King,FA,2013,Combine,6-1,200,33.00,9.50,4.47,61.9,4.33,26.8,6.91,57.9,36.5,62.1,123.0,60.5,11.0,18.3
Christian Kirk,ARI,2018,Combine,5-11,200,30.38,9.88,4.47,61.9,4.45,10.0,7.09,23.8,35.5,47.2,115.0,13.8,20.0,87.4
Cooper Kupp,LAR,2017,Combine,6-2,208,31.50,9.50,4.62,11.4,4.08,87.0,6.75,82.4,31.0,5.0,116.0,18.2,,-
Chris Lacy,FA,2018,Combine,6-3,205,31.25,9.75,4.51,45.9,,-,,-,33.5,23.1,120.0,38.6,11.0,18.3
Brandon LaFell,FA,2010,Combine,6-3,210,32.75,8.75,4.58,20.0,4.23,49.8,6.81,74.5,36.0,52.8,115.0,13.8,,-
CeeDee Lamb,DAL,2020,Combine,6-2,200,32.25,9.25,4.50,50.3,,-,,-,34.5,36.3,124.0,68.2,11.0,18.3
Jarvis Landry,CLE,2014,Pro Day,5-11,196,,,4.61,13.5,4.59,1.4,7.56,0.2,31.5,7.7,113.0,8.1,,-
Jerome Lane,FA,2017,Combine,6-3,220,31.50,9.75,4.60,15.2,4.12,79.8,6.87,66.4,35.0,42.4,125.0,75.2,16.0,63.4
Brendan Langley,FA,2017,Combine,6-0,199,32.00,9.50,4.43,75.1,4.21,54.8,7.06,31.9,35.5,47.2,123.0,60.5,22.0,94.5
Jordan Lasley,FA,2018,Combine,6-1,213,32.75,9.63,4.50,50.3,4.19,61.6,,-,34.5,36.3,112.0,6.1,8.0,4.4
Cody Latimer,FA,2014,Combine,6-2,215,32.63,9.63,,-,,-,,-,,-,,-,23.0,96.5
Kenny Lawler,FA,2016,Combine,6-2,203,33.38,10.50,4.64,8.7,4.20,58.2,7.13,16.9,31.0,5.0,111.0,5.7,,-
Allen Lazard,GB,2018,Combine,6-5,227,32.25,9.75,4.55,30.5,,-,,-,38.0,78.4,122.0,53.9,17.0,71.5
Marqise Lee,NE,2014,Combine,6-0,196,31.75,9.50,4.52,42.2,4.01,93.0,,-,38.0,78.4,127.0,84.4,,-
Roger Lewis,FA,2016,Combine,6-0,203,32.00,9.75,4.57,23.4,,-,,-,33.5,23.1,116.0,18.2,8.0,4.4
Dezmin Lewis,FA,2015,Combine,6-4,214,32.50,9.88,4.58,20.0,4.28,38.2,7.11,20.4,33.5,23.1,119.0,32.9,16.0,63.4
Kalija Lipscomb,FA,2020,Combine,6-0,207,32.88,9.38,4.57,23.4,,-,,-,32.0,10.7,127.0,84.4,16.0,63.4
Kolby Listenbee,FA,2016,Combine,6-0,183,31.38,8.25,4.39,87.9,,-,,-,35.5,47.2,129.0,88.4,15.0,53.6
Greg Little,FA,2011,Combine,6-2,220,33.25,9.13,4.60,15.2,4.21,54.8,6.80,76.9,40.5,92.3,129.0,88.4,27.0,99.1
Tyler Lockett,SEA,2015,Combine,5-10,182,30.00,8.38,4.40,85.7,4.07,88.2,6.89,62.3,35.5,47.2,121.0,48.5,,-
Ricardo Lockette,FA,2011,Combine,6-2,211,33.75,9.75,4.34,94.2,4.19,61.6,7.15,15.0,35.5,47.2,127.0,84.4,,-
DaMarkus Lodge,FA,2019,Combine,6-2,202,33.13,9.50,4.55,30.5,4.53,3.9,7.06,31.9,33.5,23.1,119.0,32.9,11.0,18.3
Deon Long,FA,2015,Combine,6-0,192,31.00,9.50,4.51,45.9,4.27,41.6,6.98,45.1,34.0,31.3,120.0,38.6,12.0,27.4
Scott Long,FA,2010,Combine,6-2,214,31.25,9.75,4.46,64.5,4.09,85.5,6.45,99.5,41.5,96.6,123.0,60.5,20.0,87.4
Ricardo Louis,FA,2016,Combine,6-2,215,32.38,9.50,4.43,75.1,,-,,-,38.0,78.4,132.0,93.9,18.0,79.0
Keevan Lucas,FA,2017,Combine,5-9,192,31.88,9.88,4.55,30.5,4.43,12.5,7.23,6.9,32.5,14.3,119.0,32.9,11.0,18.3
Devin Lucien,FA,2016,Pro Day,6-2,200,31.88,10.13,4.49,55.5,4.30,35.7,6.93,56.0,34.5,36.3,117.0,22.4,13.0,34.7
Austin Mack,FA,2020,Combine,6-1,208,33.63,10.00,4.59,18.1,,-,,-,31.5,7.7,117.0,22.4,,-
Jeremy Maclin,FA,2009,Pro Day,6-0,198,32.25,9.25,4.43,75.1,4.25,46.6,7.06,31.9,35.5,47.2,120.0,38.6,,-
Jeff Maehl,FA,2011,Combine,6-0,184,31.50,9.13,4.56,27.0,3.94,98.0,6.42,99.8,33.5,23.1,115.0,13.8,,-
Josh Malone,FA,2017,Combine,6-3,205,31.38,9.63,4.40,85.7,4.19,61.6,7.05,34.0,30.5,3.9,121.0,48.5,10.0,12.8
Mario Manningham,FA,2008,Pro Day,5-11,183,,,4.42,78.8,4.38,18.0,,-,35.0,42.4,,-,,-
Gabe Marks,FA,2017,Combine,5-11,189,30.38,8.75,4.56,27.0,4.20,58.2,7.00,40.3,29.5,2.1,117.0,22.4,11.0,18.3
Jalin Marshall,FA,2016,Combine,5-10,200,31.50,9.68,4.60,15.2,4.13,77.7,6.80,76.9,37.5,74.2,125.0,75.2,16.0,63.4
Brandon Marshall,FA,2006,Combine,6-5,232,,,4.52,42.2,,-,,-,37.0,68.3,120.0,38.6,28.0,100.0
Keshawn Martin,FA,2012,Combine,5-11,195,31.38,9.25,4.45,69.1,4.13,77.7,6.85,69.4,39.0,86.0,122.0,53.9,13.0,34.7
Tavares Martin,FA,2018,Combine,6-1,185,32.13,9.13,4.80,0.5,,-,,-,31.5,7.7,,-,,-
Mitch Mathews,FA,2016,Pro Day,6-5,222,,,4.49,55.5,4.25,46.6,6.99,44.0,36.0,52.8,129.0,88.4,12.0,27.4
Devonte Mathis,FA,2017,Pro Day,6-1,220,,,4.57,23.4,,-,7.03,35.6,26.5,0.2,108.0,2.9,11.0,18.3
Chris Matthews,FA,2011,Pro Day,6-5,228,,,4.57,23.4,4.29,37.0,6.90,59.7,33.5,23.1,118.0,28.7,,-
Rishard Matthews,FA,2012,Combine,6-0,217,32.50,9.13,4.62,11.4,4.19,61.6,6.88,64.4,36.0,52.8,,-,20.0,87.4
Jordan Matthews,FA,2014,Combine,6-3,215,33.25,10.38,4.46,64.5,4.18,65.2,6.95,51.2,35.5,47.2,120.0,38.6,21.0,92.1
Marquis Maze,FA,2012,Combine,5-8,186,29.75,9.00,4.51,45.9,,-,,-,33.0,18.4,112.0,6.1,,-
Tre McBride,FA,2015,Combine,6-0,210,32.13,9.00,4.41,83.4,4.08,87.0,6.96,48.6,38.0,78.4,122.0,53.9,16.0,63.4
Max McCaffrey,FA,2016,Pro Day,6-2,200,,,4.46,64.5,4.15,70.9,7.09,23.8,36.5,62.1,122.0,53.9,9.0,9.5
Onterio McCalebb,FA,2013,Combine,5-10,170,31.00,9.00,4.34,94.2,,-,,-,34.0,31.3,121.0,48.5,,-
Ray-Ray McCloud,PIT,2018,Combine,5-9,190,30.25,9.25,4.53,38.1,,-,,-,34.5,36.3,113.0,8.1,13.0,34.7
Mekale McKay,FA,2016,Combine,6-5,210,30.67,9.50,4.55,30.5,4.63,0.7,7.08,26.2,35.0,42.4,123.0,60.5,12.0,27.4
Isaiah McKenzie,BUF,2017,Combine,5-8,173,28.88,8.88,4.42,78.8,4.15,70.9,6.64,94.0,36.0,52.8,123.0,60.5,11.0,18.3
Terry McLaurin,WAS,2019,Combine,6-0,210,31.50,9.13,4.35,92.7,4.15,70.9,7.01,38.9,37.5,74.2,125.0,75.2,18.0,79.0
Marvin McNutt,FA,2012,Combine,6-2,215,32.00,10.00,4.54,33.8,4.07,88.2,7.15,15.0,37.0,68.3,122.0,53.9,,-
Robert Meachem,FA,2007,Combine,6-2,215,,,4.39,87.9,4.31,32.7,6.97,47.0,37.5,74.2,121.0,48.5,,-
Aaron Mellette,FA,2013,Combine,6-2,217,33.13,9.63,4.54,33.8,4.41,13.6,7.11,20.4,33.5,23.1,123.0,60.5,9.0,9.5
DK Metcalf,SEA,2019,Combine,6-4,229,34.88,9.88,4.33,96.2,4.50,5.5,7.38,1.6,40.5,92.3,134.0,97.2,27.0,99.1
Jakobi Meyers,NE,2019,Combine,6-2,200,32.00,9.50,4.63,10.2,4.23,49.8,7.07,28.0,37.0,68.3,118.0,28.7,13.0,34.7
Jaydon Mickens,TB,2016,Pro Day,5-10,175,,,4.52,42.2,3.93,98.6,6.62,95.6,35.5,47.2,121.0,48.5,13.0,34.7
Anthony Miller,CHI,2018,Combine,5-11,199,31.67,10.68,,-,,-,,-,,-,,-,22.0,94.5
Braxton Miller,FA,2016,Combine,6-1,205,31.75,9.13,4.50,50.3,4.07,88.2,6.65,92.1,35.0,42.4,123.0,60.5,17.0,71.5
Denzel Mims,NYJ,2020,Combine,6-3,207,33.88,9.38,4.38,90.3,4.43,12.5,6.66,91.0,38.5,83.2,131.0,92.6,16.0,63.4
Malcolm Mitchell,FA,2016,Combine,6-1,200,32.67,10.50,4.45,69.1,4.34,24.5,6.94,53.5,36.0,52.8,129.0,88.4,15.0,53.6
Steven Mitchell,FA,2018,Combine,5-10,186,30.38,9.38,4.56,27.0,4.40,14.5,6.75,82.4,32.5,14.3,121.0,48.5,13.0,34.7
