,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Name,Team,Date,Title,Height,Weight,Arm,Hand,40 Yard,%,Shuttle,%,Cone,%,Vertical,%,Broad,%,Bench,%
Marlon Mack,IND,2017,Combine,6-0,210,32.00,9.00,4.50,62.9,,-,,-,35.5,59.0,125.0,82.7,15.0,11.9
Terrence Magee,FA,2015,Combine,5-9,220,30.00,9.00,,-,4.37,22.4,7.52,2.4,37.0,77.3,115.0,19.8,22.0,69.3
Keith Marshall,FA,2016,Combine,5-11,222,31.67,9.38,4.31,98.8,,-,,-,30.5,10.6,,-,25.0,85.7
Byron Marshall,FA,2016,Combine,5-9,225,30.25,9.50,,-,,-,,-,,-,,-,17.0,28.7
Doug Martin,FA,2012,Combine,5-9,223,30.50,9.00,4.46,79.5,4.16,77.6,6.79,88.7,36.0,67.1,120.0,51.8,28.0,94.9
Tre Mason,FA,2014,Combine,5-8,207,30.00,9.00,4.50,62.9,4.15,79.4,,-,38.5,88.2,126.0,87.2,,-
Ryan Mathews,FA,2010,Combine,6-0,220,31.00,9.25,4.37,95.6,4.33,26.0,7.00,55.2,36.0,67.1,121.0,60.7,19.0,45.1
Alexander Mattison,MIN,2019,Combine,5-11,220,31.00,9.13,4.67,13.2,4.29,36.3,7.13,29.2,35.0,52.2,127.0,89.8,22.0,69.3
Christian McCaffrey,CAR,2017,Combine,5-11,205,30.00,9.00,4.48,71.1,4.22,55.6,6.75,91.0,37.5,81.1,121.0,60.7,10.0,2.7
Dexter McCluster,FA,2010,Combine,5-8,170,29.25,8.38,4.53,55.0,4.06,94.6,,-,37.5,81.1,118.0,35.1,20.0,52.6
LeSean McCoy,TB,,Combine,5-11,210,31.75,8.87,,-,,-,,-,,-,,-,,-
Darren McFadden,FA,2008,Combine,6-1,210,,,4.33,98.2,,-,,-,33.0,25.8,128.0,92.0,,-
Anthony McFarland,PIT,2020,Combine,5-8,193,30.38,8.88,4.44,85.1,,-,,-,29.5,4.7,116.0,24.0,0.0,0.0
Elijah McGuire,FA,2017,Combine,5-10,214,31.00,9.00,4.53,55.0,4.56,4.0,7.26,11.8,36.0,67.1,120.0,51.8,15.0,11.9
Jerick McKinnon,SF,2014,Combine,5-9,205,30.25,8.63,4.41,89.8,4.12,83.9,6.83,84.9,40.5,96.0,132.0,98.1,32.0,99.3
Jeremy McNichols,TEN,2017,Combine,5-9,205,31.50,10.00,4.49,66.4,4.28,41.3,6.93,67.9,35.5,59.0,121.0,60.7,,-
Davin Meggett,FA,2012,Combine,5-8,218,,,4.53,55.0,4.32,28.3,7.14,28.3,35.0,52.2,118.0,35.1,23.0,75.8
Rashard Mendenhall,FA,2008,Combine,5-10,225,,,4.41,89.8,4.18,73.1,,-,33.5,33.5,117.0,28.4,26.0,90.1
Christine Michael,FA,2013,Combine,5-10,220,31.50,9.38,4.54,50.6,4.02,97.3,6.69,95.3,43.0,100.0,125.0,82.7,27.0,93.2
Sony Michel,NE,2018,Combine,5-11,215,31.25,9.13,4.54,50.6,4.21,59.2,,-,,-,,-,22.0,69.3
Lamar Miller,FA,2012,Combine,5-10,221,31.38,9.25,4.40,91.2,,-,,-,33.0,25.8,,-,,-
Brandon Minor,FA,2010,Combine,6-1,218,,,4.59,34.2,,-,,-,,-,,-,,-
Joe Mixon,CIN,2017,Pro Day,6-1,220,,,4.43,86.8,,-,7.00,55.2,35.0,52.2,108.0,3.8,21.0,61.8
Ty Montgomery,NO,2015,Combine,6-0,216,31.00,10.13,4.55,48.0,4.21,59.2,6.97,59.0,40.5,96.0,121.0,60.7,,-
David Montgomery,CHI,2019,Combine,5-10,222,31.38,9.25,4.63,21.1,,-,,-,28.5,1.2,121.0,60.7,15.0,11.9
Jalin Moore,FA,2019,Combine,5-10,212,32.38,9.25,,-,,-,,-,,-,,-,27.0,93.2
Knowshon Moreno,FA,2009,Combine,5-11,220,,,4.50,62.9,4.27,45.3,6.84,83.0,35.5,59.0,115.0,19.8,25.0,85.7
Romar Morris,FA,2016,Pro Day,5-10,190,,,4.36,97.1,4.31,30.9,6.87,77.4,38.0,84.5,116.0,24.0,15.0,11.9
Alfred Morris,FA,2012,Combine,5-10,222,,,4.63,21.1,4.19,69.1,7.01,53.3,35.5,59.0,117.0,28.4,16.0,21.5
Zack Moss,BUF,2020,Combine,5-9,205,31.25,9.25,4.65,16.1,,-,,-,33.0,25.8,0.0,0.0,19.0,45.1
Adam Muema,FA,2014,Combine,5-10,205,29.88,9.75,,-,,-,,-,,-,,-,,-
Khalfani Muhammad,FA,2017,Pro Day,5-7,174,,,4.34,97.4,,-,,-,,-,,-,,-
Marcus Murphy,FA,2015,Combine,5-9,195,31.00,8.63,4.61,29.2,4.40,14.8,,-,29.0,2.8,109.0,5.4,11.0,3.8
DeMarco Murray,FA,2011,Combine,6-1,220,32.00,9.25,4.37,95.6,4.18,73.1,7.28,9.4,34.5,46.6,130.0,94.2,21.0,61.8
Ryan Nall,CHI,2018,Combine,6-2,239,31.50,10.50,4.58,37.1,4.16,77.6,6.95,64.2,33.0,25.8,122.0,70.3,15.0,11.9
Chris Ogbonnaya,FA,2009,Combine,6-0,225,,,4.57,40.1,4.29,36.3,,-,35.0,52.2,111.0,9.3,19.0,45.1
Dare Ogunbowale,JAX,2017,Combine,5-10,205,31.38,9.13,4.65,16.1,4.34,24.7,6.99,57.5,35.0,52.2,120.0,51.8,14.0,9.6
Qadree Ollison,ATL,2019,Combine,6-1,232,31.50,9.63,4.58,37.1,4.31,30.9,7.53,1.4,29.5,4.7,114.0,16.9,19.0,45.1
Jalen Parmele,FA,2008,Combine,5-11,225,,,4.47,76.6,4.29,36.3,6.96,61.3,34.0,38.8,125.0,82.7,19.0,45.1
Darius Paulk,FA,2017,Pro Day,5-7,197,,,4.84,0.9,,-,,-,29.5,4.7,108.0,3.8,24.0,81.2
Irvine Paye,FA,2017,Pro Day,5-5,169,,,4.59,34.2,,-,,-,36.0,67.1,120.0,51.8,14.0,9.6
Isaiah Pead,FA,,Combine,5-10,206,31.00,8.63,4.47,76.6,4.32,28.3,6.95,64.2,33.0,25.8,116.0,24.0,,-
Cedric Peerman,FA,2009,Combine,5-10,212,,,4.34,97.4,4.29,36.3,,-,40.0,94.1,117.0,28.4,27.0,93.2
Rashaad Penny,SEA,2018,Combine,5-11,220,31.25,9.25,4.46,79.5,,-,,-,32.5,22.0,120.0,51.8,13.0,7.5
Samaje Perine,CIN,2017,Combine,5-11,240,30.38,10.00,4.63,21.1,4.37,22.4,7.26,11.8,33.0,25.8,116.0,24.0,30.0,98.0
La'Mical Perine,NYJ,2020,Combine,5-11,216,31.63,10.25,4.62,25.4,4.31,30.9,7.13,29.2,35.0,52.2,118.0,35.1,22.0,69.3
LaDarius Perkins,FA,2014,Combine,5-7,195,31.00,9.63,4.46,79.5,4.30,35.0,7.08,38.2,35.5,59.0,124.0,80.8,23.0,75.8
Paul Perkins,FA,2016,Combine,5-11,213,31.63,9.00,4.54,50.6,,-,,-,32.0,17.7,124.0,80.8,19.0,45.1
Adrian Peterson,DET,2007,Combine,6-1,220,,,4.40,91.2,4.40,14.8,7.09,34.9,38.5,88.2,127.0,89.8,,-
Scottie Phillips,HOU,2020,Combine,5-8,209,29.38,8.50,4.56,44.4,4.53,5.4,7.40,4.2,30.0,7.8,114.0,16.9,29.0,96.2
Bernard Pierce,FA,,Combine,6-0,222,31.50,9.25,4.49,66.4,4.28,41.3,7.07,40.6,36.0,67.1,123.0,77.3,17.0,28.7
Chris Polk,FA,2012,Combine,5-11,222,31.50,9.75,4.57,40.1,4.21,59.2,7.13,29.2,31.0,13.4,111.0,9.3,,-
Tony Pollard,DAL,2019,Combine,6-0,209,30.00,9.50,4.52,58.8,,-,,-,35.0,52.2,121.0,60.7,13.0,7.5
Tauren Poole,FA,2012,Combine,5-10,210,,,4.54,50.6,4.19,69.1,7.36,6.6,34.0,38.8,118.0,35.1,24.0,81.2
Bilal Powell,FA,2011,Combine,5-10,204,30.88,8.75,,-,,-,,-,,-,,-,18.0,36.9
Jhurell Pressley,FA,2016,Pro Day,5-10,206,,,4.40,91.2,4.15,79.4,7.01,53.3,33.5,33.5,117.0,28.4,25.0,85.7
C.J. Prosise,HOU,2016,Combine,6-1,225,32.13,8.50,4.48,71.1,,-,,-,35.5,59.0,121.0,60.7,,-
Donnel Pumphrey,FA,2017,Combine,5-9,176,29.00,8.50,4.48,71.1,,-,,-,33.5,33.5,117.0,28.4,5.0,2.4
Chris Rainey,FA,2012,Combine,5-9,180,30.75,9.50,4.45,81.9,3.93,100.0,6.50,100.0,36.0,67.1,120.0,51.8,16.0,21.5
Thomas Rawls,FA,2015,Combine,5-9,215,30.75,9.25,4.65,16.1,,-,,-,35.5,59.0,116.0,24.0,15.0,11.9
Silas Redd,FA,2014,Combine,5-10,200,30.75,9.00,4.70,9.1,,-,,-,37.0,77.3,122.0,70.3,18.0,36.9
Devine Redding,FA,2017,Combine,5-8,205,29.25,9.63,4.76,3.8,4.46,11.2,7.18,21.7,30.5,10.6,116.0,24.0,16.0,21.5
Darius Reynaud,FA,2008,Combine,5-9,201,,,4.48,71.1,4.32,28.3,,-,34.5,46.6,130.0,94.2,20.0,52.6
Ray Rice,FA,2008,Combine,5-8,212,,,4.42,88.3,4.20,63.2,6.65,96.7,31.5,14.6,119.0,46.0,23.0,75.8
Demario Richard,FA,2018,Combine,5-9,219,28.75,9.25,4.70,9.1,,-,,-,29.5,4.7,115.0,19.8,12.0,6.1
Trent Richardson,FA,2012,Pro Day,5-9,225,30.25,9.50,4.48,71.1,,-,,-,,-,,-,25.0,85.7
Theo Riddick,FA,2013,Combine,5-9,201,30.00,8.75,4.68,11.1,,-,,-,32.0,17.7,118.0,35.1,,-
Stevan Ridley,FA,2011,Combine,5-11,220,31.88,9.25,4.65,16.1,4.21,59.2,6.78,90.1,36.0,67.1,118.0,35.1,18.0,36.9
Josh Robinson,FA,,Combine,5-8,221,,,4.29,99.1,3.97,98.7,6.55,99.1,38.5,88.2,133.0,99.0,17.0,28.7
Khiry Robinson,FA,2013,Pro Day,6-0,220,,,4.71,8.2,4.37,22.4,6.88,75.9,35.0,52.2,121.0,60.7,22.0,69.3
Denard Robinson,FA,2013,Combine,6-0,215,32.63,9.00,4.43,86.8,4.22,55.6,7.09,34.9,36.5,73.6,123.0,77.3,,-
James Robinson,JAX,2020,Combine,5-9,219,29.63,8.75,4.64,19.6,4.19,69.1,7.03,49.5,40.0,94.1,125.0,82.7,24.0,81.2
Jacquizz Rodgers,FA,2011,Combine,5-6,205,30.50,8.88,4.59,34.2,4.26,48.9,7.31,8.5,33.0,25.8,113.0,13.7,,-
Brandon Ross,FA,2016,Pro Day,5-10,204,,,4.44,85.1,4.27,45.3,6.75,91.0,37.5,81.1,118.0,35.1,10.0,2.7
Evan Royster,FA,2011,Combine,6-1,216,30.75,9.25,4.65,16.1,4.18,73.1,7.07,40.6,34.0,38.8,113.0,13.7,20.0,52.6
Jaylen Samuels,PIT,,Combine,6-0,225,,,4.54,50.6,4.28,41.3,6.93,67.9,34.5,46.6,121.0,60.7,,-
Miles Sanders,PHI,2019,Combine,5-11,211,30.63,9.25,4.49,66.4,4.19,69.1,6.89,74.1,36.0,67.1,124.0,80.8,20.0,52.6
Bishop Sankey,FA,2014,Combine,5-10,209,31.00,10.00,4.49,66.4,4.00,98.2,6.75,91.0,35.5,59.0,126.0,87.2,26.0,90.1
Caleb Saulo,FA,2017,Pro Day,6-0,234,31.50,10.25,5.00,0.3,,-,7.38,4.7,30.0,7.8,108.0,3.8,,-
Bo Scarbrough,DET,2018,Combine,6-1,235,33.50,10.50,4.52,58.8,,-,,-,40.0,94.1,129.0,93.0,14.0,9.6
Jordan Scarlett,FA,2019,Combine,5-11,210,30.38,8.88,4.47,76.6,4.63,0.4,7.37,5.7,30.0,7.8,116.0,24.0,21.0,61.8
Ross Scheuerman,FA,2015,Combine,6-0,204,30.00,8.75,4.62,25.4,4.11,87.0,7.08,38.2,33.0,25.8,121.0,60.7,15.0,11.9
Bernard Scott,FA,2009,Combine,5-10,198,,,4.44,85.1,4.08,91.5,,-,36.0,67.1,125.0,82.7,21.0,61.8
LJ Scott,FA,2019,Combine,6-0,227,32.13,9.38,,-,4.34,24.7,7.27,9.9,33.0,25.8,120.0,51.8,21.0,61.8
Lache Seastrunk,FA,2014,Combine,5-9,200,30.00,9.25,4.51,60.5,,-,,-,41.5,98.4,134.0,99.7,15.0,11.9
Kory Sheets,FA,2009,Combine,5-11,208,,,4.39,93.6,4.39,19.7,,-,37.0,77.3,121.0,60.7,15.0,11.9
Rushel Shell,FA,2017,Pro Day,5-10,227,,,4.65,16.1,,-,7.06,45.8,,-,108.0,3.8,,-
Rushel Shell,FA,2017,Combine,5-10,227,30.00,9.88,4.74,5.8,,-,,-,32.5,22.0,,-,21.0,61.8
Blake Sims,FA,2015,Combine,5-11,218,31.50,9.00,4.57,40.1,,-,,-,30.5,10.6,115.0,19.8,,-
Charles Sims,FA,2014,Combine,6-0,211,31.00,8.25,4.48,71.1,4.30,35.0,7.16,24.5,37.5,81.1,126.0,87.2,17.0,28.7
Devin Singletary,BUF,2019,Combine,5-7,203,28.88,8.50,4.66,14.0,4.40,14.8,7.32,8.0,35.0,52.2,117.0,28.4,15.0,11.9
Wendell Smallwood,FA,2016,Combine,5-10,208,30.50,9.25,4.47,76.6,4.28,41.3,6.83,84.9,33.5,33.5,120.0,51.8,14.0,9.6
Jerome Smith,FA,2014,Combine,6-0,226,30.88,9.75,4.84,0.9,4.60,1.8,7.53,1.4,36.0,67.1,118.0,35.1,14.0,9.6
Drew Smith,FA,,Combine,6-2,225,36.38,11.00,,-,,-,,-,,-,,-,29.0,96.2
Benny Snell,PIT,2019,Combine,5-10,224,31.00,9.38,4.66,14.0,4.33,26.0,7.07,40.6,29.5,4.7,119.0,46.0,16.0,21.5
Jason Snelling,FA,2017,Combine,5-11,223,,,4.79,2.9,4.38,20.2,,-,30.0,7.8,111.0,9.3,,-
C.J. Spiller,FA,2010,Combine,5-11,200,30.50,10.13,4.27,99.4,,-,,-,,-,,-,18.0,36.9
Darren Sproles,FA,2005,Combine,5-6,190,,,4.47,76.6,3.96,99.1,6.96,61.3,33.0,25.8,105.0,1.9,23.0,75.8
Zac Stacy,FA,2013,Combine,5-9,224,30.25,8.63,4.55,48.0,4.17,76.7,6.70,94.3,33.0,25.8,122.0,70.3,27.0,93.2
James Starks,FA,2010,Combine,6-2,218,33.75,9.50,4.50,62.9,4.23,54.7,6.89,74.1,36.0,67.1,119.0,46.0,15.0,11.9
Jonathan Stewart,FA,2013,Combine,5-10,240,,,4.68,11.1,4.53,5.4,7.44,2.8,31.0,13.4,118.0,35.1,19.0,45.1
D'Andre Swift,DET,2020,Combine,5-8,212,29.88,9.00,4.48,71.1,,-,,-,35.5,59.0,121.0,60.7,0.0,0.0
Ben Tate,FA,2010,Combine,5-10,220,31.25,9.00,4.34,97.4,4.12,83.9,6.91,69.8,40.5,96.0,124.0,80.8,26.0,90.1
Patrick Taylor,GB,2020,Combine,6-2,217,32.25,9.38,4.57,40.1,,-,,-,34.0,38.8,123.0,77.3,15.0,11.9
Kelvin Taylor,FA,2016,Combine,5-10,197,29.25,8.25,4.60,31.0,,-,,-,32.0,17.7,113.0,13.7,15.0,11.9
J.J. Taylor,NE,2020,Combine,5-6,185,28.75,8.50,4.61,29.2,4.15,79.4,7.00,55.2,34.5,46.6,118.0,35.1,19.0,45.1
Jonathan Taylor,IND,2020,Combine,5-10,226,31.13,9.50,4.39,93.6,,-,,-,36.0,67.1,123.0,77.3,17.0,28.7
Stepfan Taylor,FA,2013,Combine,5-9,216,30.13,9.63,4.76,3.8,4.50,8.1,7.13,29.2,30.0,7.8,110.0,7.7,17.0,28.7
Roc Thomas,FA,2018,Combine,5-10,198,31.67,9.25,4.56,44.4,,-,,-,35.5,59.0,125.0,82.7,16.0,21.5
Daniel Thomas,FA,2011,Pro Day,6-2,235,32.38,9.00,4.62,25.4,4.29,36.3,7.06,45.8,34.0,38.8,123.0,77.3,,-
Jahad Thomas,FA,2017,Combine,5-10,190,30.13,9.00,4.62,25.4,,-,,-,32.0,17.7,116.0,24.0,11.0,3.8
Pierre Thomas,FA,2007,Pro Day,5-11,215,,,4.65,16.1,4.31,30.9,7.12,32.1,35.5,59.0,119.0,46.0,21.0,61.8
Shad Thornton,FA,2016,Combine,6-0,217,30.00,9.75,4.75,4.7,4.21,59.2,6.85,81.1,31.0,13.4,116.0,24.0,12.0,6.1
Jordan Todman,FA,2011,Combine,5-10,200,32.00,9.38,4.40,91.2,4.18,73.1,7.24,14.6,38.0,84.5,126.0,87.2,25.0,85.7
Matthew Tucker,FA,2013,Combine,6-1,227,30.25,9.25,4.55,48.0,,-,,-,35.5,59.0,118.0,35.1,17.0,28.7
Robert Turbin,FA,2012,Combine,5-10,225,31.00,9.75,4.50,62.9,4.31,30.9,7.16,24.5,36.0,67.1,122.0,70.3,28.0,94.9
Tyler Varga,FA,2015,Combine,5-11,225,30.38,10.38,,-,,-,,-,,-,,-,23.0,75.8
Ke'Shawn Vaughn,TB,2020,Combine,5-10,214,30.88,8.88,4.51,60.5,,-,,-,32.0,17.7,117.0,28.4,0.0,0.0
Shane Vereen,FA,2011,Combine,5-10,205,30.68,9.00,4.49,66.4,4.28,41.3,6.95,64.2,34.0,38.8,115.0,19.8,31.0,98.6
Akrum Wadley,FA,2018,Combine,5-9,188,29.50,8.25,4.54,50.6,,-,,-,32.0,17.7,,-,12.0,6.1
Mark Walton,FA,2018,Combine,5-10,200,30.00,9.25,4.60,31.0,,-,,-,31.5,14.6,118.0,35.1,18.0,36.9
Spencer Ware,FA,2013,Combine,5-10,229,,,4.62,25.4,4.27,45.3,7.07,40.6,35.5,59.0,119.0,46.0,17.0,28.7
Michael Warren,FA,2020,Combine,5-9,226,29.50,9.13,,-,,-,,-,,-,0.0,0.0,16.0,21.5
Chris Warren,FA,2018,Combine,6-2,246,32.00,10.00,4.69,10.5,,-,,-,33.0,25.8,121.0,60.7,25.0,85.7
DeAndre Washington,KC,2016,Combine,5-8,210,30.00,9.00,4.49,66.4,4.20,63.2,7.03,49.5,34.5,46.6,118.0,35.1,24.0,81.2
Leon Washington,FA,2006,Combine,5-8,192,,,4.42,88.3,4.37,22.4,,-,32.5,22.0,105.0,1.9,17.0,28.7
Dwayne Washington,NO,2016,Pro Day,6-1,223,,,4.45,81.9,4.24,53.4,6.90,72.2,37.5,81.1,127.0,89.8,21.0,61.8
Mike Weber,FA,2019,Combine,5-10,211,29.75,9.38,4.47,76.6,,-,,-,33.5,33.5,,-,22.0,69.3
Terrance West,FA,2014,Combine,5-10,225,31.00,9.13,4.54,50.6,,-,,-,33.5,33.5,120.0,51.8,16.0,21.5
James White,NE,2014,Combine,5-10,205,29.25,8.25,4.57,40.1,4.20,63.2,7.05,47.2,32.0,17.7,114.0,16.9,23.0,75.8
Fozzy Whittaker,FA,2012,Combine,5-10,205,,,,-,,-,,-,,-,,-,20.0,52.6
Brandon Wilds,FA,2016,Combine,6-0,220,32.00,10.25,4.54,50.6,4.33,26.0,7.08,38.2,36.5,73.6,118.0,35.1,21.0,61.8
Jordan Wilkins,IND,2018,Combine,6-1,216,30.13,9.38,4.71,8.2,,-,,-,36.0,67.1,117.0,28.4,16.0,21.5
Karlos Williams,FA,2015,Combine,6-1,230,33.00,9.75,4.48,71.1,4.46,11.2,7.16,24.5,33.5,33.5,117.0,28.4,16.0,21.5
Jonathan Williams,FA,2016,Pro Day,6-0,223,,,4.63,21.1,4.29,36.3,6.97,59.0,,-,,-,,-
Damien Williams,KC,2014,Combine,5-11,224,30.63,9.13,4.45,81.9,4.25,50.7,7.37,5.7,35.5,59.0,121.0,60.7,16.0,21.5
Stanley Williams,FA,2017,Combine,5-8,196,30.00,8.88,4.51,60.5,4.18,73.1,6.68,95.8,36.0,67.1,121.0,60.7,18.0,36.9
Dexter Williams,FA,2019,Combine,5-11,212,32.25,9.63,4.57,40.1,4.16,77.6,7.00,55.2,36.0,67.1,130.0,94.2,17.0,28.7
Kerwynn Williams,FA,2013,Combine,5-8,198,29.75,9.13,4.48,71.1,4.15,79.4,7.15,25.9,35.0,52.2,118.0,35.1,17.0,28.7
Trey Williams,FA,2015,Combine,5-7,200,29.88,8.25,4.49,66.4,4.12,83.9,6.84,83.0,33.5,33.5,119.0,46.0,18.0,36.9
Trayveon Williams,CIN,2019,Combine,5-8,206,30.38,9.25,4.51,60.5,4.44,12.6,7.44,2.8,33.0,25.8,121.0,60.7,19.0,45.1
James Williams,FA,2019,Combine,5-10,197,30.38,9.25,4.58,37.1,4.25,50.7,7.01,53.3,36.5,73.6,118.0,35.1,0.0,0.0
Andre Williams,FA,2014,Combine,6-0,220,33.50,9.00,4.65,16.1,4.06,94.6,7.27,9.9,38.0,84.5,129.0,93.0,,-
Jamaal Williams,GB,2017,Pro Day,6-0,213,31.25,10.00,4.53,55.0,,-,7.07,40.6,,-,,-,33.0,99.7
DeAngelo Williams,FA,2006,Combine,5-9,207,,,4.45,81.9,4.10,87.9,6.57,98.1,34.5,46.6,129.0,93.0,25.0,85.7
Darrel Williams,KC,2018,Combine,5-11,224,31.00,9.38,4.72,7.0,,-,,-,32.0,17.7,109.0,5.4,22.0,69.3
Myles Willis,FA,2017,Pro Day,5-8,192,,,4.50,62.9,,-,6.91,69.8,36.0,67.1,120.0,51.8,17.0,28.7
Jeff Wilson,SF,,Pro Day,6-0,194,,,4.57,40.1,4.29,36.3,7.20,17.5,35.0,52.2,110.0,7.7,,-
DeRunnya Wilson,FA,2016,Combine,6-5,9.25,33.88,9.25,4.85,0.6,,-,,-,28.0,0.6,113.0,13.7,,-
David Wilson,FA,,Combine,5-9,205,30.25,9.38,4.49,66.4,4.12,83.9,7.09,34.9,41.0,97.2,132.0,98.1,,-
George Winn,FA,2013,Combine,5-11,215,30.88,9.88,4.75,4.7,,-,,-,34.5,46.6,119.0,46.0,22.0,69.3
Cierre Wood,FA,2013,Combine,5-11,215,30.88,8.63,4.56,44.4,,-,,-,37.5,81.1,124.0,80.8,16.0,21.5
Danny Woodhead,FA,2008,Pro Day,5-8,200,28.38,9.13,4.38,94.7,4.20,63.2,7.03,49.5,38.0,84.5,121.0,60.7,20.0,52.6
Joe Yearby,FA,2017,Pro Day,5-9,195,,,4.73,6.1,,-,,-,,-,,-,,-
T.J. Yeldon,BUF,2015,Combine,6-1,223,31.63,9.00,4.61,29.2,4.22,55.6,7.19,19.3,36.0,67.1,117.0,28.4,22.0,69.3
