,,,,Fantasy,Passing,,,,,Rushing,,,Receiving,,,,Fumbles,
Name,Team,Pos,G,Pts,COMP,ATT,YDS,TD,INT,ATT,YDS,TD,REC,TAR,YDS,TD,TOT,LOST
Julian Edelman,NE,WR,1,17.9,0,0,0,0,0,0,0,0,8,11,179,0,0,0
Stefon Diggs,BUF,WR,1,21.3,0,0,0,0,0,0,0,0,8,13,153,1,0,0
Mike Gesicki,MIA,TE,1,19.0,0,0,0,0,0,0,0,0,8,11,130,1,0,0
Terry McLaurin,WAS,WR,1,18.5,0,0,0,0,0,0,0,0,7,10,125,1,0,0
D.J. Moore,CAR,WR,1,12.0,0,0,0,0,0,0,0,0,8,13,120,0,0,0
Mo Alie-Cox,IND,TE,1,11.1,0,0,0,0,0,0,0,0,5,6,111,0,0,0
Robby Anderson,CAR,WR,1,10.9,0,0,0,0,0,0,0,0,9,10,109,0,1,1
Calvin Ridley,ATL,WR,1,22.9,0,0,0,0,0,0,0,0,7,10,109,2,0,0
CeeDee Lamb,DAL,WR,1,11.5,0,0,0,0,0,1,9,0,6,9,106,0,0,0
Darren Waller,LV,TE,1,16.5,0,0,0,0,0,0,0,0,12,16,105,1,0,0
Mike Evans,TB,WR,1,16.4,0,0,0,0,0,0,0,0,7,10,104,1,0,0
Amari Cooper,DAL,WR,1,10.0,0,0,0,0,0,0,0,0,6,9,100,0,0,0
Tyreek Hill,KC,WR,1,16.8,0,0,0,0,0,1,9,0,5,11,99,1,0,0
Keenan Allen,LAC,WR,1,9.6,0,0,0,0,0,0,0,0,7,10,96,0,1,0
Brandin Cooks,HOU,WR,1,9.5,0,0,0,0,0,0,0,0,5,8,95,0,0,0
Alvin Kamara,NO,RB,1,29.4,0,0,0,0,0,13,79,2,9,9,95,0,0,0
Diontae Johnson,PIT,WR,1,15.2,0,0,0,0,0,0,0,0,8,13,92,1,0,0
DK Metcalf,SEA,WR,1,15.2,0,0,0,0,0,0,0,0,4,6,92,1,0,0
Travis Kelce,KC,TE,1,15.0,0,0,0,0,0,0,0,0,9,14,90,1,0,0
Chase Claypool,PIT,WR,1,14.8,0,0,0,0,0,0,0,0,3,3,88,1,0,0
Dalton Schultz,DAL,TE,1,14.8,0,0,0,0,0,0,0,0,9,10,88,1,1,1
Tre'Quan Smith,NO,WR,1,8.6,0,0,0,0,0,0,0,0,5,7,86,0,0,0
Jonnu Smith,TEN,TE,1,20.4,0,0,0,0,0,0,0,0,4,5,84,2,0,0
DJ Chark,JAX,WR,1,8.4,0,0,0,0,0,0,0,0,4,4,84,0,0,0
Hunter Henry,LAC,TE,1,8.3,0,0,0,0,0,0,0,0,6,8,83,0,0,0
John Brown,BUF,WR,1,14.2,0,0,0,0,0,0,0,0,4,6,82,1,0,0
Cooper Kupp,LAR,WR,1,10.0,0,0,0,0,0,2,19,0,5,6,81,0,1,1
Isaiah Ford,MIA,WR,1,7.6,0,0,0,0,0,0,0,0,7,9,76,0,0,0
Chris Hogan,NYJ,WR,1,7.5,0,0,0,0,0,0,0,0,6,8,75,0,0,0
Odell Beckham,CLE,WR,1,13.4,0,0,0,0,0,0,0,0,4,6,74,1,0,0
Mike Davis,CAR,RB,1,7.5,0,0,0,0,0,1,1,0,8,8,74,0,0,0
Tyler Boyd,CIN,WR,1,13.2,0,0,0,0,0,0,0,0,7,8,72,1,0,0
Damiere Byrd,NE,WR,1,7.2,0,0,0,0,0,0,0,0,6,9,72,0,0,0
N'Keal Harry,NE,WR,1,7.2,0,0,0,0,0,0,0,0,8,12,72,0,0,0
Hayden Hurst,ATL,TE,1,13.2,0,0,0,0,0,0,0,0,5,8,72,1,0,0
Cole Beasley,BUF,WR,1,7.0,0,0,0,0,0,0,0,0,5,6,70,0,0,0
DeAndre Hopkins,ARI,WR,1,12.8,0,0,0,0,0,0,0,0,8,9,68,1,0,0
Aaron Jones,GB,RB,1,41.6,0,0,0,0,0,18,168,2,4,8,68,1,0,0
