,,,,Defensive Stats,,,,,,,,,
Tahir Whitehead,CAR,LB,1,50,2,5,7,0.0,0,1,0,0,0
Demario Davis,NO,LB,1,62,6,1,7,1.0,0,0,0,0,0
Josh Bynes,CIN,LB,1,66,4,3,7,0.0,0,0,0,0,0
Johnathan Joseph,TEN,CB,1,59,7,0,7,0.0,1,0,1,0,1
Darius Slay,PHI,CB,1,66,7,0,7,0.0,0,0,0,0,1
Cre'von LeBlanc,PHI,CB,1,59,6,1,7,0.0,0,0,0,0,0
Elandon Roberts,MIA,LB,1,20,3,4,7,0.0,0,0,0,0,0
Brandon Williams,BAL,DT,1,31,7,0,7,0.0,0,0,0,0,0
Eric Wilson,MIN,LB,1,75,4,3,7,1.0,0,0,0,0,0
Cory Littleton,LV,LB,1,69,4,2,6,0.0,0,0,0,0,0
De'Vondre Campbell,ARI,LB,1,67,4,2,6,0.0,0,0,0,0,0
Shaquil Barrett,TB,LB,1,47,5,1,6,2.0,0,0,0,0,0
Quandre Diggs,SEA,S,1,82,5,1,6,0.0,0,0,0,0,0
DeForest Buckner,IND,DT,1,47,4,2,6,0.0,0,0,0,0,0
Deion Jones,ATL,LB,1,76,2,4,6,0.0,0,0,0,0,0
Karl Joseph,CLE,S,1,65,4,2,6,0.0,0,0,1,0,1
Buster Skrine,CHI,CB,1,43,5,1,6,0.0,0,0,0,0,0
Kareem Jackson,DEN,S,1,68,4,2,6,0.0,0,0,0,0,0
Derek Wolfe,BAL,DE,1,45,1,5,6,0.0,0,0,0,0,0
Janoris Jenkins,NO,CB,1,61,4,2,6,0.0,0,0,0,0,0
Tashaun Gipson,CHI,S,1,68,4,2,6,0.0,0,0,1,0,1
Jamie Collins,DET,LB,1,54,1,5,6,0.0,0,0,1,0,2
Dre Kirkpatrick,ARI,CB,1,43,4,2,6,0.0,0,0,0,0,0
Darqueze Dennard,ATL,CB,1,77,3,3,6,0.0,0,0,1,0,2
Aaron Donald,LAR,DE,1,54,5,1,6,2.0,1,1,0,0,0
Lamarcus Joyner,LV,S,1,45,6,0,6,0.0,0,0,0,0,0
Tre Boston,CAR,S,1,78,4,2,6,0.0,0,0,0,0,2
Jamal Perry,MIA,CB,1,41,3,3,6,0.0,0,0,0,0,0
Juan Thornhill,KC,S,1,56,5,1,6,0.0,0,0,0,0,0
Justin Reid,HOU,S,1,80,4,2,6,0.0,0,0,0,0,0
Rasul Douglas,CAR,CB,1,78,2,4,6,0.0,0,0,0,0,0
Ceedy Duce,NO,S,1,60,6,0,6,0.0,0,0,0,0,0
C.J. Gardner-Johnson,NO,S,1,60,6,0,6,0.0,0,0,0,0,0
Antoine Winfield,TB,S,1,63,4,2,6,1.0,0,0,0,0,1
Jeff Okudah,DET,CB,1,59,6,0,6,0.0,0,0,1,0,1
Vernon Hargreaves,HOU,CB,1,66,6,0,6,0.0,0,0,0,0,1
Michael Davis,LAC,CB,1,43,5,1,6,0.0,0,0,0,0,0
Germaine Pratt,CIN,LB,1,52,3,3,6,0.0,0,0,0,0,1
Neville Hewitt,NYJ,LB,1,60,3,3,6,0.0,0,0,0,0,0
Maurice Hurst,LV,DT,1,30,5,1,6,0.0,0,0,0,0,0
Anthony Walker,IND,LB,1,28,5,1,6,0.0,0,0,0,0,0
Marlon Humphrey,BAL,CB,1,74,3,3,6,0.0,0,0,0,0,2
Marshon Lattimore,NO,CB,1,62,6,0,6,0.0,0,0,0,0,0
Tre Herndon,JAX,CB,1,59,5,0,5,0.0,0,0,0,0,0
J.C. Jackson,NE,CB,1,51,5,0,5,0.0,0,1,0,0,1
Harold Landry,TEN,LB,1,61,3,2,5,0.0,0,0,0,0,1
Tre Flowers,SEA,CB,1,80,4,1,5,0.0,0,0,0,0,1
Xavier Woods,DAL,S,1,76,3,2,5,0.0,0,0,0,0,0
Chris Jones,KC,DT,1,39,3,2,5,2.0,2,0,0,0,0
Kenneth Murray,LAC,LB,1,45,2,3,5,0.0,0,0,0,0,0
Jeffery Simmons,TEN,DE,1,60,3,2,5,1.0,0,0,0,0,0
Derrick Brown,CAR,DT,1,42,4,1,5,0.0,0,0,0,0,0
Brandon Jones,MIA,S,1,39,3,2,5,0.0,0,0,0,0,0
Tremaine Edmunds,BUF,LB,1,68,4,1,5,0.0,0,0,0,0,0
DeShon Elliott,BAL,S,1,75,4,1,5,0.0,0,0,0,0,1
Minkah Fitzpatrick,PIT,S,1,47,5,0,5,0.0,0,0,0,0,0
Daron Payne,WAS,DT,1,55,3,2,5,0.0,0,0,0,0,0
Roquan Smith,CHI,LB,1,68,3,2,5,0.0,1,0,0,0,1
Jordan Whitehead,TB,S,1,63,4,1,5,1.0,0,0,0,0,0
Jeff Gladney,MIN,CB,1,73,5,0,5,0.0,0,0,0,0,1
Logan Wilson,CIN,LB,1,29,5,0,5,0.0,0,0,1,0,1
Tyrann Mathieu,KC,S,1,56,3,2,5,0.0,0,0,0,0,0
Duron Harmon,DET,S,1,65,3,2,5,0.0,0,0,1,0,2
K'Waun Williams,SF,CB,1,33,3,2,5,0.0,0,0,0,0,1
Anthony Hitchens,KC,LB,1,36,0,5,5,0.0,0,0,0,0,1
Jimmie Ward,SF,S,1,45,3,2,5,0.0,0,0,0,0,0
Khalil Mack,CHI,LB,1,61,1,4,5,0.5,0,0,0,0,0
Lawrence Guy,NE,DT,1,36,0,5,5,0.0,0,1,0,0,0
Rodney McLeod,PHI,S,1,72,2,3,5,0.0,0,0,0,0,0
Daniel Sorensen,KC,S,1,46,4,1,5,0.0,0,0,0,0,0
L.J. Fort,BAL,LB,1,43,2,3,5,0.0,0,0,0,0,0
Kenny Vaccaro,TEN,S,1,65,4,1,5,0.0,0,0,0,0,0
Danny Trevathan,CHI,LB,1,54,4,1,5,0.0,0,0,0,0,0
Whitney Mercilus,HOU,LB,1,59,2,3,5,0.0,0,0,0,0,0
Jimmy Smith,BAL,CB,1,66,3,2,5,0.0,0,0,0,0,0
Brandon Graham,PHI,DE,1,58,5,0,5,2.0,0,0,0,0,0
Eric Murray,HOU,S,1,73,5,0,5,0.0,1,0,0,0,1
Jalen Mills,PHI,S,1,71,3,2,5,1.5,0,0,0,0,0
Denico Autry,IND,DT,1,43,4,1,5,0.0,0,0,0,0,0
Adrian Amos,GB,S,1,61,4,1,5,0.0,0,0,0,0,0
Eric Rowe,MIA,S,1,48,2,3,5,0.0,0,0,0,0,0
Jordan Hicks,ARI,LB,1,67,3,2,5,0.0,0,0,0,0,0
Deatrich Wise,NE,DE,1,39,3,2,5,0.5,0,1,0,0,0
Brian Poole,NYJ,CB,1,46,5,0,5,0.0,0,0,0,0,0
Dalvin Tomlinson,NYG,DT,1,49,3,2,5,0.0,0,0,0,0,0
Leonard Williams,NYG,DE,1,57,2,3,5,1.0,0,0,0,0,0
Ronald Darby,WAS,CB,1,63,2,2,4,0.0,0,0,0,0,0
Jaleel Johnson,MIN,DT,1,58,2,2,4,0.0,0,0,0,0,0
William Jackson,CIN,CB,1,88,4,0,4,0.0,0,0,0,0,0
Landon Collins,WAS,S,1,62,2,2,4,0.0,0,0,0,0,0
Damien Wilson,KC,LB,1,36,2,2,4,0.0,1,0,0,0,1
Erik Harris,LV,S,1,59,4,0,4,0.0,0,0,0,0,0
Marcell Harris,SF,S,1,7,3,1,4,0.0,2,0,0,0,1
Daryl Worley,DAL,CB,1,73,3,1,4,0.0,0,0,0,0,0
Corn Elder,CAR,CB,1,40,2,2,4,0.0,0,0,0,0,0
Darius Phillips,CIN,CB,1,89,3,1,4,0.0,0,0,0,0,1
Malcolm Butler,TEN,CB,1,64,4,0,4,0.0,0,0,0,0,2
Haason Reddick,ARI,LB,1,35,3,1,4,1.0,0,0,0,0,1
Nevin Lawson,LV,CB,1,36,3,1,4,0.0,0,0,0,0,0
Darryl Roberts,DET,CB,1,53,4,0,4,0.0,0,0,0,0,0
Kevin Byard,TEN,S,1,65,1,3,4,0.0,0,0,0,0,1
Darian Thompson,DAL,S,1,72,3,1,4,0.0,0,0,0,0,0
Kyler Fackrell,NYG,LB,1,39,2,2,4,0.0,0,0,0,0,0
B.J. Goodson,CLE,LB,1,60,4,0,4,0.0,0,1,1,0,1
Grady Jarrett,ATL,DT,1,44,3,1,4,1.0,0,0,0,0,0
Sheldon Richardson,CLE,DT,1,43,3,1,4,1.0,0,0,0,0,1
Stephon Tuitt,PIT,DE,1,33,2,2,4,1.0,0,0,0,0,0
Marcus Peters,BAL,CB,1,75,3,1,4,0.0,0,0,0,0,0
Will Redmond,GB,CB,1,32,3,1,4,0.0,0,0,0,0,0
Denzel Perryman,LAC,LB,1,18,4,0,4,0.0,0,0,0,0,0
Ryan Anderson,WAS,DE,1,26,2,2,4,0.0,0,0,0,0,0
Corey Peters,ARI,DT,1,47,2,2,4,1.0,0,0,0,0,0
Chris Harris,LAC,CB,1,36,2,2,4,0.0,0,0,0,0,0
Calais Campbell,BAL,DE,1,53,2,2,4,0.0,0,0,0,0,1
Jason McCourty,NE,CB,1,40,3,1,4,0.0,0,0,0,0,0
J.J. Watt,HOU,DE,1,72,1,3,4,0.0,0,0,0,0,0
Cameron Jordan,NO,DE,1,48,1,3,4,0.0,0,0,0,0,0
Aldon Smith,DAL,LB,1,60,4,0,4,3.0,0,0,0,0,1
Chandler Jones,DET,LB,1,67,2,2,4,0.0,0,0,0,0,0
TJ Carrie,IND,CB,1,54,3,1,4,0.0,0,0,1,1,1
Tavon Wilson,IND,S,1,23,4,0,4,0.0,0,0,0,0,1
Jurrell Casey,DEN,DE,1,48,1,3,4,0.0,0,0,0,0,0
Chris Banjo,ARI,S,1,18,3,1,4,0.0,0,0,0,0,0
Akiem Hicks,CHI,DE,1,56,3,1,4,1.5,0,0,0,0,0
Shelby Harris,DEN,DE,1,39,3,1,4,2.0,0,0,0,0,1
Terrence Brooks,NE,S,1,21,2,2,4,0.0,0,0,0,0,0
Christian Jones,DET,LB,1,42,1,3,4,0.0,0,0,0,0,0
Jeremiah Attaochu,DEN,LB,1,26,4,0,4,0.0,0,0,0,0,0
Kyle Fuller,CHI,CB,1,66,4,0,4,0.0,0,0,0,0,1
Lavonte David,TB,LB,1,63,2,2,4,0.0,0,0,1,0,2
Kevin Pierre-Louis,WAS,LB,1,49,1,3,4,0.0,0,0,0,0,0
Michael Ojemudia,DEN,CB,1,66,3,1,4,0.0,0,0,0,0,0
Mike Edwards,TB,S,1,42,3,1,4,0.0,0,0,1,0,1
Clelin Ferrell,LV,DE,1,46,4,0,4,0.0,0,0,0,0,0
Deionte Thompson,ARI,S,1,37,4,0,4,0.0,0,0,0,0,0
Will Harris,DET,S,1,19,3,1,4,0.0,0,0,0,0,0
Rashad Fenton,KC,CB,1,54,3,1,4,0.0,0,0,0,0,0
Dexter Lawrence,NYG,DE,1,55,1,3,4,0.0,0,0,0,0,0
Devin Bush,PIT,LB,1,47,2,2,4,0.5,0,0,0,0,1
Marlon Davidson,ATL,DT,1,32,2,2,4,0.0,0,0,0,0,0
Micah Kiser,LAR,LB,1,62,0,4,4,0.0,0,0,0,0,0
T.J. Watt,PIT,LB,1,39,4,0,4,1.0,0,0,0,0,0
Oren Burks,GB,LB,1,13,4,0,4,0.0,1,0,0,0,0
Larry Ogunjobi,CLE,DT,1,41,2,2,4,0.0,0,0,0,0,0
Tedric Thompson,KC,S,1,20,3,1,4,0.0,0,0,0,0,0
Kevin King,GB,CB,1,61,3,1,4,0.0,0,0,0,0,0
Devante Downs,NYG,LB,1,55,1,3,4,0.0,0,0,0,0,0
Shaun Dion Hamilton,WAS,LB,1,15,4,0,4,0.0,0,0,0,0,0
Raekwon McMillan,LV,LB,1,19,3,1,4,0.0,0,0,0,0,0
Bobby Okereke,IND,LB,1,52,3,1,4,0.0,0,0,0,0,0
Ja'Whaun Bentley,NE,LB,1,47,4,0,4,0.0,0,0,0,0,1
Ryan Neal,SEA,S,1,29,4,0,4,0.0,0,0,1,0,1
Derek Barnett,PHI,DE,1,38,4,0,4,2.0,0,0,0,0,0
Myles Garrett,CLE,DE,1,50,4,0,4,2.0,1,1,0,0,0
Troy Apke,WAS,S,1,63,4,0,4,0.0,0,0,0,0,1
Oshane Ximines,NYG,LB,1,44,3,1,4,0.0,0,0,0,0,0
Sam Hubbard,CIN,DE,1,69,4,0,4,1.0,0,0,0,0,0
Terrell Edmunds,PIT,S,1,47,4,0,4,0.0,0,0,0,0,0
Montez Sweat,WAS,DE,1,46,3,1,4,1.0,0,0,0,0,0
T.J. Edwards,PHI,LB,1,51,1,3,4,0.0,0,0,0,0,0
A.J. Moore,HOU,S,1,29,3,1,4,0.0,0,0,0,0,0
Patrick Queen,BAL,LB,1,47,4,0,4,0.0,0,0,0,0,0
Jaylon Johnson,CHI,CB,1,66,3,1,4,0.0,0,0,0,0,0
Grover Stewart,IND,DT,1,32,3,0,3,0.0,0,0,0,0,0
Noah Igbinoghene,MIA,CB,1,66,2,1,3,0.0,0,0,0,0,1
Darnay Holmes,NYG,CB,1,27,2,1,3,0.0,0,0,0,0,0
Daniel Ross,LV,DT,1,21,3,0,3,0.0,0,0,0,0,0
Alton Robinson,SEA,DE,1,30,3,0,3,1.0,0,0,0,0,0
Zach Sieler,MIA,DE,1,31,1,2,3,0.5,0,0,0,0,0
Tavierre Thomas,CLE,CB,1,30,3,0,3,0.0,0,0,0,0,0
Vita Vea,TB,DT,1,37,1,2,3,1.0,0,0,0,0,0
Uchenna Nwosu,LAC,DE,1,47,2,1,3,0.0,0,0,0,0,0
Da'Shawn Hand,DET,DE,1,28,2,1,3,0.0,0,0,0,0,0
Bradley Chubb,DEN,LB,1,48,3,0,3,0.0,0,0,0,0,0
Brandon Watson,JAX,CB,1,30,1,2,3,0.0,0,0,0,0,0
M.J. Stewart,CLE,CB,1,22,3,0,3,0.0,0,0,0,0,0
P.J. Hall,HOU,DT,1,45,2,1,3,0.0,0,0,0,0,0
Sebastian Joseph-Day,LAR,DT,1,21,2,1,3,0.0,0,0,0,0,0
Leonard Floyd,LAR,LB,1,56,3,0,3,1.0,0,0,0,0,0
Jourdan Lewis,DAL,CB,1,75,3,0,3,0.0,0,0,0,0,1
Matt Judon,BAL,LB,1,56,1,2,3,0.0,0,0,0,0,0
Byron Murphy,ARI,CB,1,62,3,0,3,0.0,0,0,0,0,0
D.J. Wonnum,MIN,DE,1,25,2,1,3,0.0,0,0,0,0,0
Malik Harrison,BAL,LB,1,11,2,1,3,0.0,0,0,0,0,0
Brian Burns,CAR,DE,1,63,2,1,3,1.0,1,0,0,0,1
Quinnen Williams,NYJ,DE,1,33,3,0,3,0.0,0,0,0,0,0
Tim Settle,WAS,DT,1,26,2,1,3,0.0,0,0,0,0,0
Porter Gustin,CLE,LB,1,54,2,1,3,0.0,0,0,0,0,0
Carlton Davis,TB,CB,1,63,3,0,3,0.0,0,0,0,0,0
Jaire Alexander,GB,CB,1,61,3,0,3,0.0,0,0,0,0,1
Johnathan Abram,LV,S,1,60,2,1,3,0.0,0,0,1,0,1
Andrew Wingard,JAX,S,1,32,3,0,3,0.0,0,0,0,0,0
Jaylinn Hawkins,ATL,S,1,24,2,1,3,0.0,0,0,0,0,0
Jacob Tuioti-Mariner,ATL,DE,1,27,3,0,3,0.0,0,0,0,0,0
Terrance Mitchell,CLE,CB,1,65,1,2,3,0.0,1,0,0,0,1
Bryce Callahan,DEN,CB,1,66,3,0,3,0.0,0,0,0,0,0
Kyle Van Noy,MIA,LB,1,52,1,2,3,1.0,1,1,0,0,0
Kevin Johnson,CLE,CB,1,38,2,1,3,0.0,1,0,0,0,0
Christian Kirksey,GB,LB,1,17,3,0,3,0.0,0,0,0,0,0
Cassius Marsh,JAX,LB,1,38,3,0,3,0.0,0,0,0,0,0
Johnathan Hankins,LV,DT,1,43,2,1,3,0.0,0,0,0,0,0
Jaquiski Tartt,SF,S,1,45,2,1,3,0.0,0,0,0,0,1
Michael Brockers,LAR,DE,1,40,2,1,3,0.0,0,0,0,0,0
Shamar Stephen,MIN,DT,1,49,3,0,3,0.0,0,0,0,0,0
Devon Kennard,ARI,LB,1,40,2,1,3,1.0,0,0,0,0,0
Nick Williams,DET,DT,1,29,2,1,3,0.0,0,0,0,0,0
Zach Kerr,CAR,DT,1,31,2,1,3,0.0,0,0,0,0,0
Ryan Kerrigan,WAS,DE,1,41,1,2,3,0.0,0,0,0,0,0
Ndamukong Suh,TB,DE,1,45,3,0,3,0.0,0,0,0,0,0
Steve McLendon,NYJ,DT,1,29,3,0,3,0.0,0,0,0,0,0
Devin McCourty,NE,S,1,59,1,2,3,0.0,0,0,0,0,2
Andrew Sendejo,CLE,S,1,65,2,1,3,0.0,0,0,0,0,0
Carl Nassib,LV,LB,1,27,1,2,3,0.0,0,0,0,0,1
Arik Armstead,SF,DE,1,33,2,1,3,0.0,0,0,0,0,0
Shaq Lawson,MIA,DE,1,42,1,2,3,0.0,0,0,0,0,0
Shilique Calhoun,NE,LB,1,27,2,1,3,0.5,2,0,0,0,0
Bud Dupree,PIT,LB,1,41,1,2,3,1.5,0,0,0,0,0
Brennan Scarlett,HOU,LB,1,38,2,1,3,0.0,0,0,0,0,0
James Bradberry,NYG,CB,1,77,2,1,3,0.0,0,0,0,0,3
Trey Flowers,DET,DE,1,40,1,2,3,0.0,0,0,0,0,0
Preston Smith,GB,LB,1,58,1,2,3,0.0,0,0,0,0,0
Bobby McCain,MIA,S,1,64,2,1,3,0.0,0,0,0,0,0
D.J. Hayden,JAX,CB,1,27,2,1,3,0.0,0,0,0,0,0
Trevor Williams,PHI,CB,1,32,2,1,3,0.0,0,0,0,0,1
Alex Anzalone,NO,LB,1,54,3,0,3,0.0,0,0,0,0,0
Ifeadi Odenigbo,MIN,DE,1,53,3,0,3,0.0,0,0,0,0,0
Dylan Cole,HOU,LB,1,3,0,3,3,0.0,0,0,0,0,0
Kavon Frazier,MIA,S,1,6,2,1,3,0.0,0,0,0,0,0
Damontae Kazee,ATL,S,1,81,3,0,3,0.0,1,0,0,0,0
Adam Butler,NE,DT,1,29,1,2,3,0.0,0,0,0,0,0
Hardy Nickerson,MIN,LB,1,36,1,1,2,0.0,0,0,0,0,0
Emmanuel Ogbah,MIA,DE,1,53,0,2,2,0.5,0,0,0,0,0
Malcom Brown,NO,DT,1,37,0,2,2,0.0,0,0,0,0,0
P.J. Williams,NO,CB,1,8,1,1,2,0.0,0,0,0,0,0
Adam Gotsis,JAX,DE,1,34,1,1,2,0.0,0,0,0,0,0
Reggie Ragland,DET,LB,1,19,1,1,2,0.0,0,0,0,0,0
Jeff Heath,LV,S,1,19,2,0,2,0.0,0,0,0,0,0
Joey Bosa,LAC,DE,1,50,2,0,2,1.0,0,0,0,0,0
Za'Darius Smith,GB,LB,1,56,1,1,2,0.0,1,1,0,0,0
Romeo Okwara,DET,DE,1,33,2,0,2,1.0,0,0,0,0,0
Tyeler Davison,ATL,DT,1,41,1,1,2,0.0,0,0,0,0,0
Jason Verrett,SF,CB,1,45,2,0,2,0.0,0,0,0,0,1
Curtis Riley,ARI,S,1,12,1,1,2,0.0,0,0,0,0,0
DaQuan Jones,TEN,DT,1,45,2,0,2,0.0,0,0,0,0,0
DeShawn Williams,DEN,DE,1,27,1,1,2,0.0,0,0,0,0,1
Jadeveon Clowney,TEN,DE,1,55,1,1,2,0.0,0,0,0,0,1
James Vaughters,CHI,LB,1,20,1,1,2,0.0,0,0,0,0,0
Alex Singleton,PHI,LB,1,1,1,1,2,0.0,0,0,0,0,0
LeShaun Sims,CIN,CB,1,19,2,0,2,0.0,0,0,1,0,1
Roy Robertson-Harris,CHI,DE,1,37,1,1,2,0.0,0,0,0,0,0
Matthias Farley,NYJ,S,1,3,2,0,2,0.0,0,0,0,0,0
Danny Shelton,DET,DT,1,38,0,2,2,0.0,0,0,0,0,0
Jordan Phillips,ARI,DE,1,42,2,0,2,1.0,0,0,0,0,0
D.J. Reader,CIN,DT,1,68,1,1,2,0.0,0,0,0,0,1
Carlos Watkins,HOU,DE,1,34,2,0,2,1.0,0,0,0,0,0
Markus Golden,NYG,LB,1,23,0,2,2,0.0,0,0,0,0,0
DeMarcus Lawrence,DAL,DE,1,31,1,1,2,0.0,0,0,0,0,0
Joe Haden,PIT,CB,1,47,2,0,2,0.0,0,0,0,0,0
Thomas Davis,WAS,LB,1,21,2,0,2,0.0,0,0,0,0,0
Jerry Hughes,BUF,DE,1,43,1,1,2,0.0,0,0,0,0,0
Cameron Heyward,PIT,DE,1,37,2,0,2,0.0,0,0,0,0,0
Allen Bailey,ATL,DE,1,33,2,0,2,0.0,0,0,0,0,0
Linval Joseph,LAC,DT,1,42,1,1,2,0.0,0,0,0,0,0
Vince Williams,PIT,LB,1,33,2,0,2,1.0,0,0,0,0,0
Steven Means,ATL,DE,1,45,1,1,2,0.0,0,0,0,0,0
Malik Jackson,PHI,DT,1,42,0,2,2,0.5,0,0,0,0,0
Abry Jones,JAX,DT,1,36,0,2,2,0.0,0,0,0,0,0
Fletcher Cox,PHI,DT,1,55,2,0,2,1.0,0,0,0,0,0
John Simon,NE,LB,1,37,1,1,2,0.0,0,0,0,0,0
Kerry Hyder,SF,DE,1,36,1,1,2,1.0,0,0,0,0,0
Pernell McPhee,BAL,LB,1,35,2,0,2,0.0,0,0,0,0,0
Mike Purcell,DEN,DT,1,47,1,1,2,0.0,0,0,0,0,0
Dontari Poe,DAL,DT,1,46,1,1,2,0.0,0,0,0,0,0
Trent Murphy,BUF,DE,1,39,2,0,2,0.0,0,0,0,0,0
Jason Pierre-Paul,TB,LB,1,49,1,1,2,1.0,1,0,0,0,0
Phillip Gaines,HOU,CB,1,14,1,1,2,0.0,0,0,0,0,0
Bradley Roby,HOU,CB,1,69,2,0,2,0.0,0,0,0,0,1
Henry Anderson,NYJ,DE,1,24,2,0,2,0.0,0,0,0,0,0
Kenny Young,LAR,LB,1,39,1,1,2,0.0,0,0,0,0,0
Ben Niemann,KC,LB,1,24,2,0,2,1.0,0,1,0,0,0
